,HR,Dates,city,YR,M,D,MW,TEMP,DEWPOINT,AverageDailyMW,AverageDailyTemp,AverageDailyDewPoint
6235,4,17-09-2011,Delhi - BRPL,2011,9,17,1182.027298,28,24,1422.934673,28.20833333,24.72916667
6236,5,17-09-2011,Delhi - BRPL,2011,9,17,1179.068298,29,25,1422.934673,28.20833333,24.72916667
6237,6,17-09-2011,Delhi - BRPL,2011,9,17,1198.834298,30,25,1422.934673,28.20833333,24.72916667
6238,7,17-09-2011,Delhi - BRPL,2011,9,17,1186.322298,31,25.5,1422.934673,28.20833333,24.72916667
6239,8,17-09-2011,Delhi - BRPL,2011,9,17,1196.616298,31,25,1422.934673,28.20833333,24.72916667
6240,9,17-09-2011,Delhi - BRPL,2011,9,17,1314.341298,31.5,25,1422.934673,28.20833333,24.72916667
6241,0,18-09-2011,Delhi - BRPL,2011,9,18,1511.549298,25,25,1343.908715,28.02083333,24.64583333
6242,1,18-09-2011,Delhi - BRPL,2011,9,18,1412.175298,25,25,1343.908715,28.02083333,24.64583333
6243,10,18-09-2011,Delhi - BRPL,2011,9,18,1233.953298,31.5,24,1343.908715,28.02083333,24.64583333
6244,11,18-09-2011,Delhi - BRPL,2011,9,18,1270.206298,31,24,1343.908715,28.02083333,24.64583333
6245,12,18-09-2011,Delhi - BRPL,2011,9,18,1299.108298,30,24,1343.908715,28.02083333,24.64583333
6246,13,18-09-2011,Delhi - BRPL,2011,9,18,1303.476298,29,24,1343.908715,28.02083333,24.64583333
6247,14,18-09-2011,Delhi - BRPL,2011,9,18,1327.262298,29,25,1343.908715,28.02083333,24.64583333
6248,15,18-09-2011,Delhi - BRPL,2011,9,18,1327.509298,29,25,1343.908715,28.02083333,24.64583333
6249,16,18-09-2011,Delhi - BRPL,2011,9,18,1316.037298,28.5,25,1343.908715,28.02083333,24.64583333
6250,17,18-09-2011,Delhi - BRPL,2011,9,18,1282.660298,28,25,1343.908715,28.02083333,24.64583333
6251,18,18-09-2011,Delhi - BRPL,2011,9,18,1386.253298,27.5,25,1343.908715,28.02083333,24.64583333
6252,19,18-09-2011,Delhi - BRPL,2011,9,18,1521.630298,26,25,1343.908715,28.02083333,24.64583333
6253,2,18-09-2011,Delhi - BRPL,2011,9,18,1342.204298,25.5,25,1343.908715,28.02083333,24.64583333
6254,20,18-09-2011,Delhi - BRPL,2011,9,18,1559.262298,26,25,1343.908715,28.02083333,24.64583333
6255,21,18-09-2011,Delhi - BRPL,2011,9,18,1567.852298,25,25,1343.908715,28.02083333,24.64583333
6256,22,18-09-2011,Delhi - BRPL,2011,9,18,1591.607298,25,25,1343.908715,28.02083333,24.64583333
6257,23,18-09-2011,Delhi - BRPL,2011,9,18,1551.992298,25,24.5,1343.908715,28.02083333,24.64583333
6258,3,18-09-2011,Delhi - BRPL,2011,9,18,1290.129298,27.5,25,1343.908715,28.02083333,24.64583333
6259,4,18-09-2011,Delhi - BRPL,2011,9,18,1240.460298,28,24,1343.908715,28.02083333,24.64583333
6260,5,18-09-2011,Delhi - BRPL,2011,9,18,1212.860298,29,25,1343.908715,28.02083333,24.64583333
6261,6,18-09-2011,Delhi - BRPL,2011,9,18,1182.029298,29.5,24.5,1343.908715,28.02083333,24.64583333
6262,7,18-09-2011,Delhi - BRPL,2011,9,18,1173.747298,30.5,24,1343.908715,28.02083333,24.64583333
6263,8,18-09-2011,Delhi - BRPL,2011,9,18,1166.952298,31,24.5,1343.908715,28.02083333,24.64583333
6264,9,18-09-2011,Delhi - BRPL,2011,9,18,1182.890298,31,24,1343.908715,28.02083333,24.64583333
6265,0,19-09-2011,Delhi - BRPL,2011,9,19,1450.765298,25,24,1470.446756,28.97916667,24.45833333
6266,1,19-09-2011,Delhi - BRPL,2011,9,19,1345.903298,25,24,1470.446756,28.97916667,24.45833333
6267,10,19-09-2011,Delhi - BRPL,2011,9,19,1495.453298,34,24,1470.446756,28.97916667,24.45833333
6268,11,19-09-2011,Delhi - BRPL,2011,9,19,1496.683298,34,24,1470.446756,28.97916667,24.45833333
6269,12,19-09-2011,Delhi - BRPL,2011,9,19,1555.749298,33,23,1470.446756,28.97916667,24.45833333
6270,13,19-09-2011,Delhi - BRPL,2011,9,19,1540.239298,31.5,23,1470.446756,28.97916667,24.45833333
6271,14,19-09-2011,Delhi - BRPL,2011,9,19,1599.767298,30.5,24,1470.446756,28.97916667,24.45833333
6272,15,19-09-2011,Delhi - BRPL,2011,9,19,1615.213298,29,25,1470.446756,28.97916667,24.45833333
6273,16,19-09-2011,Delhi - BRPL,2011,9,19,1608.214298,29,25,1470.446756,28.97916667,24.45833333
6274,17,19-09-2011,Delhi - BRPL,2011,9,19,1582.051298,28.5,25.5,1470.446756,28.97916667,24.45833333
6275,18,19-09-2011,Delhi - BRPL,2011,9,19,1634.840298,27.5,25,1470.446756,28.97916667,24.45833333
6276,19,19-09-2011,Delhi - BRPL,2011,9,19,1620.146298,27,25.5,1470.446756,28.97916667,24.45833333
6277,2,19-09-2011,Delhi - BRPL,2011,9,19,1276.248298,25.5,24.5,1470.446756,28.97916667,24.45833333
6278,20,19-09-2011,Delhi - BRPL,2011,9,19,1705.770298,26,25,1470.446756,28.97916667,24.45833333
6279,21,19-09-2011,Delhi - BRPL,2011,9,19,1707.259298,26,25,1470.446756,28.97916667,24.45833333
6280,22,19-09-2011,Delhi - BRPL,2011,9,19,1716.928298,26,25,1470.446756,28.97916667,24.45833333
6281,23,19-09-2011,Delhi - BRPL,2011,9,19,1665.614298,26,24,1470.446756,28.97916667,24.45833333
6282,3,19-09-2011,Delhi - BRPL,2011,9,19,1223.682298,27,24.5,1470.446756,28.97916667,24.45833333
6283,4,19-09-2011,Delhi - BRPL,2011,9,19,1190.987298,28.5,25,1470.446756,28.97916667,24.45833333
6284,5,19-09-2011,Delhi - BRPL,2011,9,19,1196.596298,29.5,24.5,1470.446756,28.97916667,24.45833333
6285,6,19-09-2011,Delhi - BRPL,2011,9,19,1228.955298,31,24,1470.446756,28.97916667,24.45833333
6286,7,19-09-2011,Delhi - BRPL,2011,9,19,1219.604298,31,24,1470.446756,28.97916667,24.45833333
6287,8,19-09-2011,Delhi - BRPL,2011,9,19,1235.767298,32,25,1470.446756,28.97916667,24.45833333
6288,9,19-09-2011,Delhi - BRPL,2011,9,19,1378.282298,33,24.5,1470.446756,28.97916667,24.45833333
6289,0,20-09-2011,Delhi - BRPL,2011,9,20,1545.033298,26,24,1475.177173,28.33333333,23.29166667
6290,1,20-09-2011,Delhi - BRPL,2011,9,20,1434.016298,24.5,23,1475.177173,28.33333333,23.29166667
6291,10,20-09-2011,Delhi - BRPL,2011,9,20,1492.389298,32,22.5,1475.177173,28.33333333,23.29166667
6292,11,20-09-2011,Delhi - BRPL,2011,9,20,1495.083298,31,23,1475.177173,28.33333333,23.29166667
6293,12,20-09-2011,Delhi - BRPL,2011,9,20,1503.627298,30,23,1475.177173,28.33333333,23.29166667
6294,13,20-09-2011,Delhi - BRPL,2011,9,20,1515.825298,29,23,1475.177173,28.33333333,23.29166667
6295,14,20-09-2011,Delhi - BRPL,2011,9,20,1551.336298,28,23.5,1475.177173,28.33333333,23.29166667
6296,15,20-09-2011,Delhi - BRPL,2011,9,20,1566.015298,28,23,1475.177173,28.33333333,23.29166667
6297,16,20-09-2011,Delhi - BRPL,2011,9,20,1564.251298,28,23.5,1475.177173,28.33333333,23.29166667
6298,17,20-09-2011,Delhi - BRPL,2011,9,20,1551.295298,27.5,24,1475.177173,28.33333333,23.29166667
6299,18,20-09-2011,Delhi - BRPL,2011,9,20,1589.036298,27,24,1475.177173,28.33333333,23.29166667
6300,19,20-09-2011,Delhi - BRPL,2011,9,20,1659.442298,28,24,1475.177173,28.33333333,23.29166667
6301,2,20-09-2011,Delhi - BRPL,2011,9,20,1360.291298,26.5,24,1475.177173,28.33333333,23.29166667
6302,20,20-09-2011,Delhi - BRPL,2011,9,20,1642.043298,27,24,1475.177173,28.33333333,23.29166667
6303,21,20-09-2011,Delhi - BRPL,2011,9,20,1643.114298,25,24,1475.177173,28.33333333,23.29166667
6304,22,20-09-2011,Delhi - BRPL,2011,9,20,1664.090298,25,24,1475.177173,28.33333333,23.29166667
6305,23,20-09-2011,Delhi - BRPL,2011,9,20,1618.322298,25,24,1475.177173,28.33333333,23.29166667
6306,3,20-09-2011,Delhi - BRPL,2011,9,20,1320.752298,27.5,23.5,1475.177173,28.33333333,23.29166667
6307,4,20-09-2011,Delhi - BRPL,2011,9,20,1274.138298,29,22.5,1475.177173,28.33333333,23.29166667
6308,5,20-09-2011,Delhi - BRPL,2011,9,20,1243.848298,30,23,1475.177173,28.33333333,23.29166667
6309,6,20-09-2011,Delhi - BRPL,2011,9,20,1246.973298,31,22,1475.177173,28.33333333,23.29166667
6310,7,20-09-2011,Delhi - BRPL,2011,9,20,1245.535298,32,22,1475.177173,28.33333333,23.29166667
6311,8,20-09-2011,Delhi - BRPL,2011,9,20,1278.347298,32,22.5,1475.177173,28.33333333,23.29166667
6312,9,20-09-2011,Delhi - BRPL,2011,9,20,1399.444298,31,23,1475.177173,28.33333333,23.29166667
6313,0,21-09-2011,Delhi - BRPL,2011,9,21,1493.485298,25,24,1470.400256,28.77083333,23.77083333
6314,1,21-09-2011,Delhi - BRPL,2011,9,21,1387.068298,25,24,1470.400256,28.77083333,23.77083333
6315,10,21-09-2011,Delhi - BRPL,2011,9,21,1490.642298,32,23.5,1470.400256,28.77083333,23.77083333
6316,11,21-09-2011,Delhi - BRPL,2011,9,21,1505.233298,32,23.5,1470.400256,28.77083333,23.77083333
6317,12,21-09-2011,Delhi - BRPL,2011,9,21,1538.556298,30.5,22.5,1470.400256,28.77083333,23.77083333
6318,13,21-09-2011,Delhi - BRPL,2011,9,21,1518.170298,30,23,1470.400256,28.77083333,23.77083333
6319,14,21-09-2011,Delhi - BRPL,2011,9,21,1560.061298,30,23,1470.400256,28.77083333,23.77083333
6320,15,21-09-2011,Delhi - BRPL,2011,9,21,1585.509298,30,23,1470.400256,28.77083333,23.77083333
6321,16,21-09-2011,Delhi - BRPL,2011,9,21,1565.446298,29.5,23.5,1470.400256,28.77083333,23.77083333
6322,17,21-09-2011,Delhi - BRPL,2011,9,21,1547.589298,29,24,1470.400256,28.77083333,23.77083333
6323,18,21-09-2011,Delhi - BRPL,2011,9,21,1587.508298,28,24,1470.400256,28.77083333,23.77083333
6324,19,21-09-2011,Delhi - BRPL,2011,9,21,1669.062298,28,24,1470.400256,28.77083333,23.77083333
6325,2,21-09-2011,Delhi - BRPL,2011,9,21,1324.201298,25.5,24.5,1470.400256,28.77083333,23.77083333
6326,20,21-09-2011,Delhi - BRPL,2011,9,21,1658.285298,27,24,1470.400256,28.77083333,23.77083333
6327,21,21-09-2011,Delhi - BRPL,2011,9,21,1666.048298,26.5,24,1470.400256,28.77083333,23.77083333
6328,22,21-09-2011,Delhi - BRPL,2011,9,21,1682.816298,26,24,1470.400256,28.77083333,23.77083333
6329,23,21-09-2011,Delhi - BRPL,2011,9,21,1625.601298,25,24,1470.400256,28.77083333,23.77083333
6330,3,21-09-2011,Delhi - BRPL,2011,9,21,1267.059298,27.5,24.5,1470.400256,28.77083333,23.77083333
6331,4,21-09-2011,Delhi - BRPL,2011,9,21,1230.727298,28.5,24.5,1470.400256,28.77083333,23.77083333
6332,5,21-09-2011,Delhi - BRPL,2011,9,21,1238.545298,30,24,1470.400256,28.77083333,23.77083333
6333,6,21-09-2011,Delhi - BRPL,2011,9,21,1260.743298,31,23.5,1470.400256,28.77083333,23.77083333
6334,7,21-09-2011,Delhi - BRPL,2011,9,21,1257.158298,31,24,1470.400256,28.77083333,23.77083333
6335,8,21-09-2011,Delhi - BRPL,2011,9,21,1253.559298,31.5,23.5,1470.400256,28.77083333,23.77083333
6336,9,21-09-2011,Delhi - BRPL,2011,9,21,1376.528298,32,24,1470.400256,28.77083333,23.77083333
6337,0,22-09-2011,Delhi - BRPL,2011,9,22,1502.911298,25,24,1469.319715,28.875,22.89583333
6338,1,22-09-2011,Delhi - BRPL,2011,9,22,1407.445298,25,24,1469.319715,28.875,22.89583333
6339,10,22-09-2011,Delhi - BRPL,2011,9,22,1501.983298,32.5,21.5,1469.319715,28.875,22.89583333
6340,11,22-09-2011,Delhi - BRPL,2011,9,22,1520.578298,31.5,21.5,1469.319715,28.875,22.89583333
6341,12,22-09-2011,Delhi - BRPL,2011,9,22,1514.818298,31,21.5,1469.319715,28.875,22.89583333
6342,13,22-09-2011,Delhi - BRPL,2011,9,22,1476.859298,30,22.5,1469.319715,28.875,22.89583333
6343,14,22-09-2011,Delhi - BRPL,2011,9,22,1538.079298,30,23,1469.319715,28.875,22.89583333
6344,15,22-09-2011,Delhi - BRPL,2011,9,22,1560.535298,29,23,1469.319715,28.875,22.89583333
6345,16,22-09-2011,Delhi - BRPL,2011,9,22,1562.281298,29,23,1469.319715,28.875,22.89583333
6346,17,22-09-2011,Delhi - BRPL,2011,9,22,1544.383298,28.5,23.5,1469.319715,28.875,22.89583333
6347,18,22-09-2011,Delhi - BRPL,2011,9,22,1585.957298,28,24,1469.319715,28.875,22.89583333
6348,19,22-09-2011,Delhi - BRPL,2011,9,22,1662.716298,27.5,24,1469.319715,28.875,22.89583333
6349,2,22-09-2011,Delhi - BRPL,2011,9,22,1336.711298,26,24,1469.319715,28.875,22.89583333
6350,20,22-09-2011,Delhi - BRPL,2011,9,22,1655.141298,27,24,1469.319715,28.875,22.89583333
6351,21,22-09-2011,Delhi - BRPL,2011,9,22,1651.647298,27,24,1469.319715,28.875,22.89583333
6352,22,22-09-2011,Delhi - BRPL,2011,9,22,1669.888298,26.5,23,1469.319715,28.875,22.89583333
6353,23,22-09-2011,Delhi - BRPL,2011,9,22,1621.380298,25.5,23,1469.319715,28.875,22.89583333
6354,3,22-09-2011,Delhi - BRPL,2011,9,22,1292.861298,27,23,1469.319715,28.875,22.89583333
6355,4,22-09-2011,Delhi - BRPL,2011,9,22,1259.970298,29,23,1469.319715,28.875,22.89583333
6356,5,22-09-2011,Delhi - BRPL,2011,9,22,1236.465298,30,23,1469.319715,28.875,22.89583333
6357,6,22-09-2011,Delhi - BRPL,2011,9,22,1225.936298,31,21.5,1469.319715,28.875,22.89583333
6358,7,22-09-2011,Delhi - BRPL,2011,9,22,1251.828298,31.5,21.5,1469.319715,28.875,22.89583333
6359,8,22-09-2011,Delhi - BRPL,2011,9,22,1282.218298,32.5,22,1469.319715,28.875,22.89583333
6360,9,22-09-2011,Delhi - BRPL,2011,9,22,1401.076298,33,22,1469.319715,28.875,22.89583333
6361,0,23-09-2011,Delhi - BRPL,2011,9,23,1496.342298,26,22,1457.10709,27.85416667,21.83333333
6362,1,23-09-2011,Delhi - BRPL,2011,9,23,1400.959298,24,23,1457.10709,27.85416667,21.83333333
6363,10,23-09-2011,Delhi - BRPL,2011,9,23,1480.893298,32.66666667,21,1457.10709,27.85416667,21.83333333
6364,11,23-09-2011,Delhi - BRPL,2011,9,23,1510.675298,32.5,20.5,1457.10709,27.85416667,21.83333333
6365,12,23-09-2011,Delhi - BRPL,2011,9,23,1526.194298,32,21,1457.10709,27.85416667,21.83333333
6366,13,23-09-2011,Delhi - BRPL,2011,9,23,1509.670298,30.5,21,1457.10709,27.85416667,21.83333333
6367,14,23-09-2011,Delhi - BRPL,2011,9,23,1558.069298,29,22,1457.10709,27.85416667,21.83333333
6368,15,23-09-2011,Delhi - BRPL,2011,9,23,1576.324298,28.5,22,1457.10709,27.85416667,21.83333333
6369,16,23-09-2011,Delhi - BRPL,2011,9,23,1548.931298,27,22,1457.10709,27.85416667,21.83333333
6370,17,23-09-2011,Delhi - BRPL,2011,9,23,1545.423298,26,22,1457.10709,27.85416667,21.83333333
6371,18,23-09-2011,Delhi - BRPL,2011,9,23,1583.267298,26,22,1457.10709,27.85416667,21.83333333
6372,19,23-09-2011,Delhi - BRPL,2011,9,23,1650.298298,25,22,1457.10709,27.85416667,21.83333333
6373,2,23-09-2011,Delhi - BRPL,2011,9,23,1326.704298,25,23,1457.10709,27.85416667,21.83333333
6374,20,23-09-2011,Delhi - BRPL,2011,9,23,1624.749298,23.5,21,1457.10709,27.85416667,21.83333333
6375,21,23-09-2011,Delhi - BRPL,2011,9,23,1588.572298,23,21,1457.10709,27.85416667,21.83333333
6376,22,23-09-2011,Delhi - BRPL,2011,9,23,1582.461298,22.5,21,1457.10709,27.85416667,21.83333333
6377,23,23-09-2011,Delhi - BRPL,2011,9,23,1539.784298,22,21,1457.10709,27.85416667,21.83333333
6378,3,23-09-2011,Delhi - BRPL,2011,9,23,1276.866298,25.5,23,1457.10709,27.85416667,21.83333333
6379,4,23-09-2011,Delhi - BRPL,2011,9,23,1240.516298,28.5,23,1457.10709,27.85416667,21.83333333
6380,5,23-09-2011,Delhi - BRPL,2011,9,23,1235.883298,30,23,1457.10709,27.85416667,21.83333333
6381,6,23-09-2011,Delhi - BRPL,2011,9,23,1255.829298,31.5,22,1457.10709,27.85416667,21.83333333
6382,7,23-09-2011,Delhi - BRPL,2011,9,23,1248.175298,32,22,1457.10709,27.85416667,21.83333333
6383,8,23-09-2011,Delhi - BRPL,2011,9,23,1274.188298,33,22,1457.10709,27.85416667,21.83333333
6384,9,23-09-2011,Delhi - BRPL,2011,9,23,1389.791298,32.83333333,21.5,1457.10709,27.85416667,21.83333333
6385,0,24-09-2011,Delhi - BRPL,2011,9,24,1434.614298,22,21,1376.938048,28.5625,19.85416667
6386,1,24-09-2011,Delhi - BRPL,2011,9,24,1344.557298,22,20,1376.938048,28.5625,19.85416667
6387,10,24-09-2011,Delhi - BRPL,2011,9,24,1400.445298,33.5,18,1376.938048,28.5625,19.85416667
6388,11,24-09-2011,Delhi - BRPL,2011,9,24,1413.033298,33,18.5,1376.938048,28.5625,19.85416667
6389,12,24-09-2011,Delhi - BRPL,2011,9,24,1439.326298,32,19,1376.938048,28.5625,19.85416667
6390,13,24-09-2011,Delhi - BRPL,2011,9,24,1403.458298,31,19,1376.938048,28.5625,19.85416667
6391,14,24-09-2011,Delhi - BRPL,2011,9,24,1427.589298,29.5,20.5,1376.938048,28.5625,19.85416667
6392,15,24-09-2011,Delhi - BRPL,2011,9,24,1440.992298,29,21,1376.938048,28.5625,19.85416667
6393,16,24-09-2011,Delhi - BRPL,2011,9,24,1434.073298,28.5,21,1376.938048,28.5625,19.85416667
6394,17,24-09-2011,Delhi - BRPL,2011,9,24,1414.982298,28,21,1376.938048,28.5625,19.85416667
6395,18,24-09-2011,Delhi - BRPL,2011,9,24,1508.636298,27,22,1376.938048,28.5625,19.85416667
6396,19,24-09-2011,Delhi - BRPL,2011,9,24,1586.070298,26,22,1376.938048,28.5625,19.85416667
6397,2,24-09-2011,Delhi - BRPL,2011,9,24,1263.892298,24,19.5,1376.938048,28.5625,19.85416667
6398,20,24-09-2011,Delhi - BRPL,2011,9,24,1567.612298,24.5,22,1376.938048,28.5625,19.85416667
6399,21,24-09-2011,Delhi - BRPL,2011,9,24,1547.908298,24,22,1376.938048,28.5625,19.85416667
6400,22,24-09-2011,Delhi - BRPL,2011,9,24,1550.837298,24.5,21.5,1376.938048,28.5625,19.85416667
6401,23,24-09-2011,Delhi - BRPL,2011,9,24,1515.698298,24,21,1376.938048,28.5625,19.85416667
6402,3,24-09-2011,Delhi - BRPL,2011,9,24,1214.858298,27,19.5,1376.938048,28.5625,19.85416667
6403,4,24-09-2011,Delhi - BRPL,2011,9,24,1173.038298,29.5,19.5,1376.938048,28.5625,19.85416667
6404,5,24-09-2011,Delhi - BRPL,2011,9,24,1168.275298,31.5,19,1376.938048,28.5625,19.85416667
6405,6,24-09-2011,Delhi - BRPL,2011,9,24,1166.843298,33,18,1376.938048,28.5625,19.85416667
6406,7,24-09-2011,Delhi - BRPL,2011,9,24,1164.226298,34,18,1376.938048,28.5625,19.85416667
6407,8,24-09-2011,Delhi - BRPL,2011,9,24,1186.015298,34,17.5,1376.938048,28.5625,19.85416667
6408,9,24-09-2011,Delhi - BRPL,2011,9,24,1279.529298,34,16,1376.938048,28.5625,19.85416667
6409,0,25-09-2011,Delhi - BRPL,2011,9,25,1416.440298,23.5,20.5,1308.677631,28.90625,21.69791667
6410,1,25-09-2011,Delhi - BRPL,2011,9,25,1334.580298,23.5,20.5,1308.677631,28.90625,21.69791667
6411,10,25-09-2011,Delhi - BRPL,2011,9,25,1196.992298,33.5,20.5,1308.677631,28.90625,21.69791667
6412,11,25-09-2011,Delhi - BRPL,2011,9,25,1247.988298,32.75,20.75,1308.677631,28.90625,21.69791667
6413,12,25-09-2011,Delhi - BRPL,2011,9,25,1263.905298,32,21,1308.677631,28.90625,21.69791667
6414,13,25-09-2011,Delhi - BRPL,2011,9,25,1264.473298,31,22,1308.677631,28.90625,21.69791667
6415,14,25-09-2011,Delhi - BRPL,2011,9,25,1285.907298,30,23,1308.677631,28.90625,21.69791667
6416,15,25-09-2011,Delhi - BRPL,2011,9,25,1288.056298,30,23,1308.677631,28.90625,21.69791667
6417,16,25-09-2011,Delhi - BRPL,2011,9,25,1296.707298,29,23,1308.677631,28.90625,21.69791667
6418,17,25-09-2011,Delhi - BRPL,2011,9,25,1278.507298,28,23,1308.677631,28.90625,21.69791667
6419,18,25-09-2011,Delhi - BRPL,2011,9,25,1389.410298,28,23,1308.677631,28.90625,21.69791667
6420,19,25-09-2011,Delhi - BRPL,2011,9,25,1489.046298,27.5,23,1308.677631,28.90625,21.69791667
6421,2,25-09-2011,Delhi - BRPL,2011,9,25,1273.968298,25,20.5,1308.677631,28.90625,21.69791667
6422,20,25-09-2011,Delhi - BRPL,2011,9,25,1534.038298,27,23,1308.677631,28.90625,21.69791667
6423,21,25-09-2011,Delhi - BRPL,2011,9,25,1572.296298,26,22.5,1308.677631,28.90625,21.69791667
6424,22,25-09-2011,Delhi - BRPL,2011,9,25,1598.332298,25,22,1308.677631,28.90625,21.69791667
6425,23,25-09-2011,Delhi - BRPL,2011,9,25,1552.546298,24,22,1308.677631,28.90625,21.69791667
6426,3,25-09-2011,Delhi - BRPL,2011,9,25,1216.896298,27,21,1308.677631,28.90625,21.69791667
6427,4,25-09-2011,Delhi - BRPL,2011,9,25,1170.845298,29.5,20.5,1308.677631,28.90625,21.69791667
6428,5,25-09-2011,Delhi - BRPL,2011,9,25,1163.817298,31,21,1308.677631,28.90625,21.69791667
6429,6,25-09-2011,Delhi - BRPL,2011,9,25,1144.807298,31.5,21,1308.677631,28.90625,21.69791667
6430,7,25-09-2011,Delhi - BRPL,2011,9,25,1136.558298,33,21,1308.677631,28.90625,21.69791667
6431,8,25-09-2011,Delhi - BRPL,2011,9,25,1130.019298,33,21,1308.677631,28.90625,21.69791667
6432,9,25-09-2011,Delhi - BRPL,2011,9,25,1162.123298,33,22,1308.677631,28.90625,21.69791667
6433,0,26-09-2011,Delhi - BRPL,2011,9,26,1438.428298,23.5,21,1419.18234,28.3125,21.41666667
6434,1,26-09-2011,Delhi - BRPL,2011,9,26,1350.273298,23.5,21,1419.18234,28.3125,21.41666667
6435,10,26-09-2011,Delhi - BRPL,2011,9,26,1452.289298,33,21.5,1419.18234,28.3125,21.41666667
6436,11,26-09-2011,Delhi - BRPL,2011,9,26,1468.212298,32.5,21,1419.18234,28.3125,21.41666667
6437,12,26-09-2011,Delhi - BRPL,2011,9,26,1499.583298,32,20.5,1419.18234,28.3125,21.41666667
6438,13,26-09-2011,Delhi - BRPL,2011,9,26,1490.101298,31,21,1419.18234,28.3125,21.41666667
6439,14,26-09-2011,Delhi - BRPL,2011,9,26,1505.461298,30,21.5,1419.18234,28.3125,21.41666667
6440,15,26-09-2011,Delhi - BRPL,2011,9,26,1507.308298,30,22.5,1419.18234,28.3125,21.41666667
6441,16,26-09-2011,Delhi - BRPL,2011,9,26,1531.719298,28,23,1419.18234,28.3125,21.41666667
6442,17,26-09-2011,Delhi - BRPL,2011,9,26,1463.118298,27,23,1419.18234,28.3125,21.41666667
6443,18,26-09-2011,Delhi - BRPL,2011,9,26,1541.524298,26,23,1419.18234,28.3125,21.41666667
6444,19,26-09-2011,Delhi - BRPL,2011,9,26,1648.320298,25,23,1419.18234,28.3125,21.41666667
6445,2,26-09-2011,Delhi - BRPL,2011,9,26,1281.218298,25.5,21,1419.18234,28.3125,21.41666667
6446,20,26-09-2011,Delhi - BRPL,2011,9,26,1639.040298,24,21,1419.18234,28.3125,21.41666667
6447,21,26-09-2011,Delhi - BRPL,2011,9,26,1636.735298,24,21,1419.18234,28.3125,21.41666667
6448,22,26-09-2011,Delhi - BRPL,2011,9,26,1572.450298,24,20,1419.18234,28.3125,21.41666667
6449,23,26-09-2011,Delhi - BRPL,2011,9,26,1525.523298,23,19.5,1419.18234,28.3125,21.41666667
6450,3,26-09-2011,Delhi - BRPL,2011,9,26,1224.445298,27.5,20.5,1419.18234,28.3125,21.41666667
6451,4,26-09-2011,Delhi - BRPL,2011,9,26,1189.017298,29.5,21,1419.18234,28.3125,21.41666667
6452,5,26-09-2011,Delhi - BRPL,2011,9,26,1188.660298,30.5,22,1419.18234,28.3125,21.41666667
6453,6,26-09-2011,Delhi - BRPL,2011,9,26,1198.971298,31.5,22,1419.18234,28.3125,21.41666667
6454,7,26-09-2011,Delhi - BRPL,2011,9,26,1179.919298,32.5,21.5,1419.18234,28.3125,21.41666667
6455,8,26-09-2011,Delhi - BRPL,2011,9,26,1197.273298,33,21.5,1419.18234,28.3125,21.41666667
6456,9,26-09-2011,Delhi - BRPL,2011,9,26,1330.782298,33,21,1419.18234,28.3125,21.41666667
6457,0,27-09-2011,Delhi - BRPL,2011,9,27,1418.712298,23,20,1428.518298,28.35416667,21.1875
6458,1,27-09-2011,Delhi - BRPL,2011,9,27,1359.960298,24.5,20,1428.518298,28.35416667,21.1875
6459,10,27-09-2011,Delhi - BRPL,2011,9,27,1447.830298,34,20,1428.518298,28.35416667,21.1875
6460,11,27-09-2011,Delhi - BRPL,2011,9,27,1474.752298,33.5,20,1428.518298,28.35416667,21.1875
6461,12,27-09-2011,Delhi - BRPL,2011,9,27,1478.606298,32.5,20,1428.518298,28.35416667,21.1875
6462,13,27-09-2011,Delhi - BRPL,2011,9,27,1466.873298,31,21,1428.518298,28.35416667,21.1875
6463,14,27-09-2011,Delhi - BRPL,2011,9,27,1530.430298,30,21.5,1428.518298,28.35416667,21.1875
6464,15,27-09-2011,Delhi - BRPL,2011,9,27,1561.634298,30,22,1428.518298,28.35416667,21.1875
6465,16,27-09-2011,Delhi - BRPL,2011,9,27,1521.089298,29,22,1428.518298,28.35416667,21.1875
6466,17,27-09-2011,Delhi - BRPL,2011,9,27,1487.334298,27.5,23,1428.518298,28.35416667,21.1875
6467,18,27-09-2011,Delhi - BRPL,2011,9,27,1583.667298,26,23,1428.518298,28.35416667,21.1875
6468,19,27-09-2011,Delhi - BRPL,2011,9,27,1627.321298,25,23,1428.518298,28.35416667,21.1875
6469,2,27-09-2011,Delhi - BRPL,2011,9,27,1294.895298,24.5,20.5,1428.518298,28.35416667,21.1875
6470,20,27-09-2011,Delhi - BRPL,2011,9,27,1619.291298,25,22.5,1428.518298,28.35416667,21.1875
6471,21,27-09-2011,Delhi - BRPL,2011,9,27,1618.641298,24.5,22,1428.518298,28.35416667,21.1875
6472,22,27-09-2011,Delhi - BRPL,2011,9,27,1633.953298,23.5,20,1428.518298,28.35416667,21.1875
6473,23,27-09-2011,Delhi - BRPL,2011,9,27,1572.198298,23,20,1428.518298,28.35416667,21.1875
6474,3,27-09-2011,Delhi - BRPL,2011,9,27,1228.621298,26.5,21,1428.518298,28.35416667,21.1875
6475,4,27-09-2011,Delhi - BRPL,2011,9,27,1190.517298,28.5,21,1428.518298,28.35416667,21.1875
6476,5,27-09-2011,Delhi - BRPL,2011,9,27,1204.873298,30,21,1428.518298,28.35416667,21.1875
