,HR,Dates,city,YR,M,D,MW,TEMP,DEWPOINT,AverageDailyMW,AverageDailyTemp,AverageDailyDewPoint
1,0,01-01-2011,Delhi - BRPL,2011,1,1,729.630073,9.5,9.5,1004.021231,10.6875,9.1875
2,1,01-01-2011,Delhi - BRPL,2011,1,1,642.309273,9,9,1004.021231,10.6875,9.1875
3,10,01-01-2011,Delhi - BRPL,2011,1,1,1400.667673,15.5,9.5,1004.021231,10.6875,9.1875
4,11,01-01-2011,Delhi - BRPL,2011,1,1,1329.202373,15,9.5,1004.021231,10.6875,9.1875
5,12,01-01-2011,Delhi - BRPL,2011,1,1,1222.507273,13,10,1004.021231,10.6875,9.1875
6,13,01-01-2011,Delhi - BRPL,2011,1,1,1067.737573,11.5,10.5,1004.021231,10.6875,9.1875
7,14,01-01-2011,Delhi - BRPL,2011,1,1,995.109873,10,10,1004.021231,10.6875,9.1875
8,15,01-01-2011,Delhi - BRPL,2011,1,1,955.333073,9,9,1004.021231,10.6875,9.1875
9,16,01-01-2011,Delhi - BRPL,2011,1,1,957.952773,8.5,8.5,1004.021231,10.6875,9.1875
10,17,01-01-2011,Delhi - BRPL,2011,1,1,1049.661773,9,9,1004.021231,10.6875,9.1875
11,18,01-01-2011,Delhi - BRPL,2011,1,1,1189.767073,9,9,1004.021231,10.6875,9.1875
12,19,01-01-2011,Delhi - BRPL,2011,1,1,1213.876773,8,8,1004.021231,10.6875,9.1875
13,2,01-01-2011,Delhi - BRPL,2011,1,1,601.693873,9,9,1004.021231,10.6875,9.1875
14,20,01-01-2011,Delhi - BRPL,2011,1,1,1183.782073,8,8,1004.021231,10.6875,9.1875
15,21,01-01-2011,Delhi - BRPL,2011,1,1,1110.384573,8,8,1004.021231,10.6875,9.1875
16,22,01-01-2011,Delhi - BRPL,2011,1,1,970.112473,9,8.5,1004.021231,10.6875,9.1875
17,23,01-01-2011,Delhi - BRPL,2011,1,1,805.023073,9,8.5,1004.021231,10.6875,9.1875
18,3,01-01-2011,Delhi - BRPL,2011,1,1,586.351273,9,9,1004.021231,10.6875,9.1875
19,4,01-01-2011,Delhi - BRPL,2011,1,1,612.430273,10,9.5,1004.021231,10.6875,9.1875
20,5,01-01-2011,Delhi - BRPL,2011,1,1,722.952373,11,10,1004.021231,10.6875,9.1875
21,6,01-01-2011,Delhi - BRPL,2011,1,1,910.982673,12,9.5,1004.021231,10.6875,9.1875
22,7,01-01-2011,Delhi - BRPL,2011,1,1,1151.228173,14,9,1004.021231,10.6875,9.1875
23,8,01-01-2011,Delhi - BRPL,2011,1,1,1312.053773,15,10,1004.021231,10.6875,9.1875
24,9,01-01-2011,Delhi - BRPL,2011,1,1,1375.759373,15.5,10,1004.021231,10.6875,9.1875
25,0,02-01-2011,Delhi - BRPL,2011,1,2,675.2487615,9,9,983.8089451,10.52083333,7.291666667
26,1,02-01-2011,Delhi - BRPL,2011,1,2,609.4604615,9,9,983.8089451,10.52083333,7.291666667
27,10,02-01-2011,Delhi - BRPL,2011,1,2,1323.911462,12,7.5,983.8089451,10.52083333,7.291666667
28,11,02-01-2011,Delhi - BRPL,2011,1,2,1291.998962,11,8,983.8089451,10.52083333,7.291666667
29,12,02-01-2011,Delhi - BRPL,2011,1,2,1188.540362,11,9,983.8089451,10.52083333,7.291666667
30,13,02-01-2011,Delhi - BRPL,2011,1,2,1066.710162,11,8,983.8089451,10.52083333,7.291666667
31,14,02-01-2011,Delhi - BRPL,2011,1,2,1006.637362,10.5,7.5,983.8089451,10.52083333,7.291666667
32,15,02-01-2011,Delhi - BRPL,2011,1,2,973.3212615,10,7,983.8089451,10.52083333,7.291666667
33,16,02-01-2011,Delhi - BRPL,2011,1,2,985.5423615,10,6.5,983.8089451,10.52083333,7.291666667
34,17,02-01-2011,Delhi - BRPL,2011,1,2,1098.487562,10,6,983.8089451,10.52083333,7.291666667
35,18,02-01-2011,Delhi - BRPL,2011,1,2,1230.555062,10,6,983.8089451,10.52083333,7.291666667
36,19,02-01-2011,Delhi - BRPL,2011,1,2,1235.620462,10,6,983.8089451,10.52083333,7.291666667
37,2,02-01-2011,Delhi - BRPL,2011,1,2,580.8709615,10,8.5,983.8089451,10.52083333,7.291666667
38,20,02-01-2011,Delhi - BRPL,2011,1,2,1198.660062,10,6,983.8089451,10.52083333,7.291666667
39,21,02-01-2011,Delhi - BRPL,2011,1,2,1121.108862,10,6,983.8089451,10.52083333,7.291666667
40,22,02-01-2011,Delhi - BRPL,2011,1,2,967.6320615,10,6,983.8089451,10.52083333,7.291666667
41,23,02-01-2011,Delhi - BRPL,2011,1,2,788.3593615,9,6,983.8089451,10.52083333,7.291666667
42,3,02-01-2011,Delhi - BRPL,2011,1,2,575.1023615,10,8,983.8089451,10.52083333,7.291666667
43,4,02-01-2011,Delhi - BRPL,2011,1,2,594.8773615,10.5,8,983.8089451,10.52083333,7.291666667
44,5,02-01-2011,Delhi - BRPL,2011,1,2,681.6570615,11,7.5,983.8089451,10.52083333,7.291666667
45,6,02-01-2011,Delhi - BRPL,2011,1,2,852.9673615,11,7,983.8089451,10.52083333,7.291666667
46,7,02-01-2011,Delhi - BRPL,2011,1,2,1061.078662,12.5,8,983.8089451,10.52083333,7.291666667
47,8,02-01-2011,Delhi - BRPL,2011,1,2,1221.055462,13,7.5,983.8089451,10.52083333,7.291666667
48,9,02-01-2011,Delhi - BRPL,2011,1,2,1282.010862,12,7,983.8089451,10.52083333,7.291666667
49,0,03-01-2011,Delhi - BRPL,2011,1,3,653.1456,9,6,1068.210267,10.1875,6.583333333
50,1,03-01-2011,Delhi - BRPL,2011,1,3,588.8668,9,5.5,1068.210267,10.1875,6.583333333
51,10,03-01-2011,Delhi - BRPL,2011,1,3,1445.8586,13.5,6,1068.210267,10.1875,6.583333333
52,11,03-01-2011,Delhi - BRPL,2011,1,3,1373.9287,13.5,6,1068.210267,10.1875,6.583333333
53,12,03-01-2011,Delhi - BRPL,2011,1,3,1272.1622,13,7,1068.210267,10.1875,6.583333333
54,13,03-01-2011,Delhi - BRPL,2011,1,3,1137.9548,11,8,1068.210267,10.1875,6.583333333
55,14,03-01-2011,Delhi - BRPL,2011,1,3,1104.357,11,8,1068.210267,10.1875,6.583333333
56,15,03-01-2011,Delhi - BRPL,2011,1,3,1092.6334,10,8,1068.210267,10.1875,6.583333333
57,16,03-01-2011,Delhi - BRPL,2011,1,3,1105.4921,10,8,1068.210267,10.1875,6.583333333
58,17,03-01-2011,Delhi - BRPL,2011,1,3,1210.5772,9,8,1068.210267,10.1875,6.583333333
59,18,03-01-2011,Delhi - BRPL,2011,1,3,1366.7416,9,8,1068.210267,10.1875,6.583333333
60,19,03-01-2011,Delhi - BRPL,2011,1,3,1368.0019,8.5,7.5,1068.210267,10.1875,6.583333333
61,2,03-01-2011,Delhi - BRPL,2011,1,3,560.0155,9,5,1068.210267,10.1875,6.583333333
62,20,03-01-2011,Delhi - BRPL,2011,1,3,1303.3606,8,7,1068.210267,10.1875,6.583333333
63,21,03-01-2011,Delhi - BRPL,2011,1,3,1213.5277,8,7,1068.210267,10.1875,6.583333333
64,22,03-01-2011,Delhi - BRPL,2011,1,3,1056.2491,7,7,1068.210267,10.1875,6.583333333
65,23,03-01-2011,Delhi - BRPL,2011,1,3,838.5612,6,6,1068.210267,10.1875,6.583333333
66,3,03-01-2011,Delhi - BRPL,2011,1,3,558.2345,9,5.5,1068.210267,10.1875,6.583333333
67,4,03-01-2011,Delhi - BRPL,2011,1,3,594.4358,9.5,6,1068.210267,10.1875,6.583333333
68,5,03-01-2011,Delhi - BRPL,2011,1,3,729.783,10.5,5.5,1068.210267,10.1875,6.583333333
69,6,03-01-2011,Delhi - BRPL,2011,1,3,989.715,11.5,5,1068.210267,10.1875,6.583333333
70,7,03-01-2011,Delhi - BRPL,2011,1,3,1262.9189,12.5,6,1068.210267,10.1875,6.583333333
71,8,03-01-2011,Delhi - BRPL,2011,1,3,1381.7014,13,6,1068.210267,10.1875,6.583333333
72,9,03-01-2011,Delhi - BRPL,2011,1,3,1428.8238,14,6,1068.210267,10.1875,6.583333333
73,0,04-01-2011,Delhi - BRPL,2011,1,4,694.2739,6,6,1124.705142,7.5,5.729166667
74,1,04-01-2011,Delhi - BRPL,2011,1,4,629.179,4,4,1124.705142,7.5,5.729166667
75,10,04-01-2011,Delhi - BRPL,2011,1,4,1477.899,10,7,1124.705142,7.5,5.729166667
76,11,04-01-2011,Delhi - BRPL,2011,1,4,1426.927,10,6.5,1124.705142,7.5,5.729166667
77,12,04-01-2011,Delhi - BRPL,2011,1,4,1317.267,9,6.5,1124.705142,7.5,5.729166667
78,13,04-01-2011,Delhi - BRPL,2011,1,4,1201.1415,8.5,6,1124.705142,7.5,5.729166667
79,14,04-01-2011,Delhi - BRPL,2011,1,4,1183.7338,8,5.5,1124.705142,7.5,5.729166667
80,15,04-01-2011,Delhi - BRPL,2011,1,4,1172.3763,7.5,5.5,1124.705142,7.5,5.729166667
81,16,04-01-2011,Delhi - BRPL,2011,1,4,1221.436,7,5,1124.705142,7.5,5.729166667
82,17,04-01-2011,Delhi - BRPL,2011,1,4,1311.1955,7,5,1124.705142,7.5,5.729166667
83,18,04-01-2011,Delhi - BRPL,2011,1,4,1441.1432,6.5,5,1124.705142,7.5,5.729166667
84,19,04-01-2011,Delhi - BRPL,2011,1,4,1430.4464,6,5,1124.705142,7.5,5.729166667
85,2,04-01-2011,Delhi - BRPL,2011,1,4,600.1366,5,5,1124.705142,7.5,5.729166667
86,20,04-01-2011,Delhi - BRPL,2011,1,4,1383.3402,6,5,1124.705142,7.5,5.729166667
87,21,04-01-2011,Delhi - BRPL,2011,1,4,1292.0945,6,5,1124.705142,7.5,5.729166667
88,22,04-01-2011,Delhi - BRPL,2011,1,4,1110.8332,6,5,1124.705142,7.5,5.729166667
89,23,04-01-2011,Delhi - BRPL,2011,1,4,888.7318,6,5,1124.705142,7.5,5.729166667
90,3,04-01-2011,Delhi - BRPL,2011,1,4,595.3807,6.5,6.5,1124.705142,7.5,5.729166667
91,4,04-01-2011,Delhi - BRPL,2011,1,4,634.4053,7.5,7,1124.705142,7.5,5.729166667
92,5,04-01-2011,Delhi - BRPL,2011,1,4,764.7701,8,6,1124.705142,7.5,5.729166667
93,6,04-01-2011,Delhi - BRPL,2011,1,4,1027.0915,9.5,6,1124.705142,7.5,5.729166667
94,7,04-01-2011,Delhi - BRPL,2011,1,4,1331.4638,9,6,1124.705142,7.5,5.729166667
95,8,04-01-2011,Delhi - BRPL,2011,1,4,1449.6972,10.5,7,1124.705142,7.5,5.729166667
96,9,04-01-2011,Delhi - BRPL,2011,1,4,1407.9599,10.5,7,1124.705142,7.5,5.729166667
97,0,05-01-2011,Delhi - BRPL,2011,1,5,729.8005,5,5,1160.069329,7.916666667,6.4375
98,1,05-01-2011,Delhi - BRPL,2011,1,5,660.4197,5,5,1160.069329,7.916666667,6.4375
99,10,05-01-2011,Delhi - BRPL,2011,1,5,1581.0594,11,6,1160.069329,7.916666667,6.4375
100,11,05-01-2011,Delhi - BRPL,2011,1,5,1515.8255,11,6.5,1160.069329,7.916666667,6.4375
101,12,05-01-2011,Delhi - BRPL,2011,1,5,1402.4397,10,7,1160.069329,7.916666667,6.4375
102,13,05-01-2011,Delhi - BRPL,2011,1,5,1246.2306,9,7,1160.069329,7.916666667,6.4375
103,14,05-01-2011,Delhi - BRPL,2011,1,5,1199.8258,8,8,1160.069329,7.916666667,6.4375
104,15,05-01-2011,Delhi - BRPL,2011,1,5,1181.8197,7,7,1160.069329,7.916666667,6.4375
105,16,05-01-2011,Delhi - BRPL,2011,1,5,1176.6903,8,8,1160.069329,7.916666667,6.4375
106,17,05-01-2011,Delhi - BRPL,2011,1,5,1289.225,8,8,1160.069329,7.916666667,6.4375
107,18,05-01-2011,Delhi - BRPL,2011,1,5,1442.3211,7.5,7.5,1160.069329,7.916666667,6.4375
108,19,05-01-2011,Delhi - BRPL,2011,1,5,1459.4387,7,7,1160.069329,7.916666667,6.4375
109,2,05-01-2011,Delhi - BRPL,2011,1,5,630.254,5.5,5,1160.069329,7.916666667,6.4375
110,20,05-01-2011,Delhi - BRPL,2011,1,5,1415.1044,7,7,1160.069329,7.916666667,6.4375
111,21,05-01-2011,Delhi - BRPL,2011,1,5,1316.4512,7,7,1160.069329,7.916666667,6.4375
112,22,05-01-2011,Delhi - BRPL,2011,1,5,1142.832,7,7,1160.069329,7.916666667,6.4375
113,23,05-01-2011,Delhi - BRPL,2011,1,5,919.6655,7,7,1160.069329,7.916666667,6.4375
114,3,05-01-2011,Delhi - BRPL,2011,1,5,626.5272,6,5,1160.069329,7.916666667,6.4375
115,4,05-01-2011,Delhi - BRPL,2011,1,5,660.5531,7,5,1160.069329,7.916666667,6.4375
116,5,05-01-2011,Delhi - BRPL,2011,1,5,793.7647,7.5,5.5,1160.069329,7.916666667,6.4375
117,6,05-01-2011,Delhi - BRPL,2011,1,5,1051.3505,8.5,6,1160.069329,7.916666667,6.4375
118,7,05-01-2011,Delhi - BRPL,2011,1,5,1347.251,9.5,6,1160.069329,7.916666667,6.4375
119,8,05-01-2011,Delhi - BRPL,2011,1,5,1496.5987,10.5,6,1160.069329,7.916666667,6.4375
120,9,05-01-2011,Delhi - BRPL,2011,1,5,1556.2156,11,6,1160.069329,7.916666667,6.4375
121,0,06-01-2011,Delhi - BRPL,2011,1,6,753.7329,6.5,6.5,1159.569146,7.666666667,5.854166667
122,1,06-01-2011,Delhi - BRPL,2011,1,6,679.7265,6,6,1159.569146,7.666666667,5.854166667
123,10,06-01-2011,Delhi - BRPL,2011,1,6,1582.9376,13,6,1159.569146,7.666666667,5.854166667
124,11,06-01-2011,Delhi - BRPL,2011,1,6,1496.6853,12.5,6,1159.569146,7.666666667,5.854166667
125,12,06-01-2011,Delhi - BRPL,2011,1,6,1362.2806,9,6,1159.569146,7.666666667,5.854166667
126,13,06-01-2011,Delhi - BRPL,2011,1,6,1207.2842,10,7,1159.569146,7.666666667,5.854166667
127,14,06-01-2011,Delhi - BRPL,2011,1,6,1169.5245,9,7,1159.569146,7.666666667,5.854166667
128,15,06-01-2011,Delhi - BRPL,2011,1,6,1141.9456,8,7,1159.569146,7.666666667,5.854166667
129,16,06-01-2011,Delhi - BRPL,2011,1,6,1170.2315,6.5,6.5,1159.569146,7.666666667,5.854166667
130,17,06-01-2011,Delhi - BRPL,2011,1,6,1297.2886,5,4.5,1159.569146,7.666666667,5.854166667
131,18,06-01-2011,Delhi - BRPL,2011,1,6,1456.5143,5,5,1159.569146,7.666666667,5.854166667
132,19,06-01-2011,Delhi - BRPL,2011,1,6,1467.9515,5,5,1159.569146,7.666666667,5.854166667
133,2,06-01-2011,Delhi - BRPL,2011,1,6,646.7758,6,6,1159.569146,7.666666667,5.854166667
134,20,06-01-2011,Delhi - BRPL,2011,1,6,1433.0182,5,5,1159.569146,7.666666667,5.854166667
135,21,06-01-2011,Delhi - BRPL,2011,1,6,1335.2364,5,5,1159.569146,7.666666667,5.854166667
136,22,06-01-2011,Delhi - BRPL,2011,1,6,1160.2909,5,5,1159.569146,7.666666667,5.854166667
137,23,06-01-2011,Delhi - BRPL,2011,1,6,935.6711,5,5,1159.569146,7.666666667,5.854166667
138,3,06-01-2011,Delhi - BRPL,2011,1,6,635.8873,6,6,1159.569146,7.666666667,5.854166667
139,4,06-01-2011,Delhi - BRPL,2011,1,6,667.8566,6,6,1159.569146,7.666666667,5.854166667
140,5,06-01-2011,Delhi - BRPL,2011,1,6,791.2619,7,6,1159.569146,7.666666667,5.854166667
141,6,06-01-2011,Delhi - BRPL,2011,1,6,1035.1975,8,6,1159.569146,7.666666667,5.854166667
142,7,06-01-2011,Delhi - BRPL,2011,1,6,1343.7165,10.5,6,1159.569146,7.666666667,5.854166667
143,8,06-01-2011,Delhi - BRPL,2011,1,6,1497.7139,12,6,1159.569146,7.666666667,5.854166667
144,9,06-01-2011,Delhi - BRPL,2011,1,6,1560.9303,13,6,1159.569146,7.666666667,5.854166667
145,0,07-01-2011,Delhi - BRPL,2011,1,7,766.4869,5,5,1182.915404,8.8125,6.729166667
146,1,07-01-2011,Delhi - BRPL,2011,1,7,697.1057,5,5,1182.915404,8.8125,6.729166667
147,10,07-01-2011,Delhi - BRPL,2011,1,7,1588.8398,15,8,1182.915404,8.8125,6.729166667
148,11,07-01-2011,Delhi - BRPL,2011,1,7,1542.5557,14.5,8,1182.915404,8.8125,6.729166667
149,12,07-01-2011,Delhi - BRPL,2011,1,7,1417.014,12.5,9,1182.915404,8.8125,6.729166667
150,13,07-01-2011,Delhi - BRPL,2011,1,7,1260.4092,10.5,9,1182.915404,8.8125,6.729166667
151,14,07-01-2011,Delhi - BRPL,2011,1,7,1213.3888,10,9,1182.915404,8.8125,6.729166667
152,15,07-01-2011,Delhi - BRPL,2011,1,7,1186.5828,9.5,8.5,1182.915404,8.8125,6.729166667
153,16,07-01-2011,Delhi - BRPL,2011,1,7,1198.5476,8,6.5,1182.915404,8.8125,6.729166667
154,17,07-01-2011,Delhi - BRPL,2011,1,7,1308.2826,8,7,1182.915404,8.8125,6.729166667
155,18,07-01-2011,Delhi - BRPL,2011,1,7,1454.8863,8,7,1182.915404,8.8125,6.729166667
156,19,07-01-2011,Delhi - BRPL,2011,1,7,1469.1254,7,7,1182.915404,8.8125,6.729166667
157,2,07-01-2011,Delhi - BRPL,2011,1,7,658.8836,4,4,1182.915404,8.8125,6.729166667
158,20,07-01-2011,Delhi - BRPL,2011,1,7,1422.3938,6,6,1182.915404,8.8125,6.729166667
159,21,07-01-2011,Delhi - BRPL,2011,1,7,1328.3352,6,6,1182.915404,8.8125,6.729166667
160,22,07-01-2011,Delhi - BRPL,2011,1,7,1183.3493,5.5,5.5,1182.915404,8.8125,6.729166667
161,23,07-01-2011,Delhi - BRPL,2011,1,7,966.6898,5,5,1182.915404,8.8125,6.729166667
162,3,07-01-2011,Delhi - BRPL,2011,1,7,652.3255,5,4.5,1182.915404,8.8125,6.729166667
163,4,07-01-2011,Delhi - BRPL,2011,1,7,684.5197,6,6,1182.915404,8.8125,6.729166667
164,5,07-01-2011,Delhi - BRPL,2011,1,7,804.0821,9,8,1182.915404,8.8125,6.729166667
165,6,07-01-2011,Delhi - BRPL,2011,1,7,1043.7926,11.5,6,1182.915404,8.8125,6.729166667
166,7,07-01-2011,Delhi - BRPL,2011,1,7,1371.864,12.5,6,1182.915404,8.8125,6.729166667
167,8,07-01-2011,Delhi - BRPL,2011,1,7,1555.6069,14,7.5,1182.915404,8.8125,6.729166667
168,9,07-01-2011,Delhi - BRPL,2011,1,7,1614.9024,14,8,1182.915404,8.8125,6.729166667
169,0,08-01-2011,Delhi - BRPL,2011,1,8,785.4492,4.5,4.5,1179.818163,7.979166667,6.791666667
170,1,08-01-2011,Delhi - BRPL,2011,1,8,698.5618,4,4,1179.818163,7.979166667,6.791666667
171,10,08-01-2011,Delhi - BRPL,2011,1,8,1598.0311,14,7,1179.818163,7.979166667,6.791666667
172,11,08-01-2011,Delhi - BRPL,2011,1,8,1550.7631,12,8,1179.818163,7.979166667,6.791666667
173,12,08-01-2011,Delhi - BRPL,2011,1,8,1427.8119,10.5,8,1179.818163,7.979166667,6.791666667
174,13,08-01-2011,Delhi - BRPL,2011,1,8,1278.1886,9,8,1179.818163,7.979166667,6.791666667
175,14,08-01-2011,Delhi - BRPL,2011,1,8,1223.7855,9,8,1179.818163,7.979166667,6.791666667
176,15,08-01-2011,Delhi - BRPL,2011,1,8,1212.4301,8,8,1179.818163,7.979166667,6.791666667
177,16,08-01-2011,Delhi - BRPL,2011,1,8,1217.8492,8,8,1179.818163,7.979166667,6.791666667
178,17,08-01-2011,Delhi - BRPL,2011,1,8,1314.2285,7,7,1179.818163,7.979166667,6.791666667
179,18,08-01-2011,Delhi - BRPL,2011,1,8,1484.2332,7,7,1179.818163,7.979166667,6.791666667
180,19,08-01-2011,Delhi - BRPL,2011,1,8,1486.5679,7,7,1179.818163,7.979166667,6.791666667
181,2,08-01-2011,Delhi - BRPL,2011,1,8,659.5012,4.5,4.5,1179.818163,7.979166667,6.791666667
182,20,08-01-2011,Delhi - BRPL,2011,1,8,1446.2728,7,7,1179.818163,7.979166667,6.791666667
183,21,08-01-2011,Delhi - BRPL,2011,1,8,1364.278,7,7,1179.818163,7.979166667,6.791666667
184,22,08-01-2011,Delhi - BRPL,2011,1,8,1221.1514,7,7,1179.818163,7.979166667,6.791666667
185,23,08-01-2011,Delhi - BRPL,2011,1,8,1031.0611,7,7,1179.818163,7.979166667,6.791666667
186,3,08-01-2011,Delhi - BRPL,2011,1,8,647.3881,5,5,1179.818163,7.979166667,6.791666667
187,4,08-01-2011,Delhi - BRPL,2011,1,8,671.5505,5,5,1179.818163,7.979166667,6.791666667
188,5,08-01-2011,Delhi - BRPL,2011,1,8,773.8563,6,6,1179.818163,7.979166667,6.791666667
189,6,08-01-2011,Delhi - BRPL,2011,1,8,978.667,7,7,1179.818163,7.979166667,6.791666667
190,7,08-01-2011,Delhi - BRPL,2011,1,8,1247.0284,10.5,9,1179.818163,7.979166667,6.791666667
191,8,08-01-2011,Delhi - BRPL,2011,1,8,1453.0501,12.5,7,1179.818163,7.979166667,6.791666667
192,9,08-01-2011,Delhi - BRPL,2011,1,8,1543.9309,13,7,1179.818163,7.979166667,6.791666667
193,0,09-01-2011,Delhi - BRPL,2011,1,9,832.5758,7,7,1169.078988,7.291666667,7
194,1,09-01-2011,Delhi - BRPL,2011,1,9,731.9172,6.5,6.5,1169.078988,7.291666667,7
195,10,09-01-2011,Delhi - BRPL,2011,1,9,1566.5707,10,8,1169.078988,7.291666667,7
196,11,09-01-2011,Delhi - BRPL,2011,1,9,1544.9451,9.5,8.5,1169.078988,7.291666667,7
197,12,09-01-2011,Delhi - BRPL,2011,1,9,1481.9279,9,9,1169.078988,7.291666667,7
198,13,09-01-2011,Delhi - BRPL,2011,1,9,1376.1755,9,9,1169.078988,7.291666667,7
199,14,09-01-2011,Delhi - BRPL,2011,1,9,1282.6244,8,8,1169.078988,7.291666667,7
200,15,09-01-2011,Delhi - BRPL,2011,1,9,1208.6485,8,8,1169.078988,7.291666667,7
201,16,09-01-2011,Delhi - BRPL,2011,1,9,1179.116,7,7,1169.078988,7.291666667,7
202,17,09-01-2011,Delhi - BRPL,2011,1,9,1265.8663,7,7,1169.078988,7.291666667,7
203,18,09-01-2011,Delhi - BRPL,2011,1,9,1409.064,7,7,1169.078988,7.291666667,7
204,19,09-01-2011,Delhi - BRPL,2011,1,9,1424.3319,6,6,1169.078988,7.291666667,7
205,2,09-01-2011,Delhi - BRPL,2011,1,9,685.5389,6,6,1169.078988,7.291666667,7
206,20,09-01-2011,Delhi - BRPL,2011,1,9,1407.7978,6,6,1169.078988,7.291666667,7
207,21,09-01-2011,Delhi - BRPL,2011,1,9,1349.0336,6,6,1169.078988,7.291666667,7
208,22,09-01-2011,Delhi - BRPL,2011,1,9,1192.6073,6,6,1169.078988,7.291666667,7
209,23,09-01-2011,Delhi - BRPL,2011,1,9,967.9688,5.5,5.5,1169.078988,7.291666667,7
210,3,09-01-2011,Delhi - BRPL,2011,1,9,672.2147,6,6,1169.078988,7.291666667,7
211,4,09-01-2011,Delhi - BRPL,2011,1,9,690.6135,6,6,1169.078988,7.291666667,7
212,5,09-01-2011,Delhi - BRPL,2011,1,9,782.8532,6,6,1169.078988,7.291666667,7
213,6,09-01-2011,Delhi - BRPL,2011,1,9,952.1673,7.5,7,1169.078988,7.291666667,7
214,7,09-01-2011,Delhi - BRPL,2011,1,9,1177.7604,8,7,1169.078988,7.291666667,7
215,8,09-01-2011,Delhi - BRPL,2011,1,9,1374.5349,8.5,7.5,1169.078988,7.291666667,7
216,9,09-01-2011,Delhi - BRPL,2011,1,9,1501.042,9.5,8,1169.078988,7.291666667,7
217,0,10-01-2011,Delhi - BRPL,2011,1,10,765.5103,6,6,1194.497783,8.8125,6.3125
218,1,10-01-2011,Delhi - BRPL,2011,1,10,682.4523,6,6,1194.497783,8.8125,6.3125
219,10,10-01-2011,Delhi - BRPL,2011,1,10,1649.6941,14,6.5,1194.497783,8.8125,6.3125
220,11,10-01-2011,Delhi - BRPL,2011,1,10,1555.2593,14,7,1194.497783,8.8125,6.3125
221,12,10-01-2011,Delhi - BRPL,2011,1,10,1437.8887,12.5,7,1194.497783,8.8125,6.3125
222,13,10-01-2011,Delhi - BRPL,2011,1,10,1299.892,11.5,7,1194.497783,8.8125,6.3125
223,14,10-01-2011,Delhi - BRPL,2011,1,10,1228.1163,10,8,1194.497783,8.8125,6.3125
224,15,10-01-2011,Delhi - BRPL,2011,1,10,1191.0799,9,7,1194.497783,8.8125,6.3125
225,16,10-01-2011,Delhi - BRPL,2011,1,10,1202.1967,8.5,6,1194.497783,8.8125,6.3125
226,17,10-01-2011,Delhi - BRPL,2011,1,10,1310.3451,8,6,1194.497783,8.8125,6.3125
227,18,10-01-2011,Delhi - BRPL,2011,1,10,1471.361,8,6,1194.497783,8.8125,6.3125
228,19,10-01-2011,Delhi - BRPL,2011,1,10,1493.0191,7,6,1194.497783,8.8125,6.3125
229,2,10-01-2011,Delhi - BRPL,2011,1,10,648.7481,6,6,1194.497783,8.8125,6.3125
230,20,10-01-2011,Delhi - BRPL,2011,1,10,1460.2799,7,6,1194.497783,8.8125,6.3125
231,21,10-01-2011,Delhi - BRPL,2011,1,10,1387.3114,6,5,1194.497783,8.8125,6.3125
232,22,10-01-2011,Delhi - BRPL,2011,1,10,1233.0378,5,4,1194.497783,8.8125,6.3125
233,23,10-01-2011,Delhi - BRPL,2011,1,10,980.688,5,5,1194.497783,8.8125,6.3125
234,3,10-01-2011,Delhi - BRPL,2011,1,10,640.4079,6,6,1194.497783,8.8125,6.3125
235,4,10-01-2011,Delhi - BRPL,2011,1,10,665.8895,7,6.5,1194.497783,8.8125,6.3125
236,5,10-01-2011,Delhi - BRPL,2011,1,10,788.1994,7.5,7,1194.497783,8.8125,6.3125
237,6,10-01-2011,Delhi - BRPL,2011,1,10,1039.3531,9.5,7.5,1194.497783,8.8125,6.3125
238,7,10-01-2011,Delhi - BRPL,2011,1,10,1368.3893,12,7,1194.497783,8.8125,6.3125
239,8,10-01-2011,Delhi - BRPL,2011,1,10,1547.0612,12.5,7,1194.497783,8.8125,6.3125
240,9,10-01-2011,Delhi - BRPL,2011,1,10,1621.7664,13.5,6,1194.497783,8.8125,6.3125
241,0,11-01-2011,Delhi - BRPL,2011,1,11,783.6804,4,4,1152.818063,11.19791667,5.416666667
242,1,11-01-2011,Delhi - BRPL,2011,1,11,695.2401,5,5,1152.818063,11.19791667,5.416666667
243,10,11-01-2011,Delhi - BRPL,2011,1,11,1570.285,18,3,1152.818063,11.19791667,5.416666667
244,11,11-01-2011,Delhi - BRPL,2011,1,11,1458.521,17.5,3.5,1152.818063,11.19791667,5.416666667
245,12,11-01-2011,Delhi - BRPL,2011,1,11,1324.934,16,4,1152.818063,11.19791667,5.416666667
246,13,11-01-2011,Delhi - BRPL,2011,1,11,1191.6541,14,4,1152.818063,11.19791667,5.416666667
247,14,11-01-2011,Delhi - BRPL,2011,1,11,1144.1314,12.5,5.5,1152.818063,11.19791667,5.416666667
248,15,11-01-2011,Delhi - BRPL,2011,1,11,1116.231,12,6,1152.818063,11.19791667,5.416666667
249,16,11-01-2011,Delhi - BRPL,2011,1,11,1133.5177,12,6,1152.818063,11.19791667,5.416666667
250,17,11-01-2011,Delhi - BRPL,2011,1,11,1251.6291,12,6,1152.818063,11.19791667,5.416666667
251,18,11-01-2011,Delhi - BRPL,2011,1,11,1425.5921,10,6,1152.818063,11.19791667,5.416666667
252,19,11-01-2011,Delhi - BRPL,2011,1,11,1450.3903,9,7,1152.818063,11.19791667,5.416666667
