01-01-2011,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency
01-01-2011,0.00,0.00,0.00,0.30,7.80,87.90,80.40,46.00,11.80
01-01-2011,,,,,,,,,
01-01-2011,<------------------------- Frequency (Hz) ------------------------->,,,,Average,Frequency,Std. Dev.,Frequency in 15 Min Block,
01-01-2011,Frequency,Frequency,Frequency,Frequency,Average Frequency,Frequency Variation Index,Std. Dev.,Frequency in 15 Min Block,Frequency in 15 Min Block
01-01-2011,Maximum,Maximum,Minimum,Minimum,Average Frequency,Frequency Variation Index,Std. Dev.,Maximum,Minimum
01-01-2011,Freq,Time,Freq,Time,Hz,Frequency Variation Index,Std. Dev.,,
01-01-2011,,,,,,,,,
02-01-2011,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency
02-01-2011,0.00,0.00,0.00,0.20,3.40,82.40,79.20,51.40,17.40
02-01-2011,,,,,,,,,
02-01-2011,<------------------------- Frequency (Hz) ------------------------->,,,,Average,Frequency,Std. Dev.,Frequency in 15 Min Block,
02-01-2011,Frequency,Frequency,Frequency,Frequency,Average Frequency,Frequency Variation Index,Std. Dev.,Frequency in 15 Min Block,Frequency in 15 Min Block
02-01-2011,Maximum,Maximum,Minimum,Minimum,Average Frequency,Frequency Variation Index,Std. Dev.,Maximum,Minimum
02-01-2011,Freq,Time,Freq,Time,Hz,Frequency Variation Index,Std. Dev.,,
02-01-2011,,,,,,,,,
03-01-2011,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency
03-01-2011,0.00,0.00,0.00,2.40,22.70,82.20,61.90,33.90,15.40
03-01-2011,,,,,,,,,
03-01-2011,<------------------------- Frequency (Hz) ------------------------->,,,,Average,Frequency,Std. Dev.,Frequency in 15 Min Block,
03-01-2011,Frequency,Frequency,Frequency,Frequency,Average Frequency,Frequency Variation Index,Std. Dev.,Frequency in 15 Min Block,Frequency in 15 Min Block
03-01-2011,Maximum,Maximum,Minimum,Minimum,Average Frequency,Frequency Variation Index,Std. Dev.,Maximum,Minimum
03-01-2011,Freq,Time,Freq,Time,Hz,Frequency Variation Index,Std. Dev.,,
03-01-2011,,,,,,,,,
04-01-2011,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency
04-01-2011,0.00,0.00,0.50,6.90,32.05,91.30,65.70,20.60,1.80
04-01-2011,,,,,,,,,
04-01-2011,<------------------------- Frequency (Hz) ------------------------->,,,,Average,Frequency,Std. Dev.,Frequency in 15 Min Block,
04-01-2011,Frequency,Frequency,Frequency,Frequency,Average Frequency,Frequency Variation Index,Std. Dev.,Frequency in 15 Min Block,Frequency in 15 Min Block
04-01-2011,Maximum,Maximum,Minimum,Minimum,Average Frequency,Frequency Variation Index,Std. Dev.,Maximum,Minimum
04-01-2011,Freq,Time,Freq,Time,Hz,Frequency Variation Index,Std. Dev.,,
04-01-2011,,,,,,,,,
05-01-2011,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency,% of Time Frequency
