"city","YR","M","D","MWh"
"Abidjan",2010,1,1,8666.4722826
"Abidjan",2010,1,2,9135.9346386
"Abidjan",2010,1,3,8796.7310219
"Abidjan",2010,1,4,10206.8877382
"Abidjan",2010,1,5,10446.9278603
"Abidjan",2010,1,6,10623.639862
"Abidjan",2010,1,7,10674.0748323
"Abidjan",2010,1,8,10706.181305
"Abidjan",2010,1,9,9907.5644049
"Abidjan",2010,1,10,9049.2218825
"Abidjan",2010,1,11,10325.5489624
"Abidjan",2010,1,12,10417.2230534
"Abidjan",2010,1,13,10611.6947376
"Abidjan",2010,1,14,10732.1129696
"Abidjan",2010,1,15,10716.1039746
"Abidjan",2010,1,16,9908.6388343
"Abidjan",2010,1,17,9227.4507252
"Abidjan",2010,1,18,10683.1758796
"Abidjan",2010,1,19,10833.9119756
"Abidjan",2010,1,20,10815.077864
"Abidjan",2010,1,21,10572.699278
"Abidjan",2010,1,22,10847.8163533
"Abidjan",2010,1,23,9925.3872895
"Abidjan",2010,1,24,9528.8597153
"Abidjan",2010,1,25,10710.7950302
"Abidjan",2010,1,26,10962.4200275
"Abidjan",2010,1,27,10516.82896
"Abidjan",2010,1,28,10609.2930723
"Abidjan",2010,1,29,10768.6878034
"Abidjan",2010,1,30,9881.7149029
"Abidjan",2010,1,31,9428.8113965
"Abidjan",2010,2,1,9784.6490414
"Abidjan",2010,2,2,8586.034863
"Abidjan",2010,2,3,9282.0812384
"Abidjan",2010,2,4,9178.13196
"Abidjan",2010,2,5,9049.4179257
"Abidjan",2010,2,6,8842.2717158
"Abidjan",2010,2,7,8235.6292429
"Abidjan",2010,2,8,9251.9873581
"Abidjan",2010,2,9,8937.9451769
"Abidjan",2010,2,10,8841.0178038
"Abidjan",2010,2,11,9116.6464005
"Abidjan",2010,2,12,8807.9145354
"Abidjan",2010,2,13,8413.6220064
"Abidjan",2010,2,14,8005.7245359
"Abidjan",2010,2,15,9028.3647484
"Abidjan",2010,2,16,9015.8130926
"Abidjan",2010,2,17,8612.993964
"Abidjan",2010,2,18,8804.9051474
"Abidjan",2010,2,19,9143.712084
"Abidjan",2010,2,20,8380.1425644
"Abidjan",2010,2,21,8152.1814206
"Abidjan",2010,2,22,8849.7324902
"Abidjan",2010,2,23,8877.005069
"Abidjan",2010,2,24,8992.5530307
"Abidjan",2010,2,25,8938.6348282
"Abidjan",2010,2,26,8604.0473042
"Abidjan",2010,2,27,8440.3930212
"Abidjan",2010,2,28,8388.5437726
"Abidjan",2010,3,1,8984.175145
"Abidjan",2010,3,2,9078.3610869
"Abidjan",2010,3,3,8881.932564
"Abidjan",2010,3,4,9092.0445844
"Abidjan",2010,3,5,8974.519967
"Abidjan",2010,3,6,9052.4008071
"Abidjan",2010,3,7,8575.7163542
"Abidjan",2010,3,8,9185.7189938
"Abidjan",2010,3,9,9192.6886258
"Abidjan",2010,3,10,8814.5381426
"Abidjan",2010,3,11,8969.1488745
"Abidjan",2010,3,12,9089.998454
"Abidjan",2010,3,13,9291.862011
"Abidjan",2010,3,14,8733.5881064
"Abidjan",2010,3,15,8945.1707832
"Abidjan",2010,3,16,9057.5800745
"Abidjan",2010,3,17,9612.145367
"Abidjan",2010,3,18,9388.605616
"Abidjan",2010,3,19,10247.4688714
"Abidjan",2010,3,20,9729.9257512
"Abidjan",2010,3,21,9427.4181529
"Abidjan",2010,3,22,10925.6971732
"Abidjan",2010,3,23,10879.1029463
"Abidjan",2010,3,24,11129.6068606
"Abidjan",2010,3,25,10443.5137447
"Abidjan",2010,3,26,10033.9679475
"Abidjan",2010,3,27,9614.9587969
"Abidjan",2010,3,28,9462.138429
"Abidjan",2010,3,29,11170.4655279
"Abidjan",2010,3,30,11133.3154718
"Abidjan",2010,3,31,11274.3705897
"Abidjan",2010,4,1,11082.8238716
"Abidjan",2010,4,2,10684.017732
"Abidjan",2010,4,3,9884.1487694
"Abidjan",2010,4,4,9226.3881873
"Abidjan",2010,4,5,9558.3714184
"Abidjan",2010,4,6,10171.2490711
"Abidjan",2010,4,7,10918.9008828
"Abidjan",2010,4,8,10458.9135436
"Abidjan",2010,4,9,9813.3766642
"Abidjan",2010,4,10,9151.6668863
"Abidjan",2010,4,11,8747.219038
"Abidjan",2010,4,12,9371.0039945
"Abidjan",2010,4,13,9198.3676995
"Abidjan",2010,4,14,9102.6467038
"Abidjan",2010,4,15,9142.8282089
"Abidjan",2010,4,16,8991.1916084
"Abidjan",2010,4,17,9139.1297549
"Abidjan",2010,4,18,7483.789653526
"Abidjan",2010,4,19,8992.4453217
"Abidjan",2010,4,20,9008.9316491
"Abidjan",2010,4,21,8922.0493306
"Abidjan",2010,4,22,9243.7521141
"Abidjan",2010,4,23,9112.5510372
"Abidjan",2010,4,24,8858.3607045
"Abidjan",2010,4,25,8268.3633163
"Abidjan",2010,4,26,9100.2646488
"Abidjan",2010,4,27,8313.139679686
"Abidjan",2010,4,28,9337.3417976
"Abidjan",2010,4,29,9252.1519919
"Abidjan",2010,4,30,9115.0584632
"Abidjan",2010,5,1,8928.6687339
"Abidjan",2010,5,2,8761.6251166
"Abidjan",2010,5,3,9669.7909365
"Abidjan",2010,5,4,9772.988556
"Abidjan",2010,5,5,10126.8854502
"Abidjan",2010,5,6,9985.0723794
"Abidjan",2010,5,7,10415.3970824
"Abidjan",2010,5,8,9826.3943279
"Abidjan",2010,5,9,9026.2446929
"Abidjan",2010,5,10,10067.3895467
"Abidjan",2010,5,11,10388.6941967
"Abidjan",2010,5,12,10399.4690454
"Abidjan",2010,5,13,9644.0919186
"Abidjan",2010,5,14,10427.5104219
"Abidjan",2010,5,15,10064.645641
"Abidjan",2010,5,16,8329.627300267
"Abidjan",2010,5,17,9817.7610639
"Abidjan",2010,5,18,10457.2249116
"Abidjan",2010,5,19,10285.1619545
"Abidjan",2010,5,20,10357.0388958
"Abidjan",2010,5,21,10149.5728646
"Abidjan",2010,5,22,9961.0464743
"Abidjan",2010,5,23,8977.2559397
"Abidjan",2010,5,24,9371.709097
"Abidjan",2010,5,25,10297.409143
"Abidjan",2010,5,26,10597.1640956
"Abidjan",2010,5,27,10844.9186917
"Abidjan",2010,5,28,10720.9075444
"Abidjan",2010,5,29,9580.6206978
"Abidjan",2010,5,30,8953.6784294
"Abidjan",2010,5,31,10208.8746876
"Abidjan",2010,6,1,10323.0500827
"Abidjan",2010,6,2,9946.3649397
"Abidjan",2010,6,3,9388.4266651
"Abidjan",2010,6,4,8930.7229301
"Abidjan",2010,6,5,8952.0976222
"Abidjan",2010,6,6,8667.6440241
"Abidjan",2010,6,7,9892.8468662
"Abidjan",2010,6,8,10083.341924
"Abidjan",2010,6,9,9856.8490318
"Abidjan",2010,6,10,9983.5141041
"Abidjan",2010,6,11,10201.0028447
"Abidjan",2010,6,12,9540.8026881
"Abidjan",2010,6,13,8229.1312088
"Abidjan",2010,6,14,9561.1136514
"Abidjan",2010,6,15,9689.8874093
"Abidjan",2010,6,16,9907.538838
"Abidjan",2010,6,17,10022.515408
"Abidjan",2010,6,18,10122.9439219
"Abidjan",2010,6,19,9104.5800182
"Abidjan",2010,6,20,8670.6412367
"Abidjan",2010,6,21,10025.1121576
"Abidjan",2010,6,22,10209.3312157
"Abidjan",2010,6,23,9852.6879747
"Abidjan",2010,6,24,8868.9953732
"Abidjan",2010,6,25,9313.5714429
"Abidjan",2010,6,26,8918.7403382
"Abidjan",2010,6,27,8378.9292539
"Abidjan",2010,6,28,9751.0267869
"Abidjan",2010,6,29,10041.6938128
"Abidjan",2010,6,30,10182.2749606
"Abidjan",2010,7,1,9502.0063609
"Abidjan",2010,7,2,9610.4882337
"Abidjan",2010,7,3,8923.2932825
"Abidjan",2010,7,4,8217.6398557
"Abidjan",2010,7,5,9415.9260866
"Abidjan",2010,7,6,9323.3884122
"Abidjan",2010,7,7,9579.8263135
"Abidjan",2010,7,8,9688.4614967
"Abidjan",2010,7,9,9405.8505798
"Abidjan",2010,7,10,8490.3163107
"Abidjan",2010,7,11,7920.9551181
"Abidjan",2010,7,12,9384.9391503
"Abidjan",2010,7,13,9705.2335664
"Abidjan",2010,7,14,9593.5321918
"Abidjan",2010,7,15,9263.5547414
"Abidjan",2010,7,16,8829.4678075
"Abidjan",2010,7,17,8141.1812922
"Abidjan",2010,7,18,7734.696219
"Abidjan",2010,7,19,9246.1019766
"Abidjan",2010,7,20,9446.8762287
"Abidjan",2010,7,21,9389.4771145
"Abidjan",2010,7,22,9472.2459014
"Abidjan",2010,7,23,9282.3198365
"Abidjan",2010,7,24,8515.066612
"Abidjan",2010,7,25,7943.3628492
"Abidjan",2010,7,26,9361.697415
"Abidjan",2010,7,27,9545.668935
"Abidjan",2010,7,28,9452.5180218
"Abidjan",2010,7,29,9533.0975476
"Abidjan",2010,7,30,9457.7305483
"Abidjan",2010,7,31,8611.4002328
"Abidjan",2010,8,1,7958.4458602
"Abidjan",2010,8,2,9503.4102891
"Abidjan",2010,8,3,9516.7073424
"Abidjan",2010,8,4,9422.7700932
"Abidjan",2010,8,5,9555.1278613
"Abidjan",2010,8,6,9416.0296516
"Abidjan",2010,8,7,8106.6069004
"Abidjan",2010,8,8,8124.0707724
"Abidjan",2010,8,9,9491.7554523
"Abidjan",2010,8,10,9634.9898421
"Abidjan",2010,8,11,9397.891735
"Abidjan",2010,8,12,9215.3483138
"Abidjan",2010,8,13,9288.0960646
"Abidjan",2010,8,14,8444.4255924
"Abidjan",2010,8,15,7978.5201216
"Abidjan",2010,8,16,9628.7212312
"Abidjan",2010,8,17,9069.3258317
"Abidjan",2010,8,18,9064.6075224
"Abidjan",2010,8,19,9422.7946041
"Abidjan",2010,8,20,9588.523687
"Abidjan",2010,8,21,8624.7017743
"Abidjan",2010,8,22,7892.3834021
"Abidjan",2010,8,23,9021.658652
"Abidjan",2010,8,24,9265.5952437
"Abidjan",2010,8,25,9440.1726886
"Abidjan",2010,8,26,9458.6782657
"Abidjan",2010,8,27,9440.6016259
"Abidjan",2010,8,28,8901.7952124
"Abidjan",2010,8,29,8133.0171773
"Abidjan",2010,8,30,9092.1820575
"Abidjan",2010,8,31,9190.7763392
"Abidjan",2010,9,1,9138.0620656
"Abidjan",2010,9,2,9293.4458695
"Abidjan",2010,9,3,9423.9633641
"Abidjan",2010,9,4,8630.8138754
"Abidjan",2010,9,5,7997.4579783
"Abidjan",2010,9,6,8216.2753669
"Abidjan",2010,9,7,9395.8325875
"Abidjan",2010,9,8,9563.1595685
"Abidjan",2010,9,9,9372.889437
"Abidjan",2010,9,10,8254.8793921
"Abidjan",2010,9,11,8654.4613673
"Abidjan",2010,9,12,7636.9577552
"Abidjan",2010,9,13,9405.0380213
"Abidjan",2010,9,14,9376.8643717
"Abidjan",2010,9,15,9627.5486077
"Abidjan",2010,9,16,9722.7265464
"Abidjan",2010,9,17,9897.6481632
"Abidjan",2010,9,18,9124.9551941
"Abidjan",2010,9,19,8518.1192762
"Abidjan",2010,9,20,9594.6711833
"Abidjan",2010,9,21,9823.0859866
"Abidjan",2010,9,22,10013.3071205
"Abidjan",2010,9,23,9758.7704441
"Abidjan",2010,9,24,9158.9473148
"Abidjan",2010,9,25,8858.2671
"Abidjan",2010,9,26,8305.5919616
"Abidjan",2010,9,27,9518.7738205
"Abidjan",2010,9,28,9750.7164549
"Abidjan",2010,9,29,10070.0586506
"Abidjan",2010,9,30,9905.794023
"Abidjan",2010,10,1,9399.3593911
"Abidjan",2010,10,2,8970.8879785
"Abidjan",2010,10,3,8173.7683925
"Abidjan",2010,10,4,9678.1700002
"Abidjan",2010,10,5,9839.8715748
"Abidjan",2010,10,6,10043.9665712
"Abidjan",2010,10,7,9760.6368973
"Abidjan",2010,10,8,9874.459339
"Abidjan",2010,10,9,9245.717219
"Abidjan",2010,10,10,8501.8839353
"Abidjan",2010,10,11,9845.4660324
"Abidjan",2010,10,12,10124.826421
"Abidjan",2010,10,13,10172.657221
"Abidjan",2010,10,14,10124.149769
"Abidjan",2010,10,15,9736.1626552
"Abidjan",2010,10,16,9221.8471304
"Abidjan",2010,10,17,8685.5464746
"Abidjan",2010,10,18,9974.2654296
"Abidjan",2010,10,19,9816.4183519
"Abidjan",2010,10,20,9584.042949
"Abidjan",2010,10,21,9880.9660678
"Abidjan",2010,10,22,9906.618408
"Abidjan",2010,10,23,9287.4883635
"Abidjan",2010,10,24,8670.0136983
"Abidjan",2010,10,25,9878.9663214
"Abidjan",2010,10,26,9921.8551491
"Abidjan",2010,10,27,10041.6103743
"Abidjan",2010,10,28,9897.8098559
"Abidjan",2010,10,29,9128.0281973
"Abidjan",2010,10,30,8631.3539425
"Abidjan",2010,10,31,7912.8346731
"Abidjan",2010,11,1,8037.9579616
"Abidjan",2010,11,2,8922.5310727
"Abidjan",2010,11,3,9049.0837922
"Abidjan",2010,11,4,9636.2810049
"Abidjan",2010,11,5,9831.2012171
"Abidjan",2010,11,6,8899.3298405
"Abidjan",2010,11,7,8552.2668756
"Abidjan",2010,11,8,9536.2141197
"Abidjan",2010,11,9,10095.9699777
"Abidjan",2010,11,10,10129.890956
"Abidjan",2010,11,11,9792.1741761
"Abidjan",2010,11,12,10144.3252874
"Abidjan",2010,11,13,9336.5700534
"Abidjan",2010,11,14,8694.1616712
"Abidjan",2010,11,15,8645.2509651
"Abidjan",2010,11,16,8600.162341
"Abidjan",2010,11,17,10264.4401875
"Abidjan",2010,11,18,10162.7966935
"Abidjan",2010,11,19,10417.0845889
"Abidjan",2010,11,20,9732.6989961
"Abidjan",2010,11,21,9005.7987132
"Abidjan",2010,11,22,10220.4862441
"Abidjan",2010,11,23,10430.9396362
"Abidjan",2010,11,24,10546.4381777
"Abidjan",2010,11,25,10411.1305018
"Abidjan",2010,11,26,10109.9444652
"Abidjan",2010,11,27,8909.9898661
"Abidjan",2010,11,28,8280.0032504
"Abidjan",2010,11,29,9279.5374228
"Abidjan",2010,11,30,9071.7117121
"Abidjan",2010,12,1,8498.8277758
"Abidjan",2010,12,2,8613.9224192
"Abidjan",2010,12,3,8282.1991451
"Abidjan",2010,12,4,7961.2446268
"Abidjan",2010,12,5,7790.482921
"Abidjan",2010,12,6,8860.3503067
"Abidjan",2010,12,7,9071.7370032
"Abidjan",2010,12,8,9350.1862718
"Abidjan",2010,12,9,9391.32406
"Abidjan",2010,12,10,9398.0474104
"Abidjan",2010,12,11,8731.6950072
"Abidjan",2010,12,12,8371.4259824
"Abidjan",2010,12,13,9458.551867
"Abidjan",2010,12,14,9591.885023
"Abidjan",2010,12,15,9686.4107723
"Abidjan",2010,12,16,8754.1441603
"Abidjan",2010,12,17,8446.1805231
"Abidjan",2010,12,18,8319.5194377
"Abidjan",2010,12,19,8107.1641228
"Abidjan",2010,12,20,9048.8890073
"Abidjan",2010,12,21,9469.3832985
"Abidjan",2010,12,22,9718.6828542
"Abidjan",2010,12,23,9671.0667187
"Abidjan",2010,12,24,9298.1087944
"Abidjan",2010,12,25,8232.3039079
"Abidjan",2010,12,26,8152.2333618
"Abidjan",2010,12,27,9278.1666534
"Abidjan",2010,12,28,8973.3367811
"Abidjan",2010,12,29,8986.6125492
"Abidjan",2010,12,30,9073.275397
"Abidjan",2010,12,31,8371.824825
"Abidjan",2011,1,1,7808.6086698
"Abidjan",2011,1,2,8106.0671513
"Abidjan",2011,1,3,9388.0904063
"Abidjan",2011,1,4,10000.7550481
"Abidjan",2011,1,5,10149.8232204
"Abidjan",2011,1,6,10277.1997859
"Abidjan",2011,1,7,10047.5275752
"Abidjan",2011,1,8,9630.2722655
"Abidjan",2011,1,9,9083.9765454
"Abidjan",2011,1,10,10276.6574957
"Abidjan",2011,1,11,9883.1273811
"Abidjan",2011,1,12,9586.3159499
"Abidjan",2011,1,13,9678.9551328
"Abidjan",2011,1,14,10015.7912755
"Abidjan",2011,1,15,9407.255434
"Abidjan",2011,1,16,8828.4223041
"Abidjan",2011,1,17,10213.5546398
"Abidjan",2011,1,18,10005.2535916
"Abidjan",2011,1,19,10116.9776908
"Abidjan",2011,1,20,10405.9937006
"Abidjan",2011,1,21,10556.3682991
"Abidjan",2011,1,22,9937.837064
"Abidjan",2011,1,23,9145.2923088
"Abidjan",2011,1,24,10313.0648854
"Abidjan",2011,1,25,10395.4560166
"Abidjan",2011,1,26,9771.5142046
"Abidjan",2011,1,27,10102.6193262
"Abidjan",2011,1,28,10351.6414364
"Abidjan",2011,1,29,9659.0259692
"Abidjan",2011,1,30,9046.385977
"Abidjan",2011,1,31,10442.721535
"Abidjan",2011,2,1,10822.7840965
"Abidjan",2011,2,2,10968.943801
"Abidjan",2011,2,3,10427.0797596
"Abidjan",2011,2,4,10545.7144977
"Abidjan",2011,2,5,9672.7726819
"Abidjan",2011,2,6,9270.5040227
"Abidjan",2011,2,7,10683.4020855
"Abidjan",2011,2,8,10843.5564721
"Abidjan",2011,2,9,10929.0307174
"Abidjan",2011,2,10,10023.7065878
"Abidjan",2011,2,11,10379.0962002
"Abidjan",2011,2,12,9951.7877295
"Abidjan",2011,2,13,8909.7801153
"Abidjan",2011,2,14,10563.5373214
"Abidjan",2011,2,15,9886.7720774
"Abidjan",2011,2,16,10629.7453452
"Abidjan",2011,2,17,10613.742458
"Abidjan",2011,2,18,10291.1744543
"Abidjan",2011,2,19,9639.3862656
"Abidjan",2011,2,20,9356.2292941
"Abidjan",2011,2,21,10178.1501398
"Abidjan",2011,2,22,10376.2721611
"Abidjan",2011,2,23,9785.1694318
"Abidjan",2011,2,24,9952.2270243
"Abidjan",2011,2,25,9605.1840162
"Abidjan",2011,2,26,8279.517379
"Abidjan",2011,2,27,7965.1704662
"Abidjan",2011,2,28,7928.2696905
"Abidjan",2011,3,1,7969.7644062
"Abidjan",2011,3,2,8205.74893
"Abidjan",2011,3,3,8232.3229208
"Abidjan",2011,3,4,8418.0289549
"Abidjan",2011,3,5,8869.2253762
"Abidjan",2011,3,6,8466.1241356
"Abidjan",2011,3,7,9534.6979902
"Abidjan",2011,3,8,9730.1353451
"Abidjan",2011,3,9,9851.1530495
"Abidjan",2011,3,10,9850.3358684
"Abidjan",2011,3,11,9845.2893053
"Abidjan",2011,3,12,9368.8288787
"Abidjan",2011,3,13,8818.5726049
"Abidjan",2011,3,14,9072.5226435
"Abidjan",2011,3,15,9416.0507355
"Abidjan",2011,3,16,9499.9521856
"Abidjan",2011,3,17,9289.6683288
"Abidjan",2011,3,18,9221.1124231
"Abidjan",2011,3,19,8423.0817558
"Abidjan",2011,3,20,8200.696129
"Abidjan",2011,3,21,2633.6945799
"Abidjan",2011,3,22,9096.6014242
"Abidjan",2011,3,23,8420.2746444
"Abidjan",2011,3,24,7526.3031375
"Abidjan",2011,3,25,7353.2602958
"Abidjan",2011,3,26,6779.9233259
"Abidjan",2011,3,27,7757.6715218
"Abidjan",2011,3,28,9028.9812222
"Abidjan",2011,3,29,8666.0528689
"Abidjan",2011,3,30,8388.7102328
"Abidjan",2011,3,31,7428.8651713
"Abidjan",2011,4,1,6159.5088229
"Abidjan",2011,4,2,6126.6536844
"Abidjan",2011,4,3,6051.761668
"Abidjan",2011,4,4,5636.4262536
"Abidjan",2011,4,5,5606.2703248
"Abidjan",2011,4,6,5914.5389176
"Abidjan",2011,4,7,5945.7844864
"Abidjan",2011,4,8,5920.3964251
"Abidjan",2011,4,9,5885.6053774
"Abidjan",2011,4,10,5676.5825342
"Abidjan",2011,4,11,5707.0039588
"Abidjan",2011,4,12,5874.0728918
"Abidjan",2011,4,13,5837.8160849
"Abidjan",2011,4,14,204.6532206
"Abidjan",2011,4,15,0
"Abidjan",2011,4,16,0
"Abidjan",2011,4,17,0
"Abidjan",2011,4,18,0
"Abidjan",2011,4,19,0
"Abidjan",2011,4,20,0
"Abidjan",2011,4,21,0
"Abidjan",2011,4,22,0
"Abidjan",2011,4,23,0
"Abidjan",2011,4,24,0
"Abidjan",2011,4,25,0
"Abidjan",2011,4,26,6674.0180818
"Abidjan",2011,4,27,6959.2051104
"Abidjan",2011,4,28,6920.2103752
"Abidjan",2011,4,29,6856.6572532
"Abidjan",2011,4,30,6704.4948182
"Abidjan",2011,5,1,7159.1297234
"Abidjan",2011,5,2,7229.1721777
"Abidjan",2011,5,3,7921.6278184
"Abidjan",2011,5,4,7681.9615933
"Abidjan",2011,5,5,8068.842797
"Abidjan",2011,5,6,8359.9174273
"Abidjan",2011,5,7,8160.275462
"Abidjan",2011,5,8,7145.7683314
"Abidjan",2011,5,9,7936.4751408
"Abidjan",2011,5,10,8120.4908685
"Abidjan",2011,5,11,8479.6307066
"Abidjan",2011,5,12,8359.1984286
"Abidjan",2011,5,13,8621.9924445
"Abidjan",2011,5,14,7837.5648898
"Abidjan",2011,5,15,7765.9646053
"Abidjan",2011,5,16,8892.9351115
"Abidjan",2011,5,17,9047.1603275
"Abidjan",2011,5,18,8918.8789807
"Abidjan",2011,5,19,8784.186562
"Abidjan",2011,5,20,9058.5444729
"Abidjan",2011,5,21,8322.1100804
"Abidjan",2011,5,22,7958.2967509
"Abidjan",2011,5,23,9009.7124797
"Abidjan",2011,5,24,9003.7807406
"Abidjan",2011,5,25,9188.6233168
"Abidjan",2011,5,26,9276.640738
"Abidjan",2011,5,27,9230.14549
"Abidjan",2011,5,28,8523.6933421
"Abidjan",2011,5,29,8225.1051757
"Abidjan",2011,5,30,9305.1969686
"Abidjan",2011,5,31,8995.8118388
"Abidjan",2011,6,1,9102.5626352
"Abidjan",2011,6,2,8566.7991858
"Abidjan",2011,6,3,9066.7869
"Abidjan",2011,6,4,8515.2869412
"Abidjan",2011,6,5,7627.6635692
"Abidjan",2011,6,6,8860.6356198
"Abidjan",2011,6,7,8728.9183291
"Abidjan",2011,6,8,8989.9698675
"Abidjan",2011,6,9,9149.6818962
"Abidjan",2011,6,10,9344.2970819
"Abidjan",2011,6,11,8486.2210368
"Abidjan",2011,6,12,7626.9414351
"Abidjan",2011,6,13,8128.4636847
"Abidjan",2011,6,14,9411.9369916
"Abidjan",2011,6,15,9460.7412326
"Abidjan",2011,6,16,9056.0270993
"Abidjan",2011,6,17,9152.2093664
"Abidjan",2011,6,18,8660.97753
"Abidjan",2011,6,19,8101.2031158
"Abidjan",2011,6,20,9207.2119263
"Abidjan",2011,6,21,8947.9055461
"Abidjan",2011,6,22,9144.0251778
"Abidjan",2011,6,23,8716.4013353
"Abidjan",2011,6,24,8373.1829527
"Abidjan",2011,6,25,8253.3929132
"Abidjan",2011,6,26,7733.1553503
"Abidjan",2011,6,27,9111.348602
"Abidjan",2011,6,28,9223.5803032
"Abidjan",2011,6,29,9437.8134695
"Abidjan",2011,6,30,8478.3377377
"Abidjan",2011,7,1,8305.6400299
"Abidjan",2011,7,2,8141.2284115
"Abidjan",2011,7,3,7590.5801645
"Abidjan",2011,7,4,8615.6052045
"Abidjan",2011,7,5,9006.9130092
"Abidjan",2011,7,6,9136.9293433
"Abidjan",2011,7,7,9034.366896
"Abidjan",2011,7,8,9198.5507314
"Abidjan",2011,7,9,8282.3821521
"Abidjan",2011,7,10,7471.6532826
"Abidjan",2011,7,11,8728.2380728
"Abidjan",2011,7,12,9154.3727518
"Abidjan",2011,7,13,9376.6173621
"Abidjan",2011,7,14,9177.6905727
"Abidjan",2011,7,15,9223.0674122
"Abidjan",2011,7,16,8435.1048885
"Abidjan",2011,7,17,7821.4205987
"Abidjan",2011,7,18,8987.5514249
"Abidjan",2011,7,19,9168.279524
"Abidjan",2011,7,20,9025.8549924
"Abidjan",2011,7,21,8985.6931927
"Abidjan",2011,7,22,9056.1561712
"Abidjan",2011,7,23,8300.1252754
"Abidjan",2011,7,24,7674.2605714
"Abidjan",2011,7,25,8777.750978
"Abidjan",2011,7,26,8954.2231254
"Abidjan",2011,7,27,8945.8910503
"Abidjan",2011,7,28,8995.008332
"Abidjan",2011,7,29,9111.9331183
"Abidjan",2011,7,30,8574.5442599
"Abidjan",2011,7,31,8002.8380424
"Abidjan",2011,8,1,9126.4711734
"Abidjan",2011,8,2,9273.719821
"Abidjan",2011,8,3,9210.4329534
"Abidjan",2011,8,4,8935.5287438
"Abidjan",2011,8,5,8917.3600638
"Abidjan",2011,8,6,8244.1813186
"Abidjan",2011,8,7,7593.9433111
"Abidjan",2011,8,8,7946.8592533
"Abidjan",2011,8,9,8938.4015948
"Abidjan",2011,8,10,9153.6370463
"Abidjan",2011,8,11,9308.9392937
"Abidjan",2011,8,12,9106.8179869
"Abidjan",2011,8,13,8519.3259337
"Abidjan",2011,8,14,7802.1949698
"Abidjan",2011,8,15,8218.217475
"Abidjan",2011,8,16,8964.7981689
"Abidjan",2011,8,17,9030.8497049
"Abidjan",2011,8,18,8894.485437
"Abidjan",2011,8,19,9052.4862409
"Abidjan",2011,8,20,8376.2843908
"Abidjan",2011,8,21,7931.2809472
"Abidjan",2011,8,22,9130.7383792
"Abidjan",2011,8,23,9254.5474462
"Abidjan",2011,8,24,9266.8682514
"Abidjan",2011,8,25,9198.8333661
"Abidjan",2011,8,26,9254.4873447
"Abidjan",2011,8,27,8303.1408787
"Abidjan",2011,8,28,7841.9220537
"Abidjan",2011,8,29,8924.2897654
"Abidjan",2011,8,30,7865.3616344
"Abidjan",2011,8,31,8822.3576402
"Abidjan",2011,9,1,8965.9683473
"Abidjan",2011,9,2,9086.7281062
"Abidjan",2011,9,3,8633.3740595
"Abidjan",2011,9,4,8073.5396522
"Abidjan",2011,9,5,9565.5439162
"Abidjan",2011,9,6,9397.5329998
"Abidjan",2011,9,7,9429.1153796
"Abidjan",2011,9,8,9499.3800541
"Abidjan",2011,9,9,9377.1819507
"Abidjan",2011,9,10,8764.9061032
"Abidjan",2011,9,11,8326.3639481
"Abidjan",2011,9,12,9698.8509384
"Abidjan",2011,9,13,9544.4277901
"Abidjan",2011,9,14,9413.3853959
"Abidjan",2011,9,15,9362.7066932
"Abidjan",2011,9,16,9348.9965129
"Abidjan",2011,9,17,8788.8377126
"Abidjan",2011,9,18,8182.5294658
"Abidjan",2011,9,19,9580.6006318
"Abidjan",2011,9,20,9588.1289903
"Abidjan",2011,9,21,9305.1116942
"Abidjan",2011,9,22,9209.6912867
"Abidjan",2011,9,23,9666.4728783
"Abidjan",2011,9,24,8924.011523
"Abidjan",2011,9,25,8309.6546656
"Abidjan",2011,9,26,9665.6159918
"Abidjan",2011,9,27,9265.7561318
"Abidjan",2011,9,28,9651.6609872
"Abidjan",2011,9,29,9555.4448994
"Abidjan",2011,9,30,9620.1398132
"Abidjan",2011,10,1,9085.2885678
"Abidjan",2011,10,2,8683.5566248
"Abidjan",2011,10,3,10185.2748745
"Abidjan",2011,10,4,10169.1854852
"Abidjan",2011,10,5,10086.9159117
"Abidjan",2011,10,6,10247.2441634
"Abidjan",2011,10,7,10232.9522606
"Abidjan",2011,10,8,9394.4436727
"Abidjan",2011,10,9,8802.2787211
"Abidjan",2011,10,10,10126.9131283
"Abidjan",2011,10,11,9832.8795359
"Abidjan",2011,10,12,9978.061136
"Abidjan",2011,10,13,9788.7719826
"Abidjan",2011,10,14,9438.5009461
"Abidjan",2011,10,15,9129.1572942
"Abidjan",2011,10,16,8427.069131
"Abidjan",2011,10,17,9956.6295662
"Abidjan",2011,10,18,10099.799993
"Abidjan",2011,10,19,10148.6338041
"Abidjan",2011,10,20,10355.9103918
"Abidjan",2011,10,21,10321.0290983
"Abidjan",2011,10,22,9166.3640072
"Abidjan",2011,10,23,8679.0063442
"Abidjan",2011,10,24,9833.7782788
"Abidjan",2011,10,25,9985.6030373
"Abidjan",2011,10,26,10140.3377124
"Abidjan",2011,10,27,10401.2874978
"Abidjan",2011,10,28,10538.990046
"Abidjan",2011,10,29,9848.2461594
"Abidjan",2011,10,30,9341.9646093
"Abidjan",2011,10,31,10539.9642083
"Abidjan",2011,11,1,9529.4532552
"Abidjan",2011,11,2,10746.9102853
"Abidjan",2011,11,3,10778.2398227
