"","Time","Delhi.Generation","Schedule.from.Grid","Drawl.from.Grid","Demand.met","OD.UD","Frequency","Date.Time","Date","year","month","day","time"
"1",2012-04-01 00:00:21,1025.85,1701.52,1281.18,2307.03,-420.34,49.924,2012-04-01 00:00:21,2012-04-01,"2012","04","01",00:00:00
"2",2012-04-01 00:30:48,1017.04,1337.45,1209.91,2226.95,-127.54,49.954,2012-04-01 00:30:48,2012-04-01,"2012","04","01",00:31:00
"3",2012-04-01 01:30:20,1018.88,1030.59,1048.71,2067.59,18.12,49.856,2012-04-01 01:30:20,2012-04-01,"2012","04","01",01:30:00
"4",2012-04-01 02:00:21,928.73,1074.4,1083.15,2011.88,8.75,49.846,2012-04-01 02:00:21,2012-04-01,"2012","04","01",02:00:00
"5",2012-04-01 02:30:20,922.55,1373.97,1070.54,1993.09,-303.43,49.988,2012-04-01 02:30:20,2012-04-01,"2012","04","01",02:30:00
"6",2012-04-01 03:00:21,950.54,1373.97,1040.79,1991.33,-333.18,50.022,2012-04-01 03:00:21,2012-04-01,"2012","04","01",03:00:00
"7",2012-04-01 03:30:20,915.41,1022.69,1027.76,1943.17,5.07,50.105,2012-04-01 03:30:20,2012-04-01,"2012","04","01",03:30:00
"8",2012-04-01 04:00:21,925.85,1025.13,1027.92,1953.77,2.79,50.169,2012-04-01 04:00:21,2012-04-01,"2012","04","01",04:00:00
"9",2012-04-01 04:30:20,923.22,1031.03,1062.83,1986.05,31.8,50.076,2012-04-01 04:30:20,2012-04-01,"2012","04","01",04:30:00
"10",2012-04-01 05:00:21,921.71,1031.03,1120.01,2041.72,88.98,50.046,2012-04-01 05:00:21,2012-04-01,"2012","04","01",05:00:00
"11",2012-04-01 05:30:20,922.57,1031.03,1221.45,2144.02,190.42,49.993,2012-04-01 05:30:20,2012-04-01,"2012","04","01",05:30:00
"12",2012-04-01 06:00:21,989.05,1031.03,1270.3,2259.35,239.27,50.027,2012-04-01 06:00:21,2012-04-01,"2012","04","01",06:00:00
"13",2012-04-01 06:30:20,956.93,1031.03,1420.72,2377.65,389.69,50.154,2012-04-01 06:30:20,2012-04-01,"2012","04","01",06:30:00
"14",2012-04-01 07:00:21,991.04,1031.03,1496.86,2487.9,465.83,50.115,2012-04-01 07:00:21,2012-04-01,"2012","04","01",07:00:00
"15",2012-04-01 07:30:20,960.52,1643.58,1547.2,2507.72,-96.38,50.266,2012-04-01 07:30:20,2012-04-01,"2012","04","01",07:30:00
"16",2012-04-01 08:00:21,955.32,1643.79,1560.1,2515.42,-83.69,50.125,2012-04-01 08:00:21,2012-04-01,"2012","04","01",08:00:00
"17",2012-04-01 08:30:20,966.98,1706.89,1545.44,2512.42,-161.45,50.129,2012-04-01 08:30:20,2012-04-01,"2012","04","01",08:30:00
"18",2012-04-01 09:00:21,946.42,1726,1529.23,2475.65,-196.77,50.213,2012-04-01 09:00:21,2012-04-01,"2012","04","01",09:00:00
"19",2012-04-01 09:30:20,955.75,1969.39,1558.09,2513.84,-411.3,50.291,2012-04-01 09:30:20,2012-04-01,"2012","04","01",09:30:00
"20",2012-04-01 10:00:21,938.31,1979.07,1629.61,2567.92,-349.46,50.188,2012-04-01 10:00:21,2012-04-01,"2012","04","01",10:00:00
"21",2012-04-01 10:30:20,934.12,1846.83,1631.93,2566.05,-214.9,49.949,2012-04-01 10:30:20,2012-04-01,"2012","04","01",10:30:00
"22",2012-04-01 11:00:21,939.8,1840.04,1686.02,2625.82,-154.02,50.007,2012-04-01 11:00:21,2012-04-01,"2012","04","01",11:00:00
"23",2012-04-01 11:30:20,950.45,1878.8,1680.65,2631.1,-198.15,49.993,2012-04-01 11:30:20,2012-04-01,"2012","04","01",11:30:00
"24",2012-04-01 12:00:21,943.39,1883.91,1722.63,2666.02,-161.28,50.12,2012-04-01 12:00:21,2012-04-01,"2012","04","01",12:00:00
"25",2012-04-01 12:30:20,952.79,2057.51,1701.2,2653.99,-356.31,50.076,2012-04-01 12:30:20,2012-04-01,"2012","04","01",12:30:00
"26",2012-04-01 13:00:21,1006.49,1994.38,1576.45,2582.94,-417.93,50.129,2012-04-01 13:00:21,2012-04-01,"2012","04","01",13:00:00
"27",2012-04-01 13:30:20,1014.74,2055.62,1461.39,2476.13,-594.23,49.919,2012-04-01 13:30:20,2012-04-01,"2012","04","01",13:30:00
"28",2012-04-01 14:00:21,1007.46,2048.45,1510.73,2518.19,-537.72,49.949,2012-04-01 14:00:21,2012-04-01,"2012","04","01",14:00:00
"29",2012-04-01 14:30:20,995.84,2048.45,1589,2584.84,-459.45,50.071,2012-04-01 14:30:20,2012-04-01,"2012","04","01",14:30:00
"30",2012-04-01 15:00:21,999.32,2049.92,1556.88,2556.2,-493.04,49.998,2012-04-01 15:00:21,2012-04-01,"2012","04","01",15:00:00
"31",2012-04-01 15:30:20,1016.35,2043.63,1543.47,2559.82,-500.16,49.954,2012-04-01 15:30:20,2012-04-01,"2012","04","01",15:30:00
"32",2012-04-01 16:00:21,1005.24,2035.93,1576.5,2581.74,-459.43,50.115,2012-04-01 16:00:21,2012-04-01,"2012","04","01",16:00:00
"33",2012-04-01 16:30:20,1005.91,1893,1564.65,2570.56,-328.35,50.173,2012-04-01 16:30:20,2012-04-01,"2012","04","01",16:30:00
"34",2012-04-01 17:00:21,1003.56,1875.6,1536.92,2540.48,-338.68,50.3,2012-04-01 17:00:21,2012-04-01,"2012","04","01",17:00:00
"35",2012-04-01 17:30:20,1005.7,1908.28,1584.4,2590.1,-323.88,50.193,2012-04-01 17:30:20,2012-04-01,"2012","04","01",17:30:00
"36",2012-04-01 18:00:21,972.34,1911.42,1518.79,2491.13,-392.63,50.007,2012-04-01 18:00:21,2012-04-01,"2012","04","01",18:00:00
"37",2012-04-01 18:30:20,980.29,1937.44,1677.71,2658,-259.73,50.173,2012-04-01 18:30:20,2012-04-01,"2012","04","01",18:30:00
"38",2012-04-01 19:00:21,981,2036.17,1908.66,2889.66,-127.51,50.027,2012-04-01 19:00:21,2012-04-01,"2012","04","01",19:00:00
"39",2012-04-01 19:30:20,979.29,2211.98,1981.75,2961.04,-230.23,49.856,2012-04-01 19:30:20,2012-04-01,"2012","04","01",19:30:00
"40",2012-04-01 20:00:21,984.03,2002.09,1977.77,2961.8,-24.32,49.993,2012-04-01 20:00:21,2012-04-01,"2012","04","01",20:00:00
"41",2012-04-01 20:30:20,1014.53,1800.07,1842.17,2856.7,42.1,49.773,2012-04-01 20:30:20,2012-04-01,"2012","04","01",20:30:00
"42",2012-04-01 21:00:21,1018.23,1821.97,1798.3,2816.53,-23.67,49.944,2012-04-01 21:00:21,2012-04-01,"2012","04","01",21:00:00
"43",2012-04-01 21:30:20,1018.35,1871.32,1753.35,2771.7,-117.97,49.89,2012-04-01 21:30:20,2012-04-01,"2012","04","01",21:30:00
"44",2012-04-01 22:00:23,988.73,2033.66,1756.35,2745.08,-277.31,49.993,2012-04-01 22:00:23,2012-04-01,"2012","04","01",22:00:00
"45",2012-04-01 22:30:20,1042.49,2008.22,1647.16,2689.65,-361.06,49.822,2012-04-01 22:30:20,2012-04-01,"2012","04","01",22:30:00
"46",2012-04-01 23:00:21,1046.85,1873.08,1562.57,2609.42,-310.51,49.993,2012-04-01 23:00:21,2012-04-01,"2012","04","01",23:00:00
"47",2012-04-01 23:30:20,1043.87,2010.88,1359.41,2403.28,-651.47,49.724,2012-04-01 23:30:20,2012-04-01,"2012","04","01",23:30:00
"48",2012-04-02 00:00:21,1045.77,1942.58,1376.9,2422.67,-565.68,49.954,2012-04-02 00:00:21,2012-04-02,"2012","04","02",00:00:00
"49",2012-04-02 00:30:20,975.36,1923.46,1293.96,2269.32,-629.5,49.988,2012-04-02 00:30:20,2012-04-02,"2012","04","02",00:30:00
"50",2012-04-02 01:00:21,973.97,1883.85,1259.1,2233.07,-624.75,50.027,2012-04-02 01:00:21,2012-04-02,"2012","04","02",01:00:00
"51",2012-04-02 01:30:20,979.47,1622.11,1127.01,2106.48,-495.1,50.071,2012-04-02 01:30:20,2012-04-02,"2012","04","02",01:30:00
"52",2012-04-02 02:00:22,976.72,1518.37,1185.32,2162.04,-333.05,50.042,2012-04-02 02:00:22,2012-04-02,"2012","04","02",02:00:00
"53",2012-04-02 02:30:20,978.55,1486.59,1150.67,2129.22,-335.92,49.954,2012-04-02 02:30:20,2012-04-02,"2012","04","02",02:30:00
"54",2012-04-02 03:00:45,955.58,913.25,1035.97,1991.55,122.72,50.056,2012-04-02 03:00:45,2012-04-02,"2012","04","02",03:01:00
"55",2012-04-02 04:00:21,946.73,903.12,1115.67,2062.4,212.55,50.017,2012-04-02 04:00:21,2012-04-02,"2012","04","02",04:00:00
"56",2012-04-02 04:30:02,945.33,976.53,1127.22,2072.55,150.69,49.797,2012-04-02 04:30:02,2012-04-02,"2012","04","02",04:30:00
"57",2012-04-02 05:00:35,943.25,1627.45,1136.88,2080.13,-490.57,50.076,2012-04-02 05:00:35,2012-04-02,"2012","04","02",05:01:00
"58",2012-04-02 06:00:21,982.52,1827.27,1441.84,2424.36,-385.43,50.144,2012-04-02 06:00:21,2012-04-02,"2012","04","02",06:00:00
"59",2012-04-02 06:30:20,982.34,1767.94,1595.52,2577.86,-172.42,49.988,2012-04-02 06:30:20,2012-04-02,"2012","04","02",06:30:00
"60",2012-04-02 07:00:21,1014.74,1992.81,1694.8,2709.54,-298.01,50.349,2012-04-02 07:00:21,2012-04-02,"2012","04","02",07:00:00
"61",2012-04-02 07:30:20,917.6,1792.84,1731.29,2648.89,-61.55,50.076,2012-04-02 07:30:20,2012-04-02,"2012","04","02",07:30:00
"62",2012-04-02 08:00:21,911.23,1826.31,1712.28,2623.51,-114.03,50.164,2012-04-02 08:00:21,2012-04-02,"2012","04","02",08:00:00
"63",2012-04-02 08:30:20,905.96,1975.85,1774.83,2680.79,-201.02,49.968,2012-04-02 08:30:20,2012-04-02,"2012","04","02",08:30:00
"64",2012-04-02 09:00:21,906.96,2008.33,1836.57,2743.53,-171.76,50.002,2012-04-02 09:00:21,2012-04-02,"2012","04","02",09:00:00
"65",2012-04-02 09:30:20,905.9,2238.24,1961.31,2867.21,-276.93,50.046,2012-04-02 09:30:20,2012-04-02,"2012","04","02",09:30:00
"66",2012-04-02 10:00:21,1016.18,2268.91,2079.42,3095.6,-189.49,49.993,2012-04-02 10:00:21,2012-04-02,"2012","04","02",10:00:00
"67",2012-04-02 10:30:20,1039.96,2277.96,2081.18,3121.14,-196.78,49.827,2012-04-02 10:30:20,2012-04-02,"2012","04","02",10:30:00
"68",2012-04-02 11:00:21,1057.64,2280.08,2179.08,3236.72,-101,50.144,2012-04-02 11:00:21,2012-04-02,"2012","04","02",11:00:00
"69",2012-04-02 11:30:20,967.13,2286.81,2288.76,3255.89,1.95,50.081,2012-04-02 11:30:20,2012-04-02,"2012","04","02",11:30:00
"70",2012-04-02 12:00:21,1015.08,2288.66,2226.81,3241.89,-61.85,49.758,2012-04-02 12:00:21,2012-04-02,"2012","04","02",12:00:00
"71",2012-04-02 12:30:20,1023.33,2226.6,2225.99,3249.32,-0.61,49.851,2012-04-02 12:30:20,2012-04-02,"2012","04","02",12:30:00
"72",2012-04-02 13:00:21,1005.17,2182.9,2116.67,3121.84,-66.23,49.954,2012-04-02 13:00:21,2012-04-02,"2012","04","02",13:00:00
"73",2012-04-02 13:30:20,994.76,2081.65,1995.69,2990.45,-85.96,49.704,2012-04-02 13:30:20,2012-04-02,"2012","04","02",13:30:00
"74",2012-04-02 14:00:21,1040.61,2044.38,2091.1,3131.71,46.72,49.831,2012-04-02 14:00:21,2012-04-02,"2012","04","02",14:00:00
"75",2012-04-02 14:30:20,1042,2063.6,2109.66,3151.66,46.06,49.612,2012-04-02 14:30:20,2012-04-02,"2012","04","02",14:30:00
"76",2012-04-02 15:00:21,1041.16,2063.6,2190.6,3231.76,127,49.822,2012-04-02 15:00:21,2012-04-02,"2012","04","02",15:00:00
"77",2012-04-02 15:30:20,1072.69,2053.47,2090.13,3162.82,36.66,49.797,2012-04-02 15:30:20,2012-04-02,"2012","04","02",15:30:00
"78",2012-04-02 16:00:22,1106.4,2032.56,1986.52,3092.92,-46.04,49.802,2012-04-02 16:00:22,2012-04-02,"2012","04","02",16:00:00
"79",2012-04-02 16:30:20,1142.18,1898.74,2058.63,3200.81,159.89,50.09,2012-04-02 16:30:20,2012-04-02,"2012","04","02",16:30:00
"80",2012-04-02 17:00:28,1159.18,1880.55,1979.58,3138.76,99.03,49.968,2012-04-02 17:00:28,2012-04-02,"2012","04","02",17:00:00
"81",2012-04-02 17:30:27,1108.3,1871.47,1993.65,3101.95,122.18,49.929,2012-04-02 17:30:27,2012-04-02,"2012","04","02",17:30:00
"82",2012-04-02 18:00:28,1172.82,1922.09,1982.7,3155.52,60.61,50.149,2012-04-02 18:00:28,2012-04-02,"2012","04","02",18:00:00
"83",2012-04-02 18:30:27,1162.93,2023.48,1964.61,3127.54,-58.87,49.9,2012-04-02 18:30:27,2012-04-02,"2012","04","02",18:30:00
"84",2012-04-02 19:00:30,1190.2,2309.9,2188.35,3378.55,-121.55,49.734,2012-04-02 19:00:30,2012-04-02,"2012","04","02",19:01:00
"85",2012-04-02 19:30:28,1130.47,2314.2,2231.62,3362.09,-82.58,49.846,2012-04-02 19:30:28,2012-04-02,"2012","04","02",19:30:00
"86",2012-04-02 20:00:29,1137.47,2313.35,2176.69,3314.16,-136.66,49.998,2012-04-02 20:00:29,2012-04-02,"2012","04","02",20:00:00
"87",2012-04-02 20:30:28,1168.6,2240.56,2051.99,3220.59,-188.57,49.7,2012-04-02 20:30:28,2012-04-02,"2012","04","02",20:30:00
"88",2012-04-02 21:00:29,1173.35,2109.13,1942.84,3116.19,-166.29,49.695,2012-04-02 21:00:29,2012-04-02,"2012","04","02",21:00:00
"89",2012-04-02 21:30:28,1381.77,1922.21,1766.18,3147.95,-156.03,49.944,2012-04-02 21:30:28,2012-04-02,"2012","04","02",21:30:00
"90",2012-04-02 22:00:30,1361.87,1858.88,1684,3045.87,-174.88,49.88,2012-04-02 22:00:30,2012-04-02,"2012","04","02",22:01:00
"91",2012-04-02 22:30:29,1350.8,2104.59,1613.78,2964.58,-490.81,49.695,2012-04-02 22:30:29,2012-04-02,"2012","04","02",22:30:00
"92",2012-04-02 23:00:32,1359.44,2067.39,1512.09,2871.53,-555.3,49.656,2012-04-02 23:00:32,2012-04-02,"2012","04","02",23:01:00
"93",2012-04-02 23:30:29,1344.32,2057.26,1418.14,2762.46,-639.12,49.875,2012-04-02 23:30:29,2012-04-02,"2012","04","02",23:30:00
"94",2012-04-03 00:00:32,1355.18,2262.31,1230.34,2585.52,-1031.97,49.729,2012-04-03 00:00:32,2012-04-03,"2012","04","03",00:01:00
"95",2012-04-03 00:30:30,1311.66,2262.31,1175.8,2487.46,-1086.51,49.748,2012-04-03 00:30:30,2012-04-03,"2012","04","03",00:31:00
"96",2012-04-03 01:00:31,1362.65,2237.62,1104.59,2467.24,-1133.03,49.773,2012-04-03 01:00:31,2012-04-03,"2012","04","03",01:01:00
"97",2012-04-03 01:30:30,1350.16,1995.97,1047.77,2397.93,-948.2,49.734,2012-04-03 01:30:30,2012-04-03,"2012","04","03",01:31:00
"98",2012-04-03 02:00:31,1310.56,1780.55,1005.36,2315.92,-775.19,49.797,2012-04-03 02:00:31,2012-04-03,"2012","04","03",02:01:00
"99",2012-04-03 02:30:30,1311.32,1771.07,955.49,2266.81,-815.58,49.67,2012-04-03 02:30:30,2012-04-03,"2012","04","03",02:31:00
"100",2012-04-03 03:00:31,1317.79,1733.73,956.95,2274.74,-776.78,49.7,2012-04-03 03:00:31,2012-04-03,"2012","04","03",03:01:00
"101",2012-04-03 03:30:31,1274.61,1805.69,920.62,2195.23,-885.07,49.831,2012-04-03 03:30:31,2012-04-03,"2012","04","03",03:31:00
"102",2012-04-03 04:00:32,1300.03,1869.84,773.96,2073.99,-1095.88,49.729,2012-04-03 04:00:32,2012-04-03,"2012","04","03",04:01:00
"103",2012-04-03 04:30:31,1278.57,1877.57,831.75,2110.32,-1045.82,49.831,2012-04-03 04:30:31,2012-04-03,"2012","04","03",04:31:00
"104",2012-04-03 05:00:34,1309.19,1772.23,856.86,2166.05,-915.37,49.431,2012-04-03 05:00:34,2012-04-03,"2012","04","03",05:01:00
"105",2012-04-03 05:30:31,1305.57,1798.12,1012.88,2318.45,-785.24,49.465,2012-04-03 05:30:31,2012-04-03,"2012","04","03",05:31:00
"106",2012-04-03 06:00:32,1318.28,1828.42,1224.8,2543.08,-603.62,50.1,2012-04-03 06:00:32,2012-04-03,"2012","04","03",06:01:00
"107",2012-04-03 06:30:32,1278.13,1877.27,1416.49,2694.62,-460.78,49.778,2012-04-03 06:30:32,2012-04-03,"2012","04","03",06:31:00
"108",2012-04-03 07:00:33,1272.3,2086.49,1463.23,2735.53,-623.26,50.144,2012-04-03 07:00:33,2012-04-03,"2012","04","03",07:01:00
"109",2012-04-03 07:30:32,1218.21,2094.04,1517.15,2735.36,-576.89,50.017,2012-04-03 07:30:32,2012-04-03,"2012","04","03",07:31:00
"110",2012-04-03 08:00:33,1219.55,2201.55,1512.99,2732.54,-688.56,49.846,2012-04-03 08:00:33,2012-04-03,"2012","04","03",08:01:00
"111",2012-04-03 08:30:32,1327.49,2323.51,1418.16,2745.65,-905.35,49.719,2012-04-03 08:30:32,2012-04-03,"2012","04","03",08:31:00
"112",2012-04-03 09:00:34,1314.18,2337.62,1521.94,2836.12,-815.68,49.866,2012-04-03 09:00:34,2012-04-03,"2012","04","03",09:01:00
"113",2012-04-03 09:30:33,1316.62,2338.99,1748.98,3065.6,-590.01,50.066,2012-04-03 09:30:33,2012-04-03,"2012","04","03",09:31:00
"114",2012-04-03 10:00:35,1295.14,2349.69,1916.01,3211.15,-433.68,49.9,2012-04-03 10:00:35,2012-04-03,"2012","04","03",10:01:00
"115",2012-04-03 10:30:33,1413.11,2361.81,1889.89,3303,-471.92,49.729,2012-04-03 10:30:33,2012-04-03,"2012","04","03",10:31:00
"116",2012-04-03 11:00:34,1408.08,2360.05,1932.22,3340.3,-427.83,49.802,2012-04-03 11:00:34,2012-04-03,"2012","04","03",11:01:00
"117",2012-04-03 11:30:09,1376.73,2353.35,1924.58,3301.31,-428.77,49.67,2012-04-03 11:30:09,2012-04-03,"2012","04","03",11:30:00
"118",2012-04-03 12:00:35,1390.43,2337.88,1937.51,3327.94,-400.37,49.7,2012-04-03 12:00:35,2012-04-03,"2012","04","03",12:01:00
"119",2012-04-03 12:30:34,1356.76,2325.07,1993.92,3350.68,-331.15,49.553,2012-04-03 12:30:34,2012-04-03,"2012","04","03",12:31:00
"120",2012-04-03 13:00:35,1331.08,2234.03,1892.81,3223.89,-341.22,49.807,2012-04-03 13:00:35,2012-04-03,"2012","04","03",13:01:00
"121",2012-04-03 13:30:34,1343.79,2236.88,1821.84,3165.63,-415.04,49.631,2012-04-03 13:30:34,2012-04-03,"2012","04","03",13:31:00
"122",2012-04-03 14:00:35,1379.44,2196.55,1897.5,3276.94,-299.05,49.704,2012-04-03 14:00:35,2012-04-03,"2012","04","03",14:01:00
"123",2012-04-03 14:30:35,1301.27,2196.55,2038.18,3339.45,-158.37,49.778,2012-04-03 14:30:35,2012-04-03,"2012","04","03",14:31:00
"124",2012-04-03 15:00:36,1302.29,2195.83,2093.35,3395.64,-102.48,49.841,2012-04-03 15:00:36,2012-04-03,"2012","04","03",15:01:00
"125",2012-04-03 15:30:35,1315.83,2228.37,2082.6,3398.43,-145.77,49.646,2012-04-03 15:30:35,2012-04-03,"2012","04","03",15:31:00
"126",2012-04-03 16:00:37,1332.57,2226.47,2047.72,3380.29,-178.75,49.695,2012-04-03 16:00:37,2012-04-03,"2012","04","03",16:01:00
"127",2012-04-03 16:30:35,1357.64,2224.06,2048.99,3406.63,-175.07,49.695,2012-04-03 16:30:35,2012-04-03,"2012","04","03",16:31:00
"128",2012-04-03 17:00:36,1351.51,2194.34,2072.63,3424.14,-121.71,49.9,2012-04-03 17:00:36,2012-04-03,"2012","04","03",17:01:00
"129",2012-04-03 17:30:36,1351.49,2230.16,1829.91,3181.4,-400.25,49.866,2012-04-03 17:30:36,2012-04-03,"2012","04","03",17:31:00
"130",2012-04-03 18:00:37,1383.66,2254.09,1866.29,3249.95,-387.8,50.266,2012-04-03 18:00:37,2012-04-03,"2012","04","03",18:01:00
"131",2012-04-03 18:30:36,1397.9,2460.51,1906.42,3304.32,-554.09,49.773,2012-04-03 18:30:36,2012-04-03,"2012","04","03",18:31:00
"132",2012-04-03 19:00:37,1323.42,2561.28,2165.78,3489.2,-395.5,49.416,2012-04-03 19:00:37,2012-04-03,"2012","04","03",19:01:00
"133",2012-04-03 19:30:13,963.62,2596.16,2015.54,2979.16,-580.62,49.778,2012-04-03 19:30:13,2012-04-03,"2012","04","03",19:30:00
"134",2012-04-03 20:30:36,1014.89,2432.47,2049.1,3063.99,-383.37,49.954,2012-04-03 20:30:36,2012-04-03,"2012","04","03",20:31:00
"135",2012-04-03 21:00:42,1090.63,2405.62,1874.13,2964.76,-531.49,49.944,2012-04-03 21:00:42,2012-04-03,"2012","04","03",21:01:00
"136",2012-04-03 21:30:36,1158.59,2378.15,1923.31,3081.9,-454.84,49.709,2012-04-03 21:30:36,2012-04-03,"2012","04","03",21:31:00
"137",2012-04-03 22:00:37,1187.6,2340.68,1944.81,3132.41,-395.87,49.773,2012-04-03 22:00:37,2012-04-03,"2012","04","03",22:01:00
"138",2012-04-03 22:30:36,1169.42,2485.55,2033.24,3202.66,-452.31,49.695,2012-04-03 22:30:36,2012-04-03,"2012","04","03",22:31:00
"139",2012-04-03 23:00:36,1166.35,2448.89,1943.94,3110.29,-504.95,49.734,2012-04-03 23:00:36,2012-04-03,"2012","04","03",23:01:00
"140",2012-04-03 23:30:36,1174.73,2304.46,1760.94,2935.67,-543.52,49.729,2012-04-03 23:30:36,2012-04-03,"2012","04","03",23:31:00
"141",2012-04-04 00:00:36,1206.95,2295.85,1575.46,2782.41,-720.39,50.017,2012-04-04 00:00:36,2012-04-04,"2012","04","04",00:01:00
"142",2012-04-04 00:30:36,1219.34,1831.93,1446.38,2665.72,-385.55,49.954,2012-04-04 00:30:36,2012-04-04,"2012","04","04",00:31:00
"143",2012-04-04 01:00:37,1239.45,1809.4,1321.27,2560.72,-488.13,49.851,2012-04-04 01:00:37,2012-04-04,"2012","04","04",01:01:00
"144",2012-04-04 01:30:36,1282.11,1665.87,1251.05,2533.16,-414.82,49.66,2012-04-04 01:30:36,2012-04-04,"2012","04","04",01:31:00
"145",2012-04-04 02:00:37,1287.45,1664.3,1191.25,2478.7,-473.05,49.871,2012-04-04 02:00:37,2012-04-04,"2012","04","04",02:01:00
"146",2012-04-04 02:30:36,1270.01,1739.25,1157.35,2427.36,-581.9,49.631,2012-04-04 02:30:36,2012-04-04,"2012","04","04",02:31:00
"147",2012-04-04 03:00:37,1275.87,1736.02,1076.69,2352.56,-659.33,49.744,2012-04-04 03:00:37,2012-04-04,"2012","04","04",03:01:00
"148",2012-04-04 03:30:36,1268.04,1607.51,1050.26,2318.3,-557.25,49.778,2012-04-04 03:30:36,2012-04-04,"2012","04","04",03:31:00
"149",2012-04-04 04:00:37,1231.41,1619.12,1060.88,2292.29,-558.24,49.866,2012-04-04 04:00:37,2012-04-04,"2012","04","04",04:01:00
"150",2012-04-04 04:30:36,1257.55,1748.01,1024.02,2281.57,-723.99,49.866,2012-04-04 04:30:36,2012-04-04,"2012","04","04",04:31:00
"151",2012-04-04 05:00:36,1265.92,1756.68,1050.71,2316.63,-705.97,49.46,2012-04-04 05:00:36,2012-04-04,"2012","04","04",05:01:00
"152",2012-04-04 05:30:36,1186.11,1860.8,1246.23,2432.34,-614.57,49.802,2012-04-04 05:30:36,2012-04-04,"2012","04","04",05:31:00
"153",2012-04-04 06:00:37,1153.81,1863.73,1434.93,2588.74,-428.8,49.919,2012-04-04 06:00:37,2012-04-04,"2012","04","04",06:01:00
"154",2012-04-04 06:30:36,1164.8,1760.15,1584.82,2749.62,-175.33,49.797,2012-04-04 06:30:36,2012-04-04,"2012","04","04",06:31:00
"155",2012-04-04 07:00:37,1148.52,1961.32,1645.11,2793.63,-316.21,50.261,2012-04-04 07:00:37,2012-04-04,"2012","04","04",07:01:00
"156",2012-04-04 07:30:36,1118.52,1973.2,1632.91,2751.43,-340.29,50.227,2012-04-04 07:30:36,2012-04-04,"2012","04","04",07:31:00
"157",2012-04-04 08:00:37,1114.11,1983.36,1612.92,2727.03,-370.44,50.149,2012-04-04 08:00:37,2012-04-04,"2012","04","04",08:01:00
"158",2012-04-04 08:30:36,1120.15,2152.29,1689.73,2809.88,-462.56,49.822,2012-04-04 08:30:36,2012-04-04,"2012","04","04",08:31:00
"159",2012-04-04 09:00:36,1144.01,2131.88,1719.2,2863.21,-412.68,50.017,2012-04-04 09:00:36,2012-04-04,"2012","04","04",09:01:00
"160",2012-04-04 09:30:36,1079.58,2247.61,1999.46,3079.04,-248.15,50.081,2012-04-04 09:30:36,2012-04-04,"2012","04","04",09:31:00
"161",2012-04-04 10:00:37,869.51,2264.21,2339.54,3209.05,75.33,50.09,2012-04-04 10:00:37,2012-04-04,"2012","04","04",10:01:00
"162",2012-04-04 10:30:36,900.8,2359.21,2454.49,3355.29,95.28,49.88,2012-04-04 10:30:36,2012-04-04,"2012","04","04",10:31:00
"163",2012-04-04 11:00:37,957.61,2341,2457.6,3415.21,116.6,49.88,2012-04-04 11:00:37,2012-04-04,"2012","04","04",11:01:00
"164",2012-04-04 11:30:36,1022.82,2373.26,2305.15,3327.97,-68.11,49.988,2012-04-04 11:30:36,2012-04-04,"2012","04","04",11:31:00
"165",2012-04-04 12:00:36,1039.85,2342.92,2325.88,3365.73,-17.04,49.998,2012-04-04 12:00:36,2012-04-04,"2012","04","04",12:01:00
"166",2012-04-04 12:30:36,1110.77,2342.5,2276.83,3387.6,-65.67,49.919,2012-04-04 12:30:36,2012-04-04,"2012","04","04",12:31:00
"167",2012-04-04 13:00:10,1154.69,2329.14,2218.66,3373.35,-110.48,49.924,2012-04-04 13:00:10,2012-04-04,"2012","04","04",13:00:00
"168",2012-04-04 13:30:17,1186.53,2311.4,2092.26,3278.79,-219.14,49.817,2012-04-04 13:30:17,2012-04-04,"2012","04","04",13:30:00
"169",2012-04-04 14:00:57,1201.21,2314.55,2145.75,3346.96,-168.8,49.856,2012-04-04 14:00:57,2012-04-04,"2012","04","04",14:01:00
"170",2012-04-04 14:30:36,1230.35,2342.63,2230.33,3460.68,-112.3,49.939,2012-04-04 14:30:36,2012-04-04,"2012","04","04",14:31:00
"171",2012-04-04 15:00:37,1211.39,2342.63,2255.19,3466.58,-87.44,49.871,2012-04-04 15:00:37,2012-04-04,"2012","04","04",15:01:00
"172",2012-04-04 15:30:36,1234.98,2325.75,2210.95,3445.93,-114.8,49.724,2012-04-04 15:30:36,2012-04-04,"2012","04","04",15:31:00
"173",2012-04-04 16:00:36,1228.99,2325.75,2171.2,3400.19,-154.55,49.621,2012-04-04 16:00:36,2012-04-04,"2012","04","04",16:01:00
"174",2012-04-04 16:30:36,1355.32,2292.76,2062.66,3417.98,-230.1,49.7,2012-04-04 16:30:36,2012-04-04,"2012","04","04",16:31:00
"175",2012-04-04 17:00:36,1372.87,2275.17,2017.3,3390.17,-257.87,49.758,2012-04-04 17:00:36,2012-04-04,"2012","04","04",17:01:00
"176",2012-04-04 17:30:36,1368.55,2263.47,1970.73,3339.28,-292.74,49.856,2012-04-04 17:30:36,2012-04-04,"2012","04","04",17:31:00
"177",2012-04-04 18:00:37,1403.15,2256.47,1979.49,3382.64,-276.98,50.144,2012-04-04 18:00:37,2012-04-04,"2012","04","04",18:01:00
