"city","YR","M","D","HR","MW"
"Amman",2011,1,1,1,804.6
"Amman",2011,1,2,1,814.32
"Amman",2011,1,3,1,794.88
"Amman",2011,1,4,1,797.58
"Amman",2011,1,5,1,832.68
"Amman",2011,1,6,1,818.64
"Amman",2011,1,7,1,843.48
"Amman",2011,1,8,1,818.1
"Amman",2011,1,9,1,818.1
"Amman",2011,1,10,1,837
"Amman",2011,1,11,1,846.72
"Amman",2011,1,12,1,821.34
"Amman",2011,1,13,1,808.38
"Amman",2011,1,14,1,817.02
"Amman",2011,1,15,1,803.52
"Amman",2011,1,16,1,799.2
"Amman",2011,1,17,1,834.3
"Amman",2011,1,18,1,829.44
"Amman",2011,1,19,1,804.6
"Amman",2011,1,20,1,805.14
"Amman",2011,1,21,1,818.1
"Amman",2011,1,22,1,781.38
"Amman",2011,1,23,1,771.66
"Amman",2011,1,24,1,799.2
"Amman",2011,1,25,1,804.6
"Amman",2011,1,26,1,779.22
"Amman",2011,1,27,1,801.36
"Amman",2011,1,28,1,808.92
"Amman",2011,1,29,1,761.4
"Amman",2011,1,30,1,774.36
"Amman",2011,1,31,1,775.44
"Amman",2011,2,1,1,736.7
"Amman",2011,2,2,1,792.35
"Amman",2011,2,3,1,776.45
"Amman",2011,2,4,1,800.83
"Amman",2011,2,5,1,803.48
"Amman",2011,2,6,1,781.75
"Amman",2011,2,7,1,791.29
"Amman",2011,2,8,1,770.62
"Amman",2011,2,9,1,781.75
"Amman",2011,2,10,1,784.93
"Amman",2011,2,11,1,804.54
"Amman",2011,2,12,1,816.2
"Amman",2011,2,13,1,787.58
"Amman",2011,2,14,1,776.98
"Amman",2011,2,15,1,815.14
"Amman",2011,2,16,1,766.91
"Amman",2011,2,17,1,761.08
"Amman",2011,2,18,1,820.44
"Amman",2011,2,19,1,758.43
"Amman",2011,2,20,1,722.92
"Amman",2011,2,21,1,751.01
"Amman",2011,2,22,1,782.28
"Amman",2011,2,23,1,776.45
"Amman",2011,2,24,1,762.14
"Amman",2011,2,25,1,736.17
"Amman",2011,2,26,1,721.33
"Amman",2011,2,27,1,772.74
"Amman",2011,2,28,1,764.26
"Amman",2011,3,1,1,706
"Amman",2011,3,2,1,704.5
"Amman",2011,3,3,1,701
"Amman",2011,3,4,1,675
"Amman",2011,3,5,1,660.5
"Amman",2011,3,6,1,678.5
"Amman",2011,3,7,1,675.5
"Amman",2011,3,8,1,675
"Amman",2011,3,9,1,686
"Amman",2011,3,10,1,708.5
"Amman",2011,3,11,1,740.5
"Amman",2011,3,12,1,714
"Amman",2011,3,13,1,709.5
"Amman",2011,3,14,1,703.5
"Amman",2011,3,15,1,695
"Amman",2011,3,16,1,714.5
"Amman",2011,3,17,1,697.5
"Amman",2011,3,18,1,708
"Amman",2011,3,19,1,646
"Amman",2011,3,20,1,671
"Amman",2011,3,21,1,659.5
"Amman",2011,3,22,1,654
"Amman",2011,3,23,1,654
"Amman",2011,3,24,1,726
"Amman",2011,3,25,1,699.5
"Amman",2011,3,26,1,689
"Amman",2011,3,27,1,715
"Amman",2011,3,28,1,691
"Amman",2011,3,29,1,688
"Amman",2011,3,30,1,694.5
"Amman",2011,3,31,1,676
"Amman",2011,4,1,1,708.96
"Amman",2011,4,2,1,660.96
"Amman",2011,4,3,1,687.84
"Amman",2011,4,4,1,672.48
"Amman",2011,4,5,1,679.68
"Amman",2011,4,6,1,687.84
"Amman",2011,4,7,1,713.28
"Amman",2011,4,8,1,692.16
"Amman",2011,4,9,1,685.44
"Amman",2011,4,10,1,705.6
"Amman",2011,4,11,1,678.24
"Amman",2011,4,12,1,684.48
"Amman",2011,4,13,1,697.92
"Amman",2011,4,14,1,701.76
"Amman",2011,4,15,1,684.96
"Amman",2011,4,16,1,643.68
"Amman",2011,4,17,1,690.24
"Amman",2011,4,18,1,658.08
"Amman",2011,4,19,1,686.88
"Amman",2011,4,20,1,678.72
"Amman",2011,4,21,1,691.2
"Amman",2011,4,22,1,694.56
"Amman",2011,4,23,1,681.6
"Amman",2011,4,24,1,693.12
"Amman",2011,4,25,1,670.56
"Amman",2011,4,26,1,683.04
"Amman",2011,4,27,1,680.64
"Amman",2011,4,28,1,687.36
"Amman",2011,4,29,1,669.6
"Amman",2011,4,30,1,657.12
"Amman",2011,5,1,1,684.5
"Amman",2011,5,2,1,700.5
"Amman",2011,5,3,1,698.5
"Amman",2011,5,4,1,710.5
"Amman",2011,5,5,1,700
"Amman",2011,5,6,1,714.5
"Amman",2011,5,7,1,691
"Amman",2011,5,8,1,722.5
"Amman",2011,5,9,1,707
"Amman",2011,5,10,1,702
"Amman",2011,5,11,1,719.5
"Amman",2011,5,12,1,719.5
"Amman",2011,5,13,1,704.5
"Amman",2011,5,14,1,681
"Amman",2011,5,15,1,683
"Amman",2011,5,16,1,720
"Amman",2011,5,17,1,714.5
"Amman",2011,5,18,1,705.5
"Amman",2011,5,19,1,728.5
"Amman",2011,5,20,1,739
"Amman",2011,5,21,1,746
"Amman",2011,5,22,1,748.5
"Amman",2011,5,23,1,721.5
"Amman",2011,5,24,1,723
"Amman",2011,5,25,1,738.5
"Amman",2011,5,26,1,711.5
"Amman",2011,5,27,1,774
"Amman",2011,5,28,1,760
"Amman",2011,5,29,1,786.5
"Amman",2011,5,30,1,760
"Amman",2011,5,31,1,755.5
"Amman",2011,6,1,1,798.2
"Amman",2011,6,2,1,770.64
"Amman",2011,6,3,1,763.88
"Amman",2011,6,4,1,770.64
"Amman",2011,6,5,1,814.84
"Amman",2011,6,6,1,777.4
"Amman",2011,6,7,1,822.12
"Amman",2011,6,8,1,839.8
"Amman",2011,6,9,1,809.64
"Amman",2011,6,10,1,859.56
"Amman",2011,6,11,1,856.96
"Amman",2011,6,12,1,849.68
"Amman",2011,6,13,1,820.56
"Amman",2011,6,14,1,825.24
"Amman",2011,6,15,1,841.88
"Amman",2011,6,16,1,864.24
"Amman",2011,6,17,1,858.52
"Amman",2011,6,18,1,835.64
"Amman",2011,6,19,1,843.96
"Amman",2011,6,20,1,874.12
"Amman",2011,6,21,1,849.16
"Amman",2011,6,22,1,890.76
"Amman",2011,6,23,1,892.84
"Amman",2011,6,24,1,874.12
"Amman",2011,6,25,1,888.68
"Amman",2011,6,26,1,908.96
"Amman",2011,6,27,1,905.84
"Amman",2011,6,28,1,895.44
"Amman",2011,6,29,1,878.8
"Amman",2011,6,30,1,865.28
"Amman",2011,7,1,1,874.8
"Amman",2011,7,2,1,855.9
"Amman",2011,7,3,1,894.24
"Amman",2011,7,4,1,902.34
"Amman",2011,7,5,1,897.48
"Amman",2011,7,6,1,943.38
"Amman",2011,7,7,1,950.94
"Amman",2011,7,8,1,957.42
"Amman",2011,7,9,1,1026.54
"Amman",2011,7,10,1,1107.54
"Amman",2011,7,11,1,1068.12
"Amman",2011,7,12,1,1061.64
"Amman",2011,7,13,1,1030.32
"Amman",2011,7,14,1,1027.08
"Amman",2011,7,15,1,987.12
"Amman",2011,7,16,1,961.74
"Amman",2011,7,17,1,1000.08
"Amman",2011,7,18,1,1010.88
"Amman",2011,7,19,1,1007.1
"Amman",2011,7,20,1,1014.12
"Amman",2011,7,21,1,1004.4
"Amman",2011,7,22,1,1021.68
"Amman",2011,7,23,1,1007.64
"Amman",2011,7,24,1,975.78
"Amman",2011,7,25,1,1038.42
"Amman",2011,7,26,1,1047.6
"Amman",2011,7,27,1,1068.66
"Amman",2011,7,28,1,1044.36
"Amman",2011,7,29,1,1045.44
"Amman",2011,7,30,1,1115.64
"Amman",2011,7,31,1,1131.84
"Amman",2011,8,1,1,1127.52
"Amman",2011,8,2,1,1134.54
"Amman",2011,8,3,1,1096.74
"Amman",2011,8,4,1,1076.76
"Amman",2011,8,5,1,1096.2
"Amman",2011,8,6,1,1013.04
"Amman",2011,8,7,1,1080.54
"Amman",2011,8,8,1,1088.64
"Amman",2011,8,9,1,1096.74
"Amman",2011,8,10,1,1070.82
"Amman",2011,8,11,1,1062.18
"Amman",2011,8,12,1,1072.98
"Amman",2011,8,13,1,1023.84
"Amman",2011,8,14,1,1053
"Amman",2011,8,15,1,1099.98
"Amman",2011,8,16,1,1087.56
"Amman",2011,8,17,1,1104.84
"Amman",2011,8,18,1,1102.14
"Amman",2011,8,19,1,1070.28
"Amman",2011,8,20,1,1054.08
"Amman",2011,8,21,1,1118.34
"Amman",2011,8,22,1,1138.32
"Amman",2011,8,23,1,1147.5
"Amman",2011,8,24,1,1140.48
"Amman",2011,8,25,1,1123.2
"Amman",2011,8,26,1,1103.22
"Amman",2011,8,27,1,1114.02
"Amman",2011,8,28,1,1142.64
"Amman",2011,8,29,1,1098.9
"Amman",2011,8,30,1,1070.82
"Amman",2011,8,31,1,881.28
"Amman",2011,9,1,1,836.16
"Amman",2011,9,2,1,828.88
"Amman",2011,9,3,1,838.76
"Amman",2011,9,4,1,877.24
"Amman",2011,9,5,1,878.8
"Amman",2011,9,6,1,925.08
"Amman",2011,9,7,1,894.4
"Amman",2011,9,8,1,906.88
"Amman",2011,9,9,1,893.88
"Amman",2011,9,10,1,860.6
"Amman",2011,9,11,1,871
"Amman",2011,9,12,1,921.96
"Amman",2011,9,13,1,898.04
"Amman",2011,9,14,1,859.04
"Amman",2011,9,15,1,851.76
"Amman",2011,9,16,1,867.36
"Amman",2011,9,17,1,855.92
"Amman",2011,9,18,1,874.12
"Amman",2011,9,19,1,889.2
"Amman",2011,9,20,1,850.72
"Amman",2011,9,21,1,868.4
"Amman",2011,9,22,1,871.52
"Amman",2011,9,23,1,866.32
"Amman",2011,9,24,1,851.24
"Amman",2011,9,25,1,813.8
"Amman",2011,9,26,1,827.84
"Amman",2011,9,27,1,826.28
"Amman",2011,9,28,1,837.72
"Amman",2011,9,29,1,843.96
"Amman",2011,9,30,1,824.2
"Amman",2011,10,1,1,712.95
"Amman",2011,10,2,1,733.04
"Amman",2011,10,3,1,747.74
"Amman",2011,10,4,1,721.77
"Amman",2011,10,5,1,734.02
"Amman",2011,10,6,1,736.96
"Amman",2011,10,7,1,728.14
"Amman",2011,10,8,1,698.25
"Amman",2011,10,9,1,705.6
"Amman",2011,10,10,1,724.71
"Amman",2011,10,11,1,759.99
"Amman",2011,10,12,1,784.49
"Amman",2011,10,13,1,740.39
"Amman",2011,10,14,1,732.55
"Amman",2011,10,15,1,719.81
"Amman",2011,10,16,1,739.9
"Amman",2011,10,17,1,718.34
"Amman",2011,10,18,1,708.54
"Amman",2011,10,19,1,698.74
"Amman",2011,10,20,1,708.05
"Amman",2011,10,21,1,682.57
"Amman",2011,10,22,1,660.52
"Amman",2011,10,23,1,680.61
"Amman",2011,10,24,1,702.66
"Amman",2011,10,25,1,709.52
"Amman",2011,10,26,1,684.53
"Amman",2011,10,27,1,697.76
"Amman",2011,10,28,1,644.35
"Amman",2011,10,29,1,640.92
"Amman",2011,10,30,1,658.07
"Amman",2011,10,31,1,666.89
"Amman",2011,11,1,1,671.04
"Amman",2011,11,2,1,696.96
"Amman",2011,11,3,1,684.48
"Amman",2011,11,4,1,679.68
"Amman",2011,11,5,1,665.28
"Amman",2011,11,6,1,718.56
"Amman",2011,11,7,1,613.44
"Amman",2011,11,8,1,649.92
"Amman",2011,11,9,1,644.64
"Amman",2011,11,10,1,665.28
"Amman",2011,11,11,1,679.2
"Amman",2011,11,12,1,644.16
"Amman",2011,11,13,1,661.92
"Amman",2011,11,14,1,675.84
"Amman",2011,11,15,1,677.28
"Amman",2011,11,16,1,692.64
"Amman",2011,11,17,1,686.88
"Amman",2011,11,18,1,702.24
"Amman",2011,11,19,1,694.08
"Amman",2011,11,20,1,680.16
"Amman",2011,11,21,1,688.32
"Amman",2011,11,22,1,704.16
"Amman",2011,11,23,1,703.2
"Amman",2011,11,24,1,708
"Amman",2011,11,25,1,742.56
"Amman",2011,11,26,1,706.56
"Amman",2011,11,27,1,711.36
"Amman",2011,11,28,1,719.52
"Amman",2011,11,29,1,722.4
"Amman",2011,11,30,1,726.72
"Amman",2011,12,1,1,780.3
"Amman",2011,12,2,1,817.53
"Amman",2011,12,3,1,777.24
"Amman",2011,12,4,1,759.9
"Amman",2011,12,5,1,767.04
"Amman",2011,12,6,1,780.81
"Amman",2011,12,7,1,767.04
"Amman",2011,12,8,1,767.04
"Amman",2011,12,9,1,771.12
"Amman",2011,12,10,1,750.72
"Amman",2011,12,11,1,788.97
"Amman",2011,12,12,1,794.07
"Amman",2011,12,13,1,746.64
"Amman",2011,12,14,1,758.88
"Amman",2011,12,15,1,775.2
"Amman",2011,12,16,1,798.66
"Amman",2011,12,17,1,753.27
"Amman",2011,12,18,1,758.88
"Amman",2011,12,19,1,736.44
"Amman",2011,12,20,1,754.29
"Amman",2011,12,21,1,753.78
"Amman",2011,12,22,1,749.7
"Amman",2011,12,23,1,799.17
"Amman",2011,12,24,1,742.05
"Amman",2011,12,25,1,791.01
"Amman",2011,12,26,1,779.79
"Amman",2011,12,27,1,783.87
"Amman",2011,12,28,1,784.89
"Amman",2011,12,29,1,801.21
"Amman",2011,12,30,1,820.59
"Amman",2011,12,31,1,795.6
"Amman",2012,1,1,1,867.24
"Amman",2012,1,2,1,824.04
"Amman",2012,1,3,1,834.84
"Amman",2012,1,4,1,834.84
"Amman",2012,1,5,1,872.1
"Amman",2012,1,6,1,859.14
"Amman",2012,1,7,1,853.74
"Amman",2012,1,8,1,856.98
"Amman",2012,1,9,1,860.76
"Amman",2012,1,10,1,891
"Amman",2012,1,11,1,869.94
"Amman",2012,1,12,1,866.7
"Amman",2012,1,13,1,904.5
"Amman",2012,1,14,1,848.34
"Amman",2012,1,15,1,906.66
"Amman",2012,1,16,1,901.8
"Amman",2012,1,17,1,919.62
"Amman",2012,1,18,1,898.56
"Amman",2012,1,19,1,905.04
"Amman",2012,1,20,1,890.46
"Amman",2012,1,21,1,899.1
"Amman",2012,1,22,1,920.16
"Amman",2012,1,23,1,889.92
"Amman",2012,1,24,1,909.36
"Amman",2012,1,25,1,919.08
"Amman",2012,1,26,1,892.62
"Amman",2012,1,27,1,877.5
"Amman",2012,1,28,1,869.94
"Amman",2012,1,29,1,881.82
"Amman",2012,1,30,1,896.4
"Amman",2012,1,31,1,866.16
"Amman",2012,2,1,1,844.29
"Amman",2012,2,2,1,833.69
"Amman",2012,2,3,1,862.31
"Amman",2012,2,4,1,848
"Amman",2012,2,5,1,859.13
"Amman",2012,2,6,1,871.32
"Amman",2012,2,7,1,829.45
"Amman",2012,2,8,1,850.65
"Amman",2012,2,9,1,870.79
"Amman",2012,2,10,1,879.27
"Amman",2012,2,11,1,859.13
"Amman",2012,2,12,1,845.35
"Amman",2012,2,13,1,841.64
"Amman",2012,2,14,1,792.35
"Amman",2012,2,15,1,823.09
"Amman",2012,2,16,1,799.24
"Amman",2012,2,17,1,849.06
"Amman",2012,2,18,1,818.32
"Amman",2012,2,19,1,846.94
"Amman",2012,2,20,1,847.47
"Amman",2012,2,21,1,837.4
"Amman",2012,2,22,1,843.76
"Amman",2012,2,23,1,834.75
"Amman",2012,2,24,1,826.27
"Amman",2012,2,25,1,809.84
"Amman",2012,2,26,1,811.43
"Amman",2012,2,27,1,821.5
"Amman",2012,2,28,1,797.65
"Amman",2012,2,29,1,791.29
"Amman",2012,3,1,1,750
"Amman",2012,3,2,1,770
"Amman",2012,3,3,1,755
"Amman",2012,3,4,1,786
"Amman",2012,3,5,1,786.5
"Amman",2012,3,6,1,786
"Amman",2012,3,7,1,749
"Amman",2012,3,8,1,754.5
"Amman",2012,3,9,1,763
"Amman",2012,3,10,1,714
"Amman",2012,3,11,1,711.5
"Amman",2012,3,12,1,704
"Amman",2012,3,13,1,709.5
"Amman",2012,3,14,1,716
"Amman",2012,3,15,1,763.5
"Amman",2012,3,16,1,748
"Amman",2012,3,17,1,744.5
"Amman",2012,3,18,1,776
"Amman",2012,3,19,1,791.5
"Amman",2012,3,20,1,785
"Amman",2012,3,21,1,786
"Amman",2012,3,22,1,759.5
"Amman",2012,3,23,1,765.5
"Amman",2012,3,24,1,720
"Amman",2012,3,25,1,721.5
"Amman",2012,3,26,1,698.5
"Amman",2012,3,27,1,722
"Amman",2012,3,28,1,735.5
"Amman",2012,3,29,1,754
"Amman",2012,3,30,1,842.5
"Amman",2012,3,31,1,778
"Amman",2012,4,1,1,754.56
"Amman",2012,4,2,1,716.64
"Amman",2012,4,3,1,711.84
"Amman",2012,4,4,1,704.64
"Amman",2012,4,5,1,677.28
"Amman",2012,4,6,1,692.64
"Amman",2012,4,7,1,659.04
"Amman",2012,4,8,1,679.2
"Amman",2012,4,9,1,706.56
"Amman",2012,4,10,1,686.88
"Amman",2012,4,11,1,708.96
"Amman",2012,4,12,1,685.92
"Amman",2012,4,13,1,699.84
"Amman",2012,4,14,1,691.2
"Amman",2012,4,15,1,691.68
"Amman",2012,4,16,1,701.76
"Amman",2012,4,17,1,674.88
"Amman",2012,4,18,1,676.32
"Amman",2012,4,19,1,694.08
"Amman",2012,4,20,1,692.16
"Amman",2012,4,21,1,684
"Amman",2012,4,22,1,686.88
"Amman",2012,4,23,1,672
"Amman",2012,4,24,1,691.68
"Amman",2012,4,25,1,700.8
"Amman",2012,4,26,1,717.12
"Amman",2012,4,27,1,681.6
"Amman",2012,4,28,1,671.04
"Amman",2012,4,29,1,705.12
"Amman",2012,4,30,1,680.64
"Amman",2012,5,1,1,734
"Amman",2012,5,2,1,718.5
"Amman",2012,5,3,1,727
"Amman",2012,5,4,1,732.5
"Amman",2012,5,5,1,711
"Amman",2012,5,6,1,714
"Amman",2012,5,7,1,732.5
"Amman",2012,5,8,1,721.5
"Amman",2012,5,9,1,739.5
"Amman",2012,5,10,1,738.5
"Amman",2012,5,11,1,751.5
"Amman",2012,5,12,1,732
"Amman",2012,5,13,1,746.5
"Amman",2012,5,14,1,734.5
"Amman",2012,5,15,1,726
"Amman",2012,5,16,1,728.5
"Amman",2012,5,17,1,748.5
"Amman",2012,5,18,1,780.5
"Amman",2012,5,19,1,753.5
"Amman",2012,5,20,1,746
"Amman",2012,5,21,1,749
"Amman",2012,5,22,1,776
"Amman",2012,5,23,1,772.5
"Amman",2012,5,24,1,779.5
"Amman",2012,5,25,1,793
"Amman",2012,5,26,1,803
"Amman",2012,5,27,1,801.5
"Amman",2012,5,28,1,803
"Amman",2012,5,29,1,832
"Amman",2012,5,30,1,839
"Amman",2012,5,31,1,811.5
"Amman",2012,6,1,1,860.6
"Amman",2012,6,2,1,848.64
"Amman",2012,6,3,1,858.52
"Amman",2012,6,4,1,887.64
"Amman",2012,6,5,1,872.56
"Amman",2012,6,6,1,857.48
"Amman",2012,6,7,1,849.16
"Amman",2012,6,8,1,859.04
"Amman",2012,6,9,1,844.48
"Amman",2012,6,10,1,914.68
"Amman",2012,6,11,1,939.12
"Amman",2012,6,12,1,921.44
"Amman",2012,6,13,1,906.88
"Amman",2012,6,14,1,936.52
"Amman",2012,6,15,1,983.32
"Amman",2012,6,16,1,1005.16
"Amman",2012,6,17,1,1045.72
"Amman",2012,6,18,1,1073.28
"Amman",2012,6,19,1,1110.2
"Amman",2012,6,20,1,1053.52
"Amman",2012,6,21,1,991.12
"Amman",2012,6,22,1,958.36
"Amman",2012,6,23,1,926.12
"Amman",2012,6,24,1,957.32
"Amman",2012,6,25,1,934.96
"Amman",2012,6,26,1,953.16
"Amman",2012,6,27,1,977.6
"Amman",2012,6,28,1,954.2
"Amman",2012,6,29,1,964.6
"Amman",2012,6,30,1,957.32
"Amman",2012,7,1,1,1024.92
"Amman",2012,7,2,1,1027.62
"Amman",2012,7,3,1,990.9
"Amman",2012,7,4,1,966.06
"Amman",2012,7,5,1,967.14
"Amman",2012,7,6,1,963.36
"Amman",2012,7,7,1,980.64
"Amman",2012,7,8,1,1012.5
"Amman",2012,7,9,1,985.5
"Amman",2012,7,10,1,1049.76
"Amman",2012,7,11,1,1047.6
"Amman",2012,7,12,1,1078.92
"Amman",2012,7,13,1,1088.64
"Amman",2012,7,14,1,1092.42
"Amman",2012,7,15,1,1084.86
"Amman",2012,7,16,1,1114.56
"Amman",2012,7,17,1,1115.64
"Amman",2012,7,18,1,1177.2
"Amman",2012,7,19,1,1229.04
"Amman",2012,7,20,1,1212.3
"Amman",2012,7,21,1,1154.52
"Amman",2012,7,22,1,1167.48
"Amman",2012,7,23,1,1163.7
"Amman",2012,7,24,1,1182.6
"Amman",2012,7,25,1,1210.68
"Amman",2012,7,26,1,1267.38
"Amman",2012,7,27,1,1213.38
"Amman",2012,7,28,1,1168.56
"Amman",2012,7,29,1,1198.8
"Amman",2012,7,30,1,1193.4
"Amman",2012,7,31,1,1195.56
"Amman",2012,8,1,1,1196.64
"Amman",2012,8,2,1,1249.56
"Amman",2012,8,3,1,1155.6
"Amman",2012,8,4,1,1161
"Amman",2012,8,5,1,1128.06
"Amman",2012,8,6,1,1151.28
"Amman",2012,8,7,1,1197.72
"Amman",2012,8,8,1,1199.88
"Amman",2012,8,9,1,1210.14
"Amman",2012,8,10,1,1176.12
"Amman",2012,8,11,1,1171.8
"Amman",2012,8,12,1,1191.78
"Amman",2012,8,13,1,1200.96
"Amman",2012,8,14,1,1207.44
"Amman",2012,8,15,1,1217.7
"Amman",2012,8,16,1,1165.32
"Amman",2012,8,17,1,1172.34
"Amman",2012,8,18,1,1146.96
"Amman",2012,8,19,1,1157.76
"Amman",2012,8,20,1,948.78
"Amman",2012,8,21,1,996.84
"Amman",2012,8,22,1,1015.2
"Amman",2012,8,23,1,1033.56
"Amman",2012,8,24,1,1053.54
"Amman",2012,8,25,1,1049.22
"Amman",2012,8,26,1,1079.46
"Amman",2012,8,27,1,1048.68
"Amman",2012,8,28,1,1037.88
"Amman",2012,8,29,1,1010.88
"Amman",2012,8,30,1,1029.24
"Amman",2012,8,31,1,1007.64
"Amman",2012,9,1,1,979.16
"Amman",2012,9,2,1,990.08
"Amman",2012,9,3,1,938.08
"Amman",2012,9,4,1,961.48
"Amman",2012,9,5,1,991.64
"Amman",2012,9,6,1,1002.04
"Amman",2012,9,7,1,990.08
"Amman",2012,9,8,1,959.4
"Amman",2012,9,9,1,962.52
"Amman",2012,9,10,1,912.08
"Amman",2012,9,11,1,914.68
"Amman",2012,9,12,1,918.32
"Amman",2012,9,13,1,892.32
"Amman",2012,9,14,1,913.64
"Amman",2012,9,15,1,894.92
"Amman",2012,9,16,1,949
"Amman",2012,9,17,1,954.72
"Amman",2012,9,18,1,927.68
"Amman",2012,9,19,1,941.2
"Amman",2012,9,20,1,937.56
"Amman",2012,9,21,1,921.96
"Amman",2012,9,22,1,905.84
"Amman",2012,9,23,1,879.32
"Amman",2012,9,24,1,875.16
"Amman",2012,9,25,1,879.32
"Amman",2012,9,26,1,884
"Amman",2012,9,27,1,864.24
"Amman",2012,9,28,1,912.6
"Amman",2012,9,29,1,927.16
"Amman",2012,9,30,1,986.44
"Amman",2012,10,1,1,906.01
"Amman",2012,10,2,1,873.67
"Amman",2012,10,3,1,892.78
"Amman",2012,10,4,1,841.82
"Amman",2012,10,5,1,822.22
"Amman",2012,10,6,1,753.13
"Amman",2012,10,7,1,777.14
"Amman",2012,10,8,1,769.79
"Amman",2012,10,9,1,756.07
"Amman",2012,10,10,1,740.88
"Amman",2012,10,11,1,763.91
"Amman",2012,10,12,1,755.58
"Amman",2012,10,13,1,733.04
"Amman",2012,10,14,1,759.01
"Amman",2012,10,15,1,763.91
"Amman",2012,10,16,1,780.57
"Amman",2012,10,17,1,790.86
"Amman",2012,10,18,1,783.02
"Amman",2012,10,19,1,793.31
"Amman",2012,10,20,1,801.64
"Amman",2012,10,21,1,786.94
"Amman",2012,10,22,1,756.56
"Amman",2012,10,23,1,754.11
"Amman",2012,10,24,1,751.17
"Amman",2012,10,25,1,764.4
"Amman",2012,10,26,1,731.57
"Amman",2012,10,27,1,638.47
"Amman",2012,10,28,1,664.44
"Amman",2012,10,29,1,662.97
"Amman",2012,10,30,1,676.69
"Amman",2012,10,31,1,716.87
"Amman",2012,11,1,1,763.68
"Amman",2012,11,2,1,700.32
"Amman",2012,11,3,1,703.2
"Amman",2012,11,4,1,701.76
"Amman",2012,11,5,1,703.2
"Amman",2012,11,6,1,687.84
"Amman",2012,11,7,1,698.88
"Amman",2012,11,8,1,696.48
"Amman",2012,11,9,1,707.52
"Amman",2012,11,10,1,650.4
"Amman",2012,11,11,1,660.96
"Amman",2012,11,12,1,663.84
"Amman",2012,11,13,1,667.2
"Amman",2012,11,14,1,680.64
"Amman",2012,11,15,1,676.32
"Amman",2012,11,16,1,673.44
"Amman",2012,11,17,1,662.88
"Amman",2012,11,18,1,686.88
"Amman",2012,11,19,1,708.96
"Amman",2012,11,20,1,712.32
"Amman",2012,11,21,1,707.04
"Amman",2012,11,22,1,711.36
"Amman",2012,11,23,1,703.68
"Amman",2012,11,24,1,712.32
"Amman",2012,11,25,1,701.28
"Amman",2012,11,26,1,694.56
"Amman",2012,11,27,1,722.88
"Amman",2012,11,28,1,724.32
"Amman",2012,11,29,1,701.28
"Amman",2012,11,30,1,734.88
"Amman",2012,12,1,1,770.61
"Amman",2012,12,2,1,760.41
"Amman",2012,12,3,1,767.04
"Amman",2012,12,4,1,772.65
"Amman",2012,12,5,1,744.6
"Amman",2012,12,6,1,756.33
"Amman",2012,12,7,1,795.6
"Amman",2012,12,8,1,776.22
"Amman",2012,12,9,1,762.96
"Amman",2012,12,10,1,785.91
"Amman",2012,12,11,1,806.82
"Amman",2012,12,12,1,796.11
"Amman",2012,12,13,1,814.98
"Amman",2012,12,14,1,835.38
"Amman",2012,12,15,1,821.1
"Amman",2012,12,16,1,801.72
"Amman",2012,12,17,1,790.5
"Amman",2012,12,18,1,792.03
"Amman",2012,12,19,1,784.38
"Amman",2012,12,20,1,783.87
"Amman",2012,12,21,1,835.38
"Amman",2012,12,22,1,810.39
"Amman",2012,12,23,1,818.55
"Amman",2012,12,24,1,818.55
"Amman",2012,12,25,1,823.14
"Amman",2012,12,26,1,804.27
"Amman",2012,12,27,1,806.82
"Amman",2012,12,28,1,846.6
"Amman",2012,12,29,1,802.74
"Amman",2012,12,30,1,810.9
"Amman",2012,12,31,1,801.72
"Amman",2013,1,1,1,894.24
"Amman",2013,1,2,1,852.12
"Amman",2013,1,3,1,867.78
"Amman",2013,1,4,1,886.68
"Amman",2013,1,5,1,855.36
"Amman",2013,1,6,1,873.72
"Amman",2013,1,7,1,873.18
"Amman",2013,1,8,1,915.84
"Amman",2013,1,9,1,854.28
"Amman",2013,1,10,1,820.8
"Amman",2013,1,11,1,905.58
"Amman",2013,1,12,1,928.26
"Amman",2013,1,13,1,960.12
"Amman",2013,1,14,1,987.66
"Amman",2013,1,15,1,1002.24
"Amman",2013,1,16,1,1011.42
"Amman",2013,1,17,1,961.2
"Amman",2013,1,18,1,951.48
"Amman",2013,1,19,1,892.08
"Amman",2013,1,20,1,923.94
"Amman",2013,1,21,1,902.34
"Amman",2013,1,22,1,882.36
"Amman",2013,1,23,1,895.86
"Amman",2013,1,24,1,883.44
"Amman",2013,1,25,1,890.46
"Amman",2013,1,26,1,862.38
"Amman",2013,1,27,1,855.9
"Amman",2013,1,28,1,854.82
"Amman",2013,1,29,1,872.64
"Amman",2013,1,30,1,894.24
"Amman",2013,1,31,1,921.24
"Amman",2013,2,1,1,897.82
"Amman",2013,2,2,1,887.22
"Amman",2013,2,3,1,908.95
"Amman",2013,2,4,1,878.74
"Amman",2013,2,5,1,888.28
"Amman",2013,2,6,1,859.13
"Amman",2013,2,7,1,875.56
"Amman",2013,2,8,1,890.4
"Amman",2013,2,9,1,851.18
"Amman",2013,2,10,1,857.01
"Amman",2013,2,11,1,837.4
"Amman",2013,2,12,1,841.11
"Amman",2013,2,13,1,864.96
"Amman",2013,2,14,1,854.36
"Amman",2013,2,15,1,863.37
"Amman",2013,2,16,1,837.4
