,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,Figures in 000 tonnes
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 03-Oct-2010 )
,Page 1 of2

,REGION/,MODE OF,NAME OF,CAPACITY,NORMA,COAL,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,REQUIRE,CRITICAL COAL
,POWER,STOCK,MENT,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,IN '000,TONNES,DAYS
,(DAYS),TONNES,<7,<4

NORTHERN
DELHI
1,RAIL,RAJGHAT TPS,135.0,25,2.3,44,20
2,RAIL,BADARPUR TPS,705.0,30,12.6,556,44
HARYANA
3,RAIL,PANIPAT TPS,1360.0,25,21.0,229,11
4,RAIL,YAMUNA NAGAR TPS,600.0,25,8.1,279,35
5,RAIL,RAJIV GANDHI TPS,600.0,25,12.9,94,7
PUNJAB
6,RAIL,GH TPS (LEH.MOH.),840.0,30,4.8,334,69
7,RAIL,GND TPS(BHATINDA),440.0,30,4.8,250,52
8,RAIL,ROPAR TPS,1260.0,30,19.4,674,35
RAJASTHAN
9,RAIL,KOTA TPS,1240.0,30,19.4,27,1,*,**,No import
10,RAIL,SURATGARH TPS,1500.0,30,21.6,239,11
11,RAIL,CHHABRA TPP,500.0,30,8.1,63,8
UTTAR PRADESH
12,PITHEAD,ANPARA TPS,1630.0,15,22.6,106,5,*,Less Receipt
13,RAIL,HARDUAGANJ TPS,220.0,25,2.6,84,33
14,RAIL,OBRA TPS,1372.0,20,14.5,48,3,*,**,No import
15,RAIL,PANKI TPS,210.0,30,3.2,160,50
16,RAIL,PARICHHA TPS,640.0,30,10.7,128,12
17,RAIL,DADRI (NCTPP),1820.0,30,25.8,294,11
18,PITHEAD,RIHAND STPS,2000.0,15,32.9,21,1,*,**,Less Receipt - NCL
19,PITHEAD,SINGRAULI STPS,2000.0,15,34.2,1,0,*,**,Higher Generation
20,RAIL,TANDA TPS,440.0,25,7.7,237,31
21,RAIL,UNCHAHAR TPS,1050.0,25,17.7,291,16
22,RAIL,ROSA TPP Ph-I,600.0,25,8.7,74,9
TOTAL OF N.R.,21162.0,24,315.6,4235,13,5,4
WESTERN
CHHATTISGARH
23,RAIL,KORBA EAST V,500.0,15,8.7,34,4,*,Less Receipt
24,PITHEAD,KORBA-II,200.0,15,11.0,137,12
25,PITHEAD,KORBA-WEST TPS,840.0,15,14.2,178,13
26,PITHEAD,KORBA STPS,2100.0,15,35.5,187,5,*,Less Receipt
27,RAIL,SIPAT STPS,1000.0,20,16.1,164,10
28,RAIL,PATHADI TPP,600.0,15,9.4,132,14
29,RAIL,BHILAI TPS,500.0,25,8.7,116,13
GUJARAT
30,RAIL,GANDHI NAGAR TPS,870.0,30,12.9,63,5,*,Higher Generation
31,RAIL,SIKKA REP. TPS,240.0,30,3.9,44,11
32,RAIL,UKAI TPS,850.0,30,9.8,147,15
33,RAIL,WANAKBORI TPS,1470.0,30,22.6,106,5,*,Less Receipt - SECL
34,RAIL,SABARMATI (C,60.0,30,5.8,22,4,*,Higher Generation
,STATION)
MADHYA PRADESH
35,RAIL,AMARKANTAK EXT TPS,450.0,15,5.0,117,23
36,RAIL,SANJAY GANDHI TPS,1340.0,20,20.7,236,11
37,RAIL,SATPURA TPS,1142.5,20,20.0,247,12
38,PITHEAD,VINDHYACHAL STPS,3260.0,15,54.8,3,0,*,**,Less Receipt - NCL
MAHARASHTRA
39,RAIL,BHUSAWAL TPS,470.0,270,8.7,184,21
40,RAIL,CHANDRAPUR(MAHAR,2340.0,20,38.7,488,13
,ASHTRA) STPS
41,RAIL,KHAPARKHEDA TPS- II,840.0,20,14.6,137,9
,Page 2 of2

 REGION/,MODE OF,NAME OF,CAPACITY,NORMA,COAL,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,REQUIRE,CRITICAL COAL
,POWER,STOCK,MENT,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,IN '000,TONNES,DAYS
,(DAYS),TONNES,<7,<4

42,RAIL,KORADI TPS,1040.0,25,15.2,276,18
43,RAIL,NASIK TPS,880.0,25,11.2,156,14
44,RAIL,PARLI TPS,670.0,25,19.4,104,5,*,Less Receipt
45,RAIL,PARAS TPS,55.0,20,7.7,28,4,*,Less Receipt
46,RAIL,DAHANU TPS,500.0,25,7.4,16,2,*,**,Less Receipt - SECL
TOTAL OF W.R.,22217.5,26,382.0,3322,9,9,2
SOUTHERN
ANDHRA PRADESH
47,RAIL,Dr. N.TATA RAO TPS,1760.0,20,23.2,192,8
48,ROAD,KOTHAGUDEM TPS,720.0,20,19.4,390,20
49,RAIL,RAMAGUNDEM - B TPS,62.5,20,0.8,16,21
50,RAIL,RAYALASEEMA TPS,840.0,25,13.7,281,21
51,PITHEAD,RAMAGUNDEM STPS,2600.0,15,38.7,182,5,*,Less Receipt
52,RAIL,SIMHADRI,1000.0,25,16.8,325,19
53,RAIL,KAKATIYA TPS,500.0,20,6.5,318,49
KARNATAKA
54,RAIL,RAICHUR TPS,1720.0,30,22.2,388,17
55,RAIL,BELLARY TPS,500.0,20,9.2,95,10
TAMIL NADU
