,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,Figures in 000 tonnes
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 03-Jul-2011 )
,Page 1 of2

,REGION/,MODE OF,NAME OF,CAPACITY,NORMA,COAL,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,REQUIRE,CRITICAL COAL
,POWER,STOCK,MENT,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,IN '000,TONNES,DAYS
,(DAYS),TONNES,<7,<4

NORTHERN
DELHI
1,RAIL,RAJGHAT TPS,135.0,20,2.1,8,4,*,Less Receipt
2,RAIL,BADARPUR TPS,705.0,30,10.4,226,22
HARYANA
3,RAIL,PANIPAT TPS,1360.0,25,17.7,316,18
4,RAIL,YAMUNA NAGAR TPS,600.0,25,6.6,161,24
5,RAIL,RAJIV GANDHI TPS,1200.0,25,13.3,183,14
6,RAIL,INDIRA GANDHI STPP,500.0,25,5.7,211,37
PUNJAB
7,RAIL,GH TPS (LEH.MOH.),920.0,30,10.7,398,37
8,RAIL,ROPAR TPS,1260.0,25,16.6,540,33
9,RAIL,GND TPS(BHATINDA),440.0,30,4.3,170,40
RAJASTHAN
10,RAIL,KOTA TPS,1240.0,30,17.0,194,11
11,RAIL,SURATGARH TPS,1500.0,30,17.0,360,21
12,RAIL,CHHABRA TPP,500.0,30,5.2,71,14
UTTAR PRADESH
13,PITHEAD,ANPARA TPS,1630.0,15,20.8,227,11
14,RAIL,HARDUAGANJ TPS,220.0,25,2.3,118,52
15,RAIL,OBRA TPS,1372.0,20,11.4,219,19
16,RAIL,PANKI TPS,210.0,30,2.8,109,38
17,RAIL,PARICHHA TPS,640.0,30,7.6,210,28
18,RAIL,DADRI (NCTPP),1820.0,30,21.8,160,7,Less Receipt - CCL
19,PITHEAD,RIHAND STPS,2000.0,15,26.3,539,21
20,PITHEAD,SINGRAULI STPS,2000.0,15,26.7,557,21
21,RAIL,TANDA TPS,440.0,25,6.4,401,63
22,RAIL,UNCHAHAR TPS,1050.0,25,14.4,317,22
23,RAIL,ROSA TPP Ph-I,600.0,25,7.1,118,17
TOTAL OF N.R.,22342.0,24,274.2,5812,21,1,0
WESTERN
CHHATTISGARH
24,RAIL,DSPM TPS,500.0,15,7.1,138,19
25,PITHEAD,KORBA-II,440.0,15,7.1,164,23
26,PITHEAD,KORBA-WEST TPS,840.0,15,11.8,312,26
27,PITHEAD,KORBA STPS,2600.0,15,30.7,599,19
28,PITHEAD,SIPAT STPS,1000.0,20,14.2,565,40
29,RAIL,PATHADI TPP,600.0,15,7.1,0,0,*,**,Less Availability of Coal

30,RAIL,BHILAI TPS,500.0,25,6.4,6,1,*,**,Less Receipt
GUJARAT
31,RAIL,GANDHI NAGAR TPS,870.0,30,11.6,49,4,*,No import
32,RAIL,UKAI TPS,850.0,30,9.9,23,2,*,**,Less Receipt
33,RAIL,SIKKA REP. TPS,240.0,30,3.1,36,12
34,RAIL,WANAKBORI TPS,1470.0,30,18.5,163,9
35,RAIL,SABARMATI (C,400.0,30,5.2,35,7
,STATION)
MADHYA PRADESH
36,PITHEAD,AMARKANTAK EXT TPS,450.0,15,4.3,142,33
37,RAIL,SANJAY GANDHI TPS,1340.0,20,15.1,46,3,*,**,No import
38,RAIL,SATPURA TPS,1142.5,20,14.7,90,6,*,Less Receipt
39,PITHEAD,VINDHYACHAL STPS,3260.0,15,44.2,527,12
MAHARASHTRA
40,RAIL,BHUSAWAL TPS,420.0,20,6.2,221,36
41,RAIL,CHANDRAPUR(MAHAR,2340.0,20,31.9,445,14
,ASHTRA) STPS
42,RAIL,KHAPARKHEDA TPS- II,840.0,25,12.8,18,1,*,**,Less Receipt
,Page 2 of2

 REGION/,MODE OF,NAME OF,CAPACITY,NORMA,COAL,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,REQUIRE,CRITICAL COAL
,POWER,STOCK,MENT,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,IN '000,TONNES,DAYS
,(DAYS),TONNES,<7,<4

43,RAIL,KORADI TPS,1040.0,25,11.4,325,29
44,RAIL,NASIK TPS,880.0,25,11.1,85,8
45,RAIL,PARLI TPS,1130.0,25,14.2,111,8
46,RAIL,PARAS EXP.,500.0,25,6.2,47,8
47,RAIL,DAHANU TPS,500.0,25,7.6,22,3,*,**,Less Receipt - SECL
48,RAIL,WARDHA WARORA,540.0,20,5.5,83,15
TOTAL OF W.R.,24692.5,21,317.9,4252,13,8,6
SOUTHERN
ANDHRA PRADESH
49,RAIL,Dr. N.TATA RAO TPS,1760.0,20,21.3,110,5,*,Less Receipt
50,RAIL,KOTHAGUDEM TPS,1720.0,20,16.1,33,2,*,**,Less Receipt
51,ROAD,RAMAGUNDEM - B TPS,62.5,20,0.8,15,18
52,RAIL,RAYALASEEMA TPS,1050.0,25,13.5,54,4,*,Less Receipt
53,PITHEAD,RAMAGUNDEM STPS,2600.0,15,31.2,129,4,*,Less Receipt
54,RAIL,SIMHADRI,1500.0,25,18.9,137,7
55,PITHEAD,KAKATIYA TPS,500.0,15,4.7,62,13
KARNATAKA
