,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,Figures in 000 tonnes
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 01-Sep-2010 )
,Page 1 of2

,REGION/,MODE OF,NAME OF,CAPACITY,NORMA,COAL,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,REQUIRE,CRITICAL COAL
,POWER,STOCK,MENT,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,IN '000,TONNES,DAYS
,(DAYS),TONNES,<7,<4

NORTHERN
DELHI
1,RAIL,BADARPUR TPS,705.0,30,11.5,493,43
PUNJAB
2,RAIL,GH TPS (LEH.MOH.),920.0,30,12.8,272,21
3,RAIL,GND TPS(BHATINDA),440.0,30,4.7,209,45
4,RAIL,ROPAR TPS,1260.0,30,18.5,504,27
RAJASTHAN
5,RAIL,SURATGARH TPS,1500.0,30,17.7,212,12
6,RAIL,CHHABRA TPP,500.0,30,4.4,34,8
UTTAR PRADESH
7,RAIL,DADRI (NCTPP),1820.0,30,23.3,262,11
8,PITHEAD,RIHAND STPS,2000.0,15,33.3,141,4,*
9,PITHEAD,SINGRAULI STPS,2000.0,15,30.0,2,0,*,**
10,RAIL,TANDA TPS,440.0,25,7.0,284,41
11,RAIL,UNCHAHAR TPS,1050.0,25,17.3,290,17
12,RAIL,ROSA TPP Ph-I,600.0,25,5.8,61,10
TOTAL OF N.R.,13235.0,24,186.3,2764,15,2,1
WESTERN
CHHATTISGARH
13,RAIL,KORBA EAST V,500.0,15,10.0,59,6,*
14,PITHEAD,KORBA-II,440.0,15,10.6,157,15
15,PITHEAD,KORBA-WEST TPS,840.0,15,13.1,250,19
16,PITHEAD,KORBA STPS,2100.0,15,40.0,299,7
17,RAIL,SIPAT STPS,1000.0,20,16.7,215,13
18,RAIL,PATHADI TPP,600.0,15,9.0,171,19
GUJARAT
19,RAIL,GANDHI NAGAR TPS,870.0,30,9.6,53,5,*
20,RAIL,SIKKA REP. TPS,240.0,30,2.2,42,19
21,RAIL,UKAI TPS,850.0,30,9.7,151,16
22,RAIL,WANAKBORI TPS,1470.0,30,18.5,248,13
MADHYA PRADESH
23,PITHEAD,AMARKANTAK EXT TPS,450.0,15,4.3,62,14
24,RAIL,SANJAY GANDHI TPS,1340.0,20,14.5,136,9
25,RAIL,SATPURA TPS,1142.5,20,15.2,221,15
26,PITHEAD,VINDHYACHAL STPS,3260.0,15,53.3,8,0,*,**
MAHARASHTRA
27,RAIL,BHUSAWAL TPS,470.0,25,8.2,175,21
28,RAIL,CHANDRAPUR(MAHAR,2340.0,20,32.0,478,15
,ASHTRA) STPS
29,RAIL,KHAPARKHEDA TPS- II,840.0,20,13.3,112,8
30,RAIL,KORADI TPS,1040.0,25,10.2,260,26
31,RAIL,NASIK TPS,880.0,25,10.4,131,13
32,RAIL,PARLI TPS,1170.0,25,17.3,90,5,*
33,RAIL,PARAS TPS,555.0,20,6.3,53,8
34,RAIL,DAHANU TPS,500.0,25,8.0,22,3,*,**
TOTAL OF W.R.,22897.5,20,332.4,3392,10,5,2
SOUTHERN
ANDHRA PRADESH
35,PITHEAD,RAMAGUNDEM STPS,2600.0,15,33.8,241,7
36,RAIL,SIMHADRI,1000.0,25,20.0,138,7
KARNATAKA
37,RAIL,RAICHUR TPS,1720.0,30,20.5,443,22
38,RAIL,BELLARY TPS,500.0,20,6.6,61,9
,Page 2 of2

 REGION/,MODE OF,NAME OF,CAPACITY,NORMA,COAL,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,REQUIRE,CRITICAL COAL
,POWER,STOCK,MENT,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,IN '000,TONNES,DAYS
,(DAYS),TONNES,<7,<4

TAMIL NADU
39,INTER MODAL,ENNORE TPS,450.0,30,4.0,14,3,*,**
40,INTER MODAL,METTUR TPS,840.0,30,12.5,67,5,*
41,INTER MODAL,NORTH CHENNAI TPS,630.0,30,10.0,16,2,*,**
42,INTER MODAL,TUTICORIN TPS,1050.0,30,17.5,101,6,*
TOTAL OF S.R.,8790.0,25,124.9,1081,9,4,2
EASTERN
BIHAR
43,RAIL,MUZAFFARPUR TPS,220.0,20,1.2,65,53
44,PITHEAD,KAHALGAON TPS,2340.0,15,39.5,22,1,*,**
ORISSA
45,PITHEAD,IB VALLEY TPS,420.0,15,9.0,68,8
46,PITHEAD,TALCHER (OLD) TPS,470.0,15,9.0,254,28
47,PITHEAD,TALCHER STPS,3000.0,15,51.0,169,3,*,**
WEST BENGAL
48,RAIL,BAKRESWAR TPS,1050.0,25,13.4,183,14
49,RAIL,BANDEL TPS,450.0,20,6.8,0,0,*,**
50,RAIL,D.P.L. TPS,690.0,20,9.6,231,24
51,RAIL,KOLAGHAT TPS,1260.0,25,17.4,95,5,*
52,RAIL,SAGARDIGHI TPS,600.0,20,9.0,13,1,*,**
53,RAIL,SANTALDIH TPS,730.0,20,4.0,28,7
54,PITHEAD,FARAKKA STPS,1600.0,15,26.7,77,3,*,**
TOTAL OF E.R.,12830.0,17,196.6,1206,6,6,5
ALL INDIA TOTAL,57752.5,21,840,8443,10,17,10

