,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION

,***,DAILY COAL REPORT
,Page 1 of2
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON,01-Mar-2008,)
,REGION/,MODE OF,NAME OF,CAPACITY NORMATIV,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),E,LINKAGE,CRITICAL COAL
,(DAYS),<7,<4
43,RAIL,DAHANU,500.0,25,8.7,21,2,*,**
TOTAL OF THE REGION,21542.5,21,338.3,2868,8,9,4
SOUTHERN REGION
ANDHRA PRADESH
44,RAIL,Dr. N.TATA RAO,1260.0,25,21.7,208,10
45,RAIL,KOTHAGUDEM,1180.0,20,20.0,243,12
46,ROAD,RAMAGUNDEM - B,62.5,20,0.8,10,12
47,RAIL,RAYALASEEMA,840.0,25,15.0,73,5,*
48,PITHEAD,RAMAGUNDEM STPS,2600.0,15,38.3,153,4,*
49,RAIL,SIMHADRI,1000.0,25,18.3,120,7
KARNATAKA
50,RAIL,RAICHUR,1470.0,30,28.3,260,9
TAMIL NADU
51,INTER MODAL ENNORE,450.0,30,7.0,20,3,*,**
52,INTER MODAL METTUR,840.0,30,13.3,115,9
53,INTER MODAL NORTH CHENNAI,630.0,30,11.0,54,5,*
54,INTER MODAL TUTICORIN,1050.0,30,19.0,103,5,*
TOTAL OF THE REGION,11382.5,24,192.7,1360,7,5,1
EASTERN REGION
BIHAR
55,RAIL,BARAUNI,320.0,20,1.2,19,16
56,RAIL,MUZAFFARPUR (***),220.0,20,1.5,0,0
57,PITHEAD,KAHALGAON,1340.0,15,31.3,76,2,*,**

JHARKHAND
58,RAIL,BOKARO B,630.0,20,9.3,221,24
59,RAIL,CHANDRAPURA,750.0,20,7.0,56,8
WEST BENGAL
60,RAIL,DURGAPUR,340.0,20,4.5,56,13
61,RAIL,MEJIA,1340.0,20,17.3,0,0,*,**

JHARKHAND
62,RAIL,PATRATU,840.0,20,4.0,33,8
ORISSA
64,PITHEAD,IB VALLEY,420.0,15,7.3,114,16
65,PITHEAD,TALCHER,470.0,15,8.3,156,19
66,PITHEAD,TALCHER STPS,3000.0,15,53.3,523,10
WEST BENGAL
67,RAIL,BAKRESWAR,840.0,25,12.7,183,14
68,RAIL,BANDEL,450.0,20,6.2,29,5,*
69,RAIL,D.P.L.,695.0,20,9.2,60,7
70,RAIL,KOLAGHAT,1260.0,25,20.0,255,13
71,RAIL,SAGARDIGHI TPP,300.0,20,1.7,60,36
72,RAIL,SANTALDIH,730.0,20,8.3,70,8
73,RAIL,BUDGE BUDGE,500.0,20,7.3,70,10
74,RAIL,NEWCOSSIPORE,160.0,20,1.3,30,22
75,RAIL,SOUTHERN REPL.,135.0,25,1.8,33,18
76,RAIL,TITAGARH,240.0,20,3.5,62,18
77,PITHEAD,FARAKKA STPS,1600.0,15,34.0,49,1,*,**
TOTAL OF THE REGION,16580.0,18,251.0,2157,9,4,3
ALL INDIA TOTAL,67729.5,22,1072,9404,9,22,8

(*) Critical i.e. stock less than 7 days in,22,TPSs,{Includes super critical also}
(**) Super Critical i.e. stock less than 4 days in,8,TPSs
(***) Due to long outage,2
,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION

,***,DAILY COAL REPORT
,Page 1 of1
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON,03-Mar-2008,)
,REGION/,MODE OF,NAME OF,CAPACITY NORMATIV,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),E,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000 IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES TONNES DAYS
,(DAYS),<7,<4

NORTHERN REGION
DELHI
3,RAIL,BADARPUR,720.0,30,14.0,251,18
HARYANA
4,RAIL,FARIDABAD EXT.,180.0,25,3.2,21,7
5,RAIL,PANIPAT,1360.0,25,24.0,208,9
6,RAIL,YAMUNA NAGAR TP,300.0,25,3.3,62,19
PUNJAB
7,RAIL,GHTP (LEH.MOH.),670.0,30,10.0,58,6,*
8,RAIL,GNDTP(BHATINDA),440.0,30,7.8,90,11
9,RAIL,ROPAR,1260.0,30,19.0,210,11
UTTAR PRADESH
17,RAIL,DADRI (NCTPP),840.0,30,13.7,109,8
18,PITHEAD,RIHAND STPS,2000.0,15,32.2,344,11
19,PITHEAD,SINGRAULI STPS,2000.0,15,31.3,441,14
20,RAIL,TANDA,440.0,25,8.0,60,8
21,RAIL,UNCHAHAR,1050.0,25,18.8,158,8
TOTAL OF THE REGION,11260.0,23,185.3,2013,11,1,0
WESTERN REGION
CHHATTISGARH
22,RAIL,KORBA EAST V,500.0,15,5.0,4,1,*,**
23,PITHEAD,KORBA-II,440.0,15,8.3,92,11
24,PITHEAD,KORBA-WEST,840.0,15,14.0,287,20
25,PITHEAD,KORBA STPS,2100.0,15,32.7,400,12
26,RAIL,SIPAT STPS,500.0,20,3.3,258,77
GUJARAT
27,RAIL,GANDHI NAGAR,870.0,30,12.7,64,5,*
28,RAIL,SIKKA REP.,240.0,30,3.3,47,14
29,RAIL,UKAI,850.0,30,12.3,183,15
30,RAIL,WANAKBORI,1470.0,30,25.5,87,3,*,**

MADHYA PRADESH
35,PITHEAD,VINDHYACHAL STPS,3260.0,15,52.0,454,9
TOTAL OF THE REGION,11070.0,20,169.1,1876,11,3,2
SOUTHERN REGION
ANDHRA PRADESH
48,PITHEAD,RAMAGUNDEM STPS,2600.0,15,38.3,158,4,*
49,RAIL,SIMHADRI,1000.0,25,18.3,128,7
TOTAL OF THE REGION,3600.0,18,56.6,285,5,1,0
EASTERN REGION
BIHAR
57,PITHEAD,KAHALGAON,1340.0,15,31.3,69,2,*,**

ORISSA
65,PITHEAD,TALCHER,470.0,15,8.3,158,19
66,PITHEAD,TALCHER STPS,3000.0,15,53.3,546,10
WEST BENGAL
77,PITHEAD,FARAKKA STPS,1600.0,15,34.0,38,1,*,**
TOTAL OF THE REGION,6410.0,15,126.9,811,6,2,2
ALL INDIA TOTAL,32340.0,20,538,4984,9,7,4

(*) Critical i.e. stock less than 7 days in,7,TPSs,{Includes super critical also}
(**) Super Critical i.e. stock less than 4 days in,4,TPSs
(***) Due to long outage,2
,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION

,***,DAILY COAL REPORT
,Page 1 of2
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON,04-Mar-2008,)
,REGION/,MODE OF,NAME OF,CAPACITY NORMATIV,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),E,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000 IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES TONNES DAYS
,(DAYS),<7,<4

NORTHERN REGION
DELHI
1,RAIL,I.P.STATION,247.5,25,3.3,57,17
2,RAIL,RAJGHAT,135.0,25,2.3,57,24
3,RAIL,BADARPUR,720.0,30,14.0,253,18
HARYANA
4,RAIL,FARIDABAD EXT.,180.0,25,3.2,22,7
5,RAIL,PANIPAT,1360.0,25,24.0,196,8
6,RAIL,YAMUNA NAGAR TP,300.0,25,3.3,56,17
PUNJAB
7,RAIL,GHTP (LEH.MOH.),670.0,30,10.0,62,6,*
8,RAIL,GNDTP(BHATINDA),440.0,30,7.8,87,11
9,RAIL,ROPAR,1260.0,30,19.0,229,12
RAJASTHAN
10,RAIL,KOTA,1045.0,30,20.5,133,7
11,RAIL,SURATGARH,1250.0,30,23.3,102,4,*

UTTAR PRADESH
12,PITHEAD,ANPARA,1630.0,15,25.0,422,17
13,RAIL,HARDUAGANJ B,325.0,25,2.7,34,13
14,RAIL,OBRA,1482.0,20,15.0,164,11
15,RAIL,PANKI,210.0,30,3.2,23,7
16,RAIL,PARICHHA,640.0,30,9.5,46,5,*
17,RAIL,DADRI (NCTPP),840.0,30,13.7,114,8
18,PITHEAD,RIHAND STPS,2000.0,15,32.2,350,11
19,PITHEAD,SINGRAULI STPS,2000.0,15,31.3,450,14
20,RAIL,TANDA,440.0,25,8.0,59,7
21,RAIL,UNCHAHAR,1050.0,25,18.8,158,8
TOTAL OF THE REGION,18224.5,24,290.1,3075,11,3,0
WESTERN REGION
CHHATTISGARH
22,RAIL,KORBA EAST V,500.0,15,5.0,8,2,*,**
23,PITHEAD,KORBA-II,440.0,15,8.3,87,10
24,PITHEAD,KORBA-WEST,840.0,15,14.0,292,21
25,PITHEAD,KORBA STPS,2100.0,15,32.7,398,12
26,RAIL,SIPAT STPS,500.0,20,3.3,258,77
GUJARAT
27,RAIL,GANDHI NAGAR,870.0,30,12.7,72,6,*
28,RAIL,SIKKA REP.,240.0,30,3.3,45,13
29,RAIL,UKAI,850.0,30,12.3,186,15
30,RAIL,WANAKBORI,1470.0,30,25.5,82,3,*,**
31,RAIL,TORR POWER AEC,390.0,30,5.8,40,7
MADHYA PRADESH
32,PITHEAD,AMAR KANTAK,300.0,15,3.7,78,21
33,RAIL,SANJAY GANDHI,1340.0,20,17.7,76,4,*
34,PITHEAD,SATPURA,1142.5,20,22.0,119,5,*
35,PITHEAD,VINDHYACHAL STPS,3260.0,15,52.0,461,9
MAHARASHTRA
36,RAIL,BHUSAWAL,475.0,25,9.0,51,6,*
37,RAIL,CHANDRAPUR,2340.0,20,38.3,83,2,*,**
38,RAIL,KHAPARKHEDA II,840.0,20,14.7,225,15
39,RAIL,KORADI,1040.0,25,17.3,176,10
40,RAIL,NASIK,880.0,25,14.8,71,5,*
41,RAIL,PARLI,920.0,25,13.9,18,1,*,**
42,RAIL,PARAS,305.0,20,3.3,34,10
,Page 2 of2
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON,04-Mar-2008,)
 REGION/,MODE OF,NAME OF,CAPACITY NORMATIV,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),E,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000 IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES TONNES DAYS
,(DAYS),<7,<4
43,RAIL,DAHANU,500.0,25,8.7,62,7
TOTAL OF THE REGION,21542.5,21,338.3,2923,9,9,4
SOUTHERN REGION
ANDHRA PRADESH
44,RAIL,Dr. N.TATA RAO,1260.0,25,21.7,210,10
45,RAIL,KOTHAGUDEM,1180.0,20,20.0,242,12
46,ROAD,RAMAGUNDEM - B,62.5,20,0.8,10,12
47,RAIL,RAYALASEEMA,840.0,25,15.0,83,6,*
48,PITHEAD,RAMAGUNDEM STPS,2600.0,15,38.3,159,4,*
49,RAIL,SIMHADRI,1000.0,25,18.3,121,7
TAMIL NADU
51,INTER MODAL ENNORE,450.0,30,7.0,28,4,*
52,INTER MODAL METTUR,840.0,30,13.3,118,9
53,INTER MODAL NORTH CHENNAI,630.0,30,11.0,36,3,*,**
54,INTER MODAL TUTICORIN,1050.0,30,19.0,105,6,*
TOTAL OF THE REGION,9912.5,24,164.4,1112,7,5,1
EASTERN REGION
BIHAR
55,RAIL,BARAUNI,320.0,20,1.2,21,18
56,RAIL,MUZAFFARPUR (***),220.0,20,1.5,0,0
57,PITHEAD,KAHALGAON,1340.0,15,31.3,66,2,*,**

JHARKHAND
58,RAIL,BOKARO B,630.0,20,9.3,223,24
59,RAIL,CHANDRAPURA,750.0,20,7.0,59,8
WEST BENGAL
60,RAIL,DURGAPUR,340.0,20,4.5,47,11
61,RAIL,MEJIA,1340.0,20,17.3,0,0,*,**

JHARKHAND
62,RAIL,PATRATU,840.0,20,4.0,32,8
63,ROAD,TENUGHAT,420.0,20,4.0,230,58
ORISSA
64,PITHEAD,IB VALLEY,420.0,15,7.3,114,16
65,PITHEAD,TALCHER,470.0,15,8.3,161,19
66,PITHEAD,TALCHER STPS,3000.0,15,53.3,558,10
WEST BENGAL
67,RAIL,BAKRESWAR,840.0,25,12.7,183,14
68,RAIL,BANDEL,450.0,20,6.2,28,5,*
69,RAIL,D.P.L.,695.0,20,9.2,58,6,*
70,RAIL,KOLAGHAT,1260.0,25,20.0,254,13
71,RAIL,SAGARDIGHI TPP,300.0,20,1.7,63,38
72,RAIL,SANTALDIH,730.0,20,8.3,73,9
73,RAIL,BUDGE BUDGE,500.0,20,7.3,66,9
74,RAIL,NEWCOSSIPORE,160.0,20,1.3,28,21
75,RAIL,SOUTHERN REPL.,135.0,25,1.8,36,20
76,RAIL,TITAGARH,240.0,20,3.5,0,0,*,**
77,PITHEAD,FARAKKA STPS,1600.0,15,34.0,40,1,*,**
TOTAL OF THE REGION,17000.0,18,255.0,2339,9,6,4
ALL INDIA TOTAL,66679.5,21,1048,9449,9,23,9

(*) Critical i.e. stock less than 7 days in,23,TPSs,{Includes super critical also}
(**) Super Critical i.e. stock less than 4 days in,9,TPSs
(***) Due to long outage,2
,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION

,***,DAILY COAL REPORT
,Page 1 of2
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON,05-Mar-2008,)
,REGION/,MODE OF,NAME OF,CAPACITY NORMATIV,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),E,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000 IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES TONNES DAYS
,(DAYS),<7,<4

NORTHERN REGION
DELHI
1,RAIL,I.P.STATION,247.5,25,3.3,55,17
2,RAIL,RAJGHAT,135.0,25,2.3,56,24
3,RAIL,BADARPUR,720.0,30,14.0,255,18
HARYANA
4,RAIL,FARIDABAD EXT.,180.0,25,3.2,21,7
5,RAIL,PANIPAT,1360.0,25,24.0,196,8
6,RAIL,YAMUNA NAGAR TP,300.0,25,3.3,56,17
RAJASTHAN
10,RAIL,KOTA,1045.0,30,20.5,130,6,*
11,RAIL,SURATGARH,1250.0,30,23.3,104,4,*

UTTAR PRADESH
12,PITHEAD,ANPARA,1630.0,15,25.0,423,17
13,RAIL,HARDUAGANJ B,325.0,25,2.7,34,13
14,RAIL,OBRA,1482.0,20,15.0,164,11
15,RAIL,PANKI,210.0,30,3.2,23,7
16,RAIL,PARICHHA,640.0,30,9.5,46,5,*
17,RAIL,DADRI (NCTPP),840.0,30,13.7,112,8
18,PITHEAD,RIHAND STPS,2000.0,15,32.2,355,11
19,PITHEAD,SINGRAULI STPS,2000.0,15,31.3,455,15
20,RAIL,TANDA,440.0,25,8.0,61,8
21,RAIL,UNCHAHAR,1050.0,25,18.8,161,9
TOTAL OF THE REGION,15854.5,23,253.3,2708,11,3,0
WESTERN REGION
CHHATTISGARH
22,RAIL,KORBA EAST V,500.0,15,5.0,7,1,*,**
23,PITHEAD,KORBA-II,440.0,15,8.3,85,10
24,PITHEAD,KORBA-WEST,840.0,15,14.0,299,21
25,PITHEAD,KORBA STPS,2100.0,15,32.7,400,12
26,RAIL,SIPAT STPS,500.0,20,3.3,258,77
GUJARAT
27,RAIL,GANDHI NAGAR,870.0,30,12.7,73,6,*
28,RAIL,SIKKA REP.,240.0,30,3.3,45,14
29,RAIL,UKAI,850.0,30,12.3,194,16
30,RAIL,WANAKBORI,1470.0,30,25.5,82,3,*,**
31,RAIL,TORR POWER AEC,390.0,30,5.8,39,7
MADHYA PRADESH
32,PITHEAD,AMAR KANTAK,300.0,15,3.7,77,21
33,RAIL,SANJAY GANDHI,1340.0,20,17.7,83,5,*
34,PITHEAD,SATPURA,1142.5,20,22.0,121,5,*
35,PITHEAD,VINDHYACHAL STPS,3260.0,15,52.0,465,9
MAHARASHTRA
36,RAIL,BHUSAWAL,475.0,25,9.0,52,6,*
37,RAIL,CHANDRAPUR,2340.0,20,38.3,86,2,*,**
38,RAIL,KHAPARKHEDA II,840.0,20,14.7,228,16
39,RAIL,KORADI,1040.0,25,17.3,177,10
40,RAIL,NASIK,880.0,25,14.8,65,4,*
41,RAIL,PARLI,920.0,25,13.9,13,1,*,**
42,RAIL,PARAS,305.0,20,3.3,31,9
43,RAIL,DAHANU,500.0,25,8.7,62,7
TOTAL OF THE REGION,21542.5,21,338.3,2940,9,9,4
SOUTHERN REGION
,Page 2 of2
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON,05-Mar-2008,)
 REGION/,MODE OF,NAME OF,CAPACITY NORMATIV,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),E,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000 IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES TONNES DAYS
,(DAYS),<7,<4

ANDHRA PRADESH
44,RAIL,Dr. N.TATA RAO,1260.0,25,21.7,208,10
45,RAIL,KOTHAGUDEM,1180.0,20,20.0,248,12
46,ROAD,RAMAGUNDEM - B,62.5,20,0.8,10,12
