,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 01-Mar-2009,Page 1 of2

,REGION/,MODE OF,NAME OF,CAPACITY,NORMA,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,LINKAGE,CRITICAL COAL
27,RAIL,GANDHI NAGAR TPS,870.0,30,12.3,51,4,*,Less Receipt - SECL
28,RAIL,SIKKA REP. TPS,240.0,30,4.2,16,4,*,Less Receipt - SECL
29,RAIL,UKAI TPS,850.0,30,12.6,89,7
30,RAIL,WANAKBORI TPS,1470.0,30,23.2,51,2,*,** Inadequate linkage
31,RAIL,TORR POWER AEC,390.0,30,4.2,3,1,*,** Inadequate linkage
MADHYA PRADESH
32,PITHEAD,AMAR KANTAK,500.0,15,5.7,96,17
33,RAIL,SANJAY GANDHI TPS,1340.0,20,17.7,79,4,*,Inadequate linkage
34,RAIL,SATPURA TPS,1142.5,20,20.3,53,3,*,** Less Receipt - WCL
35,PITHEAD,VINDHYACHAL STPS,3260.0,15,50.0,413,8
MAHARASHTRA
36,RAIL,BHUSAWAL TPS,475.0,25,7.6,39,5,*,Inadequate linkage
37,RAIL,CHANDRAPUR(MAHAR,2340.0,20,34.5,75,2,*,** Inadequate linkage
,ASHTRA) STPS
38,RAIL,KHAPARKHEDA TPS- II,840.0,20,14.4,83,6,*,Less Receipt
39,RAIL,KORADI TPS,1040.0,25,17.9,48,3,*,** Less Receipt -
,SECL MCL
40,RAIL,NASIK TPS,880.0,25,14.0,15,1,*,** Inadequate linkage
41,RAIL,PARLI TPS,920.0,25,14.6,98,7
42,RAIL,PARAS TPS,305.0,20,5.7,20,3,*,** Less Receipt
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 02-Mar-2009,Page 2 of2

 REGION/,MODE OF,NAME OF,CAPACITY,NORMA,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES,TONNES,DAYS
,(DAYS),<7,<4

43,RAIL,DAHANU TPS,500.0,25,9.4,71,8
TOTAL OF W.R.,22242.5,21,342.8,2271,7,13,8
SOUTHERN
ANDHRA PRADESH
44,RAIL,Dr. N.TATA RAO TPS,1260.0,25,19.8,74,4,*,Inadequate linkage
45,RAIL,KOTHAGUDEM TPS,1180.0,20,19.4,159,8
46,ROAD,RAMAGUNDEM - B TPS,62.5,20,0.8,20,25
47,RAIL,RAYALASEEMA TPS,840.0,25,15.3,23,2,*,** Inadequate linkage
48,PITHEAD,RAMAGUNDEM STPS,2600.0,15,37.9,556,15
49,RAIL,SIMHADRI,1000.0,25,18.7,279,15
KARNATAKA
50,RAIL,RAICHUR TPS,1470.0,30,28.0,483,17
TAMIL NADU
51,INTER MODAL ENNORE TPS,450.0,30,7.4,45,6,*,Less Receipt -
,MCL ECL
52,INTER MODAL METTUR TPS,840.0,30,13.6,136,10
53,INTER MODAL NORTH CHENNAI TPS,630.0,30,10.1,92,9
54,INTER MODAL TUTICORIN TPS,1050.0,30,16.9,160,10
TOTAL OF S.R.,11382.5,24,187.9,2028,11,3,1
EASTERN
BIHAR
55,RAIL,BARAUNI TPS,320.0,20,0.7,3,4,*,Inadequate linkage
56,RAIL,MUZAFFARPUR TPS,220.0,20,1.0,2,2,*,** Inadequate linkage
57,PITHEAD,KAHALGAON TPS,1840.0,15,34.7,39,1,*,** Less Receipt - ECL
JHARKHAND
58,RAIL,PATRATU TPS,840.0,20,4.5,20,4,*,Less Receipt
59,ROAD,TENUGHAT TPS,420.0,20,5.5,0,0,*,** Inadequate linkage
60,RAIL,BOKARO `B` TPS,630.0,20,8.6,164,19
61,RAIL,CHANDRAPURA(DVC),750.0,20,5.7,125,22
,TPS
ORISSA
62,PITHEAD,IB VALLEY TPS,420.0,15,8.6,177,21
63,PITHEAD,TALCHER (OLD) TPS,470.0,15,8.1,66,8
64,PITHEAD,TALCHER STPS,3000.0,15,58.1,189,3,*,** Inadequate linkage
WEST BENGAL
65,RAIL,DURGAPUR TPS,340.0,20,5.2,169,33
66,RAIL,MEJIA TPS,1340.0,20,21.9,0,0,*,** Unloading Constraint
67,RAIL,BAKRESWAR TPS,840.0,25,11.3,267,24
68,RAIL,BANDEL TPS,450.0,20,5.2,7,1,*,** Inadequate linkage
69,RAIL,D.P.L. TPS,695.0,20,9.7,40,4,*,Less receipt - EMTA
70,RAIL,KOLAGHAT TPS,1260.0,25,19.2,249,13
71,RAIL,SAGARDIGHI TPS,600.0,20,7.1,10,1,*,** Unloading Constraint
72,RAIL,SANTALDIH TPS,730.0,20,7.4,126,17
73,RAIL,BUDGE BUDGE TPS,500.0,20,7.1,118,17
74,RAIL,NEW COSSIPORE TPS,160.0,20,1.3,21,16
75,RAIL,SOUTHERN REPL. TPS,135.0,25,2.3,40,18
76,RAIL,TITAGARH TPS,240.0,20,3.6,53,15
77,RAIL,FARAKKA STPS,1600.0,15,33.9,97,3,*,** Less Receipt - ECL
TOTAL OF E.R.,17800.0,18,270.7,1982,7,11,8
ALL INDIA TOTAL,69964.5,22,1106,8941,8,37,19

(*) Critical i.e. stock less than 7 days in,37,TPSs,{Includes super critical also}
(**) Super Critical i.e. stock less than 4 days in,19,TPSs
,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 03-Mar-2009,Page 1 of2

,REGION/,MODE OF,NAME OF,CAPACITY,NORMA,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES,TONNES,DAYS
,(DAYS),<7,<4

NORTHERN
DELHI
1,RAIL,I.P. T.P.S.,247.5,25,3.1,48,16
2,RAIL,RAJGHAT TPS,135.0,25,2.1,96,46
3,RAIL,BADARPUR TPS,705.0,30,13.4,49,4,*,Less Receipt - CCL
HARYANA
4,RAIL,FARIDABAD EXT.,180.0,25,1.9,17,9
5,RAIL,PANIPAT TPS,1360.0,25,24.2,14,1,*,** Less Receipt - CCL
6,RAIL,YAMUNA NAGAR TPS,600.0,25,9.7,41,4,*,Inadequate linkage
PUNJAB
7,RAIL,GH TPS (LEH.MOH.),920.0,30,14.0,32,2,*,** Inadequate linkage
8,RAIL,GND TPS(BHATINDA),440.0,30,6.3,83,13
9,RAIL,ROPAR TPS,1260.0,30,20.0,114,6,*,Inadequate linkage
RAJASTHAN
10,RAIL,KOTA TPS,1045.0,30,19.5,187,10
11,RAIL,SURATGARH TPS,1250.0,30,24.4,89,4,*,Inadequate linkage
UTTAR PRADESH
12,PITHEAD,ANPARA TPS,1630.0,15,25.8,168,7
13,RAIL,HARDUAGANJ B,225.0,25,2.9,13,5,*,Inadequate linkage
14,RAIL,OBRA TPS,1362.0,20,14.5,213,15
15,RAIL,PANKI TPS,210.0,30,3.9,11,3,*,** Inadequate linkage
16,RAIL,PARICHHA TPS,640.0,30,11.3,40,4,*,Less receipt-CCL BCCL

17,RAIL,DADRI (NCTPP),840.0,30,14.5,176,12
18,PITHEAD,RIHAND STPS,2000.0,15,34.5,532,15
19,PITHEAD,SINGRAULI STPS,2000.0,15,31.0,424,14
20,RAIL,TANDA TPS,440.0,25,8.1,169,21
21,RAIL,UNCHAHAR TPS,1050.0,25,19.4,134,7
TOTAL OF N.R.,18539.5,24,304.5,2651,9,9,3
WESTERN
CHHATTISGARH
22,RAIL,KORBA EAST V,500.0,15,8.7,98,11
23,PITHEAD,KORBA-II,440.0,15,7.7,65,8
24,PITHEAD,KORBA-WEST TPS,840.0,15,11.9,266,22
25,PITHEAD,KORBA STPS,2100.0,15,31.0,511,16
26,RAIL,SIPAT STPS,1000.0,20,15.2,25,2,*,** Less Receipt - SECL
GUJARAT
27,RAIL,GANDHI NAGAR TPS,870.0,30,12.3,55,5,*,Less Receipt - SECL
28,RAIL,SIKKA REP. TPS,240.0,30,4.2,15,3,*,** Less Receipt - SECL
29,RAIL,UKAI TPS,850.0,30,12.6,88,7
30,RAIL,WANAKBORI TPS,1470.0,30,23.2,55,2,*,** Inadequate linkage
31,RAIL,TORR POWER AEC,390.0,30,4.2,3,1,*,** Inadequate linkage
MADHYA PRADESH
32,PITHEAD,AMAR KANTAK,500.0,15,5.7,96,17
33,RAIL,SANJAY GANDHI TPS,1340.0,20,17.7,77,4,*,Inadequate linkage
34,RAIL,SATPURA TPS,1142.5,20,20.3,58,3,*,** Less Receipt - WCL
35,PITHEAD,VINDHYACHAL STPS,3260.0,15,50.0,403,8
MAHARASHTRA
36,RAIL,BHUSAWAL TPS,475.0,25,7.6,36,5,*,Inadequate linkage
37,RAIL,CHANDRAPUR(MAHAR,2340.0,20,34.5,75,2,*,** Inadequate linkage
,ASHTRA) STPS
38,RAIL,KHAPARKHEDA TPS- II,840.0,20,14.4,81,6,*,Less Receipt
39,RAIL,KORADI TPS,1040.0,25,17.9,48,3,*,** Less Receipt -
,SECL MCL
40,RAIL,NASIK TPS,880.0,25,14.0,19,1,*,** Inadequate linkage
41,RAIL,PARLI TPS,920.0,25,14.6,95,7
42,RAIL,PARAS TPS,305.0,20,5.7,20,4,*,Less Receipt
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 03-Mar-2009,Page 2 of2

 REGION/,MODE OF,NAME OF,CAPACITY,NORMA,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES,TONNES,DAYS
,(DAYS),<7,<4

43,RAIL,DAHANU TPS,500.0,25,9.4,68,7
TOTAL OF W.R.,22242.5,21,342.8,2256,7,13,8
SOUTHERN
ANDHRA PRADESH
44,RAIL,Dr. N.TATA RAO TPS,1260.0,25,19.8,82,4,*,Inadequate linkage
45,RAIL,KOTHAGUDEM TPS,1180.0,20,19.4,162,8
46,ROAD,RAMAGUNDEM - B TPS,62.5,20,0.8,20,25
47,RAIL,RAYALASEEMA TPS,840.0,25,15.3,27,2,*,** Inadequate linkage
48,PITHEAD,RAMAGUNDEM STPS,2600.0,15,37.9,552,15
49,RAIL,SIMHADRI,1000.0,25,18.7,280,15
KARNATAKA
50,RAIL,RAICHUR TPS,1470.0,30,28.0,483,17
51,RAIL,BELLARY TPS,1000.0,22,3.2,257,80
TAMIL NADU
52,INTER MODAL ENNORE TPS,450.0,30,7.4,45,6,*,Less Receipt -
,MCL ECL
53,INTER MODAL METTUR TPS,840.0,30,13.6,141,10
54,INTER MODAL NORTH CHENNAI TPS,630.0,30,10.1,94,9
55,INTER MODAL TUTICORIN TPS,1050.0,30,16.9,164,10
TOTAL OF S.R.,12382.5,24,191.1,2307,12,3,1
EASTERN
BIHAR
56,RAIL,BARAUNI TPS,320.0,20,0.7,3,4,*,Inadequate linkage
57,RAIL,MUZAFFARPUR TPS,220.0,20,1.0,2,2,*,** Inadequate linkage
58,PITHEAD,KAHALGAON TPS,1840.0,15,34.7,40,1,*,** Less Receipt - ECL
JHARKHAND
59,RAIL,PATRATU TPS,840.0,20,4.5,22,5,*,Less Receipt
60,ROAD,TENUGHAT TPS,420.0,20,5.5,0,0,*,** Inadequate linkage
61,RAIL,BOKARO `B` TPS,630.0,20,8.6,172,20
62,RAIL,CHANDRAPURA(DVC),750.0,20,5.7,129,23
,TPS
ORISSA
63,PITHEAD,IB VALLEY TPS,420.0,15,8.6,177,21
64,PITHEAD,TALCHER (OLD) TPS,470.0,15,8.1,68,8
65,PITHEAD,TALCHER STPS,3000.0,15,58.1,191,3,*,** Inadequate linkage
WEST BENGAL
66,RAIL,DURGAPUR TPS,340.0,20,5.2,175,34
67,RAIL,MEJIA TPS,1340.0,20,21.9,0,0,*,** Unloading Constraint
68,RAIL,BAKRESWAR TPS,840.0,25,11.3,265,23
69,RAIL,BANDEL TPS,450.0,20,5.2,13,2,*,** Inadequate linkage
70,RAIL,D.P.L. TPS,695.0,20,9.7,42,4,*,Less receipt - EMTA
71,RAIL,KOLAGHAT TPS,1260.0,25,19.2,238,12
72,RAIL,SAGARDIGHI TPS,600.0,20,7.1,14,2,*,** Unloading Constraint
73,RAIL,SANTALDIH TPS,730.0,20,7.4,127,17
74,RAIL,BUDGE BUDGE TPS,500.0,20,7.1,115,16
75,RAIL,NEW COSSIPORE TPS,160.0,20,1.3,24,18
76,RAIL,SOUTHERN REPL. TPS,135.0,25,2.3,38,17
77,RAIL,TITAGARH TPS,240.0,20,3.6,49,14
78,RAIL,FARAKKA STPS,1600.0,15,33.9,107,3,*,** Less Receipt - ECL
TOTAL OF E.R.,17800.0,18,270.7,2009,7,11,8
ALL INDIA TOTAL,70964.5,22,1109,9222,8,36,20

(*) Critical i.e. stock less than 7 days in,36,TPSs,{Includes super critical also}
(**) Super Critical i.e. stock less than 4 days in,20,TPSs
,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 04-Mar-2009,Page 1 of2

,REGION/,MODE OF,NAME OF,CAPACITY,NORMA,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES,TONNES,DAYS
,(DAYS),<7,<4

NORTHERN
DELHI
1,RAIL,I.P. T.P.S.,247.5,25,3.1,46,15
2,RAIL,RAJGHAT TPS,135.0,25,2.1,97,46
3,RAIL,BADARPUR TPS,705.0,30,13.4,49,4,*,Less Receipt - CCL
HARYANA
4,RAIL,FARIDABAD EXT.,180.0,25,1.9,16,8
5,RAIL,PANIPAT TPS,1360.0,25,24.2,17,1,*,** Less Receipt - CCL
6,RAIL,YAMUNA NAGAR TPS,600.0,25,9.7,34,4,*,Inadequate linkage
PUNJAB
7,RAIL,GH TPS (LEH.MOH.),920.0,30,14.0,30,2,*,** Inadequate linkage
8,RAIL,GND TPS(BHATINDA),440.0,30,6.3,81,13
9,RAIL,ROPAR TPS,1260.0,30,20.0,116,6,*,Inadequate linkage
RAJASTHAN
10,RAIL,KOTA TPS,1045.0,30,19.5,200,10
11,RAIL,SURATGARH TPS,1250.0,30,24.4,88,4,*,Inadequate linkage
UTTAR PRADESH
12,PITHEAD,ANPARA TPS,1630.0,15,25.8,185,7
13,RAIL,HARDUAGANJ B,225.0,25,2.9,18,6,*,Inadequate linkage
14,RAIL,OBRA TPS,1362.0,20,14.5,213,15
15,RAIL,PANKI TPS,210.0,30,3.9,11,3,*,** Inadequate linkage
16,RAIL,PARICHHA TPS,640.0,30,11.3,33,3,*,** Less receipt-CCL BCCL

17,RAIL,DADRI (NCTPP),840.0,30,14.5,184,13
18,PITHEAD,RIHAND STPS,2000.0,15,34.5,533,15
19,PITHEAD,SINGRAULI STPS,2000.0,15,31.0,431,14
20,RAIL,TANDA TPS,440.0,25,8.1,168,21
21,RAIL,UNCHAHAR TPS,1050.0,25,19.4,136,7
TOTAL OF N.R.,18539.5,24,304.5,2686,9,9,4
WESTERN
CHHATTISGARH
22,RAIL,KORBA EAST V,500.0,15,8.7,98,11
23,PITHEAD,KORBA-II,440.0,15,7.7,65,8
24,PITHEAD,KORBA-WEST TPS,840.0,15,11.9,267,22
25,PITHEAD,KORBA STPS,2100.0,15,31.0,508,16
26,RAIL,SIPAT STPS,1000.0,20,15.2,22,1,*,** Less Receipt - SECL
GUJARAT
27,RAIL,GANDHI NAGAR TPS,870.0,30,12.3,62,5,*,Less Receipt - SECL
28,RAIL,SIKKA REP. TPS,240.0,30,4.2,22,5,*,Less Receipt - SECL
29,RAIL,UKAI TPS,850.0,30,12.6,85,7
30,RAIL,WANAKBORI TPS,1470.0,30,23.2,53,2,*,** Inadequate linkage
31,RAIL,TORR POWER AEC,390.0,30,4.2,5,1,*,** Inadequate linkage
MADHYA PRADESH
32,PITHEAD,AMAR KANTAK,500.0,15,5.7,96,17
33,RAIL,SANJAY GANDHI TPS,1340.0,20,17.7,81,5,*,Inadequate linkage
34,RAIL,SATPURA TPS,1142.5,20,20.3,55,3,*,** Less Receipt - WCL
35,PITHEAD,VINDHYACHAL STPS,3260.0,15,50.0,418,8
MAHARASHTRA
36,RAIL,BHUSAWAL TPS,475.0,25,7.6,37,5,*,Inadequate linkage
37,RAIL,CHANDRAPUR(MAHAR,2340.0,20,34.5,78,2,*,** Inadequate linkage
,ASHTRA) STPS
38,RAIL,KHAPARKHEDA TPS- II,840.0,20,14.4,80,6,*,Less Receipt
