,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 01-Apr-2013 )
,Page 1 of 2
REGIO MODE OF,NAME OF,CAPAC NORM DAILY,ACTUAL STOCK,CRITICA REASONS FOR
,N/,TRANSPOR,THERMAL,ITY ATIVE LINKA,IN,000,Total,IN,L
,COAL,CRITICAL
STATE,T,POWER,(MW) STOC,GE,TONNES,DAY STOCK,COAL STOCK
,STATION,K,IN '000,S
,Reqd. TONNE,<7 <4
,S,Imp Indige,DA DAY
,(DAYS,ort nous,YS,S
,)
NORTHERN
DELHI
1,RAIL,RAJGHAT TPS,135,20,1.9,0 21.66,21.66,11
2,RAIL,BADARPUR TPS,705,30,12.1,0 58.16,58.16,5,*,Less Receipt -
,CCL
HARYANA
3,RAIL,RAJIV GANDHI TPS,1200,25,14,66 651.63,717.63,51
4,RAIL,INDIRA GANDHI,1500,25,21.7,6 372.59,378.59,17
5,RAIL,STPP
,MAHATMA,GANDHI,1320,25,19.1,33,9.03,42.03,2,*,** Inadequate coal
,TPS,avail.-CCL
6,RAIL,PANIPAT TPS,1360,25,22.4,13 576.63,589.63,26
7,RAIL,YAMUNA NAGAR,600,25,7.9,5 207.29,212.29,27
PUNJAB,TPS
8,RAIL,GH TPS (LEH.MOH.),920,30,13.1,0 242.65,242.65,19
9,RAIL,ROPAR TPS,1260,25,18.9,0 565.3,565.3,30
10,RAIL,GND,440,30,5.6,0 82.17,82.17,15
RAJASTHAN,TPS(BHATINDA)
11,RAIL,KOTA TPS,1240,30,20.4,119 356.41,475.41,23
12,RAIL,SURATGARH TPS,1500,30,20.8,0 347.49,347.49,17
13,RAIL,CHHABRA TPP,500,30,6.4,0 177.61,177.61,28
UTTAR PRADESH
14,PITHEAD,ANPARA TPS,1630,15,24.4,0,487.13,487.13,20
15,RAIL,HARDUAGANJ TPS,665,25,5.5,0,81.98,81.98,15
16,RAIL,OBRA TPS,1278,20,13.4,0,283.49,283.49,21
17,RAIL,PANKI TPS,210,20,2.9,0,80.05,80.05,27
18,RAIL,PARICHHA TPS,1140,30,14.5,0,190.6,190.6,13
19,RAIL,DADRI (NCTPP),1820,30,26.9,0,0,0,0,*,** Higher Generation
20,PITHEAD,RIHAND STPS,2500,15,37.1,0,521.57,521.57,14
21,PITHEAD,SINGRAULI STPS,2000,15,33.8,0,695.49,695.49,21
22,RAIL,TANDA TPS,440,25,8.5,0,287.97,287.97,34
23,RAIL,UNCHAHAR TPS,1050,25,17,0,211.14,211.14,12
24,RAIL,ROSA TPP Ph-I,1200,25,15.3,48,111.94,159.94,10,Inadequate linkage
25,PITHEAD,ANPARA C TPS,1200,25,15.3,0,9.21,9.21,1,*,** Fund Constraint
TOTAL OF N.R.,27813,24,398.9,290,6629.2,6919.2,17,4,3
WESTERN
CHHATTISGARH
26,RAIL,DSPM TPS,500,15,8.3,0 159.66,159.66,19
27,PITHEAD,KORBA-II,440,15,8,0 221.6,221.6,28
28,PITHEAD,KORBA-WEST TPS,840,15,13.4,0 692.13,692.13,52
29,PITHEAD,KORBA STPS,2600,15,36.3,0 159.35,159.35,4,*,Higher Generation
30,PITHEAD,SIPAT STPS,2980,20,43.3,0,33.04,33.04,1,*,** Coal Sup.for U-2 3
,yet to comenced

31,RAIL,PATHADI TPP,600,15,8,0 259.86,259.86,32
32,RAIL,BHILAI TPS,500,25,7.6,0 109.36,109.36,14
GUJARAT
33,RAIL,GANDHI NAGAR TPS,870,30,12.5,40,170.52,210.52,17
34,RAIL,UKAI TPS,1350,30,15.7,0,376.06,376.06,24
35,RAIL,SIKKA REP. TPS,240,30,3.4,1,125.63,126.63,37
36,RAIL,WANAKBORI TPS,1470,30,23.9,0,480.76,480.76,20
37,RAIL,SABARMATI (C,400,30,6,0,125.85,125.85,21
MADHYA PRADESH,STATION)
38,PITHEAD,AMARKANTAK EXT,450,15,4.2,4 68.56,72.56,17
39,RAIL,TPS
,SANJAY GANDHI,1340,20,16.8,29 345.8,374.8,22
40,RAIL,TPS
,SATPURA,TPS,1080,20,19.8,0 318.08,318.08,16
41,PITHEAD,VINDHYACHAL,4260,15,57.7,0 1117.6,1117.6,19
42,RAIL,STPS
,BINA TPS,250,25,3.8,0 163.07,163.07,43
MAHARASHTRA
