,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,Figures in 000 tonnes
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 01-Apr-2010 ),Page 1 of2

,REGION/,MODE OF,NAME OF,CAPACITY,NORMA,COAL,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,REQUIRE,CRITICAL COAL
,POWER,STOCK,MENT,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,IN '000,TONNES,DAYS
,(DAYS),TONNES,<7,<4

NORTHERN
DELHI
1,RAIL,BADARPUR TPS,705.0,30,12.6,185,15
HARYANA
2,RAIL,PANIPAT TPS,1360.0,25,18.5,138,7
3,RAIL,YAMUNA NAGAR TPS,600.0,25,8.7,68,8
4,RAIL,RAJIV GANDHI TPS,0.0,25,8.8,0,0,*,**
PUNJAB
5,RAIL,GH TPS (LEH.MOH.),920.0,30,11.1,142,13
6,RAIL,GND TPS(BHATINDA),440.0,30,4.1,127,31
7,RAIL,ROPAR TPS,1260.0,30,18.1,394,22
RAJASTHAN
8,RAIL,KOTA TPS,1240.0,30,17.6,84,5,*
9,RAIL,SURATGARH TPS,1500.0,30,18.3,219,12
10,RAIL,CHHABRA TPP,250.0,30,3.8,2,0,*,**
UTTAR PRADESH
11,PITHEAD,ANPARA TPS,1630.0,15,23.4,312,13
12,RAIL,HARDUAGANJ TPS,220.0,25,2.4,83,34
13,RAIL,PANKI TPS,210.0,30,3.1,120,39
14,RAIL,PARICHHA TPS,640.0,30,9.8,100,10
15,RAIL,DADRI (NCTPP),1330.0,30,15.9,356,22
16,PITHEAD,RIHAND STPS,2000.0,15,27.6,674,24
17,PITHEAD,SINGRAULI STPS,2000.0,15,31.4,472,15
18,RAIL,TANDA TPS,440.0,25,7.2,367,51
19,RAIL,UNCHAHAR TPS,1050.0,25,14.9,288,19
TOTAL OF N.R.,17795.0,24,257.3,4131,16,3,2
WESTERN
CHHATTISGARH
20,RAIL,KORBA EAST V,500.0,15,7.6,74,10
21,PITHEAD,KORBA-II,440.0,15,7.1,173,24
22,PITHEAD,KORBA-WEST TPS,840.0,15,12.9,476,37
23,PITHEAD,KORBA STPS,2100.0,15,30.8,596,19
24,RAIL,SIPAT STPS,1000.0,20,15.4,361,23
25,RAIL,PATHADI TPP,600.0,15,9.3,89,10
26,RAIL,BHILAI TPS,500.0,25,7.0,34,5,*
GUJARAT
27,RAIL,GANDHI NAGAR TPS,870.0,30,13.1,60,5,*
28,RAIL,SIKKA REP. TPS,240.0,30,3.6,82,23
29,RAIL,UKAI TPS,850.0,30,11.7,127,11
30,RAIL,WANAKBORI TPS,1470.0,30,21.4,96,5,*
31,RAIL,TORR POWER AEC,400.0,30,6.1,6,1,*,**
MADHYA PRADESH
32,PITHEAD,AMARKANTAK EXT TPS,450.0,15,4.8,136,29
33,RAIL,SANJAY GANDHI TPS,1340.0,20,20.5,33,2,*,**
34,RAIL,SATPURA TPS,1142.5,20,18.9,273,14
35,PITHEAD,VINDHYACHAL STPS,3260.0,15,45.7,746,16
MAHARASHTRA
36,RAIL,BHUSAWAL TPS,475.0,25,8.8,68,8
37,RAIL,CHANDRAPUR(MAHAR,2340.0,20,40.5,333,8
,ASHTRA) STPS
38,RAIL,KHAPARKHEDA TPS- II,840.0,20,14.5,280,19
39,RAIL,KORADI TPS,1040.0,25,14.9,238,16
40,RAIL,NASIK TPS,880.0,25,14.3,199,14
41,RAIL,PARLI TPS,1170.0,25,21.0,190,9
42,RAIL,PARAS TPS,555.0,20,5.8,157,27
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 01-Apr-2010 ),Page 2 of2

 REGION/,MODE OF,NAME OF,CAPACITY,NORMA,COAL,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,REQUIRE,CRITICAL COAL
,POWER,STOCK,MENT,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,IN '000,TONNES,DAYS
,(DAYS),TONNES,<7,<4

TOTAL OF W.R.,23302.5,21,355.7,4828,14,5,2
SOUTHERN
ANDHRA PRADESH
43,RAIL,Dr. N.TATA RAO TPS,1760.0,25,24.6,277,11
44,RAIL,KOTHAGUDEM TPS,1220.0,20,22.1,560,25
45,ROAD,RAMAGUNDEM - B TPS,62.5,20,1.0,21,22
46,RAIL,RAYALASEEMA TPS,840.0,25,13.7,164,12
47,PITHEAD,RAMAGUNDEM STPS,2600.0,15,35.8,581,16
48,RAIL,SIMHADRI,1000.0,25,14.3,250,18
KARNATAKA
49,RAIL,RAICHUR TPS,1470.0,30,19.2,109,6,*
50,RAIL,BELLARY TPS,500.0,20,7.6,194,25
TAMIL NADU
51,INTER MODAL,ENNORE TPS,450.0,30,5.7,25,4,*
52,INTER MODAL,METTUR TPS,840.0,30,13.4,78,6,*
53,INTER MODAL,NORTH CHENNAI TPS,630.0,30,8.9,88,10
54,INTER MODAL,TUTICORIN TPS,1050.0,30,18.3,392,21
TOTAL OF S.R.,12422.5,24,184.6,2739,15,3,0
EASTERN
BIHAR
55,RAIL,BARAUNI TPS,310.0,20,1.0,33,34
