,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,Figures in 000 tonnes
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 03-Jan-2010 ),Page 1 of2

,REGION/,MODE OF,NAME OF,CAPACITY,NORMA,COAL,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,REQUIRE,CRITICAL COAL
,POWER,STOCK,MENT,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,IN '000,TONNES,DAYS
,(DAYS),TONNES,<7,<4

NORTHERN
DELHI
1,RAIL,RAJGHAT TPS,135.0,25,2.4,35,14
2,RAIL,BADARPUR TPS,705.0,30,12.7,192,15
HARYANA
3,RAIL,FARIDABAD TPS.,110.0,25,1.1,12,11
4,RAIL,PANIPAT TPS,1360.0,25,21.7,59,3,*,** Higher Generation
5,RAIL,YAMUNA NAGAR TPS,600.0,25,9.4,39,4,*,Unloading Constraint
PUNJAB
6,RAIL,GH TPS (LEH.MOH.),920.0,30,14.5,157,11
7,RAIL,GND TPS(BHATINDA),440.0,30,6.1,75,12
8,RAIL,ROPAR TPS,1260.0,30,20.5,313,15
RAJASTHAN
9,RAIL,KOTA TPS,1240.0,30,22.9,106,5,*,Delay in import
10,RAIL,SURATGARH TPS,1500.0,30,24.1,163,7
11,RAIL,CHHABRA TPP,250.0,30,3.2,37,12
UTTAR PRADESH
12,PITHEAD,ANPARA TPS,1630.0,15,25.6,289,11
13,RAIL,HARDUAGANJ TPS,220.0,25,2.7,82,30
14,RAIL,OBRA TPS,1372.0,20,15.1,184,12
15,RAIL,PANKI TPS,210.0,30,2.7,25,9
16,RAIL,PARICHHA TPS,640.0,30,10.8,90,8
17,RAIL,DADRI (NCTPP),840.0,30,17.3,124,7
18,PITHEAD,RIHAND STPS,2000.0,15,35.9,594,17
19,PITHEAD,SINGRAULI STPS,2000.0,15,33.1,463,14
20,RAIL,TANDA TPS,440.0,25,12.1,77,6,*,Higher Generation
21,RAIL,UNCHAHAR TPS,1050.0,25,21.2,138,7
TOTAL OF N.R.,18922.0,24,315.1,3254,10,4,1
WESTERN
CHHATTISGARH
22,RAIL,KORBA EAST V,500.0,15,7.8,76,10
23,PITHEAD,KORBA-II,440.0,15,8.1,69,8
24,PITHEAD,KORBA-WEST TPS,840.0,15,14.2,305,22
25,PITHEAD,KORBA STPS,2100.0,15,39.2,523,13
26,RAIL,SIPAT STPS,1000.0,20,18.8,180,10
27,RAIL,PATHADI TPP,300.0,15,5.4,26,5,*,Less Receipt - SECL
GUJARAT
28,RAIL,GANDHI NAGAR TPS,870.0,30,14.3,26,2,*,** Less Receipt - SECL
29,RAIL,SIKKA REP. TPS,240.0,30,4.4,62,14
30,RAIL,UKAI TPS,850.0,30,13.4,47,4,*,Less Receipt - SECL
31,RAIL,WANAKBORI TPS,1470.0,30,26.9,72,3,*,** Less Receipt - SECL
32,RAIL,TORR POWER AEC,400.0,30,6.3,11,2,*,** Higher Generation
MADHYA PRADESH
33,PITHEAD,AMARKANTAK EXT TPS,450.0,15,6.9,32,5,*,Less Receipt
34,RAIL,SANJAY GANDHI TPS,1340.0,20,20.7,136,7
35,RAIL,SATPURA TPS,1142.5,20,19.9,269,14
36,PITHEAD,VINDHYACHAL STPS,3260.0,15,56.4,691,12
MAHARASHTRA
37,RAIL,BHUSAWAL TPS,475.0,25,8.7,87,10
38,RAIL,CHANDRAPUR(MAHAR,2340.0,20,41.9,405,10
,ASHTRA) STPS
39,RAIL,KHAPARKHEDA TPS- II,840.0,20,16.3,187,12
40,RAIL,KORADI TPS,1040.0,25,18.7,133,7
41,RAIL,NASIK TPS,880.0,25,16.2,252,16
42,RAIL,PARLI TPS,920.0,25,17.6,254,14
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 03-Jan-2010 ),Page 2 of2

 REGION/,MODE OF,NAME OF,CAPACITY,NORMA,COAL,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,REQUIRE,CRITICAL COAL
,POWER,STOCK,MENT,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,IN '000,TONNES,DAYS
,(DAYS),TONNES,<7,<4

43,RAIL,PARAS TPS,305.0,20,5.4,113,21
44,RAIL,DAHANU TPS,500.0,25,9.6,33,3,*,** Less Receipt - SECL
TOTAL OF W.R.,22502.5,21,397.1,3988,10,7,4
SOUTHERN
ANDHRA PRADESH
45,RAIL,Dr. N.TATA RAO TPS,1760.0,25,19.9,324,16
46,RAIL,KOTHAGUDEM TPS,1220.0,20,23.2,414,18
47,ROAD,RAMAGUNDEM - B TPS,62.5,20,0.9,24,26
48,RAIL,RAYALASEEMA TPS,840.0,25,10.7,197,18
49,PITHEAD,RAMAGUNDEM STPS,2600.0,15,39.4,472,12
50,RAIL,SIMHADRI,1000.0,25,16.6,171,10
KARNATAKA
51,RAIL,RAICHUR TPS,1470.0,30,23.8,346,15
52,RAIL,BELLARY TPS,500.0,22,8.7,148,17
TAMIL NADU
53,INTER MODAL,ENNORE TPS,450.0,30,4.9,3,1,*,** Less Receipt
54,INTER MODAL,METTUR TPS,840.0,30,14.4,3,0,*,** Less Receipt
