,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT

COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 03-Jun-2012 ),Page 1 of 3

,REGION/,MODE OF,NAME OF,CAPACITY,NORMA,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,LINKAG,IN,000 TONNES,IN,CRITICAL COAL
,POWER,STOCK,E,DAY,COAL STOCK,STOCK
,STATION,Reqd.,IN '000,S
,(DAYS),Import,Indigeno,<7,<4

NORTHERN
DELHI
1,RAIL,RAJGHAT TPS,135.0,20,2.3,0,27.02,12
2,RAIL,BADARPUR TPS,705.0,30,12.1,0,115.86,10
HARYANA
3,RAIL,PANIPAT TPS,1360.0,25,21.7,0,380.56,18
4,RAIL,YAMUNA NAGAR TPS,600.0,25,8.1,0,209.45,26
5,RAIL,RAJIV GANDHI TPS,1200.0,25,18.8,65,386.94,24
6,RAIL,INDIRA GANDHI STPP,1000.0,25,15.9,110,258.46,23
7,RAIL,MAHATMA GANDHI,1320.0,25,14.4,0,0.00,0,*,**,S/D due to non-avil. of
,TPS,coal
PUNJAB
8,RAIL,GH TPS (LEH.MOH.),920.0,30,13.0,0,286.63,22
9,RAIL,ROPAR TPS,1260.0,25,19.6,0,542.43,28
10,RAIL,GND TPS(BHATINDA),440.0,30,5.2,0,188.31,36
RAJASTHAN
11,RAIL,KOTA TPS,1240.0,30,20.2,10,76.44,4,*,No import
12,RAIL,SURATGARH TPS,1500.0,30,21.1,32,78.44,5,*,No import
13,RAIL,CHHABRA TPP,500.0,30,7.2,0,58.35,8
UTTAR PRADESH
14,PITHEAD,ANPARA TPS,1630.0,15,25.4,0,349.67,14
15,RAIL,HARDUAGANJ TPS,415.0,25,8.1,0,36.84,5,*,Unloading Constraint
16,RAIL,OBRA TPS,1372.0,20,13.0,0,245.75,19
17,RAIL,PANKI TPS,210.0,30,2.9,0,78.97,27
18,RAIL,PARICHHA TPS,640.0,30,9.2,0,147.52,16
19,RAIL,DADRI (NCTPP),1820.0,30,26.6,0,214.76,8
20,PITHEAD,RIHAND STPS,2500.0,15,31.8,0,573.60,18
21,PITHEAD,SINGRAULI STPS,2000.0,15,31.8,0,557.27,18
22,RAIL,TANDA TPS,440.0,25,7.5,0,259.31,35
23,RAIL,UNCHAHAR TPS,1050.0,25,16.8,0,57.96,3,*,**,Less Receipt
24,RAIL,ROSA TPP Ph-I,1200.0,25,17.3,10,33.89,3,*,**,Inadequate coal
,availability
25,PITHEAD,ANPARA C TPS,1200.0,25,16.2,0,0.00,0,*,**,Inadequate coal
,availability
TOTAL OF N.R.,26657.0,24,386.2,227,5164.41,14,7,4
WESTERN
CHHATTISGARH
26,RAIL,DSPM TPS,500.0,15,8.1,0,209.92,26
27,PITHEAD,KORBA-II,440.0,15,7.8,0,51.98,7
28,PITHEAD,KORBA-WEST TPS,840.0,15,16.5,0,232.33,14
29,PITHEAD,KORBA STPS,2600.0,15,37.6,0,281.69,7
30,PITHEAD,SIPAT STPS,2320.0,20,34.7,0,503.69,15
31,RAIL,PATHADI TPP,600.0,15,8.1,0,12.74,2,*,**,Less Receipt
32,RAIL,BHILAI TPS,500.0,25,7.2,0,163.02,23
GUJARAT
33,RAIL,GANDHI NAGAR TPS,870.0,30,13.3,11,249.97,20
34,RAIL,UKAI TPS,850.0,30,13.0,0,144.78,11
35,RAIL,SIKKA REP. TPS,240.0,30,3.5,0,63.68,18
36,RAIL,WANAKBORI TPS,1470.0,30,24.8,0,230.89,9
37,RAIL,SABARMATI (C,400.0,30,5.8,0,63.46,11
,STATION)
MADHYA PRADESH
38,PITHEAD,AMARKANTAK EXT,450.0,15,4.3,0,48.66,11
39,RAIL,SANJAY GANDHI TPS,1340.0,20,17.9,0,184.87,10
40,RAIL,SATPURA TPS,1142.5,20,19.1,0,64.30,3,*,**,No import
41,PITHEAD,VINDHYACHAL STPS,3260.0,15,52.0,0,447.91,9
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 03-Jun-2012 ),Page 2 of 3

 REGION/,MODE OF,NAME OF,CAPACITY,NORMA,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
