,No.CEA/Plg/OM/1/42/2008
,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION


,******* DAILY COAL REPORT

COAL STOCK POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY AS ON7th July 2008
REGION /,SL. MODE NAME OF,CAPACITY NORMATIVE,DAILY LINK-,ACTUAL STOCK,CRITICAL,REASONS FOR
STATE,NO. OF TRANSTHERMAL POWER IN MW,STOCK Reqd. AGE IN '000 IN 000,IN COAL STOCK CRITICAL COAL
,PORT,STATION,(Days),TONNES,TONNES,DAYS <7days <4days STOCK
NORTHEN REGION
DELHI,1 RAIL,I.P. STATION,248,25,2.7,22,8
,2 RAIL,RAJGHAT,135,25,2.0,35,18
,3 RAIL,BADARPUR($),720,30,12.7,133,11
HARYANA,4 RAIL,FARIDABAD EXT,180,25,2.8,81,29
,5 RAIL,PANIPAT,1360,25,21.8,209,10
,6 RAIL,YAMUNA NAGAR,600,25,8.3,93,11
PUNJAB,7 RAIL,GHTP(LEH.MOH.),670,30,12.7,101,8
,8 RAIL,GNDTP(BATHINDA),440,30,6.0,91,15
,9 RAIL,ROPAR,1260,30,20.0,369,18
RAJASTHAN,10 RAIL,KOTA,1045,30,19.7,258,13
,11 RAIL,SURATGARH,1250,30,20.3,174,9
U . P.,12 P.H.,ANPARA,1630,15,22.2,109,5,*,Less receipt-NCL
,13 RAIL,HARDUAGANJ"B",325,25,2.7,32,12
,14 RAIL,OBRA,1482,20,15.0,139,9
,15 RAIL,PANKI,210,30,4.0,27,7
,16 RAIL,PARICHHA,640,30,10.3,156,15
,17 RAIL,DADRI(NCPP)($),840,30,13.3,94,7
,18 P.H.,RIHAND STPS($),2000,15,26.2,23,1,*,**,Less receipt-NCL
,19 P.H.,SINGRAULI STPS($),2000,15,25.0,69,3,*,**,Linkage < Demand
,20 RAIL,TANDA($),440,25,7.3,85,12
,21 RAIL,UNCHAHAR($),1050,25,19.0,74,4,*,Less receipt-CCL BCCL
TOTAL OF THE REGION,18525,24,274.0,2374,9,4,2
WESTERN REGION
CHHATTISGARH 22 RAIL,KORBA EAST V,500,15,6.7,64,10
,23 P.H.,KORBA (East),440,15,7.3,149,20
,24 P.H.,KORBA WEST,840,15,13.3,107,8
,25 P.H.,KORBA STPS($),2100,15,32.7,451,14
,26 P.H.,SIPAT STPS,500,15,6.7,132,20
GUJARAT,27 RAIL,GANDHI NAGAR,870,30,13.3,61,5,*,Less receipt-SECL
,28 RAIL,SIKKA REP,240,30,3.3,58,17
,29 RAIL,UKAI,850,30,11.7,240,21
,30 RAIL,WANAKBORI,1470,30,26.0,162,6,*,Less receipt-SECL
,31 RAIL,TORR POWER,390,30,5.7,62,11
M. P.,32 P.H.,AMARKANTAK,300,15,4.0,83,21
,33 RAIL,SANJAY GANDHI,1340,20,19.2,79,4,*,Less receipt-SECL
,34 P.H.,SATPURA,1143,20,19.2,152,8
,35 P.H.,VINDHYACHAL STP($,3260,15,41.9,61,1,*,**,Less receipt-CCL NCL
MAHARASHTRA36 RAIL,BHUSAWAL,475,25,7.7,14,2,*,**,Linkage < Demand
,37 RAIL,CHANDRAPUR,2340,20,41.3,141,3,*,**,Unloading Constraint
,38 RAIL,KHAPARKHEDA II,840,20,15.0,71,5,*,Less receipt
,39 RAIL,KORADIH,1040,25,16.8,164,10
,40 RAIL,NASIK,880,25,13.3,127,10
,41 RAIL,PARLI,920,25,16.6,133,8
,42 RAIL,PARAS,305,20,4.3,52,12
,43 RAIL,DAHANU,500,25,10.0,47,5,*,Less receipt-SECL
TOTAL OF THE REGION,21543,21,336.0,2610,8,8,3
siyaram/7/10/2008,1
REGION /,SL. MODE,NAME OF,CAPACITY,NORMATIVE,DAILY LINK-,ACTUAL STOCK,CRITICAL,REASONS FOR
STATE,NO. OF TRANSTHERMAL POWER,IN MW,STOCK Reqd.,AGE IN '000,IN 000,IN,COAL STOCK CRITICAL COAL
,PORT,STATION,(Days),TONNES,TONNES,DAYS <7days <4days STOCK
SOUTHERN REGION
A. P.,44 RAIL,Dr. N. TATA RAO,1260,25,21.7,27,1,*,**,Less receipt-SCCL
,45 RAIL,KOTHAGUDEM,1180,20,15.8,17,1,*,**,Linkage < Demand
,46 ROAD RAMAGUNDEM"B",63,20,1.0,17,17
,47 RAIL,RAYALASEEMA,840,25,15.8,4,0,*,**,Less receipt
,48 P.H.,RAMAGUNDAM($),2600,15,40.0,101,3,*,**,Linkage < Demand
,49 RAIL,SIMHADRI($),1000,25,20.0,27,1,*,**,Less receipt & no import
KARNATAKA,50 RAIL,RAICHUR,1470,30,28.3,30,1,*,**,Less receipt
TAMIL NADU,51 I.M.,ENNORE,450,30,7.7,25,3,*,**,Less receipt- MCL,ECL
,52 I.M.,METTUR,840,30,14.0,73,5,*,Less receipt- MCL,ECL
