,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 02-Dec-2012 ),Page No. 1 of 2
REGION/,MODE OF,NAME OF THERMAL,CAPACITY,NORMA,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR CRITICAL
 STATE,TRANSPORT,POWER STATION,(MW),TIVE,LINKAGE,COAL STOCK
,STOCK,IN '000
,Reqd.,IN,000 TONNES
,TONNES
,(DAYS),IN COAL STOCK
,Indigenou,Total,DAYS < 7,<4
,Import
,s,DAYS DAYS
NORTHERN
DELHI
1,RAIL,RAJGHAT TPS,135,20,2.3,0,10.93,10.93,5,*,Coal Supp. regulated by TPS
2,RAIL,BADARPUR TPS,705,30,12.1,0,109.92,109.92,9
HARYANA
3,RAIL,PANIPAT TPS,1360,25,21.7,0,87.51,87.51,4,*,Less Receipt
4,RAIL,YAMUNA NAGAR TPS,600,25,8.1,0,272.22,272.22,35
5,RAIL,INDIRA GANDHI STPP,1500,25,17.3,29,74.6,103.6,6,*,Less Receipt
6,RAIL,MAHATMA GANDHI TPS,1320,25,19.1,13,54.83,67.83,4,*,Inadequate coal availability
7,RAIL,RAJIV GANDHI TPS,1200,25,18.8,0,60.65,60.65,3,*,** Less Receipt
PUNJAB
8,RAIL,GH TPS (LEH.MOH.),920,30,13,0,143.59,143.59,11
9,RAIL,ROPAR TPS,1260,25,19.6,0,246.52,246.52,13
10,RAIL,GND TPS(BHATINDA),440,30,5.2,0,92.14,92.14,18
RAJASTHAN
11,RAIL,KOTA TPS,1240,30,20.2,117,52.04,169.04,9
12,RAIL,SURATGARH TPS,1500,30,21.1,0,11.19,11.19,1,*,** Less import
13,RAIL,CHHABRA TPP,500,30,7.2,0,68.47,68.47,10
UTTAR PRADESH
14,PITHEAD,ANPARA TPS,1630,15,25.4,0,175.12,175.12,7
15,RAIL,HARDUAGANJ TPS,665,25,9.2,0,98.98,98.98,11
16,RAIL,OBRA TPS,1278,20,13,0,92.72,92.72,7
17,RAIL,PANKI TPS,210,30,2.9,0,34.34,34.34,12
18,RAIL,PARICHHA TPS,890,30,13,0,119.4,119.4,9
19,RAIL,DADRI (NCTPP),1820,30,26.6,0,35.86,35.86,1,*,** Higher Generation
20,PITHEAD,RIHAND STPS,2500,15,37.6,0,410.44,410.44,11
21,PITHEAD,SINGRAULI STPS,2000,15,31.8,0,170.06,170.06,6,*,Higher Generation
22,RAIL,TANDA TPS,440,25,7.5,0,228.12,228.12,31
23,RAIL,UNCHAHAR TPS,1050,25,16.8,0,113.06,113.06,7
24,RAIL,ROSA TPP Ph-I,1200,25,17.3,19,45.82,64.82,4,*,Higher Generation
25,PITHEAD,ANPARA C TPS,1200,25,16.2,0,0,0,0,*,** Inadequate coal availability
TOTAL OF N.R.,27563,24,403,179,2808.53,2987.53,8,10,4
WESTERN
CHHATTISGARH
26,RAIL,DSPM TPS,500,15,8.1,0,70.92,70.92,9
27,PITHEAD,KORBA-II,440,15,7.8,0,121.94,121.94,16
28,PITHEAD,KORBA-WEST TPS,840,15,16.5,0,478.58,478.58,30
29,PITHEAD,KORBA STPS,2600,15,37.6,0,18.27,18.27,1,*,** Higher Generation
30,PITHEAD,SIPAT STPS,2980,20,34.7,0,32.19,32.19,1,*,** Coal Sup.for U-2 3 yet to
,commenced
31,RAIL,PATHADI TPP,600,15,8.1,0,161.43,161.43,21
32,RAIL,BHILAI TPS,500,25,7.2,1,79.36,80.36,12
GUJARAT
33,RAIL,GANDHI NAGAR TPS,870,30,13.3,20,230.53,250.53,19
34,RAIL,UKAI TPS,850,30,15,0,165.23,165.23,11
35,RAIL,SIKKA REP. TPS,240,30,15,0,15.36,15.36,1,*,** Coal Supp. regulated by TPS
36,RAIL,WANAKBORI TPS,1470,30,24.8,0,486.32,486.32,20
37,RAIL,SABARMATI (C STATION),400,30,24.8,0,65.87,65.87,3,*,** Higher Generation
MADHYA PRADESH
38,PITHEAD,AMARKANTAK EXT TPS,450,15,5.8,0,51.25,51.25,9
39,RAIL,SANJAY GANDHI TPS,1340,20,17.9,0,108.94,108.94,6,*,Higher Generation
