,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,Figures in 000 tonnes
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 03-May-2009 ),Page 1 of2

,REGION/,MODE OF,NAME OF,CAPACITY,NORMA,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES,TONNES,DAYS
,(DAYS),<7,<4

NORTHERN
DELHI
1,RAIL,I.P. T.P.S.,247.5,25,3.1,52,17
2,RAIL,RAJGHAT TPS,135.0,25,2.1,77,37
3,RAIL,BADARPUR TPS,705.0,30,13.4,115,9
HARYANA
4,RAIL,FARIDABAD EXT.,120.0,25,1.9,10,5,*,Less Receipt - CCL
5,RAIL,PANIPAT TPS,1360.0,25,24.2,129,5,*,Inadequate linkage
6,RAIL,YAMUNA NAGAR TPS,600.0,25,9.7,59,6,*,Less Receipt - CCL
PUNJAB
7,RAIL,GH TPS (LEH.MOH.),920.0,30,14.0,94,7
8,RAIL,GND TPS(BHATINDA),440.0,30,6.3,74,12
9,RAIL,ROPAR TPS,1260.0,30,20.0,170,9
RAJASTHAN
10,RAIL,KOTA TPS,1045.0,30,19.5,236,12
11,RAIL,SURATGARH TPS,1250.0,30,24.4,29,1,*,** Unloading Constraint
UTTAR PRADESH
12,PITHEAD,ANPARA TPS,1630.0,15,25.8,230,9
13,RAIL,HARDUAGANJ B,225.0,25,2.9,5,2,*,** Inadequate linkage
14,RAIL,OBRA TPS,0.0,20,14.5,226,16
15,RAIL,PANKI TPS,210.0,30,3.9,31,8
16,RAIL,PARICHHA TPS,640.0,30,11.3,5,0,*,** Less receipt-CCL BCCL

17,RAIL,DADRI (NCTPP),840.0,30,14.5,294,20
18,PITHEAD,RIHAND STPS,2000.0,15,34.5,636,18
19,PITHEAD,SINGRAULI STPS,2000.0,15,31.0,684,22
20,RAIL,TANDA TPS,440.0,25,8.1,240,30
21,RAIL,UNCHAHAR TPS,1050.0,25,19.4,174,9
TOTAL OF N.R.,17117.5,24,304.5,3572,12,6,3
WESTERN
CHHATTISGARH
22,RAIL,KORBA EAST V,500.0,15,8.7,92,11
23,PITHEAD,KORBA-II,440.0,15,7.7,47,6,*,Inadequate linkage
24,PITHEAD,KORBA-WEST TPS,840.0,15,11.9,74,6,*,Less Receipt - SECL
25,PITHEAD,KORBA STPS,2100.0,15,31.0,198,6,*,Inadequate linkage
26,RAIL,SIPAT STPS,1000.0,20,15.2,0,0,*,** Less Receipt - SECL
GUJARAT
27,RAIL,GANDHI NAGAR TPS,870.0,30,12.3,40,3,*,** Less Receipt - SECL
28,RAIL,SIKKA REP. TPS,240.0,30,4.2,24,6,*,Less Receipt - SECL
29,RAIL,UKAI TPS,850.0,30,12.6,33,3,*,** Less Receipt - SECL
30,RAIL,WANAKBORI TPS,1470.0,30,23.2,24,1,*,** Inadequate linkage
31,RAIL,TORR POWER AEC,390.0,30,4.2,43,10
MADHYA PRADESH
32,PITHEAD,AMARKANTAK EXT TPS,450.0,15,5.7,65,12
33,RAIL,SANJAY GANDHI TPS,1340.0,20,17.7,122,7
34,RAIL,SATPURA TPS,1142.5,20,20.3,213,10
35,PITHEAD,VINDHYACHAL STPS,3260.0,15,50.0,727,15
MAHARASHTRA
36,RAIL,BHUSAWAL TPS,475.0,25,7.6,9,1,*,** Inadequate linkage
37,RAIL,CHANDRAPUR(MAHAR,2340.0,20,34.5,143,4,*,Inadequate linkage
,ASHTRA) STPS
38,RAIL,KHAPARKHEDA TPS- II,840.0,20,14.4,47,3,*,** Less Receipt
39,RAIL,KORADI TPS,1040.0,25,17.9,11,1,*,** Less Receipt -
,SECL MCL
40,RAIL,NASIK TPS,880.0,25,14.0,61,4,*,Inadequate linkage
41,RAIL,PARLI TPS,920.0,25,14.6,63,4,*,Inadequate linkage
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 03-May-2009 ),Page 2 of2

 REGION/,MODE OF,NAME OF,CAPACITY,NORMA,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES,TONNES,DAYS
,(DAYS),<7,<4

42,RAIL,PARAS TPS,305.0,20,5.7,52,9
43,RAIL,DAHANU TPS,500.0,25,9.4,64,7
TOTAL OF W.R.,22192.5,21,342.8,2152,6,14,7
SOUTHERN
ANDHRA PRADESH
44,RAIL,Dr. N.TATA RAO TPS,1260.0,25,19.8,287,14
45,RAIL,KOTHAGUDEM TPS,1180.0,20,19.4,232,12
46,ROAD,RAMAGUNDEM - B TPS,62.5,20,0.8,23,28
47,RAIL,RAYALASEEMA TPS,840.0,25,15.3,141,9
48,PITHEAD,RAMAGUNDEM STPS,2600.0,15,37.9,459,12
49,RAIL,SIMHADRI,1000.0,25,18.7,264,14
KARNATAKA
50,RAIL,RAICHUR TPS,1470.0,30,28.0,443,16
51,RAIL,BELLARY TPS,500.0,22,7.7,243,31
TAMIL NADU
52,INTER MODAL,ENNORE TPS,450.0,30,7.4,93,13
53,INTER MODAL,METTUR TPS,840.0,30,13.6,247,18
54,INTER MODAL,NORTH CHENNAI TPS,630.0,30,10.1,179,18
55,INTER MODAL,TUTICORIN TPS,1050.0,30,16.9,318,19
TOTAL OF S.R.,11882.5,24,195.6,2927,15,0,0
EASTERN
BIHAR
56,RAIL,BARAUNI TPS,320.0,20,0.7,5,8
57,RAIL,MUZAFFARPUR TPS,220.0,20,1.0,31,32
58,PITHEAD,KAHALGAON TPS,1840.0,15,34.7,122,4,*,Less Receipt - ECL
JHARKHAND
59,RAIL,PATRATU TPS,840.0,20,4.5,8,2,*,** Less Receipt
60,ROAD,TENUGHAT TPS,420.0,20,5.5,0,0,*,** Inadequate linkage
61,RAIL,BOKARO `B` TPS,630.0,20,8.6,212,25
62,RAIL,CHANDRAPURA(DVC),750.0,20,5.7,170,30
,TPS
ORISSA
63,PITHEAD,IB VALLEY TPS,420.0,15,8.6,171,20
64,PITHEAD,TALCHER (OLD) TPS,470.0,15,8.1,153,19
65,PITHEAD,TALCHER STPS,3000.0,15,58.1,143,2,*,** Inadequate linkage
WEST BENGAL
66,RAIL,DURGAPUR TPS,340.0,20,5.2,131,25
67,RAIL,MEJIA TPS,1340.0,20,21.9,0,0,*,** Unloading Constraint
68,RAIL,BAKRESWAR TPS,840.0,25,11.3,149,13
69,RAIL,BANDEL TPS,450.0,20,5.2,16,3,*,** Inadequate linkage
70,RAIL,D.P.L. TPS,695.0,20,9.7,54,6,*,Less receipt - EMTA
71,RAIL,KOLAGHAT TPS,1260.0,25,19.2,106,6,*,Less Receipt
72,RAIL,SAGARDIGHI TPS,600.0,20,7.1,60,9
73,RAIL,SANTALDIH TPS,730.0,20,7.4,33,4,*,Unloading Constraint
74,RAIL,BUDGE BUDGE TPS,500.0,20,7.1,139,20
75,RAIL,NEW COSSIPORE TPS,160.0,20,1.3,16,12
76,RAIL,SOUTHERN REPL. TPS,135.0,25,2.3,27,12
77,RAIL,TITAGARH TPS,240.0,20,3.6,22,6,*,Inadequate linkage
78,RAIL,FARAKKA STPS,1600.0,15,33.9,357,11
TOTAL OF E.R.,17800.0,18,270.7,2129,8,10,5
ALL INDIA TOTAL,68992.5,22,1114,10780,10,30,15

(*) Critical i.e. stock less than 7 days in,30,TPSs,{Includes super critical also}
(**) Super Critical i.e. stock less than 4 days in,15,TPSs
,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,Figures in 000 tonnes
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 04-May-2009 ),Page 1 of2

,REGION/,MODE OF,NAME OF,CAPACITY,NORMA,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES,TONNES,DAYS
,(DAYS),<7,<4

NORTHERN
DELHI
1,RAIL,I.P. T.P.S.,247.5,25,3.1,53,17
2,RAIL,RAJGHAT TPS,135.0,25,2.1,78,37
3,RAIL,BADARPUR TPS,705.0,30,13.4,109,8
HARYANA
4,RAIL,FARIDABAD EXT.,110.0,25,1.9,8,4,*,Less Receipt - CCL
5,RAIL,PANIPAT TPS,1360.0,25,24.2,129,5,*,Inadequate linkage
6,RAIL,YAMUNA NAGAR TPS,600.0,25,9.7,60,6,*,Less Receipt - CCL
PUNJAB
7,RAIL,GH TPS (LEH.MOH.),920.0,30,14.0,84,6,*,Inadequate linkage
8,RAIL,GND TPS(BHATINDA),440.0,30,6.3,67,11
9,RAIL,ROPAR TPS,1260.0,30,20.0,165,8
RAJASTHAN
10,RAIL,KOTA TPS,1045.0,30,19.5,238,12
11,RAIL,SURATGARH TPS,1250.0,30,24.4,25,1,*,** Unloading Constraint
UTTAR PRADESH
12,PITHEAD,ANPARA TPS,1630.0,15,25.8,232,9
13,RAIL,HARDUAGANJ B,225.0,25,2.9,3,1,*,** Inadequate linkage
14,RAIL,OBRA TPS,0.0,20,14.5,226,16
15,RAIL,PANKI TPS,210.0,30,3.9,35,9
16,RAIL,PARICHHA TPS,640.0,30,11.3,5,0,*,** Less receipt-CCL BCCL

17,RAIL,DADRI (NCTPP),840.0,30,14.5,303,21
18,PITHEAD,RIHAND STPS,2000.0,15,34.5,637,18
19,PITHEAD,SINGRAULI STPS,2000.0,15,31.0,690,22
20,RAIL,TANDA TPS,440.0,25,8.1,235,29
21,RAIL,UNCHAHAR TPS,1050.0,25,19.4,168,9
TOTAL OF N.R.,17107.5,24,304.5,3549,12,7,3
WESTERN
CHHATTISGARH
22,RAIL,KORBA EAST V,500.0,15,8.7,94,11
23,PITHEAD,KORBA-II,440.0,15,7.7,45,6,*,Inadequate linkage
24,PITHEAD,KORBA-WEST TPS,840.0,15,11.9,77,6,*,Less Receipt - SECL
25,PITHEAD,KORBA STPS,2100.0,15,31.0,189,6,*,Inadequate linkage
26,RAIL,SIPAT STPS,1000.0,20,15.2,0,0,*,** Less Receipt - SECL
GUJARAT
27,RAIL,GANDHI NAGAR TPS,870.0,30,12.3,32,3,*,** Less Receipt - SECL
