,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION

,***,DAILY COAL REPORT
,Page 1 of2
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON,01-May-2008,)
,REGION/,MODE OF,NAME OF,CAPACITY NORMATIV,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),E,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000 IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES TONNES DAYS
,(DAYS),<7,<4

NORTHERN REGION
DELHI
1,RAIL,I.P.STATION,247.5,25,2.7,39,14
2,RAIL,RAJGHAT,135.0,25,2.3,56,24
3,RAIL,BADARPUR,720.0,30,12.7,400,32
HARYANA
4,RAIL,FARIDABAD EXT.,180.0,25,2.8,65,23
5,RAIL,PANIPAT,1360.0,25,21.8,228,10
6,RAIL,YAMUNA NAGAR TP,600.0,25,8.3,60,7
PUNJAB
7,RAIL,GHTP (LEH.MOH.),670.0,30,12.7,70,6,*,Unloading Constraint
8,RAIL,GNDTP(BHATINDA),440.0,30,6.0,124,21
9,RAIL,ROPAR,1260.0,30,20.0,242,12
RAJASTHAN
10,RAIL,KOTA,1045.0,30,19.7,90,5,*,Less Receipt from
,SECL & Import
11,RAIL,SURATGARH,1250.0,30,20.3,73,4,*,Less Receipt from
,SECL & Import
UTTAR PRADESH
12,PITHEAD,ANPARA,1630.0,15,22.2,382,17
13,RAIL,HARDUAGANJ B,325.0,25,2.7,9,3,*,**,Less Receipt
14,RAIL,OBRA,1482.0,20,15.0,246,16
15,RAIL,PANKI,210.0,30,4.0,43,11
16,RAIL,PARICHHA,640.0,30,10.3,37,4,*,Less Receipt
17,RAIL,DADRI (NCTPP),840.0,30,13.3,105,8
18,PITHEAD,RIHAND STPS,2000.0,15,26.2,362,14
19,PITHEAD,SINGRAULI STPS,2000.0,15,25.0,522,21
20,RAIL,TANDA,440.0,25,7.3,160,22
21,RAIL,UNCHAHAR,1050.0,25,19.0,205,11
TOTAL OF THE REGION,18524.5,24,274.3,3518,13,5,1
WESTERN REGION
CHHATTISGARH
22,RAIL,KORBA EAST V,500.0,15,7.3,9,1,*,**,Stock Adjusted
23,PITHEAD,KORBA-II,440.0,15,6.7,49,7
24,PITHEAD,KORBA-WEST,840.0,15,13.3,191,14
25,PITHEAD,KORBA STPS,2100.0,15,32.7,340,10
26,RAIL,SIPAT STPS,500.0,20,6.7,280,42
GUJARAT
27,RAIL,GANDHI NAGAR,870.0,30,13.3,80,6,*,Less Receipt
28,RAIL,SIKKA REP.,240.0,30,3.3,53,16
29,RAIL,UKAI,850.0,30,11.7,122,10
30,RAIL,WANAKBORI,1470.0,30,26.0,79,3,*,**,Less Receipt
31,RAIL,TORR POWER AEC,390.0,30,5.7,57,10
MADHYA PRADESH
32,PITHEAD,AMAR KANTAK,300.0,15,4.0,83,21
33,RAIL,SANJAY GANDHI,1340.0,20,17.7,90,5,*,Unloading Constraint
34,PITHEAD,SATPURA,1142.5,20,19.2,56,3,*,**,Less Receipt
35,PITHEAD,VINDHYACHAL STPS,3260.0,15,41.9,566,14
MAHARASHTRA
36,RAIL,BHUSAWAL,475.0,25,7.7,48,6,*,Less Receipt
37,RAIL,CHANDRAPUR,2340.0,20,41.3,51,1,*,**,Unloading Constraint
38,RAIL,KHAPARKHEDA II,840.0,20,15.0,119,8
39,RAIL,KORADI,1040.0,25,16.8,155,9
40,RAIL,NASIK,880.0,25,13.3,35,3,*,**,Linkage < Demand
41,RAIL,PARLI,920.0,25,16.6,70,4,*,Linkage < Demand
,Page 2 of2
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON,01-May-2008,)
 REGION/,MODE OF,NAME OF,CAPACITY NORMATIV,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),E,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000 IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES TONNES DAYS
,(DAYS),<7,<4
42,RAIL,PARAS,305.0,20,4.3,24,6,*,Linkage < Demand
43,RAIL,DAHANU,500.0,25,10.0,117,12
TOTAL OF THE REGION,21542.5,21,334.5,2676,8,10,5
SOUTHERN REGION
ANDHRA PRADESH
44,RAIL,Dr. N.TATA RAO,1260.0,25,21.7,151,7
45,RAIL,KOTHAGUDEM,1180.0,20,15.8,179,11
46,ROAD,RAMAGUNDEM - B,62.5,20,1.0,13,13
47,RAIL,RAYALASEEMA,840.0,25,15.8,19,1,*,**,Unloading Constraint
48,PITHEAD,RAMAGUNDEM STPS,2600.0,15,40.0,53,1,*,**,Linkage < Demand
49,RAIL,SIMHADRI,1000.0,25,20.0,138,7
KARNATAKA
50,RAIL,RAICHUR,1470.0,30,28.3,64,2,*,**,Less Evacuation from
,Port
TAMIL NADU
51,INTER MODAL ENNORE,450.0,30,7.7,45,6,*,Less Evacuation from
,Port
52,INTER MODAL METTUR,840.0,30,14.0,98,7
53,INTER MODAL NORTH CHENNAI,630.0,30,10.3,87,8
54,INTER MODAL TUTICORIN,1050.0,30,19.0,61,3,*,**,Less Evacuation from
,Port
TOTAL OF THE REGION,11382.5,25,193.6,908,5,5,4
EASTERN REGION
BIHAR
55,RAIL,BARAUNI,320.0,20,1.2,14,12
56,RAIL,MUZAFFARPUR (***),220.0,20,1.0,0,0
57,PITHEAD,KAHALGAON,1840.0,15,26.2,105,4,*,Less Receipt - ECL

ORISSA
58,PITHEAD,IB VALLEY,420.0,15,8.3,94,11
59,PITHEAD,TALCHER,470.0,15,8.3,244,29
60,PITHEAD,TALCHER STPS,3000.0,15,58.3,522,9
JHARKHAND
61,RAIL,PATRATU,840.0,20,3.3,27,8
62,ROAD,TENUGHAT,420.0,20,4.0,183,46
63,RAIL,BOKARO B,630.0,20,10.3,301,29
64,RAIL,CHANDRAPURA,750.0,20,5.7,56,10
WEST BENGAL
65,RAIL,DURGAPUR,340.0,20,4.5,0,0,*,**,Less Receipt
66,RAIL,MEJIA,1340.0,20,20.0,0,0,*,**,Unloading Constraint
67,RAIL,BAKRESWAR,840.0,25,12.0,129,11
68,RAIL,BANDEL,450.0,20,6.2,61,10
69,RAIL,D.P.L.,695.0,20,11.0,39,4,*,Less Receipt
70,RAIL,KOLAGHAT,1260.0,25,18.3,209,11
71,RAIL,SAGARDIGHI TPP,300.0,20,4.3,116,27
72,RAIL,SANTALDIH,730.0,20,5.7,64,11
73,RAIL,BUDGE BUDGE,500.0,20,7.3,63,9
74,RAIL,NEWCOSSIPORE,160.0,20,1.3,14,11
75,RAIL,SOUTHERN REPL.,135.0,25,1.8,33,18
76,RAIL,TITAGARH,240.0,20,3.7,42,12
77,PITHEAD,FARAKKA STPS,1600.0,15,33.3,125,4,*,Less Receipt - ECL
TOTAL OF THE REGION,17500.0,18,256.0,2439,10,5,2
ALL INDIA TOTAL,68949.5,22,1058,9541,9,25,12

(*) Critical i.e. stock less than 7 days in,25,TPSs,{Includes super critical also}
(**) Super Critical i.e. stock less than 4 days in,12,TPSs
(***) Due to long outage,2
,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION

,***,DAILY COAL REPORT
,Page 1 of2
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON,07-May-2008,)
,REGION/,MODE OF,NAME OF,CAPACITY NORMATIV,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),E,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000 IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES TONNES DAYS
,(DAYS),<7,<4

NORTHERN
DELHI
1,RAIL,I.P.STATION,247.5,25,3.0,46,18
2,RAIL,RAJGHAT,135.0,25,2.0,56,25
3,RAIL,BADARPUR,720.0,30,12.0,359,29
HARYANA
4,RAIL,FARIDABAD EXT.,180.0,25,3.0,63,23
5,RAIL,PANIPAT,1360.0,25,21.0,215,10
6,RAIL,YAMUNA NAGAR TP,600.0,25,8.0,67,8
PUNJAB
7,RAIL,GHTP (LEH.MOH.),670.0,30,12.0,65,5,*,Unloading Constraint
8,RAIL,GNDTP(BHATINDA),440.0,30,6.0,130,22
9,RAIL,ROPAR,1260.0,30,19.0,239,12
RAJASTHAN
10,RAIL,KOTA,1045.0,30,19.0,89,5,*,Less Receipt from
,SECL & Import
11,RAIL,SURATGARH,1250.0,30,20.0,76,4,*,Less Receipt from
,SECL & Import
UTTAR PRADESH
12,PITHEAD,ANPARA,1630.0,15,21.0,366,17
13,RAIL,HARDUAGANJ B,325.0,25,3.0,26,10
14,RAIL,OBRA,1482.0,20,15.0,220,15
15,RAIL,PANKI,210.0,30,4.0,46,12
16,RAIL,PARICHHA,640.0,30,10.0,41,4,*,Less Receipt
17,RAIL,DADRI (NCTPP),840.0,30,13.0,117,9
18,PITHEAD,RIHAND STPS,2000.0,15,25.0,359,14
19,PITHEAD,SINGRAULI STPS,2000.0,15,24.0,517,21
20,RAIL,TANDA,440.0,25,7.0,177,25
21,RAIL,UNCHAHAR,1050.0,25,18.0,178,10
TOTAL OF THE REGION,18524.5,24,265.0,3452,13,4,0
WESTERN
CHHATTISGARH
22,RAIL,KORBA EAST V,500.0,15,7.0,4,1,*,**,Less Receipt
23,PITHEAD,KORBA-II,440.0,15,6.0,46,7
24,PITHEAD,KORBA-WEST,840.0,15,13.0,177,14
25,PITHEAD,KORBA STPS,2100.0,15,32.0,317,10
26,RAIL,SIPAT STPS,500.0,20,6.0,283,44
GUJARAT
27,RAIL,GANDHI NAGAR,870.0,30,13.0,54,4,*,Less Receipt
28,RAIL,SIKKA REP.,240.0,30,3.0,49,15
29,RAIL,UKAI,850.0,30,11.0,123,11
30,RAIL,WANAKBORI,1470.0,30,25.0,54,2,*,**,Less Receipt
31,RAIL,TORR POWER AEC,390.0,30,5.0,73,13
MADHYA PRADESH
32,PITHEAD,AMAR KANTAK,300.0,15,4.0,87,22
33,RAIL,SANJAY GANDHI,1340.0,20,17.0,92,5,*,Unloading Constraint
34,PITHEAD,SATPURA,1142.5,20,19.0,55,3,*,**,Less Receipt
35,PITHEAD,VINDHYACHAL STPS,3260.0,15,41.0,515,13
MAHARASHTRA
36,RAIL,BHUSAWAL,475.0,25,7.0,39,5,*,Less Receipt
37,RAIL,CHANDRAPUR,2340.0,20,40.0,35,1,*,**,Unloading Constraint
38,RAIL,KHAPARKHEDA II,840.0,20,15.0,104,7
