,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,Figures in 000 tonnes
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 01-Sep-2009 ),Page 1 of2

,REGION/,MODE OF,NAME OF,CAPACITY,NORMA,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES,TONNES,DAYS
,(DAYS),<7,<4

NORTHERN
DELHI
1,RAIL,I.P. T.P.S.,247.5,25,3.2,23,7
2,RAIL,RAJGHAT TPS,135.0,25,2.2,19,9
3,RAIL,BADARPUR TPS,705.0,30,13.8,66,5,*,Less Receipt - CCL
HARYANA
4,RAIL,FARIDABAD EXT.,110.0,25,2.0,17,9
5,RAIL,PANIPAT TPS,1360.0,25,25.0,34,1,*,** supply with WCL to be
,tied up
6,RAIL,YAMUNA NAGAR TPS,600.0,25,10.0,149,15
PUNJAB
7,RAIL,GH TPS (LEH.MOH.),920.0,30,14.5,83,6,*,Less Receipt - CCL
8,RAIL,GND TPS(BHATINDA),440.0,30,6.5,50,8
9,RAIL,ROPAR TPS,1260.0,30,20.7,102,5,*,Less Receipt - CCL
RAJASTHAN
10,RAIL,KOTA TPS,1045.0,30,20.2,57,3,*,** No import
11,RAIL,SURATGARH TPS,1250.0,30,25.2,105,4,*,No import
UTTAR PRADESH
12,PITHEAD,ANPARA TPS,1630.0,15,26.7,69,3,*,** Higher Generation
13,RAIL,HARDUAGANJ,225.0,25,3.0,39,13
14,RAIL,OBRA TPS,1362.0,20,15.0,71,5,*,Less Receipt
15,RAIL,PANKI TPS,210.0,30,4.0,43,11
16,RAIL,PARICHHA TPS,640.0,30,11.7,47,4,*,Less receipt-CCL BCCL

17,RAIL,DADRI (NCTPP),840.0,30,15.0,79,5,*,Less Receipt - CCL
18,PITHEAD,RIHAND STPS,2000.0,15,35.7,374,10
19,PITHEAD,SINGRAULI STPS,2000.0,15,32.0,650,20
20,RAIL,TANDA TPS,440.0,25,8.3,81,10
21,RAIL,UNCHAHAR TPS,1050.0,25,20.0,120,6,*,Less Receipt - CCL
TOTAL OF N.R.,18469.5,24,314.7,2276,7,11,3
WESTERN
CHHATTISGARH
22,RAIL,KORBA EAST V,500.0,15,9.0,55,6,*,Less Receipt - SECL
23,PITHEAD,KORBA-II,440.0,15,8.0,83,10
24,PITHEAD,KORBA-WEST TPS,840.0,15,12.3,128,10
25,PITHEAD,KORBA STPS,2100.0,15,32.0,414,13
26,PITHEAD,SIPAT STPS,1000.0,20,15.7,62,4,*,Less Receipt - SECL
27,RAIL,PATHADI TPP,300.0,15,5.0,91,18
GUJARAT
28,RAIL,GANDHI NAGAR TPS,870.0,30,12.7,116,9
29,RAIL,SIKKA REP. TPS,240.0,30,4.3,102,24
30,RAIL,UKAI TPS,850.0,30,13.0,179,14
31,RAIL,WANAKBORI TPS,1470.0,30,24.0,284,12
32,RAIL,TORR POWER AEC,390.0,30,4.3,6,1,*,** Higher Generation
MADHYA PRADESH
33,PITHEAD,AMARKANTAK EXT TPS,450.0,15,5.8,89,15
34,RAIL,SANJAY GANDHI TPS,1340.0,20,18.3,96,5,*,Less Receipt
35,RAIL,SATPURA TPS,1142.5,20,21.0,489,23
36,PITHEAD,VINDHYACHAL STPS,3260.0,15,51.7,581,11
MAHARASHTRA
37,RAIL,BHUSAWAL TPS,475.0,25,7.8,67,9
38,RAIL,CHANDRAPUR(MAHAR,2340.0,20,35.7,340,10
,ASHTRA) STPS
39,RAIL,KHAPARKHEDA TPS- II,840.0,20,14.8,31,2,*,** Unloading due to sticky
,coal
40,RAIL,KORADI TPS,1040.0,25,18.5,90,5,*,Unloading due to sticky
,coal
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 01-Sep-2009 ),Page 2 of2

 REGION/,MODE OF,NAME OF,CAPACITY,NORMA,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES,TONNES,DAYS
,(DAYS),<7,<4

41,RAIL,NASIK TPS,880.0,25,14.5,209,14
42,RAIL,PARLI TPS,920.0,25,15.1,205,14
43,RAIL,PARAS TPS,305.0,20,5.8,55,9
44,RAIL,DAHANU TPS,500.0,25,9.7,58,6,*,Less Receipt - SECL
TOTAL OF W.R.,22492.5,21,359.0,3829,11,7,2
SOUTHERN
ANDHRA PRADESH
45,RAIL,Dr. N.TATA RAO TPS,1260.0,25,20.5,115,6,*,Less Receipt
46,RAIL,KOTHAGUDEM TPS,1180.0,20,20.0,279,14
47,ROAD,RAMAGUNDEM - B TPS,62.5,20,0.8,14,17
48,RAIL,RAYALASEEMA TPS,840.0,25,15.8,89,6,*,Less Receipt
49,PITHEAD,RAMAGUNDEM STPS,2600.0,15,39.2,728,19
50,RAIL,SIMHADRI,1000.0,25,19.3,53,3,*,** Less Receipt
KARNATAKA
51,RAIL,RAICHUR TPS,1470.0,30,29.0,286,10
52,RAIL,BELLARY TPS,500.0,22,8.0,283,35
TAMIL NADU
53,INTER MODAL,ENNORE TPS,450.0,30,7.7,23,3,*,** Less Receipt
54,INTER MODAL,METTUR TPS,840.0,30,14.1,50,4,*,Less Receipt
55,INTER MODAL,NORTH CHENNAI TPS,630.0,30,10.4,37,4,*,Less Receipt
56,INTER MODAL,TUTICORIN TPS,1050.0,30,17.4,99,6,*,Less Receipt
TOTAL OF S.R.,11882.5,24,202.2,2057,10,7,2
EASTERN
BIHAR
57,RAIL,BARAUNI TPS,320.0,20,0.7,31,47
58,RAIL,MUZAFFARPUR TPS,220.0,20,1.0,8,8
59,PITHEAD,KAHALGAON TPS,2340.0,15,35.8,2,0,*,** Less import
JHARKHAND
60,RAIL,PATRATU TPS,840.0,20,4.7,6,1,*,** Less Receipt - CCL
61,ROAD,TENUGHAT TPS,420.0,20,5.7,8,1,*,** Less Receipt - CCL
62,RAIL,BOKARO `B` TPS,630.0,20,8.8,130,15
63,RAIL,CHANDRAPURA(DVC),750.0,20,5.8,375,64
,TPS
ORISSA
64,PITHEAD,IB VALLEY TPS,420.0,15,8.8,102,12
65,PITHEAD,TALCHER (OLD) TPS,470.0,15,8.3,160,19
66,PITHEAD,TALCHER STPS,3000.0,15,60.0,89,1,*,** Less import
WEST BENGAL
67,RAIL,DURGAPUR TPS,340.0,20,5.3,70,13
68,RAIL,MEJIA TPS,1340.0,20,22.7,45,2,*,** Unloading Constraint
69,RAIL,BAKRESWAR TPS,1050.0,25,11.7,19,2,*,** Less Receipt
70,RAIL,BANDEL TPS,450.0,20,5.3,17,3,*,** Less Receipt
71,RAIL,D.P.L. TPS,695.0,20,10.0,37,4,*,Less Receipt
72,RAIL,KOLAGHAT TPS,1260.0,25,19.8,103,5,*,Less Receipt
73,RAIL,SAGARDIGHI TPS,600.0,20,7.3,7,1,*,** Less Receipt
74,RAIL,SANTALDIH TPS,730.0,20,7.7,41,5,*,Less Receipt
75,RAIL,BUDGE BUDGE TPS,500.0,20,7.3,83,11
76,RAIL,NEW COSSIPORE TPS,160.0,20,1.3,7,5,*,Less Receipt - ECL
77,RAIL,SOUTHERN REPL. TPS,135.0,25,2.3,20,9
78,RAIL,TITAGARH TPS,240.0,20,3.7,25,7
79,PITHEAD,FARAKKA STPS,1600.0,15,35.0,0,0,*,** Less import
TOTAL OF E.R.,18510.0,18,279.0,1385,5,13,9
ALL INDIA TOTAL,71354.5,22,1155,9547,8,38,16

(*) Critical i.e. stock less than 7 days in,38,TPSs,{Includes super critical also}
(**) Super Critical i.e. stock less than 4 days in,16,TPSs
,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,Figures in 000 tonnes
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 02-Sep-2009 ),Page 1 of2

,REGION/,MODE OF,NAME OF,CAPACITY,NORMA,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES,TONNES,DAYS
,(DAYS),<7,<4

NORTHERN
DELHI
1,RAIL,I.P. T.P.S.,247.5,25,3.2,25,8
2,RAIL,RAJGHAT TPS,135.0,25,2.2,22,10
3,RAIL,BADARPUR TPS,705.0,30,13.8,73,5,*,Less Receipt - CCL
HARYANA
4,RAIL,FARIDABAD EXT.,110.0,25,2.0,17,9
5,RAIL,PANIPAT TPS,1360.0,25,25.0,31,1,*,** supply with WCL to be
,tied up
6,RAIL,YAMUNA NAGAR TPS,600.0,25,10.0,151,15
PUNJAB
7,RAIL,GH TPS (LEH.MOH.),920.0,30,14.5,83,6,*,Less Receipt - CCL
8,RAIL,GND TPS(BHATINDA),440.0,30,6.5,54,8
9,RAIL,ROPAR TPS,1260.0,30,20.7,108,5,*,Less Receipt - CCL
RAJASTHAN
10,RAIL,KOTA TPS,1240.0,30,20.2,51,3,*,** No import
11,RAIL,SURATGARH TPS,1500.0,30,25.2,106,4,*,No import
UTTAR PRADESH
12,PITHEAD,ANPARA TPS,1630.0,15,26.7,73,3,*,** Higher Generation
13,RAIL,HARDUAGANJ,225.0,25,3.0,40,13
14,RAIL,OBRA TPS,1362.0,20,15.0,67,4,*,Less Receipt
15,RAIL,PANKI TPS,210.0,30,4.0,40,10
16,RAIL,PARICHHA TPS,640.0,30,11.7,44,4,*,Less receipt-CCL BCCL

17,RAIL,DADRI (NCTPP),840.0,30,15.0,77,5,*,Less Receipt - CCL
18,PITHEAD,RIHAND STPS,2000.0,15,35.7,361,10
19,PITHEAD,SINGRAULI STPS,2000.0,15,32.0,635,20
20,RAIL,TANDA TPS,440.0,25,8.3,76,9
21,RAIL,UNCHAHAR TPS,1050.0,25,20.0,117,6,*,Less Receipt - CCL
TOTAL OF N.R.,18914.5,24,314.7,2252,7,11,3
WESTERN
CHHATTISGARH
22,RAIL,KORBA EAST V,500.0,15,9.0,53,6,*,Less Receipt - SECL
23,PITHEAD,KORBA-II,440.0,15,8.0,88,11
24,PITHEAD,KORBA-WEST TPS,840.0,15,12.3,135,11
25,PITHEAD,KORBA STPS,2100.0,15,32.0,418,13
