,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,Figures in 000 tonnes
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 01-Aug-2011 )
,Page 1 of2

,REGION/,MODE OF,NAME OF,CAPACITY,NORMA,COAL,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,REQUIRE,CRITICAL COAL
,POWER,STOCK,MENT,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,IN '000,TONNES,DAYS
,(DAYS),TONNES,<7,<4

NORTHERN
DELHI
1,RAIL,RAJGHAT TPS,135.0,20,2.1,68,32
2,RAIL,BADARPUR TPS,705.0,30,10.4,207,20
HARYANA
3,RAIL,PANIPAT TPS,1360.0,25,17.7,183,10
4,RAIL,YAMUNA NAGAR TPS,600.0,25,6.6,158,24
5,RAIL,RAJIV GANDHI TPS,1200.0,25,13.3,57,4,*,Less Receipt
6,RAIL,INDIRA GANDHI STPP,500.0,25,5.7,98,17
PUNJAB
7,RAIL,GH TPS (LEH.MOH.),920.0,30,10.7,332,31
8,RAIL,ROPAR TPS,1260.0,25,16.6,492,30
9,RAIL,GND TPS(BHATINDA),440.0,30,4.3,145,34
RAJASTHAN
10,RAIL,KOTA TPS,1240.0,30,17.0,270,16
11,RAIL,SURATGARH TPS,1500.0,30,17.0,331,19
12,RAIL,CHHABRA TPP,500.0,30,5.2,38,7
UTTAR PRADESH
13,PITHEAD,ANPARA TPS,1630.0,15,20.8,249,12
14,RAIL,HARDUAGANJ TPS,220.0,25,2.3,148,66
15,RAIL,OBRA TPS,1372.0,20,11.4,249,22
16,RAIL,PANKI TPS,210.0,30,2.8,90,32
17,RAIL,PARICHHA TPS,640.0,30,7.6,199,26
18,RAIL,DADRI (NCTPP),1820.0,30,21.8,184,8
19,PITHEAD,RIHAND STPS,2000.0,15,26.3,372,14
20,PITHEAD,SINGRAULI STPS,2000.0,15,26.7,458,17
21,RAIL,TANDA TPS,440.0,25,6.4,270,42
22,RAIL,UNCHAHAR TPS,1050.0,25,14.4,186,13
23,RAIL,ROSA TPP Ph-I,600.0,25,7.1,103,14
TOTAL OF N.R.,22342.0,24,274.2,4886,18,1,0
WESTERN
CHHATTISGARH
24,RAIL,DSPM TPS,500.0,15,7.1,131,18
25,PITHEAD,KORBA-II,440.0,15,7.1,145,20
26,PITHEAD,KORBA-WEST TPS,840.0,15,11.8,375,32
27,PITHEAD,KORBA STPS,2600.0,15,30.7,385,13
28,PITHEAD,SIPAT STPS,1660.0,20,14.2,403,28
29,RAIL,PATHADI TPP,600.0,15,7.1,62,9
30,RAIL,BHILAI TPS,500.0,25,6.4,8,1,*,**,Less Receipt
GUJARAT
31,RAIL,GANDHI NAGAR TPS,870.0,30,11.6,115,10
32,RAIL,UKAI TPS,850.0,30,9.9,74,7
33,RAIL,SIKKA REP. TPS,240.0,30,3.1,60,20
34,RAIL,WANAKBORI TPS,1470.0,30,18.5,210,11
35,RAIL,SABARMATI (C,400.0,30,5.2,51,10
,STATION)
MADHYA PRADESH
36,PITHEAD,AMARKANTAK EXT TPS,450.0,15,4.3,190,45
37,RAIL,SANJAY GANDHI TPS,1340.0,20,15.1,52,3,*,**,No import
38,RAIL,SATPURA TPS,1142.5,20,14.7,91,6,*,Less Receipt
39,PITHEAD,VINDHYACHAL STPS,3260.0,15,44.2,479,11
MAHARASHTRA
40,RAIL,BHUSAWAL TPS,420.0,20,6.2,239,39
41,RAIL,CHANDRAPUR(MAHAR,2340.0,20,31.9,680,21
,ASHTRA) STPS
42,RAIL,KHAPARKHEDA TPS- II,840.0,25,12.8,7,1,*,**,Less Receipt
,Page 2 of2

 REGION/,MODE OF,NAME OF,CAPACITY,NORMA,COAL,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,REQUIRE,CRITICAL COAL
,POWER,STOCK,MENT,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,IN '000,TONNES,DAYS
,(DAYS),TONNES,<7,<4

43,RAIL,KORADI TPS,1040.0,25,11.4,327,29
44,RAIL,NASIK TPS,880.0,25,11.1,100,9
45,RAIL,PARLI TPS,1130.0,25,14.2,158,11
46,RAIL,PARAS EXP.,500.0,25,6.2,95,15
47,RAIL,DAHANU TPS,500.0,25,7.6,18,2,*,**,Less Receipt - SECL
48,RAIL,WARDHA WARORA,540.0,20,5.5,56,10
TOTAL OF W.R.,25352.5,21,317.9,4511,14,5,4
SOUTHERN
ANDHRA PRADESH
49,RAIL,Dr. N.TATA RAO TPS,1760.0,20,21.3,102,5,*,Less Receipt
50,RAIL,KOTHAGUDEM TPS,1720.0,20,16.1,76,5,*,Less Receipt
51,ROAD,RAMAGUNDEM - B TPS,62.5,20,0.8,10,12
52,RAIL,RAYALASEEMA TPS,1050.0,25,13.5,48,4,*,Less Receipt
53,PITHEAD,RAMAGUNDEM STPS,2600.0,15,31.2,115,4,*,Less Receipt
54,RAIL,SIMHADRI,1500.0,25,18.9,166,9
55,PITHEAD,KAKATIYA TPS,500.0,15,4.7,154,32
KARNATAKA
56,RAIL,RAICHUR TPS,1720.0,30,20.4,89,4,*,Less Receipt
