,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION

,DAILY COAL REPORT

,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 01-May-2013 )

,Page 1 of 3

REGION/ MODE,NAME OF,CAPA NORM,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
 STATE,OF,THERMAL,CITY A TIVE,LINK,COAL,CRITICAL COAL
,TRANS,POWER,(MW) STOCK,AGE,IN,000,Total,IN,STOCK,STOCK
,PORT,STATION,Reqd.,IN '000 TONNES,DAY < 7 < 4
,(DAYS),TONN Imp Indige,S DAY DAY
,ES,ort nous,S,S
NORTHERN
DELHI
1,RAIL,RAJGHAT TPS,135,20,1.9,0,3.75,3.75,2,*,** Less Receipt
2,RAIL,BADARPUR TPS,705,30,11.7,0,0,0,0,*,** Less Receipt - CCL
HARYANA
3,RAIL,RAJIV GANDHI TPS,1200,25,13.6,73,669.2,742.16,55
4,RAIL,INDIRA GANDHI STPP,1500,25,21,108,311.1,419.14,20
5,RAIL,MAHATMA GANDHI TPS,1320,25,18.5,21,40.43,61.43,3,*,** Inadequate coal avail.-CCL
6,RAIL,PANIPAT TPS,1360,25,21.7,0,737,737.02,34
7,RAIL,YAMUNA NAGAR TPS,600,25,7.7,12,199.9,211.91,28
PUNJAB
8,RAIL,GH TPS (LEH.MOH.),920,30,12.7,0 186.7,186.7,15
9,RAIL,ROPAR TPS,1260,25,18.3,0 583.2,583.15,32
10,RAIL,GND TPS(BHATINDA),440,30,5.4,0 53.15,53.15,10
RAJASTHAN
11,RAIL,KOTA TPS,1240,30,23.2,107 297.3,404.26,17
12,RAIL,SURATGARH TPS,1500,30,20.1,100,412,512.02,25
13,RAIL,CHHABRA TPP,500,30,6.2,0 240.9,240.85,39
UTTAR PRADESH
14,PITHEA,ANPARA TPS,1630,15,23.7,0,453.9 453.92,19
15,RAIL,HARDUAGANJ TPS,665,25,5.3,0,111.3 111.33,21
16,RAIL,OBRA TPS,1278,20,12.9,0,318,318,25
17,RAIL,PANKI TPS,210,20,2.8,0,100.9 100.86,36
18,RAIL,PARICHHA TPS,1140,30,14.1,0,128 128.01,9
19,RAIL,DADRI (NCTPP),1820,30,26,0,7.54,7.54,0,*,** Higher Generation
20,PITHEA,RIHAND STPS,2500,15,35.9,0,493.3 493.28,14
21,PITHEA,SINGRAULI STPS,2000,15,32.7,0,705.9 705.92,22
22,RAIL,TANDA TPS,440,25,8.2,0,299.3 299.3,36
23,RAIL,UNCHAHAR TPS,1050,25,16.5,0,235 235.04,14
24,RAIL,ROSA TPP Ph-I,1200,25,14.8,55,128.6 183.55,12
25,PITHEA,ANPARA C TPS,1200,25,11.6,0,73.3,73.3,6,*,Less Receipt
TOTAL OF N.R.,27813,24,386.5,476,6790 7265.6,19,5,4
WESTERN
CHHATTISGARH
26,RAIL,DSPM TPS,500,15,8.1,0,212.1,212.1,26
27,PITHEA,KORBA-II,440,15,7.7,0,227.1,227.05,29
28,PITHEA,KORBA-WEST TPS,1340,15,12.9,0,748.5,748.47,58
29,PITHEA,KORBA STPS,2600,15,35.2,0,417.5,417.54,12
30,PITHEA,SIPAT STPS,2980,20,41.9,0,60.53,60.53,1,*,** Coal Sup.for U-2 3 yet to
,D,comenced
31,RAIL,PATHADI TPP,600,15,7.8,0 258.8,258.82,33
32,RAIL,BHILAI TPS,500,25,7.4,10 168.5,178.52,24
GUJARAT
33,RAIL,GANDHI NAGAR TPS,870,30,12.1,26,142.4,168.39,14
34,RAIL,UKAI TPS,1350,30,15.2,0,339.5,339.47,22
35,RAIL,SIKKA REP. TPS,240,30,3.3,3,139.9,142.9,43
36,RAIL,WANAKBORI TPS,1470,30,23.2,0,440.1,440.08,19
37,RAIL,SABARMATI,(C,400,30,5.8,0,129.4,129.36,22
,STATION)
MADHYA PRADESH
38,PITHEA AMARKANTAK EXT TPS,450,15,5.8,0,87.55,87.55,15
39,RAIL,SANJAY GANDHI TPS,1340,20,16.3,0,313.6,313.64,19
40,RAIL,SATPURA TPS,1330,20,19.2,0,476.9,476.94,25
41,PITHEA VINDHYACHAL STPS,4260,15,55.9,0,1002,1001.6,18
42,RAIL,BINA TPS,500,25,3.7,0,165.8,165.84,45
REGION/ MODE,NAME OF,CAPA NORM,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
 STATE,OF,THERMAL,CITY A TIVE,LINK,COAL,CRITICAL COAL
,TRANS,POWER,(MW) STOCK,AGE,IN,000,Total,IN,STOCK,STOCK
,PORT,STATION,Reqd.,IN '000 TONNES,DAY < 7 < 4
,(DAYS),TONN Imp Indige,S DAY DAY
,ES,ort nous,S,S
MAHARASHTRA
43,RAIL,BHUSAWAL TPS,1420,20,14.5,15 67.78,82.78,6,*,Less receipt - MCL
44,RAIL,CHANDRAPUR(MAHARAS,2340,20,34.2,0 359.4,359.42,11
,HTRA) STPS
45,RAIL,KHAPARKHEDA TPS,1340,25,19.4,1,5.13,6.13,0,*,** Unloading Constraint
46,RAIL,KORADI TPS,1040,25,6.8,0,136.7 136.65,20
47,RAIL,NASIK TPS,630,25,12.4,0,406 406.01,33
48,RAIL,PARLI TPS,1130,25,9.7,0,161.3 161.25,17
49,RAIL,PARAS TPS,500,25,7.1,0,202.5 202.45,29
50,RAIL,DAHANU TPS,500,25,9.9,44,51.36 95.36,10
51,RAIL,WARDHA WARORA TPP,540,20,5.8,13,37.75 50.75,9
52,RAIL,TIRORA TPS,1320,20,18.5,352,131.5 483.48,26
53,RAIL,BELA TPS,270,20,2.7,0,0,0,0,Data not received
54,RAIL,BUTIBORI TPP,300,20,4,0,0,0,0,Data not received
55,RAIL,AMARAVATI TPS,270,20,3.7,0,0,0,0,Data not received
