,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,Figures in 000 tonnes
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 01-Feb-2012 )
,Page 1 of3

,REGION/,MODE OF,NAME OF,CAPACITY,NORMA,COAL,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,REQUIRE,CRITICAL COAL
,POWER,STOCK,MENT,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,IN '000,TONNES,DAYS
,(DAYS),TONNES,<7,<4

NORTHERN
DELHI
1,RAIL,RAJGHAT TPS,135.0,20,2.2,45,20
2,RAIL,BADARPUR TPS,705.0,30,13.1,38,3,*,**,Less Receipt
HARYANA
3,RAIL,PANIPAT TPS,1360.0,25,22.4,93,4,*,Higher Generation
4,RAIL,YAMUNA NAGAR TPS,600.0,25,8.4,60,7
5,RAIL,RAJIV GANDHI TPS,1200.0,25,20.0,143,7
6,RAIL,INDIRA GANDHI STPP,1000.0,25,13.8,62,5,*,Less Receipt
PUNJAB
7,RAIL,GH TPS (LEH.MOH.),920.0,30,13.5,229,17
8,RAIL,ROPAR TPS,1260.0,25,20.9,373,18
9,RAIL,GND TPS(BHATINDA),440.0,30,5.4,137,25
RAJASTHAN
10,RAIL,KOTA TPS,1240.0,30,21.5,17,1,*,**,Rake diverted to
,Chhabra
11,RAIL,SURATGARH TPS,1500.0,30,21.5,73,3,*,**,Rake diverted to
,Chhabra
12,RAIL,CHHABRA TPP,500.0,30,6.6,5,1,*,**,Inadequate coal
,allocation
UTTAR PRADESH
13,PITHEAD,ANPARA TPS,1630.0,15,26.3,155,6,*,Less Receipt - NCL
14,RAIL,HARDUAGANJ TPS,470.0,25,4.1,25,6,*,Less Receipt
15,RAIL,OBRA TPS,1372.0,20,14.3,99,7
16,RAIL,PANKI TPS,210.0,30,3.6,38,11
17,RAIL,PARICHHA TPS,640.0,30,9.6,243,25
18,RAIL,DADRI (NCTPP),1820.0,30,27.5,37,1,*,**,Less Receipt - CCL
19,PITHEAD,RIHAND STPS,2000.0,15,33.2,205,6,*,Less Receipt - NCL
20,PITHEAD,SINGRAULI STPS,2000.0,15,33.8,381,11
21,RAIL,TANDA TPS,440.0,25,8.1,17,2,*,**,Less Receipt - NCL
22,RAIL,UNCHAHAR TPS,1050.0,25,18.2,25,1,*,**,Less Receipt
23,RAIL,ROSA TPP Ph-I,900.0,25,9.0,93,10
24,RAIL,ANPARA C TPS,1200.0,25,15.9,61,4,*,Less Receipt - NCL
TOTAL OF N.R.,24592.0,24,372.9,2654,7,13,7
WESTERN
CHHATTISGARH
25,RAIL,DSPM TPS,500.0,15,9.0,161,18
26,PITHEAD,KORBA-II,440.0,15,9.0,135,15
27,PITHEAD,KORBA-WEST TPS,840.0,15,14.9,378,25
28,PITHEAD,KORBA STPS,2600.0,15,38.9,587,15
29,PITHEAD,SIPAT STPS,2320.0,20,31.0,216,7
30,RAIL,PATHADI TPP,600.0,15,9.0,142,16
31,RAIL,BHILAI TPS,500.0,25,8.1,102,13
GUJARAT
32,RAIL,GANDHI NAGAR TPS,870.0,30,14.7,175,12
33,RAIL,UKAI TPS,850.0,30,13.8,120,9
34,RAIL,SIKKA REP. TPS,240.0,30,3.9,21,5,*,Less Receipt
35,RAIL,WANAKBORI TPS,1470.0,30,23.3,282,12
36,RAIL,SABARMATI (C,400.0,30,6.6,89,14
,STATION)
MADHYA PRADESH
37,PITHEAD,AMARKANTAK EXT TPS,450.0,15,5.4,172,32
38,RAIL,SANJAY GANDHI TPS,1340.0,20,19.1,89,5,*,Less Receipt
39,RAIL,SATPURA TPS,1142.5,20,18.5,142,8
40,PITHEAD,VINDHYACHAL STPS,3260.0,15,55.9,533,10
MAHARASHTRA
41,RAIL,BHUSAWAL TPS,420.0,20,7.8,26,3,*,**,Less Receipt
,Page 2 of3

 REGION/,MODE OF,NAME OF,CAPACITY,NORMA,COAL,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,REQUIRE,CRITICAL COAL
,POWER,STOCK,MENT,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,IN '000,TONNES,DAYS
,(DAYS),TONNES,<7,<4

42,RAIL,CHANDRAPUR(MAHAR,2340.0,20,40.3,367,9
,ASHTRA) STPS
43,RAIL,KHAPARKHEDA TPS,1340.0,25,16.1,104,6,*,Less Receipt
44,RAIL,KORADI TPS,1040.0,25,14.3,76,5,*,Less Receipt
45,RAIL,NASIK TPS,880.0,25,14.0,176,13
46,RAIL,PARLI TPS,1130.0,25,17.9,33,2,*,**,Less Receipt
47,RAIL,PARAS TPS,500.0,25,7.8,48,6,*,Less receipt - MCL
48,RAIL,DAHANU TPS,500.0,25,9.6,69,7
49,RAIL,WARDHA WARORA,540.0,20,6.9,165,24
TOTAL OF W.R.,26512.5,21,415.8,4407,11,7,2
SOUTHERN
ANDHRA PRADESH
50,RAIL,Dr. N.TATA RAO TPS,1760.0,20,26.9,95,4,*,Less receipt - MCL
51,RAIL,KOTHAGUDEM TPS,1720.0,20,25.9,216,8
52,ROAD,RAMAGUNDEM - B TPS,62.5,20,1.0,19,19
