,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,Figures in 000 tonnes
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 04-Oct-2009 ),Page 1 of2

,REGION/,MODE OF,NAME OF,CAPACITY,NORMA,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES,TONNES,DAYS
,(DAYS),<7,<4

NORTHERN
DELHI
1,RAIL,I.P. T.P.S.,247.5,25,2.9,13,4,*,Less Receipt - NCL
2,RAIL,RAJGHAT TPS,135.0,25,2.0,45,22
3,RAIL,BADARPUR TPS,705.0,30,11.7,35,3,*,** Less Receipt - CCL
HARYANA
4,RAIL,FARIDABAD EXT.,110.0,25,0.9,14,15
5,RAIL,PANIPAT TPS,1360.0,25,18.7,52,3,*,** Less Receipt
6,RAIL,YAMUNA NAGAR TPS,600.0,25,8.1,56,7
PUNJAB
7,RAIL,GH TPS (LEH.MOH.),920.0,30,10.8,60,6,*,Less Receipt
8,RAIL,GND TPS(BHATINDA),524.0,30,4.6,24,5,*,Less Receipt - CCL
9,RAIL,ROPAR TPS,1260.0,30,17.1,115,7
RAJASTHAN
10,RAIL,KOTA TPS,1240.0,30,16.2,127,8
11,RAIL,SURATGARH TPS,1500.0,30,18.6,101,5,*,Delay import
UTTAR PRADESH
12,PITHEAD,ANPARA TPS,1630.0,15,21.7,73,3,*,** Higher Generation
13,RAIL,HARDUAGANJ TPS,220.0,25,2.6,44,17
14,RAIL,OBRA TPS,1372.0,20,15.2,61,4,*,Less Receipt
15,RAIL,PANKI TPS,210.0,30,2.8,45,16
16,RAIL,PARICHHA TPS,640.0,30,9.2,53,6,*,Less Receipt
17,RAIL,DADRI (NCTPP),840.0,30,12.0,108,9
18,PITHEAD,RIHAND STPS,2000.0,15,26.9,483,18
19,PITHEAD,SINGRAULI STPS,2000.0,15,30.0,434,14
20,RAIL,TANDA TPS,440.0,25,6.6,34,5,*,Less Receipt - CCL
21,RAIL,UNCHAHAR TPS,1050.0,25,14.3,137,10
TOTAL OF N.R.,19003.5,24,252.9,2113,8,10,3
WESTERN
CHHATTISGARH
22,RAIL,KORBA EAST V,500.0,15,6.9,73,11
23,PITHEAD,KORBA-II,440.0,15,7.1,68,10
24,PITHEAD,KORBA-WEST TPS,1130.0,15,11.9,144,12
25,PITHEAD,KORBA STPS,2100.0,15,29.8,382,13
26,RAIL,SIPAT STPS,1000.0,20,9.3,39,4,*,Less Receipt - SECL
27,RAIL,PATHADI TPP,300.0,15,4.8,9,2,*,** Less Receipt
GUJARAT
28,RAIL,GANDHI NAGAR TPS,870.0,30,10.8,156,14
29,RAIL,SIKKA REP. TPS,240.0,30,2.9,94,32
30,RAIL,UKAI TPS,850.0,30,11.4,162,14
31,RAIL,WANAKBORI TPS,1554.0,30,23.1,250,11
32,RAIL,TORR POWER AEC,60.0,30,5.1,8,2,*,** Higher Generation
MADHYA PRADESH
33,PITHEAD,AMARKANTAK EXT TPS,450.0,15,4.2,57,13
34,RAIL,SANJAY GANDHI TPS,1340.0,20,18.1,211,12
35,RAIL,SATPURA TPS,1142.5,20,18.2,490,27
36,PITHEAD,VINDHYACHAL STPS,3260.0,15,46.2,296,6,*,Higher Generation
MAHARASHTRA
37,RAIL,BHUSAWAL TPS,475.0,25,7.6,116,15
38,RAIL,CHANDRAPUR(MAHAR,2340.0,20,37.6,250,7
,ASHTRA) STPS
39,RAIL,KHAPARKHEDA TPS- II,840.0,20,14.1,71,5,*,Unloading due to sticky
,coal
40,RAIL,KORADI TPS,1040.0,25,16.3,26,2,*,** Unloading Constraint
41,RAIL,NASIK TPS,880.0,25,13.3,193,14
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 04-Oct-2009 ),Page 2 of2

 REGION/,MODE OF,NAME OF,CAPACITY,NORMA,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES,TONNES,DAYS
,(DAYS),<7,<4

42,RAIL,PARLI TPS,670.0,25,17.0,109,6,*,Less Receipt
43,RAIL,PARAS TPS,55.0,20,5.7,61,11
44,RAIL,DAHANU TPS,500.0,25,7.7,41,5,*,Less Receipt - SECL
TOTAL OF W.R.,22036.5,21,329.1,3306,10,8,3
SOUTHERN
ANDHRA PRADESH
45,RAIL,Dr. N.TATA RAO TPS,1260.0,25,18.2,181,10
46,RAIL,KOTHAGUDEM TPS,720.0,20,18.8,317,17
47,ROAD,RAMAGUNDEM - B TPS,62.5,20,1.1,20,19
48,RAIL,RAYALASEEMA TPS,840.0,25,12.8,271,21
49,PITHEAD,RAMAGUNDEM STPS,2600.0,15,37.9,623,16
50,RAIL,SIMHADRI,1000.0,25,15.2,198,13
KARNATAKA
51,RAIL,RAICHUR TPS,1470.0,30,21.0,300,14
52,RAIL,BELLARY TPS,500.0,22,7.7,191,25
TAMIL NADU
53,INTER MODAL,ENNORE TPS,450.0,30,5.6,22,4,*,Less Receipt
54,INTER MODAL,METTUR TPS,840.0,30,12.0,55,5,*,Less Receipt
55,INTER MODAL,NORTH CHENNAI TPS,630.0,30,8.6,49,6,*,Less Receipt
56,INTER MODAL,TUTICORIN TPS,1050.0,30,16.4,119,7
TOTAL OF S.R.,11422.5,24,175.3,2345,13,3,0
EASTERN
BIHAR
57,RAIL,BARAUNI TPS,310.0,20,1.0,41,41
58,RAIL,MUZAFFARPUR TPS,220.0,20,0.9,8,9
59,PITHEAD,KAHALGAON TPS,2340.0,15,27.0,0,0,*,** Less import
JHARKHAND
60,RAIL,PATRATU TPS,770.0,20,6.4,22,4,*,Less Receipt - CCL
61,ROAD,TENUGHAT TPS,420.0,20,4.2,82,20
62,RAIL,BOKARO `B` TPS,630.0,20,8.1,178,22
63,RAIL,CHANDRAPURA(DVC),750.0,20,4.7,375,81
,TPS
ORISSA
64,PITHEAD,IB VALLEY TPS,420.0,15,7.8,56,7
65,PITHEAD,TALCHER (OLD) TPS,470.0,15,7.6,113,15
66,PITHEAD,TALCHER STPS,3000.0,15,50.3,44,1,*,** Less import
WEST BENGAL
67,RAIL,DURGAPUR TPS,340.0,20,2.9,80,27
68,RAIL,MEJIA TPS,1340.0,20,17.8,16,1,*,** Unloading Constraint
69,RAIL,BAKRESWAR TPS,1050.0,25,10.5,33,3,*,** Less Receipt
70,RAIL,BANDEL TPS,450.0,20,4.4,8,2,*,** Less Receipt
71,RAIL,D.P.L. TPS,690.0,20,8.3,22,3,*,** Less Receipt
72,RAIL,KOLAGHAT TPS,1260.0,25,17.7,52,3,*,** Less Receipt
73,RAIL,SAGARDIGHI TPS,600.0,20,8.1,1,0,*,** Unloading Constraint
74,RAIL,SANTALDIH TPS,730.0,20,7.4,96,13
75,RAIL,BUDGE BUDGE TPS,500.0,20,6.7,67,10
76,RAIL,NEW COSSIPORE TPS,160.0,20,1.0,15,15
77,RAIL,SOUTHERN REPL. TPS,135.0,25,2.0,23,11
78,RAIL,TITAGARH TPS,240.0,20,3.1,23,7
79,PITHEAD,FARAKKA STPS,1600.0,15,26.1,0,0,*,** Less import
TOTAL OF E.R.,18425.0,18,234.0,1356,6,10,9
ALL INDIA TOTAL,70887.5,22,991,9120,9,31,15

(*) Critical i.e. stock less than 7 days in,31,TPSs,{Includes super critical also}
(**) Super Critical i.e. stock less than 4 days in,15,TPSs
,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,Figures in 000 tonnes
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 05-Oct-2009 ),Page 1 of2

,REGION/,MODE OF,NAME OF,CAPACITY,NORMA,COAL,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,REQUIRE,CRITICAL COAL
,MENT,IN,000,IN,COAL STOCK
,POWER,STOCK,STOCK
,as per FSA
,STATION,Reqd.,IN '000,TONNES,DAYS
,(DAYS),<7,<4

NORTHERN
DELHI
1,RAIL,I.P. T.P.S.,247.5,25,2.9,12,4,*,Less Receipt - NCL
2,RAIL,RAJGHAT TPS,135.0,25,2.0,43,21
3,RAIL,BADARPUR TPS,705.0,30,11.7,36,3,*,** Less Receipt - CCL
HARYANA
4,RAIL,FARIDABAD TPS.,110.0,25,0.9,13,14
5,RAIL,PANIPAT TPS,1360.0,25,18.7,46,2,*,** Less Receipt
6,RAIL,YAMUNA NAGAR TPS,600.0,25,8.1,64,8
PUNJAB
7,RAIL,GH TPS (LEH.MOH.),920.0,30,10.8,61,6,*,Less Receipt
8,RAIL,GND TPS(BHATINDA),440.0,30,4.6,23,5,*,Less Receipt - CCL
9,RAIL,ROPAR TPS,1260.0,30,17.1,111,6,*,Less Receipt - CCL
RAJASTHAN
10,RAIL,KOTA TPS,1240.0,30,16.2,149,9
11,RAIL,SURATGARH TPS,1500.0,30,18.6,99,5,*,Delay import
UTTAR PRADESH
12,PITHEAD,ANPARA TPS,1630.0,15,21.7,78,4,*,Higher Generation
13,RAIL,HARDUAGANJ TPS,220.0,25,2.6,42,17
14,RAIL,OBRA TPS,1372.0,20,15.2,62,4,*,Less Receipt
15,RAIL,PANKI TPS,210.0,30,2.8,47,17
16,RAIL,PARICHHA TPS,640.0,30,9.2,57,6,*,Less Receipt
17,RAIL,DADRI (NCTPP),840.0,30,12.0,97,8
18,PITHEAD,RIHAND STPS,2000.0,15,26.9,485,18
19,PITHEAD,SINGRAULI STPS,2000.0,15,30.0,441,15
20,RAIL,TANDA TPS,440.0,25,6.6,35,5,*,Less Receipt - CCL
21,RAIL,UNCHAHAR TPS,1050.0,25,14.3,127,9
TOTAL OF N.R.,18919.5,24,252.9,2129,8,11,2
WESTERN
CHHATTISGARH
22,RAIL,KORBA EAST V,500.0,15,6.9,72,10
23,PITHEAD,KORBA-II,440.0,15,7.1,68,9
24,PITHEAD,KORBA-WEST TPS,840.0,15,11.9,142,12
25,PITHEAD,KORBA STPS,2100.0,15,29.8,379,13
26,RAIL,SIPAT STPS,1000.0,20,9.3,47,5,*,Less Receipt - SECL
27,RAIL,PATHADI TPP,300.0,15,4.8,16,3,*,** Less Receipt
GUJARAT
