,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT

COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 01-Mar-2012 ),Page 1 of3

,REGION/,MODE OF,NAME OF,CAPACITY,NORMA,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,LINKAGE,IN,000 TONNES,IN,CRITICAL COAL
,POWER,STOCK,IN '000,DAY,COAL STOCK,STOCK
,STATION,Reqd.,TONNES,S
,(DAYS),Import,Indigeno,<7,<4

NORTHERN
DELHI
1,RAIL,RAJGHAT TPS,135.0,20,2.1,0,22.03,11
2,RAIL,BADARPUR TPS,705.0,30,12.3,0,39.77,3,*,**,Less Receipt - CCL
HARYANA
3,RAIL,PANIPAT TPS,1360.0,25,21.0,4,220.47,11
4,RAIL,YAMUNA NAGAR TPS,600.0,25,7.8,0,57.13,7
5,RAIL,RAJIV GANDHI TPS,1200.0,25,18.7,38,110.23,8
6,RAIL,INDIRA GANDHI STPP,1000.0,25,12.9,4,217.97,17
PUNJAB
7,RAIL,GH TPS (LEH.MOH.),920.0,30,12.6,0,216.46,17
8,RAIL,ROPAR TPS,1260.0,25,19.6,0,402.20,21
9,RAIL,GND TPS(BHATINDA),440.0,30,5.0,0,151.66,30
RAJASTHAN
10,RAIL,KOTA TPS,1240.0,30,20.1,0,31.00,2,*,**,Rake diverted to
,Chhabra
11,RAIL,SURATGARH TPS,1500.0,30,20.1,0,51.68,3,*,**,Rake diverted to
,Chhabra
12,RAIL,CHHABRA TPP,500.0,30,6.2,0,8.78,1,*,**,Inadequate coal
,allocation
UTTAR PRADESH
13,PITHEAD,ANPARA TPS,1630.0,15,24.6,0,227.21,9
14,RAIL,HARDUAGANJ TPS,470.0,25,3.9,0,9.57,2,*,**,Less Receipt
15,RAIL,OBRA TPS,1372.0,20,13.4,0,121.98,9
16,RAIL,PANKI TPS,210.0,30,3.4,0,60.65,18
17,RAIL,PARICHHA TPS,640.0,30,8.9,0,244.33,27
18,RAIL,DADRI (NCTPP),1820.0,30,25.7,0,14.90,1,*,**,Less Receipt - CCL
19,PITHEAD,RIHAND STPS,2000.0,15,31.0,0,434.34,14
20,PITHEAD,SINGRAULI STPS,2000.0,15,31.6,0,577.87,18
21,RAIL,TANDA TPS,440.0,25,7.6,0,35.20,5,*,Less Receipt - CCL
22,RAIL,UNCHAHAR TPS,1050.0,25,17.1,0,5.86,0,*,**,Less Receipt - CCL
23,RAIL,ROSA TPP Ph-I,900.0,25,8.4,108,44.42,18
24,RAIL,ANPARA C TPS,1200.0,25,14.8,0,0.00,0,*,**,Inadequate coal
,allocation
TOTAL OF N.R.,24592.0,24,348.8,153,3305.72,0,9,8
WESTERN
CHHATTISGARH
25,RAIL,DSPM TPS,500.0,15,8.4,0,162.46,19
26,PITHEAD,KORBA-II,440.0,15,8.4,0,94.24,11
27,PITHEAD,KORBA-WEST TPS,840.0,15,14.0,0,366.35,26
28,PITHEAD,KORBA STPS,2600.0,15,36.4,0,489.46,13
29,PITHEAD,SIPAT STPS,2320.0,20,29.0,0,306.58,11
30,RAIL,PATHADI TPP,600.0,15,8.4,0,162.51,19
31,RAIL,BHILAI TPS,500.0,25,7.6,1,84.15,11
GUJARAT
32,RAIL,GANDHI NAGAR TPS,870.0,30,13.7,0,130.87,10
33,RAIL,UKAI TPS,850.0,30,12.9,0,64.99,5,*,Less import
34,RAIL,SIKKA REP. TPS,240.0,30,3.7,0,29.49,8
