,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION

,***,DAILY COAL REPORT
,Page 1 of2
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS,01-Sep-,)
,REGION/,MODE OF,NAME OF,CAPACITY NORMATIV,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),E,LINKAGE,CRITICAL COAL
40,RAIL,NASIK,880.0,25,13.0,30.81,2,*,**
41,RAIL,PARLI,920.0,25,15.0,82.161,5,*
42,RAIL,PARAS,305.0,20,6.0,97.612,16
,Page 2 of2
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS,02-Sep-,)
 REGION/,MODE OF,NAME OF,CAPACITY NORMATIV,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),E,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000 IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES TONNES DAYS
,(DAYS),<7,<4

43,RAIL,DAHANU,500.0,25,10.0,59.253,6,*
TOTAL OF THE REGION,22252.5,21,340.0,2903,9,9,2
SOUTHERN
ANDHRA PRADESH
44,RAIL,Dr. N.TATA RAO,1260.0,25,20.0,22.129,1,*,**
45,RAIL,KOTHAGUDEM,1180.0,20,14.0,90.74,7
46,ROAD,RAMAGUNDEM - B,62.5,20,1.0,22.036,26
47,RAIL,RAYALASEEMA,840.0,25,13.0,7.18,1,*,**
48,PITHEAD,RAMAGUNDEM STPS,2600.0,15,39.0,78.629,2,*,**
49,RAIL,SIMHADRI,1000.0,25,17.0,67.361,4,*
KARNATAKA
50,RAIL,RAICHUR,1470.0,30,28.0,98.727,3,*,**
TAMIL NADU
51,INTER MODAL,ENNORE,450.0,30,7.0,56.372,8
52,INTER MODAL,METTUR,840.0,30,14.0,129.071,9
53,INTER MODAL,NORTH CHENNAI,630.0,30,10.0,65.253,6,*
54,INTER MODAL,TUTICORIN,1050.0,30,18.0,123.043,7
TOTAL OF THE REGION,11382.5,25,181.0,761,4,6,4
EASTERN
BIHAR
55,RAIL,BARAUNI,320.0,20,1.0,18.195,16
56,RAIL,MUZAFFARPUR,220.0,20,1.0,26.856,27
57,PITHEAD,KAHALGAON,1840.0,15,29.0,73.148,2,*,**
ORISSA
58,PITHEAD,IB VALLEY,420.0,15,8.0,54.46,7
59,PITHEAD,TALCHER,470.0,15,7.0,86.195,13
60,PITHEAD,TALCHER STPS,3000.0,15,57.0,-4.67,0,*,**
JHARKHAND
61,RAIL,PATRATU,840.0,20,6.0,15.611,3,*,**
62,ROAD,TENUGHAT,420.0,20,5.0,0,0,*,**
63,RAIL,BOKARO B,630.0,20,9.0,294.775,33
64,RAIL,CHANDRAPURA,750.0,20,6.0,139.674,23
WEST BENGAL
65,RAIL,DURGAPUR,340.0,20,5.0,0,0,*,**
66,RAIL,MEJIA,1340.0,20,22.0,28.178,1,*,**
67,RAIL,BAKRESWAR,840.0,25,13.0,94.768,7
68,RAIL,BANDEL,450.0,20,5.0,.043,0,*,**
69,RAIL,D.P.L.,695.0,20,11.0,27.666,3,*,**
70,RAIL,KOLAGHAT,1260.0,25,19.0,26.405,1,*,**
71,RAIL,SAGARDIGHI TPP,600.0,20,7.0,36.523,5,*
72,RAIL,SANTALDIH,730.0,20,8.0,32.39,4,*
73,RAIL,BUDGE BUDGE,500.0,20,7.0,42.287,6,*
74,RAIL,NEWCOSSIPORE,160.0,20,1.0,.902,1,*,**
75,RAIL,SOUTHERN REPL.,135.0,25,2.0,15.408,7
76,RAIL,TITAGARH,240.0,20,4.0,5.08,1,*,**
77,PITHEAD,FARAKKA STPS,1600.0,15,28.0,21.705,1,*,**
TOTAL OF THE REGION,17800.0,18,261.0,1036,4,15,12
ALL INDIA TOTAL,70094.5,22,1070,6084,6,43,25

(*) Critical i.e. stock less than 7 days in,43,TPSs,{Includes super critical also}
(**) Super Critical i.e. stock less than 4 days in,25,TPSs
,2
,No.CEA/Plg/OM/1/42/2008
,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION


,******* DAILY COAL REPORT

COAL STOCK POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY AS ON,03.9.2008
REGION /,SL. MODE NAME OF,CAPACITY NORMATIVE,DAILY LINK-,ACTUAL STOCK,CRITICAL,REASONS FOR
STATE,NO. OF TRANS
,THERMAL POWER IN MW,STOCK Reqd. AGE IN '000 IN 000,IN,COAL STOCK CRITICAL COAL
,PORT,STATION,(Days),TONNES,TONNES,DAYS <7days <4days STOCK
NORTHEN REGION
DELHI,1 RAIL,I.P. STATION,248,25,3.3,23,7
,2 RAIL,RAJGHAT,135,25,2.2,16,7
,3 RAIL,BADARPUR($),720,30,12.7,22,2,*,**,Less receipt -CCL
HARYANA,4 RAIL,FARIDABAD EXT,180,25,2.7,39,15
,5 RAIL,PANIPAT,1360,25,24.7,75,3,*,**,Less receipt-CCL BCCL
,6 RAIL,YAMUNA NAGAR,600,25,10.0,21,2,*,**,Less receipt -CCL
PUNJAB,7 RAIL,GHTP(LEH.MOH.),920,30,12.0,54,5,*,Less receipt -CCL
,8 RAIL,GNDTP(BATHINDA),440,30,6.7,39,6,*,Less receipt -CCL
,9 RAIL,ROPAR,1260,30,20.0,198,10
RAJASTHAN,10 RAIL,KOTA,1045,30,19.7,164,8
,11 RAIL,SURATGARH,1250,30,20.3,141,7
U . P.,12 P.H.,ANPARA,1630,15,25.0,23,1,*,**,Less receipt-NCL
,13 RAIL,HARDUAGANJ"B",225,25,3.0,35,12
,14 RAIL,OBRA,1482,20,13.3,56,4,*,Less receipt-CCL NCL
,15 RAIL,PANKI,210,30,3.3,23,7
,16 RAIL,PARICHHA,640,30,10.3,120,12
,17 RAIL,DADRI(NCPP)($),840,30,13.3,79,6,*,Less receipt -CCL
,18 P.H.,RIHAND STPS($),2000,15,30.0,90,3,*,**,Less receipt-NCL
,19 P.H.,SINGRAULI STPS($),2000,15,30.0,111,4,*,Linkage < Demand
,20 RAIL,TANDA($),440,25,6.3,19,3,*,**,Less receipt -CCL
,21 RAIL,UNCHAHAR($),1050,25,20.0,42,2,*,**,Less receipt-CCL BCCL
TOTAL OF THE REGION,18675,24,288.8,1390,5,12,7
WESTERN REGION
CHHATTISGARH,22 RAIL,KORBA EAST V,500,15,9.0,57,6,*,Less receipt-SECL
,23 P.H.,KORBA (East),440,15,8.3,77,9
,24 P.H.,KORBA WEST,840,15,11.7,305,26
,25 P.H.,KORBA STPS($),2100,15,29.0,603,21
,26 P.H.,SIPAT STPS,1000,15,7.0,127,18
GUJARAT,27 RAIL,GANDHI NAGAR,870,30,12.7,119,9
,28 RAIL,SIKKA REP,240,30,3.3,68,20
,29 RAIL,UKAI,850,30,10.0,121,12
,30 RAIL,WANAKBORI,1470,30,23.3,269,12
,31 RAIL,TORR POWER,390,30,5.7,17,3,*,**,Less receipt-SECL
M. P.,32 P.H.,AMARKANTAK,510,15,5.8,75,13
,33 RAIL,SANJAY GANDHI,1340,20,21.7,108,5,*,Less receipt-SECL
,34 P.H.,SATPURA,1143,20,21.7,152,7
,35 P.H.,VINDHYACHAL STP($,3260,15,46.7,66,1,*,**,Less receipt-CCL NCL
MAHARASHTRA 36 RAIL,BHUSAWAL,475,25,7.3,72,10
,37 RAIL,CHANDRAPUR,2340,20,37.8,181,5,*,Less receipt -WCL
,38 RAIL,KHAPARKHEDA II,840,20,16.7,56,3,*,**,Less receipt
,39 RAIL,KORADIH,1040,25,16.8,138,8
,40 RAIL,NASIK,880,25,13.3,23,2,*,**,Less receipt
,41 RAIL,PARLI,920,25,15.0,85,6,*,Less receipt
,42 RAIL,PARAS,305,20,6.2,96,16
,43 RAIL,DAHANU,500,25,10.0,56,6,*,Less receipt-SECL
TOTAL OF THE REGION,22253,21,339.0,2871,8,9,4

siyaram/9/5/2008,1
REGION /,SL. MODE,NAME OF,CAPACITY,NORMATIVE,DAILY LINK-,ACTUAL STOCK,CRITICAL,REASONS FOR
STATE,NO. OF TRANS
,THERMAL POWER,IN MW,STOCK Reqd. AGE IN '000,IN 000,IN,COAL STOCK CRITICAL COAL
,PORT,STATION,(Days),TONNES,TONNES,DAYS <7days <4days STOCK
SOUTHERN REGION
A. P.,44 RAIL,Dr. N. TATA RAO,1260,25,20.0,20,1,*,**,Less receipt-MCL
,45 RAIL,KOTHAGUDEM,1180,20,13.9,86,6,*,Linkage < Demand
,46 ROAD RAMAGUNDEM"B",63,20,0.8,22,26
,47 RAIL,RAYALASEEMA,840,25,13.3,7,1,*,**,Less receipt
,48 P.H.,RAMAGUNDAM($),2600,15,38.8,79,2,*,**,Linkage < Demand
,49 RAIL,SIMHADRI($),1000,25,16.7,71,4,*,Less receipt
KARNATAKA,50 RAIL,RAICHUR,1470,30,28.3,103,4,*,Less receipt
TAMIL NADU,51 I.M.,ENNORE,450,30,7.3,52,7
,52 I.M.,METTUR,840,30,13.8,135,10
,53 I.M.,NORTH CHENNAI,630,30,10.2,72,7
,54 I.M.,TUTICORIN,1050,30,18.0,123,7
TOTAL OF THE REGION,11383,25,181.2,770,4,6,3
EASTERN REGION
BIHAR,55 RAIL,BARAUNI,320,20,1.2,18,15
,56 RAIL,MUZAFFARPUR,220,20,1.0,27,27
,57 P.H.,KAHALGAON($),1840,15,29.4,71,2,*,**,Less receipt-ECL
ORISSA,58 P.H.,IB VALLEY TPS,420,15,8.3,54,6,*,Less receipt-MCL Ib
,59 P.H.,TALCHER TPS($),470,15,6.7,89,13
,60 P.H.,TALCHER STPS($),3000,15,56.7,0,0,*,**,Linkage < Demand
JHARKHAND,61 RAIL,PATRATU,840,20,5.7,16,3,*,**,Less receipt-CCL
,62 ROAD TENUGHAT,420,20,5.0,0,0,*,**,Less receipt-CCL
,63 RAIL,BOKARO"B" (DVC),630,20,9.0,293,33
,64 RAIL,CHANDRAPURA(DVC,750,20,6.0,138,23
WEST BENGAL,65 RAIL,DURGAPUR (DVC),340,20,5.0,0,0,*,**,Less receipt-BCCL
,66 RAIL,MEJIA,(DVC),1340,20,22.0,22,1,*,**,Unloading Constraint
,67 RAIL,BAKRESHWAR,840,25,13.3,89,7
,68 RAIL,BANDEL,450,20,5.0,2,0,*,**,Less receipt-EMTA
,69 RAIL,DURGAPUR (DPL),695,20,10.7,19,2,*,**,Less receipt- MCL,ECL
,70 RAIL,KOLAGHAT,1260,25,19.3,32,2,*,**,Less receipt MCL BCCL
,71 RAIL,SAGARDIGHI,600,20,6.7,35,5,*,Less receipt-ECL
,72 RAIL,SANTALDIH,730,20,7.7,35,5,*,Less receipt-ECL
,73 RAIL,BUDGE BUDGE,500,20,7.3,41,6,*,Less receipt
,74 RAIL,NEW COSSIPORE,160,20,1.3,0,0,*,**,Less receipt-ECL
,75 RAIL,SOUTHERN REPL,135,25,2.3,17,7
,76 RAIL,TITAGARH,240,20,3.7,2,1,*,**,Less receipt-ECL
,77 P.H.,FARAKKA STPS($),1600,15,27.6,25,1,*,**,Less receipt-ECL
TOTAL OF THE REGION,17800,18,261,1025,4,16,12
ALL INDIA TOTAL,70110,22,1069.9,6056,6,43,26
($) = NTPC,I.M. = INTER MODAL,P.H. = PITHEAD
(*) Critical i.e. stock < 7 days in,43,TPSs,(Includes super critical also)
(**) Super Critical i.e.stock < 4 days in,26,TPSs




siyaram/9/5/2008,2
,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION

,***,DAILY COAL REPORT
,Page 1 of2
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS,04-Sep-,)
,REGION/,MODE OF,NAME OF,CAPACITY NORMATIV,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),E,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000 IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES TONNES DAYS
,(DAYS),<7,<4

NORTHERN
DELHI
1,RAIL,I.P.STATION,247.5,25,3.0,26.58,8
2,RAIL,RAJGHAT,135.0,25,2.0,19.533,9
3,RAIL,BADARPUR,705.0,30,13.0,16.635,1,*,**
HARYANA
4,RAIL,FARIDABAD EXT.,180.0,25,3.0,39.963,15
5,RAIL,PANIPAT,1360.0,25,25.0,78.359,3,*,**
6,RAIL,YAMUNA NAGAR TP,600.0,25,10.0,16.521,2,*,**
PUNJAB
7,RAIL,GHTP (LEH.MOH.),920.0,30,12.0,52.7,4,*
8,RAIL,GNDTP(BHATINDA),440.0,30,7.0,43.342,7
9,RAIL,ROPAR,1260.0,30,20.0,200.629,10
RAJASTHAN
10,RAIL,KOTA,1045.0,30,20.0,163.808,8
11,RAIL,SURATGARH,1250.0,30,20.0,137.58,7
UTTAR PRADESH
12,PITHEAD,ANPARA,1630.0,15,25.0,26.556,1,*,**
13,RAIL,HARDUAGANJ B,225.0,25,3.0,36.232,12
14,RAIL,OBRA,1482.0,20,13.0,60.241,5,*
15,RAIL,PANKI,210.0,30,3.0,24.532,7
16,RAIL,PARICHHA,640.0,30,10.0,117.22,11
17,RAIL,DADRI (NCTPP),840.0,30,13.0,88.131,7
18,PITHEAD,RIHAND STPS,2000.0,15,30.0,97.011,3,*,**
19,PITHEAD,SINGRAULI STPS,2000.0,15,30.0,111.037,4,*
20,RAIL,TANDA,440.0,25,6.0,22.799,4,*
21,RAIL,UNCHAHAR,1050.0,25,20.0,45.627,2,*,**
TOTAL OF THE REGION,18659.5,24,288.0,1425,5,10,6
WESTERN
CHHATTISGARH
22,RAIL,KORBA EAST V,500.0,15,9.0,57.012,6,*
23,PITHEAD,KORBA-II,440.0,15,8.0,75.65,9
24,PITHEAD,KORBA-WEST,840.0,15,12.0,298.062,26
25,PITHEAD,KORBA STPS,2100.0,15,29.0,600.921,21
26,RAIL,SIPAT STPS,1000.0,20,7.0,127.655,18
GUJARAT
27,RAIL,GANDHI NAGAR,870.0,30,13.0,120.741,10
28,RAIL,SIKKA REP.,240.0,30,3.0,70.761,21
29,RAIL,UKAI,850.0,30,10.0,120.09,12
30,RAIL,WANAKBORI,1470.0,30,23.0,256.278,11
31,RAIL,TORR POWER AEC,390.0,30,6.0,18.923,3,*,**
MADHYA PRADESH
32,PITHEAD,AMAR KANTAK,510.0,15,6.0,76.232,13
33,RAIL,SANJAY GANDHI,1340.0,20,22.0,107.354,5,*
34,PITHEAD,SATPURA,1142.5,20,22.0,154.798,7
35,PITHEAD,VINDHYACHAL STPS,3260.0,15,47.0,51.34,1,*,**
MAHARASHTRA
36,RAIL,BHUSAWAL,475.0,25,7.0,74.038,10
37,RAIL,CHANDRAPUR,2340.0,20,38.0,173.332,5,*
38,RAIL,KHAPARKHEDA II,840.0,20,17.0,51.293,3,*,**
39,RAIL,KORADI,1040.0,25,17.0,140.155,8
40,RAIL,NASIK,880.0,25,13.0,22.286,2,*,**
41,RAIL,PARLI,920.0,25,15.0,88.982,6,*
42,RAIL,PARAS,305.0,20,6.0,97.238,16
,Page 2 of2
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS,04-Sep-,)
 REGION/,MODE OF,NAME OF,CAPACITY NORMATIV,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),E,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000 IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES TONNES DAYS
,(DAYS),<7,<4
43,RAIL,DAHANU,500.0,25,10.0,55.546,6,*
TOTAL OF THE REGION,22252.5,21,340.0,2839,8,9,4
SOUTHERN
ANDHRA PRADESH
44,RAIL,Dr. N.TATA RAO,1260.0,25,20.0,21.724,1,*,**
45,RAIL,KOTHAGUDEM,1180.0,20,14.0,78.214,6,*
46,ROAD,RAMAGUNDEM - B,62.5,20,1.0,22.117,27
47,RAIL,RAYALASEEMA,840.0,25,13.0,4.949,0,*,**
48,PITHEAD,RAMAGUNDEM STPS,2600.0,15,39.0,80.577,2,*,**
49,RAIL,SIMHADRI,1000.0,25,17.0,79.044,5,*
KARNATAKA
50,RAIL,RAICHUR,1470.0,30,28.0,103.945,4,*
TAMIL NADU
51,INTER MODAL ENNORE,450.0,30,7.0,54.707,7
52,INTER MODAL METTUR,840.0,30,14.0,135.055,10
53,INTER MODAL NORTH CHENNAI,630.0,30,10.0,66.365,7
54,INTER MODAL TUTICORIN,1050.0,30,18.0,125.057,7
TOTAL OF THE REGION,11382.5,25,181.0,772,4,6,3
EASTERN
BIHAR
55,RAIL,BARAUNI,320.0,20,1.0,18.195,16
56,RAIL,MUZAFFARPUR,220.0,20,1.0,26.856,27
57,PITHEAD,KAHALGAON,1840.0,15,29.0,91.399,3,*,**
ORISSA
58,PITHEAD,IB VALLEY,420.0,15,8.0,67.172,8
59,PITHEAD,TALCHER,470.0,15,7.0,89.561,13
60,PITHEAD,TALCHER STPS,3000.0,15,57.0,-6.157,0,*,**
JHARKHAND
61,RAIL,PATRATU,840.0,20,6.0,15.961,3,*,**
