,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,Figures in 000 tonnes
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 01-Dec-2010 )
,Page 1 of2

,REGION/,MODE OF,NAME OF,CAPACITY,NORMA,COAL,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,REQUIRE,CRITICAL COAL
,POWER,STOCK,MENT,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,IN '000,TONNES,DAYS
,(DAYS),TONNES,<7,<4

NORTHERN
DELHI
1,RAIL,RAJGHAT TPS,135.0,25,2.3,46,20
2,RAIL,BADARPUR TPS,705.0,30,12.6,398,32
HARYANA
3,RAIL,PANIPAT TPS,1360.0,25,21.0,116,6,*,Less Receipt
4,RAIL,YAMUNA NAGAR TPS,600.0,25,8.1,129,16
5,RAIL,RAJIV GANDHI TPS,1200.0,25,12.9,17,1,*,**,Less Receipt
PUNJAB
6,RAIL,GH TPS (LEH.MOH.),920.0,30,8.1,364,45
7,RAIL,GND TPS(BHATINDA),440.0,30,4.8,270,56
8,RAIL,ROPAR TPS,1260.0,30,19.4,675,35
RAJASTHAN
9,RAIL,KOTA TPS,1240.0,30,19.4,1,0,*,**,No import
10,RAIL,SURATGARH TPS,1500.0,30,21.6,147,7
11,RAIL,CHHABRA TPP,500.0,30,8.1,15,2,*,**,No import
UTTAR PRADESH
12,PITHEAD,ANPARA TPS,1630.0,15,22.6,153,7
13,RAIL,HARDUAGANJ TPS,220.0,25,2.6,103,40
14,RAIL,OBRA TPS,1372.0,20,14.5,95,7
15,RAIL,PANKI TPS,210.0,30,3.2,150,47
16,RAIL,PARICHHA TPS,640.0,30,10.7,84,8
17,RAIL,DADRI (NCTPP),1820.0,30,25.8,316,12
18,PITHEAD,RIHAND STPS,2000.0,15,32.9,198,6,*,Less Receipt
19,PITHEAD,SINGRAULI STPS,2000.0,15,34.2,14,0,*,**,Higher Generation
20,RAIL,TANDA TPS,440.0,25,7.7,257,33
21,RAIL,UNCHAHAR TPS,1050.0,25,17.7,298,17
22,RAIL,ROSA TPP Ph-I,600.0,25,8.7,63,7
TOTAL OF N.R.,21842.0,24,318.9,3910,12,6,4
WESTERN
CHHATTISGARH
23,RAIL,DSPM TPS,500.0,15,8.7,92,11
24,PITHEAD,KORBA-II,440.0,15,11.0,59,5,*,Less Receipt
25,PITHEAD,KORBA-WEST TPS,840.0,15,14.2,413,29
26,PITHEAD,KORBA STPS,2100.0,15,35.5,239,7
27,RAIL,SIPAT STPS,1000.0,20,16.1,440,27
28,RAIL,PATHADI TPP,600.0,15,9.4,183,20
29,RAIL,BHILAI TPS,500.0,25,8.7,197,23
GUJARAT
30,RAIL,GANDHI NAGAR TPS,870.0,30,12.9,117,9
31,RAIL,SIKKA REP. TPS,240.0,30,3.9,29,8
32,RAIL,UKAI TPS,850.0,30,9.8,70,7
33,RAIL,WANAKBORI TPS,1470.0,30,22.6,205,9
34,RAIL,SABARMATI (C,400.0,30,5.8,69,12
,STATION)
MADHYA PRADESH
35,PITHEAD,AMARKANTAK EXT TPS,450.0,15,5.0,68,14
36,RAIL,SANJAY GANDHI TPS,1340.0,20,20.7,204,10
37,RAIL,SATPURA TPS,1142.5,20,20.0,170,9
38,PITHEAD,VINDHYACHAL STPS,3260.0,15,54.8,61,1,*,**,Less Receipt - NCL
MAHARASHTRA
39,RAIL,BHUSAWAL TPS,470.0,20,8.7,88,10
40,RAIL,CHANDRAPUR(MAHAR,2340.0,20,38.7,436,11
,ASHTRA) STPS
41,RAIL,KHAPARKHEDA TPS- II,840.0,20,14.6,61,4,*,Less Receipt
,Page 2 of2

 REGION/,MODE OF,NAME OF,CAPACITY,NORMA,COAL,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,REQUIRE,CRITICAL COAL
,POWER,STOCK,MENT,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,IN '000,TONNES,DAYS
,(DAYS),TONNES,<7,<4

42,RAIL,KORADI TPS,1040.0,25,15.2,180,12
43,RAIL,NASIK TPS,880.0,25,11.2,164,15
44,RAIL,PARLI TPS,1170.0,25,19.4,42,2,*,**,Less Receipt
45,RAIL,PARAS TPS,555.0,20,7.7,82,11
46,RAIL,DAHANU TPS,500.0,25,7.4,47,6,*,Less Receipt - SECL
TOTAL OF W.R.,23797.5,21,382.0,3717,10,5,2
SOUTHERN
ANDHRA PRADESH
47,RAIL,Dr. N.TATA RAO TPS,1760.0,20,23.2,344,15
48,ROAD,KOTHAGUDEM TPS,1220.0,20,19.4,278,14
49,RAIL,RAMAGUNDEM - B TPS,62.5,20,0.8,34,44
50,RAIL,RAYALASEEMA TPS,840.0,25,13.7,294,21
51,PITHEAD,RAMAGUNDEM STPS,2600.0,15,38.7,300,8
52,RAIL,SIMHADRI,1000.0,25,16.8,105,6,*,Less Receipt
53,RAIL,KAKATIYA TPS,500.0,20,6.5,250,39
KARNATAKA
54,RAIL,RAICHUR TPS,1720.0,30,22.2,412,19
55,RAIL,BELLARY TPS,500.0,20,9.2,216,24
TAMIL NADU
56,RAIL,ENNORE TPS,450.0,30,4.2,9,2,*,**,Less Receipt
