,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,Figures in 000 tonnes
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 02-Nov-2009 ),Page 1 of2

,REGION/,MODE OF,NAME OF,CAPACITY,NORMA,COAL,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,REQUIRE,CRITICAL COAL
,POWER,STOCK,MENT,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,IN '000,TONNES,DAYS
,(DAYS),TONNES,<7,<4

NORTHERN
DELHI
1,RAIL,RAJGHAT TPS,135.0,25,2.1,48,23
2,RAIL,BADARPUR TPS,705.0,30,12.1,28,2,*,** Higher Generation
HARYANA
3,RAIL,FARIDABAD TPS.,110.0,25,1.0,26,27
4,RAIL,PANIPAT TPS,1360.0,25,19.3,38,2,*,** Less Receipt
5,RAIL,YAMUNA NAGAR TPS,600.0,25,8.3,20,2,*,** Less Receipt - CCL
PUNJAB
6,RAIL,GH TPS (LEH.MOH.),920.0,30,11.1,79,7
7,RAIL,GND TPS(BHATINDA),440.0,30,4.8,43,9
8,RAIL,ROPAR TPS,1260.0,30,17.6,86,5,*,Less Receipt - CCL
RAJASTHAN
9,RAIL,KOTA TPS,1240.0,30,16.7,145,9
10,RAIL,SURATGARH TPS,1500.0,30,19.2,66,3,*,** Delay in import
UTTAR PRADESH
11,PITHEAD,ANPARA TPS,1630.0,15,22.4,207,9
12,RAIL,HARDUAGANJ TPS,220.0,25,2.6,45,17
13,RAIL,OBRA TPS,1372.0,20,15.7,38,2,*,** Less Receipt
14,RAIL,PANKI TPS,210.0,30,2.9,48,17
15,RAIL,PARICHHA TPS,640.0,30,9.5,72,8
16,RAIL,DADRI (NCTPP),840.0,30,12.4,53,4,*,Less Receipt - CCL
17,PITHEAD,RIHAND STPS,2000.0,15,27.8,510,18
18,PITHEAD,SINGRAULI STPS,2000.0,15,31.0,451,15
19,RAIL,TANDA TPS,440.0,25,6.8,23,3,*,** Less Receipt - CCL
20,RAIL,UNCHAHAR TPS,1050.0,25,14.8,124,8
TOTAL OF N.R.,18672.0,24,258.1,2152,8,8,6
WESTERN
CHHATTISGARH
21,RAIL,KORBA EAST V,500.0,15,7.2,34,5,*,Higher Generation
22,PITHEAD,KORBA-II,440.0,15,7.4,64,9
23,PITHEAD,KORBA-WEST TPS,840.0,15,12.3,208,17
24,PITHEAD,KORBA STPS,2100.0,15,30.8,301,10
25,RAIL,SIPAT STPS,1000.0,20,9.6,74,8
26,RAIL,PATHADI TPP,300.0,15,5.0,46,9
GUJARAT
27,RAIL,GANDHI NAGAR TPS,870.0,30,11.2,171,15
28,RAIL,SIKKA REP. TPS,240.0,30,3.0,72,24
29,RAIL,UKAI TPS,850.0,30,11.8,183,16
30,RAIL,WANAKBORI TPS,1470.0,30,23.9,126,5,*,Less Receipt - SECL
31,RAIL,TORR POWER AEC,400.0,30,5.2,2,0,*,** Higher Generation
MADHYA PRADESH
32,PITHEAD,AMARKANTAK EXT TPS,450.0,15,4.4,34,8
33,RAIL,SANJAY GANDHI TPS,1340.0,20,18.7,239,13
34,RAIL,SATPURA TPS,1142.5,20,18.8,393,21
35,PITHEAD,VINDHYACHAL STPS,3260.0,15,47.7,391,8
MAHARASHTRA
36,RAIL,BHUSAWAL TPS,475.0,25,7.9,167,21
37,RAIL,CHANDRAPUR(MAHAR,2340.0,20,38.8,388,10
,ASHTRA) STPS
38,RAIL,KHAPARKHEDA TPS- II,840.0,20,14.6,121,8
39,RAIL,KORADI TPS,1040.0,25,16.8,76,5,*,Unloading Constraint
40,RAIL,NASIK TPS,880.0,25,13.7,172,12
41,RAIL,PARLI TPS,920.0,25,17.5,134,8
42,RAIL,PARAS TPS,305.0,20,5.9,93,16
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 02-Nov-2009 ),Page 2 of2

 REGION/,MODE OF,NAME OF,CAPACITY,NORMA,COAL,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,REQUIRE,CRITICAL COAL
,POWER,STOCK,MENT,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,IN '000,TONNES,DAYS
,(DAYS),TONNES,<7,<4

43,RAIL,DAHANU TPS,500.0,25,8.0,15,2,*,** Less Receipt - SECL
TOTAL OF W.R.,22502.5,21,340.2,3505,10,5,2
SOUTHERN
ANDHRA PRADESH
44,RAIL,Dr. N.TATA RAO TPS,1760.0,25,18.8,208,11
45,RAIL,KOTHAGUDEM TPS,1220.0,20,19.4,357,18
46,ROAD,RAMAGUNDEM - B TPS,62.5,20,1.1,24,22
47,RAIL,RAYALASEEMA TPS,840.0,25,13.2,276,21
48,PITHEAD,RAMAGUNDEM STPS,2600.0,15,39.2,644,16
49,RAIL,SIMHADRI,1000.0,25,15.7,94,6,*,Less receipt -MCL
,Talcher
KARNATAKA
50,RAIL,RAICHUR TPS,1470.0,30,21.7,282,13
51,RAIL,BELLARY TPS,500.0,22,8.0,129,16
TAMIL NADU
52,INTER MODAL,ENNORE TPS,450.0,30,5.7,10,2,*,** Less Receipt
