,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,Figures in 000 tonnes
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 02-Jan-2011 )
,Page 1 of2

,REGION/,MODE OF,NAME OF,CAPACITY,NORMA,COAL,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,REQUIRE,CRITICAL COAL
,POWER,STOCK,MENT,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,IN '000,TONNES,DAYS
,(DAYS),TONNES,<7,<4

NORTHERN
DELHI
1,RAIL,RAJGHAT TPS,135.0,20,2.5,35,14
2,RAIL,BADARPUR TPS,705.0,30,12.3,303,25
HARYANA
3,RAIL,PANIPAT TPS,1360.0,25,17.7,73,4,*,No import
4,RAIL,YAMUNA NAGAR TPS,600.0,25,8.0,153,19
5,RAIL,RAJIV GANDHI TPS,1200.0,25,12.0,92,8
PUNJAB
6,RAIL,GH TPS (LEH.MOH.),920.0,30,10.2,353,35
7,RAIL,ROPAR TPS,1260.0,25,16.1,626,39
8,RAIL,GND TPS(BHATINDA),440.0,30,4.8,237,50
RAJASTHAN
9,RAIL,KOTA TPS,1240.0,30,21.0,8,0,*,**,No import
10,RAIL,SURATGARH TPS,1500.0,30,23.9,17,1,*,**,No import
11,RAIL,CHHABRA TPP,500.0,30,6.5,18,3,*,**,No import
UTTAR PRADESH
12,PITHEAD,ANPARA TPS,1630.0,15,24.2,159,7
13,RAIL,HARDUAGANJ TPS,220.0,25,2.6,66,25
14,RAIL,OBRA TPS,1372.0,20,16.8,60,4,*,Less Receipt
15,RAIL,PANKI TPS,210.0,30,3.2,63,20
16,RAIL,PARICHHA TPS,640.0,30,11.6,90,8
17,RAIL,DADRI (NCTPP),1820.0,30,19.9,512,26
18,PITHEAD,RIHAND STPS,2000.0,15,33.6,359,11
19,PITHEAD,SINGRAULI STPS,2000.0,15,33.9,142,4,*,Higher Generation
20,RAIL,TANDA TPS,440.0,25,7.4,290,39
21,RAIL,UNCHAHAR TPS,1050.0,25,16.5,408,25
22,RAIL,ROSA TPP Ph-I,600.0,25,8.7,66,8
TOTAL OF N.R.,21842.0,24,313.4,4129,13,6,3
WESTERN
CHHATTISGARH
23,RAIL,DSPM TPS,500.0,15,8.7,96,11
24,PITHEAD,KORBA-II,440.0,15,11.1,74,7
25,PITHEAD,KORBA-WEST TPS,840.0,15,13.6,398,29
26,PITHEAD,KORBA STPS,2600.0,15,35.5,459,13
27,RAIL,SIPAT STPS,1000.0,20,17.7,519,29
28,RAIL,PATHADI TPP,600.0,15,9.4,348,37
29,RAIL,BHILAI TPS,500.0,25,8.7,291,33
GUJARAT
30,RAIL,GANDHI NAGAR TPS,870.0,30,12.1,164,14
31,RAIL,UKAI TPS,850.0,30,12.3,64,5,*,Higher Generation
32,RAIL,SIKKA REP. TPS,240.0,30,3.9,56,14
33,RAIL,WANAKBORI TPS,1470.0,30,24.2,210,9
34,RAIL,SABARMATI (C,400.0,30,5.8,57,10
,STATION)
MADHYA PRADESH
35,PITHEAD,AMARKANTAK EXT TPS,450.0,15,4.9,99,20
36,RAIL,SANJAY GANDHI TPS,1340.0,20,20.7,84,4,*,Less import
37,RAIL,SATPURA TPS,1142.5,20,20.3,148,7
38,PITHEAD,VINDHYACHAL STPS,3260.0,15,53.9,186,3,*,**,Less Receipt - NCL
MAHARASHTRA
39,RAIL,BHUSAWAL TPS,470.0,20,8.5,84,10
40,RAIL,CHANDRAPUR(MAHAR,2340.0,20,38.7,381,10
,ASHTRA) STPS
41,RAIL,KHAPARKHEDA TPS- II,840.0,25,16.3,18,1,*,**,Less Receipt
,Page 2 of2

 REGION/,MODE OF,NAME OF,CAPACITY,NORMA,COAL,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,REQUIRE,CRITICAL COAL
,POWER,STOCK,MENT,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,IN '000,TONNES,DAYS
,(DAYS),TONNES,<7,<4

42,RAIL,KORADI TPS,1040.0,25,15.4,129,8
43,RAIL,NASIK TPS,880.0,25,13.6,245,18
44,RAIL,PARLI TPS,1170.0,25,15.8,74,5,*,Less Receipt
45,RAIL,PARAS TPS,555.0,25,7.5,105,14
46,RAIL,DAHANU TPS,500.0,25,7.4,38,5,*,Less Receipt - SECL
TOTAL OF W.R.,24297.5,21,386.0,4326,11,6,2
SOUTHERN
ANDHRA PRADESH
47,RAIL,Dr. N.TATA RAO TPS,1760.0,20,24.7,395,16
48,RAIL,KOTHAGUDEM TPS,1220.0,20,21.1,333,16
49,ROAD,RAMAGUNDEM - B TPS,62.5,20,1.0,32,33
50,RAIL,RAYALASEEMA TPS,840.0,25,13.6,289,21
51,PITHEAD,RAMAGUNDEM STPS,2600.0,15,38.7,389,10
52,RAIL,SIMHADRI,1000.0,25,17.7,89,5,*,Less Receipt
53,PITHEAD,KAKATIYA TPS,500.0,15,6.8,206,30
KARNATAKA
54,RAIL,RAICHUR TPS,1720.0,30,24.9,344,14
55,RAIL,BELLARY TPS,500.0,20,9.5,204,22
TAMIL NADU
56,RAIL,ENNORE TPS,450.0,30,6.0,7,1,*,**,Less Receipt
