,DAILY REPORT OF HYDRO RESERVOIRS FOR,01-Jun-2008,1
,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,COMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTANT CONTANT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF April
,YEAR,LEVEL
,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

BHAKRA,PUNJAB,513.59,1685.01,466.77,1531.39,484.47,1589.47,445.62,1462.01,5282.00,1728.80,223.99,6516.07,5.28,1045.29,0.85,485.78


PONG,PUNJAB,426.72,1400.00,391.12,1283.19,398.94,1308.86,384.05,1260.01,1123.00,1084.00,62.80,6946.00,5.63,535.21,0.43,80.37


RANJIT SAGAR,PUNJAB,527.91,1731.99,506.82,1662.80,515.26,1690.49,487.91,1600.75,1507.00,390.30,182.70,7199.17,5.84,798.22,0.65,128.12


R.P. SAGAR,RAJASTHAN,352.81,1157.51,351.92,1154.59,344.54,1130.38,343.81,1127.99,459.00,175.66,151.09,1568.98,1.27,1397.42,1.13,13.95


RIHAND,UTTAR PRADESH,268.22,879.99,254.75,835.80,253.87,832.91,252.98,829.99,920.00,860.50,66.65,5845.50,4.74,504.01,0.41,41.81


RAM GANGA,UTTARAKHAND,366.00,1200.79,328.29,1077.07,325.99,1069.52,323.00,1059.71,164.00,480.80,21.37,2109.25,1.71,146.59,0.12,113.90

,744.6
TEHRI,UTTARAKHAND,829.79,2722.41,741.7,2433.40,2442.91,740.04,2427.95,309.00,1291.49,10.32,2615.00,2.12,29.79,0.02,283.82
,29-MAY-07

SARDAR SAROVAR,GUJARAT,138.68,454.99,115.55,379.10,115.6,379.27,110.84,363.65,5469.00,1817.55,143.08,5760.00,4.67,582.55,0.47,279.45


UKAI,GUJARAT,105.16,345.01,93.79,307.72,92.46,303.35,82.30,270.01,1080.00,813.08,256.20,6619.15,5.37,2213.20,1.79,110.11


GANDHI SAGAR,MADHYA PRADESH,399.90,1312.01,385.43,1264.53,381,1250.00,381.00,1250.00,420.48,725.00,71.18,6911.19,5.60,819.22,0.66,27.87

,262.14
INDIRA SAGAR,MADHYA PRADESH,262.14,860.04,244.69,802.79,860.04,243.24,798.03,2628.00,1316.12,43.09,9706.00,7.87,337.27,0.27,166.55
,30-MAY-07

BHIRA,MAHARASHTRA,606.03,1988.29,594.36,1950.00,591.94,1942.06,590.09,1935.99,790.00,618.80,134.40,522.76,0.42,113.55,0.09,42.59

,657.9
KOYNA,MAHARASHTRA,657.91,2158.50,637.43,2091.30,2158.46,609.60,2000.00,3130.00,3126.10,1145.40,2677.14,2.17,982.40,0.80,755.24
,29-MAY-07

MACHKUND,ANDHRA PRADESH,838.20,2750.00,834.5,2737.86,829.19,2720.44,513.59,1685.01,670.00,551.60,375.13,892.55,0.72,606.99,0.49,104.45


NAGARJUN SAGAR,ANDHRA PRADESH,179.83,589.99,165.17,541.90,165.81,544.00,150.88,495.01,2237.00,1398.13,533.24,6537.80,5.30,2772.86,2.25,0.00


SRISAILAM,ANDHRA PRADESH,269.75,885.01,250.64,822.31,249.3,817.91,243.84,800.00,4300.00,1391.84,160.50,7105.96,5.76,826.30,0.67,256.50

,519.62
ALMATTI,KARNATAKA,519.62,1704.79,508.4,1667.98,1704.79,505.97,1660.01,483.00,175.35,6.88,2631.50,2.13,124.68,0.10,0.84
,29-MAY-07

KALINDI SUPA,KARNATAKA,563.88,1850.00,523.85,1718.67,537.15,1762.30,513.52,1684.78,542.00,2885.00,311.72 133260.00,108.04,14337.47,11.62,107.94


SHARAVATHY,KARNATAKA,554.43,1819.00,535.15,1755.74,538.52,1766.80,522.73,1714.99,5564.00,4557.03,702.08,4297.08,3.48,662.04,0.54,1135.03


IDAMALAYAR,KERALA,169.00,554.46,134.27,440.52,135.23,443.67,114.99,377.26,380.00,254.45,52.30,1017.80,0.83,210.35,0.17,70.18


IDUKKI,KERALA,732.35,2402.72,703.29,2307.38,704.77,2312.24,694.94,2279.99,2398.00,2146.32,322.44,1459.50,1.18,219.26,0.18,712.37
,DAILY REPORT OF HYDRO RESERVOIRS FOR,01-Jun-2008,2
,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,COMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTANT CONTANT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF April
,YEAR,LEVEL
,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

MADUPATTY,KERALA,1599.38,5247.31,1587.8,5209.32,1587.85,5209.48,1554.48,5100.00,6.40,77.40,38.97,55.32,0.04,27.63,0.02,0.00


SABRIGRI,KERALA,981.46,3220.01,953.61,3128.64,953.44,3128.08,908.30,2979.99,1338.00,764.00,229.47,446.26,0.36,142.54,0.12,246.36


KUNDAH GROUP,TAMIL NADU,1315.00,1270.00,387.00,346.50,0.28,606.10


METTURE,TAMIL NADU,240.79,789.99,234.87,770.57,238.73,783.23,211.23,693.01,790.00,204.00,125.71,2504.70,2.03,1715.03,1.39,1217.15


PERIYAR,TAMIL NADU,46.33,152.00,40.57,133.10,37.61,123.39,33.53,110.01,409.00,216.00,102.62,273.51,0.22,127.78,0.10,0.23


BALIMELA,ORISSA,462.08,1516.01,443.09,1453.70,441.33,1447.93,438.91,1439.99,1183.00,897.75,102.64,2675.96,2.17,305.93,0.25,159.68


HIRAKUD,ORISSA,192.02,629.99,183.13,600.81,182.95,600.23,179.83,589.99,1174.00,372.28,40.04,4709.43,3.82,658.61,0.53,85.87


INDRAVATI,ORISSA,641.84,2105.77,626.35,2054.95,628.6,2062.34,625.00,2050.52,1962.00,1213.13,42.10,1485.50,1.20,100.79,0.08,332.37


RENGALI,ORISSA,123.44,404.99,110.23,361.65,111.53,365.91,109.72,359.97,525.00,275.00,1.65,3167.81,2.57,73.05,0.06,33.75


UPPER KOLAB,ORISSA,857.78,2814.24,845.31,2773.33,849.29,2786.38,843.78,2768.31,832.00,540.00,34.61,935.00,0.76,88.20,0.07,140.08

,767.31
LOKTAK,MANIPUR,768.50,2521.33,2517.42,766.88,2516.01,766.01,2513.16,450.00,250.00,49.69,0.00,0.00,37.61
,29-MAY-08

** BHAKRA - POTENTIAL OF 5282 MU INCLUDES THOSE OF GANGWAL AND KOTLA STATIONS AND CORRESPONDS TO A DRY YEAR. THE POTENTIAL FOR A DEPENDABLE YEAR IS 6057 MU.
*** INCLUDES GANGUWAL & KOTLA.
$ UKAI - THE POTENTIAL FOR DEPENDABLE YEAR DURING THE INITIAL YEAR IS 1080 MU AND WOULD REDUCE TO 605 MU AS AND WHEN UPSTREAM IRRIGATION DEVELOPS.
