,DAILY REPORT OF HYDRO RESERVOIRS FOR,07-May-2008,1
,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,COMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTANT CONTANT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF April
,YEAR,LEVEL
,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

BHAKRA,PUNJAB,513.59,1685.01,462.25,1516.57,475.81,1561.06,445.62,1462.01,5282.00,1728.80,162.64,6516.07,5.28,777.01,0.63,244.21


PONG,PUNJAB,426.72,1400.00,392.63,1288.16,401.94,1318.70,384.05,1260.01,1123.00,1084.00,81.21,6946.00,5.63,682.62,0.55,38.48


RANJIT SAGAR,PUNJAB,527.91,1731.99,504.18,1654.13,507.99,1666.63,487.91,1600.75,1507.00,390.30,150.96,7199.17,5.84,669.13,0.54,46.60


R.P. SAGAR,RAJASTHAN,352.81,1157.51,352,1154.84,344.68,1130.84,343.81,1127.99,459.00,175.66,152.89,1568.98,1.27,1412.53,1.15,14.44


RIHAND,UTTAR PRADESH,268.22,879.99,255.06,836.80,254.27,834.22,252.98,829.99,920.00,860.50,78.60,5845.50,4.74,581.95,0.47,30.85


RAM GANGA,UTTARAKHAND,366.00,1200.79,333.76,1095.01,329.54,1081.17,323.00,1059.71,164.00,480.80,48.42,2109.25,1.71,336.60,0.27,82.28


TEHRI,UTTARAKHAND,829.79,2722.41,744.75,2443.41,742.15,2434.88,740.04,2427.95,309.00,1291.49,29.23,2615.00,2.12,83.17,0.07,174.44


SARDAR SAROVAR,GUJARAT,138.68,454.99,117.92,386.88,115.03,377.40,110.84,363.65,5469.00,1817.55,223.94,5760.00,4.67,920.97,0.75,137.34


UKAI,GUJARAT,105.16,345.01,95.61,313.68,94.23,309.15,82.30,270.01,1080.00,813.08,315.31,6619.15,5.37,2810.40,2.28,69.35


GANDHI SAGAR,MADHYA PRADESH,399.90,1312.01,385.54,1264.88,381,1250.00,381.00,1250.00,420.48,725.00,73.28,6911.19,5.60,842.96,0.68,26.59


INDIRA SAGAR,MADHYA PRADESH,262.14,860.04,246.29,808.04,246.87,809.94,243.24,798.03,2628.00,1316.12,97.17,9706.00,7.87,760.17,0.62,93.05


BHIRA,MAHARASHTRA,606.03,1988.29,596.07,1955.61,593.73,1947.93,590.09,1935.99,790.00,618.80,195.96,522.76,0.42,165.57,0.13,30.62

,641.42,635.39
KOYNA,MAHARASHTRA,657.91,2158.50,2104.40,2084.61,609.60,2000.00,3130.00,3126.10,1453.80,2677.14,2.17,1237.60,1.00,480.61
,06-MAY-08,04-MAY-07

MACHKUND,ANDHRA PRADESH,838.20,2750.00,835.53,2741.24,830.61,2725.10,513.59,1685.01,670.00,551.60,419.46,892.55,0.72,678.72,0.55,57.67


NAGARJUN SAGAR,ANDHRA PRADESH,179.83,589.99,162.28,532.41,167.4,549.21,150.88,495.01,2237.00,1398.13,406.34,6537.80,5.30,2151.80,1.74,0.13


SRISAILAM,ANDHRA PRADESH,269.75,885.01,256.49,841.50,243.84,800.00,243.84,800.00,4300.00,1391.84,369.11,7105.96,5.76,1900.40,1.54,174.36

,508.78,508.75
ALMATTI,KARNATAKA,519.62,1704.79,1669.23,1669.13,505.97,1660.01,483.00,175.35,7.63,2631.50,2.13,141.74,0.11,0.84
,06-MAY-08,06-MAY-07

KALINDI SUPA,KARNATAKA,563.88,1850.00,531.21,1742.81,540.1,1771.98,513.52,1684.78,542.00,2885.00,620.48 133260.00,108.04,28547.67,23.14,63.25


SHARAVATHY,KARNATAKA,554.43,1819.00,539.13,1768.80,540.14,1772.11,522.73,1714.99,5564.00,4557.03,1144.00,4297.08,3.48,1078.74,0.87,693.90


IDAMALAYAR,KERALA,169.00,554.46,139.88,458.92,137.11,449.84,114.99,377.26,380.00,254.45,76.73,1017.80,0.83,311.47,0.25,44.03


IDUKKI,KERALA,732.35,2402.72,708.26,2323.69,707.09,2319.85,694.94,2279.99,2398.00,2146.32,550.63,1459.50,1.18,374.44,0.30,437.69
,DAILY REPORT OF HYDRO RESERVOIRS FOR,07-May-2008,2
,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,COMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTANT CONTANT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF April
,YEAR,LEVEL
,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

MADUPATTY,KERALA,1599.38,5247.31,1586.85,5206.20,1586.35,5204.56,1554.48,5100.00,6.40,77.40,36.29,55.32,0.04,25.73,0.02,0.00


SABRIGRI,KERALA,981.46,3220.01,957.34,3140.88,959.42,3147.70,908.30,2979.99,1338.00,764.00,274.00,446.26,0.36,170.10,0.14,188.45


KUNDAH GROUP,TAMIL NADU,1315.00,1270.00,578.00,346.50,0.28,375.00


METTURE,TAMIL NADU,240.79,789.99,234.18,768.31,238.27,781.73,211.23,693.01,790.00,204.00,118.92,2504.70,2.03,1630.77,1.32,723.37


PERIYAR,TAMIL NADU,46.33,152.00,40.54,133.01,36.91,121.10,33.53,110.01,409.00,216.00,102.03,273.51,0.22,127.12,0.10,0.00


BALIMELA,ORISSA,462.08,1516.01,445.62,1462.00,442.39,1451.41,438.91,1439.99,1183.00,897.75,173.66,2675.96,2.17,517.64,0.42,132.62


HIRAKUD,ORISSA,192.02,629.99,184.57,605.56,184.95,606.79,179.83,589.99,1174.00,372.28,72.69,4709.43,3.82,1095.72,0.89,37.48


INDRAVATI,ORISSA,641.84,2105.77,627.74,2059.51,630.84,2069.69,625.00,2050.52,1962.00,1213.13,80.86,1485.50,1.20,194.01,0.16,234.87


RENGALI,ORISSA,123.44,404.99,111.12,364.57,113.35,371.88,109.72,359.97,525.00,275.00,7.32,3167.81,2.57,194.19,0.16,26.58


UPPER KOLAB,ORISSA,857.78,2814.24,847.4,2780.18,849.57,2787.30,843.78,2768.31,832.00,540.00,73.72,935.00,0.76,161.42,0.13,89.86


LOKTAK,MANIPUR,768.50,2521.33,767.52,2518.11,766.82,2515.81,766.01,2513.16,450.00,250.00,66.06,0.00,0.00,24.75


** BHAKRA - POTENTIAL OF 5282 MU INCLUDES THOSE OF GANGWAL AND KOTLA STATIONS AND CORRESPONDS TO A DRY YEAR. THE POTENTIAL FOR A DEPENDABLE YEAR IS 6057 MU.
*** INCLUDES GANGUWAL & KOTLA.
$ UKAI - THE POTENTIAL FOR DEPENDABLE YEAR DURING THE INITIAL YEAR IS 1080 MU AND WOULD REDUCE TO 605 MU AS AND WHEN UPSTREAM IRRIGATION DEVELOPS.
$$ ENERGY CONTENT AT GANDHI SAGAR INCLUDES FOR GENERATION AT R.P.SAGAR AND JAWAHAR SAGAR.
@ KOYNA - POTENTIAL OF 3523 MU IS CORRESPONDING TO 87 TMC OF WATER AVAILABLE FOR POWER GENERATION AS PER KRISHNA WATER DISPUTE TRIBUNAL AWARD FOR KOYNA I,II,III & IV.
* RANJIT SAGAR - ENERGY CONTENT AT F.R.L. WORKED OUT CONSIDERING NIL INFLOW IN THE RESERVIOR.
,DAILY REPORT OF HYDRO RESERVOIRS FOR,08-May-2008,1
,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,COMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTANT CONTANT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF April
,YEAR,LEVEL
,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

BHAKRA,PUNJAB,513.59,1685.01,462.2,1516.40,476.35,1562.83,445.62,1462.01,5282.00,1728.80,162.06,6516.07,5.28,774.38,0.63,253.92


PONG,PUNJAB,426.72,1400.00,392.61,1288.09,401.7,1317.91,384.05,1260.01,1123.00,1084.00,80.94,6946.00,5.63,680.54,0.55,39.53


RANJIT SAGAR,PUNJAB,527.91,1731.99,504.32,1654.59,508.24,1667.45,487.91,1600.75,1507.00,390.30,152.66,7199.17,5.84,675.98,0.55,50.92


R.P. SAGAR,RAJASTHAN,352.81,1157.51,352,1154.84,344.67,1130.81,343.81,1127.99,459.00,175.66,152.89,1568.98,1.27,1412.53,1.15,14.44


RIHAND,UTTAR PRADESH,268.22,879.99,255.06,836.80,254.24,834.12,252.98,829.99,920.00,860.50,78.60,5845.50,4.74,581.95,0.47,31.77


RAM GANGA,UTTARAKHAND,366.00,1200.79,333.43,1093.93,329.22,1080.12,323.00,1059.71,164.00,480.80,46.28,2109.25,1.71,324.39,0.26,84.35


TEHRI,UTTARAKHAND,829.79,2722.41,744.5,2442.59,742.15,2434.88,740.04,2427.95,309.00,1291.49,27.66,2615.00,2.12,78.79,0.06,178.95


SARDAR SAROVAR,GUJARAT,138.68,454.99,117.79,386.45,115.08,377.56,110.84,363.65,5469.00,1817.55,201.01,5760.00,4.67,902.38,0.73,141.65


UKAI,GUJARAT,105.16,345.01,95.52,313.40,94.14,308.86,82.30,270.01,1080.00,813.08,312.35,6619.15,5.37,2781.73,2.26,71.38


GANDHI SAGAR,MADHYA PRADESH,399.90,1312.01,385.51,1264.80,381,1250.00,381.00,1250.00,420.48,725.00,72.80,6911.19,5.60,837.53,0.68,26.66


INDIRA SAGAR,MADHYA PRADESH,262.14,860.04,246.27,807.97,246.87,809.94,243.24,798.03,2628.00,1316.12,96.43,9706.00,7.87,754.38,0.61,94.32


BHIRA,MAHARASHTRA,606.03,1988.29,595.99,1955.35,593.65,1947.67,590.09,1935.99,790.00,618.80,192.99,522.76,0.42,163.06,0.13,30.98

,641.42,635.39
KOYNA,MAHARASHTRA,657.91,2158.50,2104.40,2084.61,609.60,2000.00,3130.00,3126.10,1453.80,2677.14,2.17,1237.60,1.00,487.86
,06-MAY-08,04-MAY-07

MACHKUND,ANDHRA PRADESH,838.20,2750.00,835.49,2741.11,830.58,2725.00,513.59,1685.01,670.00,551.60,417.46,892.55,0.72,675.50,0.55,59.93


NAGARJUN SAGAR,ANDHRA PRADESH,179.83,589.99,162.58,533.40,167.52,549.61,150.88,495.01,2237.00,1398.13,419.23,6537.80,5.30,2215.63,1.80,0.13


SRISAILAM,ANDHRA PRADESH,269.75,885.01,256.06,840.09,243.84,800.00,243.84,800.00,4300.00,1391.84,350.62,7105.96,5.76,1805.18,1.46,180.15

