,DAILY REPORT OF HYDRO RESERVOIRS FOR,01-Mar-2010,1
,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

BHAKRA,PUNJAB,513.59,1685.01,472.52,1550.25,485.64,1593.31,445.62,1462.01,5282.00,1728.80,3143.25,6516.07,5.28,1452.35,1.18,4202.03


PONG,PUNJAB,426.72,1400.00,395.92,1298.94,407.93,1338.35,384.05,1260.01,1123.00,1084.00,126.44,6946.00,5.63,1031.93,0.84,926.30


RANJIT SAGAR,PUNJAB,527.91,1731.99,498.77,1636.38,496.99,1630.54,487.91,1600.75,1507.00,390.30,89.09,7199.17,5.84,417.61,0.34,988.50


R.P. SAGAR,RAJASTHAN,352.81,1157.51,345.63,1133.97,344.99,1131.86,343.81,1127.99,459.00,175.66,30.72,1568.98,1.27,371.18,0.30,143.71


RIHAND,UTTAR PRADESH,268.22,879.99,256.55,841.70,258.41,847.80,252.98,829.99,920.00,860.50,138.75,5845.50,4.74,1011.92,0.82,371.05


RAM GANGA,UTTARAKHAND,366.00,1200.79,331.78,1088.52,343.02,1125.39,323.00,1059.71,164.00,480.80,36.38,2109.25,1.71,263.34,0.21,156.01


TEHRI,UTTARAKHAND,829.79,2722.41,782.55,2567.42,786.3,2579.72,740.04,2427.95,309.00,1291.49,401.75,2615.00,2.12,969.02,0.79,1875.17


SARDAR SAROVAR,GUJARAT,138.68,454.99,120.06,393.90,119.86,393.24,110.84,363.65,5469.00,1817.55,322.10,5760.00,4.67,1228.94,1.00,1765.49


UKAI,GUJARAT,105.16,345.01,95.00,311.68,97.07,318.47,82.30,270.01,1080.00,813.08,294.36,6619.15,5.37,2605.24,2.11,293.69


GANDHI SAGAR,MADHYA PRADESH,399.90,1312.01,383.25,1257.38,383.78,1259.12,381.00,1250.00,420.48,725.00,31.90,6911.19,5.60,379.66,0.31,124.24


INDIRA SAGAR,MADHYA PRADESH,262.14,860.04,251.97,826.67,248.48,815.22,243.24,798.03,2628.00,1316.12,356.23,9706.00,7.87,2806.88,2.28,1931.30


BHIRA,MAHARASHTRA,606.03,1988.29,598.45,1963.42,606.03,1988.29,590.09,1935.99,790.00,618.80,287.44,522.76,0.42,242.83,0.20,325.42


KOYNA,MAHARASHTRA,657.91,2158.50,653.22,2143.10,651.81,2138.48,609.60,2000.00,3130.00,3126.10,2508.40,2677.14,2.17,2153.20,1.75,711.87


MACHKUND,ANDHRA PRADESH,838.20,2750.00,827.07,2713.48,832.96,2732.81,513.59,1685.01,670.00,551.60,134.82,892.55,0.72,218.14,0.18,558.17


NAGARJUN SAGAR,ANDHRA PRADESH,179.83,589.99,159.93,524.70,159.41,523.00,150.88,495.01,2237.00,1398.13,311.36,6537.80,5.30,1672.02,1.36,1161.58


SRISAILAM,ANDHRA PRADESH,269.75,885.01,261.52,858.01,260.36,854.20,243.84,800.00,4300.00,1391.84,640.96,7105.96,5.76,3300.03,2.68,1131.67


