,"RESERVOIR","RESERVOIR","LEVEL ON","DOWN","DESIGN","CONTANT CONTANT","CAP.","AT","ENERGY",,,,,,,,
,"RESERVOIR","STATE","LEVEL","LEVEL","THE SAME","LEVEL","POTEN-","AT","AT","AT","PRESENT","GEN. FROM",,,,,
,"DAY LAST","TIAL","F.R.L. PRESENT","F.R.L.","LEVEL","1ST. OF",,,,,,,,,,,
,"YEAR","LEVEL","THE MONTH",,,,,,,,,,,,,,
,"M","FT","M","FT","M","FT","M","FT","MU","MU","MU","MCM","MAFT","MCM","MAFT",,
"BHAKRA","PUNJAB",513.59,1685.01,462.05,"1515.90 484.03 05",1588.02,445.62,1462.01,5282,1728.8,160.34,6516.07,5.28,766.64,0.62,51.47,
,"-APR-07",,,,,,,,,,,,,,,,
"PONG","PUNJAB",426.72,1400,393.55,"1291.18 411.24 05",1349.21,384.05,1260.01,1123,1084,93.14,6946,5.63,776.09,0.63,3.99,
,"-APR-07",,,,,,,,,,,,,,,,
"RANJIT SAGAR","PUNJAB",527.91,1731.99,497.25,"1631.40 512.44 05",1681.23,487.91,1600.75,1507,390.3,74.8,7199.17,5.84,359.7,0.29,7.05,
,"-APR-07",,,,,,,,,,,,,,,,
"R.P. SAGAR","RAJASTHAN",352.81,1157.51,351.11,"1151.95 352.39 05",1156.14,343.81,1127.99,459,175.66,133.21,1568.98,1.27,1240.64,1.01,5.04,
,"-APR-07",,,,,,,,,,,,,,,,
"RIHAND","UTTAR PRADESH",268.22,879.99,256.09,"840.20 256.16 05",840.42,252.98,829.99,920,860.5,120,5845.5,4.74,875.53,0.71,0,
,"-APR-07",,,,,,,,,,,,,,,,
"RAM GANGA","UTTARAKHAND",366,1200.79,342.63,1124.11,334.98,1099.02,323,1059.71,164,480.8,123.76,2109.25,1.71,726.59,0.59,14.03
,,,,,,,,,,,,,,,,,
"TEHRI","UTTARAKHAND",829.79,2722.41,758.85,2489.67,743.25,2438.48,740.04,2427.95,309,1291.49,136.99,2615,2.12,365.32,0.3,27.84
,,,,,,,,,,,,,,,,,
"SARDAR SAROVAR","GUJARAT",138.68,454.99,119.39,391.7,116.93,383.63,110.84,363.65,5469,1817.55,293.58,5760,4.67,1130.89,0.92,15.24
,,,,,,,,,,,,,,,,,
"UKAI","GUJARAT",105.16,345.01,97.68,"320.47 97.62 05-",320.28,82.3,270.01,1080,813.08,387.25,6619.15,5.37,3557.06,2.88,9.91,
,"APR-07",,,,,,,,,,,,,,,,
"GANDHI SAGAR","MADHYA PRADESH",399.9,1312.01,387.05,"1269.86 392.64 05",1288.19,381,1250,420.48,725,107.02,6911.19,5.6,1222.26,0.99,2.02,
,"-APR-07",,,,,,,,,,,,,,,,
"INDIRA SAGAR","MADHYA PRADESH",262.14,860.04,247.73,812.76,248.17,814.21,243.24,798.03,2628,1316.12,151.7,9706,7.87,1198.93,0.97,12.23
,,,,,,,,,,,,,,,,,
"BHIRA","MAHARASHTRA",606.03,1988.29,597.87,1961.52,595.53,1953.84,590.09,1935.99,790,618.8,264.22,522.76,0.42,223.21,0.18,7.68
,,,,,,,,,,,,,,,,,
"KOYNA","MAHARASHTRA",657.91,2158.5,646.08,"2119.70 642.43 05",2107.71,609.6,2000,3130,3126.1,1845.4,2677.14,2.17,1564,1.27,44.57,
,"-APR-07",,,,,,,,,,,,,,,,
"MACHKUND","ANDHRA PRADESH",838.2,2750,836.46,"2744.29 830.7 05-",2725.39,513.59,1685.01,670,551.6,465.51,892.55,0.72,753.24,0.61,7.92,
,"APR-07",,,,,,,,,,,,,,,,
"NAGARJUN SAGAR","ANDHRA PRADESH",179.83,589.99,157.06,"515.29 159.84 05",524.41,150.88,495.01,2237,1398.13,204.01,6537.8,5.3,1110.3,0.9,0,
,"-APR-07",,,,,,,,,,,,,,,,
"SRISAILAM","ANDHRA PRADESH",269.75,885.01,262.31,"860.60 252.59 05",828.71,243.84,800,4300,1391.84,695.69,7105.96,5.76,3581.8,2.9,29.3,
,"-APR-07",,,,,,,,,,,,,,,,
"ALMATTI","KARNATAKA",519.62,1704.79,508.78,"1669.23 508.75 03",1669.13,505.97,1660.01,483,175.35,7.63,2631.5,2.13,141.74,0.11,0,
,"-APR-07",,,,,,,,,,,,,,,,
"KALINDI SUPA","KARNATAKA",563.88,1850,538.5,"1766.73 338.91 05",1111.91,513.52,1684.78,542,2885,"993.55 133260.00",108.04,45711.68,37.06,8.13,,
,"-APR-07",,,,,,,,,,,,,,,,
"SHARAVATHY","KARNATAKA",554.43,1819,543.41,"1782.84 542.18 05",1778.81,522.73,1714.99,5564,4557.03,1789.49,4297.08,3.48,1687.41,1.37,95.23,
,"-APR-07",,,,,,,,,,,,,,,,
"IDAMALAYAR","KERALA",169,554.46,146.85,"481.79 145.21 05",476.41,114.99,377.26,380,254.45,111.52,1017.8,0.83,448.89,0.36,6.73,
,"-APR-07",,,,,,,,,,,,,,,,
"IDUKKI","KERALA",732.35,2402.72,714.38,"2343.77 713.71 05",2341.57,694.94,2279.99,2398,2146.32,876.72,1459.5,1.18,596.17,0.48,54.13,
,"-APR-07",,,,,,,,,,,,,,,,
"MADUPATTY","KERALA",1599.38,5247.31,1592.7,5225.39,1587.25,5207.51,1554.48,5100,6.4,77.4,52.89,55.32,0.04,37.51,0.03,0
,"05-APR-07",,,,,,,,,,,,,,,,
"SABRIGRI","KERALA",981.46,3220.01,966.15,"3169.78 959.95 05",3149.44,908.3,2979.99,1338,764,397.18,446.26,0.36,246.85,0.2,31.65,
,"-APR-07",,,,,,,,,,,,,,,,
"KUNDAH GROUP","TAMIL NADU",0,1315,1270,0,346.5,0.28,60.8,,,,,,,,,
,,,,,,,,,,,,,,,,,
"METTURE","TAMIL NADU",240.79,789.99,233.73,"766.83 228.06 05",748.23,211.23,693.01,790,204,114.32,2504.7,2.03,1579.87,1.28,119.63,
,"-APR-07",,,,,,,,,,,,,,,,
"PERIYAR","TAMIL NADU",46.33,152,39.5,"129.59 33.16 05-",108.79,33.53,110.01,409,216,86.37,273.51,0.22,104.73,0.08,0,
,"APR-07",,,,,,,,,,,,,,,,
,"DAILY REPORT OF HYDRO RESERVOIRS FOR","06-Apr-2008",2,,,,,,,,,,,,,,
,"FULL","PRESENT","RESERVIOR","MIN. DRAW","ANNUAL","ENERGY ENERGY","EFF.","EFF. CAP","COMMULATIVE",,,,,,,,
,"RESERVOIR","RESERVOIR","LEVEL ON","DOWN","DESIGN","CONTANT CONTANT","CAP.","AT","ENERGY",,,,,,,,
,"RESERVOIR","STATE","LEVEL","LEVEL","THE SAME","LEVEL","POTEN-","AT","AT","AT","PRESENT","GEN. FROM",,,,,
,"DAY LAST","TIAL","F.R.L. PRESENT","F.R.L.","LEVEL","1ST. OF",,,,,,,,,,,
,"YEAR","LEVEL","THE MONTH",,,,,,,,,,,,,,
,"M","FT","M","FT","M","FT","M","FT","MU","MU","MU","MCM","MAFT","MCM","MAFT",,
"BALIMELA","ORISSA",462.08,1516.01,448.7,"1472.10 451.44 05",1481.1,438.91,1439.99,1183,897.75,271.32,2675.96,2.17,808.74,0.66,21.54,
,"-APR-07",,,,,,,,,,,,,,,,
"HIRAKUD","ORISSA",192.02,629.99,186.36,"611.41 187.39 05",614.8,179.83,589.99,1174,372.28,119.24,4709.43,3.82,1725.14,1.4,5.41,
,"-APR-07",,,,,,,,,,,,,,,,
"INDRAVATI","ORISSA",641.84,2105.77,630.49,"2068.54 633.41 05",2078.12,625,2050.52,1962,1213.13,157.54,1485.5,1.2,388.13,0.31,32.37,
,"-APR-07",,,,,,,,,,,,,,,,
"RENGALI","ORISSA",123.44,404.99,113.07,"370.96 118.34 05",388.25,109.72,359.97,525,275,27.9,3167.81,2.57,403.84,0.33,3.4,
,"-APR-07",,,,,,,,,,,,,,,,
"UPPER KOLAB","ORISSA",857.78,2814.24,849.69,"2787.70 851.1 05-",2792.32,843.78,2768.31,832,540,136.71,935,0.76,276.15,0.22,10.74,
,"APR-07",,,,,,,,,,,,,,,,
"LOKTAK","MANIPUR",768.5,2521.33,767.84,"2519.16 767.3 05-",2517.39,766.01,2513.16,450,250,94.67,0,0,4.36,,,
,"APR-07",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"** BHAKRA - POTENTIAL OF 5282 MU INCLUDES THOSE OF GANGWAL AND KOTLA STATIONS AND CORRESPONDS TO A DRY YEAR. THE POTENTIAL FOR A DEPENDABLE YEAR IS 6057 MU.",,,,,,,,,,,,,,,,,
"*** INCLUDES GANGUWAL & KOTLA.",,,,,,,,,,,,,,,,,
"$ UKAI - THE POTENTIAL FOR DEPENDABLE YEAR DURING THE INITIAL YEAR IS 1080 MU AND WOULD REDUCE TO 605 MU AS AND WHEN UPSTREAM IRRIGATION DEVELOPS.",,,,,,,,,,,,,,,,,
"$$ ENERGY CONTENT AT GANDHI SAGAR INCLUDES FOR GENERATION AT R.P.SAGAR AND JAWAHAR SAGAR.",,,,,,,,,,,,,,,,,
"@ KOYNA - POTENTIAL OF 3523 MU IS CORRESPONDING TO 87 TMC OF WATER AVAILABLE FOR POWER GENERATION AS PER KRISHNA WATER DISPUTE TRIBUNAL AWARD FOR KOYNA I","II","III & IV.",,,,,,,,,,,,,,,
"* RANJIT SAGAR - ENERGY CONTENT AT F.R.L. WORKED OUT CONSIDERING NIL INFLOW IN THE RESERVIOR.",,,,,,,,,,,,,,,,,
,"DAILY REPORT OF HYDRO RESERVOIRS FOR","07-Apr-2008",1,,,,,,,,,,,,,,
,"FULL","PRESENT","RESERVIOR","MIN. DRAW","ANNUAL","ENERGY ENERGY","EFF.","EFF. CAP","COMMULATIVE",,,,,,,,
,"RESERVOIR","RESERVOIR","LEVEL ON","DOWN","DESIGN","CONTANT CONTANT","CAP.","AT","ENERGY",,,,,,,,
,"RESERVOIR","STATE","LEVEL","LEVEL","THE SAME","LEVEL","POTEN-","AT","AT","AT","PRESENT","GEN. FROM",,,,,
,"DAY LAST","TIAL","F.R.L. PRESENT","F.R.L.","LEVEL","1ST. OF",,,,,,,,,,,
,"YEAR","LEVEL","THE MONTH",,,,,,,,,,,,,,
,"M","FT","M","FT","M","FT","M","FT","MU","MU","MU","MCM","MAFT","MCM","MAFT",,
,484.03,,,,,,,,,,,,,,,,
"BHAKRA","PUNJAB",513.59,1685.01,462.01,1515.79,1588.02,445.62,1462.01,5282,1728.8,159.94,6516.07,5.28,764.94,0.62,56.47,
,"05-APR-07",,,,,,,,,,,,,,,,
,411.24,,,,,,,,,,,,,,,,
"PONG","PUNJAB",426.72,1400,393.55,1291.19,1349.21,384.05,1260.01,1123,1084,93.18,6946,5.63,776.42,0.63,4.66,
,"05-APR-07",,,,,,,,,,,,,,,,
,512.44,,,,,,,,,,,,,,,,
"RANJIT SAGAR","PUNJAB",527.91,1731.99,497.51,1632.25,1681.23,487.91,1600.75,1507,390.3,77.25,7199.17,5.84,369.61,0.3,8.47,
,"05-APR-07",,,,,,,,,,,,,,,,
,352.39,,,,,,,,,,,,,,,,
"R.P. SAGAR","RAJASTHAN",352.81,1157.51,351.06,1151.78,1156.14,343.81,1127.99,459,175.66,132.11,1568.98,1.27,1231.41,1,6.25,
,"05-APR-07",,,,,,,,,,,,,,,,
,256.16,,,,,,,,,,,,,,,,
"RIHAND","UTTAR PRADESH",268.22,879.99,256.06,840.1,840.42,252.98,829.99,920,860.5,118.75,5845.5,4.74,866.43,0.7,0,
,"05-APR-07",,,,,,,,,,,,,,,,
,334.95,,,,,,,,,,,,,,,,
"RAM GANGA","UTTARAKHAND",366,1200.79,342.42,1123.43,1098.92,323,1059.71,164,480.8,121.76,2109.25,1.71,718.82,0.58,16.25,
,"05-APR-07",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"TEHRI","UTTARAKHAND",829.79,2722.41,755.5,2478.67,743.2,2438.32,740.04,2427.95,309,1291.49,108.34,2615,2.12,293.3,0.24,32.72
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"SARDAR SAROVAR","GUJARAT",138.68,454.99,119.34,391.54,116.91,383.56,110.84,363.65,5469,1817.55,291.5,5760,4.67,1123.75,0.91,17.37
,,,,,,,,,,,,,,,,,
,"97.62 05",,,,,,,,,,,,,,,,
"UKAI","GUJARAT",105.16,345.01,97.62,320.28,320.28,82.3,270.01,1080,813.08,385.24,6619.15,5.37,3535.73,2.87,12.09,
,"-APR-07",,,,,,,,,,,,,,,,
,392.64,,,,,,,,,,,,,,,,
"GANDHI SAGAR","MADHYA PRADESH",399.9,1312.01,387.04,1269.8,1288.19,381,1250,420.48,725,106.6,6911.19,5.6,1217.44,0.99,2.39,
,"05-APR-07",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"INDIRA SAGAR","MADHYA PRADESH",262.14,860.04,247.7,812.66,247.9,813.32,243.24,798.03,2628,1316.12,150.34,9706,7.87,1182.9,0.96,14.32
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"BHIRA","MAHARASHTRA",606.03,1988.29,597.86,1961.48,595.48,1953.67,590.09,1935.99,790,618.8,263.83,522.76,0.42,222.89,0.18,8.53
,,,,,,,,,,,,,,,,,
,642.43,,,,,,,,,,,,,,,,
"KOYNA","MAHARASHTRA",657.91,2158.5,645.93,2119.2,2107.71,609.6,2000,3130,3126.1,1834.4,2677.14,2.17,1554,1.26,57.94,
,"05-APR-07",,,,,,,,,,,,,,,,
,"830.7 05",,,,,,,,,,,,,,,,
"MACHKUND","ANDHRA PRADESH",838.2,2750,836.43,2744.19,2725.39,513.59,1685.01,670,551.6,464.04,892.55,0.72,750.85,0.61,9.24,
,"-APR-07",,,,,,,,,,,,,,,,
,159.84,,,,,,,,,,,,,,,,
"NAGARJUN SAGAR","ANDHRA PRADESH",179.83,589.99,156.85,514.6,524.41,150.88,495.01,2237,1398.13,196.53,6537.8,5.3,1070.08,0.87,0,
,"05-APR-07",,,,,,,,,,,,,,,,
,252.54,,,,,,,,,,,,,,,,
"SRISAILAM","ANDHRA PRADESH",269.75,885.01,262.31,860.6,828.54,243.84,800,4300,1391.84,695.69,7105.96,5.76,3581.8,2.9,30.31,
,"05-APR-07",,,,,,,,,,,,,,,,
,508.75,,,,,,,,,,,,,,,,
"ALMATTI","KARNATAKA",519.62,1704.79,508.78,1669.23,1669.13,505.97,1660.01,483,175.35,7.63,2631.5,2.13,141.74,0.11,0,
,"06-APR-07",,,,,,,,,,,,,,,,
,538.91,,,,,,,,,,,,,,,,
"KALINDI SUPA","KARNATAKA",563.88,1850,538.23,1765.85,1768.08,513.52,1684.78,542,2885,"978.96 133260.00",108.04,45043.94,36.52,9.6,,
,"05-APR-07",,,,,,,,,,,,,,,,
,542.18,,,,,,,,,,,,,,,,
"SHARAVATHY","KARNATAKA",554.43,1819,543.2,1782.15,1778.81,522.73,1714.99,5564,4557.03,1752.92,4297.08,3.48,1652.93,1.34,112.91,
,"05-APR-07",,,,,,,,,,,,,,,,
,145.21,,,,,,,,,,,,,,,,
"IDAMALAYAR","KERALA",169,554.46,146.38,480.25,476.41,114.99,377.26,380,254.45,109.05,1017.8,0.83,438.3,0.36,8.08,
,"05-APR-07",,,,,,,,,,,,,,,,
,713.71,,,,,,,,,,,,,,,,
"IDUKKI","KERALA",732.35,2402.72,714.15,2343.01,2341.57,694.94,2279.99,2398,2146.32,863.19,1459.5,1.18,586.97,0.48,65.39,
,"05-APR-07",,,,,,,,,,,,,,,,
,"DAILY REPORT OF HYDRO RESERVOIRS FOR","07-Apr-2008",2,,,,,,,,,,,,,,
,"FULL","PRESENT","RESERVIOR","MIN. DRAW","ANNUAL","ENERGY ENERGY","EFF.","EFF. CAP","COMMULATIVE",,,,,,,,
,"RESERVOIR","RESERVOIR","LEVEL ON","DOWN","DESIGN","CONTANT CONTANT","CAP.","AT","ENERGY",,,,,,,,
,"RESERVOIR","STATE","LEVEL","LEVEL","THE SAME","LEVEL","POTEN-","AT","AT","AT","PRESENT","GEN. FROM",,,,,
,"DAY LAST","TIAL","F.R.L. PRESENT","F.R.L.","LEVEL","1ST. OF",,,,,,,,,,,
,"YEAR","LEVEL","THE MONTH",,,,,,,,,,,,,,
,"M","FT","M","FT","M","FT","M","FT","MU","MU","MU","MCM","MAFT","MCM","MAFT",,
,1587.25,,,,,,,,,,,,,,,,
"MADUPATTY","KERALA",1599.38,5247.31,1592.35,5224.25,5207.51,1554.48,5100,6.4,77.4,51.86,55.32,0.04,36.78,0.03,0,
,"05-APR-07",,,,,,,,,,,,,,,,
,959.95,,,,,,,,,,,,,,,,
"SABRIGRI","KERALA",981.46,3220.01,965.76,3168.5,3149.44,908.3,2979.99,1338,764,391.02,446.26,0.36,242.88,0.2,37.09,
,"05-APR-07",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"KUNDAH GROUP","TAMIL NADU",2732.94,1315,1270,833,346.5,0.28,70.95,,,,,,,,,
,,,,,,,,,,,,,,,,,
,228.06,,,,,,,,,,,,,,,,
"METTURE","TAMIL NADU",240.79,789.99,233.84,767.19,748.23,211.23,693.01,790,204,115.58,2504.7,2.03,1592.65,1.29,139.82,
,"05-APR-07",,,,,,,,,,,,,,,,
,"33.16 05",,,,,,,,,,,,,,,,
"PERIYAR","TAMIL NADU",46.33,152,39.62,129.99,108.79,33.53,110.01,409,216,87.95,273.51,0.22,107.13,0.09,0,
,"-APR-07",,,,,,,,,,,,,,,,
,451.44,,,,,,,,,,,,,,,,
"BALIMELA","ORISSA",462.08,1516.01,448.64,1471.9,1481.1,438.91,1439.99,1183,897.75,269.24,2675.96,2.17,802.5,0.65,23.41,
,"05-APR-07",,,,,,,,,,,,,,,,
,187.39,,,,,,,,,,,,,,,,
"HIRAKUD","ORISSA",192.02,629.99,186.33,611.31,614.8,179.83,589.99,1174,372.28,118.16,4709.43,3.82,1712.92,1.39,6.87,
,"05-APR-07",,,,,,,,,,,,,,,,
,633.41,,,,,,,,,,,,,,,,
"INDRAVATI","ORISSA",641.84,2105.77,630.47,2068.47,2078.12,625,2050.52,1962,1213.13,156.98,1485.5,1.2,386.47,0.31,38.76,
,"05-APR-07",,,,,,,,,,,,,,,,
,118.34,,,,,,,,,,,,,,,,
"RENGALI","ORISSA",123.44,404.99,113.06,370.93,388.25,109.72,359.97,525,275,27.8,3167.81,2.57,402.17,0.33,3.91,
,"05-APR-07",,,,,,,,,,,,,,,,
,"851.1 05",,,,,,,,,,,,,,,,
"UPPER KOLAB","ORISSA",857.78,2814.24,849.66,2787.6,2792.32,843.78,2768.31,832,540,135.63,935,0.76,274.41,0.22,12.65,
,"-APR-07",,,,,,,,,,,,,,,,
,"767.3 05",,,,,,,,,,,,,,,,
"LOKTAK","MANIPUR",768.5,2521.33,767.87,2519.26,2517.39,766.01,2513.16,450,250,100.39,0,0,5.21,,,
,"-APR-07",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"** BHAKRA - POTENTIAL OF 5282 MU INCLUDES THOSE OF GANGWAL AND KOTLA STATIONS AND CORRESPONDS TO A DRY YEAR. THE POTENTIAL FOR A DEPENDABLE YEAR IS 6057 MU.",,,,,,,,,,,,,,,,,
"*** INCLUDES GANGUWAL & KOTLA.",,,,,,,,,,,,,,,,,
"$ UKAI - THE POTENTIAL FOR DEPENDABLE YEAR DURING THE INITIAL YEAR IS 1080 MU AND WOULD REDUCE TO 605 MU AS AND WHEN UPSTREAM IRRIGATION DEVELOPS.",,,,,,,,,,,,,,,,,
"$$ ENERGY CONTENT AT GANDHI SAGAR INCLUDES FOR GENERATION AT R.P.SAGAR AND JAWAHAR SAGAR.",,,,,,,,,,,,,,,,,
"@ KOYNA - POTENTIAL OF 3523 MU IS CORRESPONDING TO 87 TMC OF WATER AVAILABLE FOR POWER GENERATION AS PER KRISHNA WATER DISPUTE TRIBUNAL AWARD FOR KOYNA I","II","III & IV.",,,,,,,,,,,,,,,
"* RANJIT SAGAR - ENERGY CONTENT AT F.R.L. WORKED OUT CONSIDERING NIL INFLOW IN THE RESERVIOR.",,,,,,,,,,,,,,,,,
,"DAILY REPORT OF HYDRO RESERVOIRS FOR","08-Apr-2008",1,,,,,,,,,,,,,,
,"FULL","PRESENT","RESERVIOR","MIN. DRAW","ANNUAL","ENERGY ENERGY","EFF.","EFF. CAP","COMMULATIVE",,,,,,,,
,"RESERVOIR","RESERVOIR","LEVEL ON","DOWN","DESIGN","CONTANT CONTANT","CAP.","AT","ENERGY",,,,,,,,
,"RESERVOIR","STATE","LEVEL","LEVEL","THE SAME","LEVEL","POTEN-","AT","AT","AT","PRESENT","GEN. FROM",,,,,
,"DAY LAST","TIAL","F.R.L. PRESENT","F.R.L.","LEVEL","1ST. OF",,,,,,,,,,,
,"YEAR","LEVEL","THE MONTH",,,,,,,,,,,,,,
,"M","FT","M","FT","M","FT","M","FT","MU","MU","MU","MCM","MAFT","MCM","MAFT",,
,,,,,,,,,,,,,,,,,
"BHAKRA","PUNJAB",513.59,1685.01,462.03,1515.85,483.41,1585.99,445.62,1462.01,5282,1728.8,160.16,6516.07,5.28,765.87,0.62,61.38
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"PONG","PUNJAB",426.72,1400,393.59,1291.3,411.51,1350.1,384.05,1260.01,1123,1084,93.63,6946,5.63,780.05,0.63,4.91
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"RANJIT SAGAR","PUNJAB",527.91,1731.99,497.6,1632.55,513.39,1684.35,487.91,1600.75,1507,390.3,78.09,7199.17,5.84,373.03,0.3,10.43
,,,,,,,,,,,,,,,,,
,352.39,,,,,,,,,,,,,,,,
"R.P. SAGAR","RAJASTHAN",352.81,1157.51,350.99,1151.55,1156.14,343.81,1127.99,459,175.66,130.62,1568.98,1.27,1218.92,0.99,7.29,
,"05-APR-07",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"RIHAND","UTTAR PRADESH",268.22,879.99,256.06,840.1,255.91,839.6,252.98,829.99,920,860.5,118.75,5845.5,4.74,866.43,0.7,0.79
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"RAM GANGA","UTTARAKHAND",366,1200.79,342.16,1122.57,334.99,1099.05,323,1059.71,164,480.8,119.29,2109.25,1.71,709.19,0.57,18.47
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"TEHRI","UTTARAKHAND",829.79,2722.41,755,2477.03,743.05,2437.83,740.04,2427.95,309,1291.49,104.13,2615,2.12,282.55,0.23,37.78
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"SARDAR SAROVAR","GUJARAT",138.68,454.99,119.34,391.54,116.93,383.63,110.84,363.65,5469,1817.55,291.5,5760,4.67,1123.75,0.91,19.26
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"UKAI","GUJARAT",105.16,345.01,97.57,320.1,97.39,319.52,82.3,270.01,1080,813.08,383.33,6619.15,5.37,3515.52,2.85,13.97
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"GANDHI SAGAR","MADHYA PRADESH",399.9,1312.01,387.01,1269.73,392.58,1287.99,381,1250,420.48,725,106.11,6911.19,5.6,1211.83,0.98,2.91
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"INDIRA SAGAR","MADHYA PRADESH",262.14,860.04,247.62,812.4,247.83,813.09,243.24,798.03,2628,1316.12,147.16,9706,7.87,1145.51,0.93,16.61
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"BHIRA","MAHARASHTRA",606.03,1988.29,597.8,1961.29,595.41,1953.44,590.09,1935.99,790,618.8,261.55,522.76,0.42,220.96,0.18,9.63
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"KOYNA","MAHARASHTRA",657.91,2158.5,645.84,2118.9,641.76,2105.51,609.6,2000,3130,3126.1,1827.1,2677.14,2.17,1547.7,1.25,73.23
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"MACHKUND","ANDHRA PRADESH",838.2,2750,836.42,2744.16,830.49,2724.7,513.59,1685.01,670,551.6,463.54,892.55,0.72,750.05,0.61,10.56
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"NAGARJUN SAGAR","ANDHRA PRADESH",179.83,589.99,156.67,514.01,159.32,522.7,150.88,495.01,2237,1398.13,190.05,6537.8,5.3,1035.22,0.84,0
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"SRISAILAM","ANDHRA PRADESH",269.75,885.01,262.4,860.89,251.4,824.8,243.84,800,4300,1391.84,702.04,7105.96,5.76,3614.52,2.93,34.8
,,,,,,,,,,,,,,,,,
,508.75,,,,,,,,,,,,,,,,
"ALMATTI","KARNATAKA",519.62,1704.79,508.78,1669.23,1669.13,505.97,1660.01,483,175.35,7.63,2631.5,2.13,141.74,0.11,0,
,"07-APR-07",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"KALINDI SUPA","KARNATAKA",563.88,1850,538.08,1765.35,337.94,1108.73,513.52,1684.78,542,2885,"970.86 133260.00",108.04,44673.14,36.22,11.28,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"SHARAVATHY","KARNATAKA",554.43,1819,543.08,1781.76,541.57,1776.8,522.73,1714.99,5564,4557.03,1732.07,4297.08,3.48,1633.27,1.32,130.38
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"IDAMALAYAR","KERALA",169,554.46,146.15,479.49,144.65,474.57,114.99,377.26,380,254.45,107.84,1017.8,0.83,433.12,0.35,9.32
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"IDUKKI","KERALA",732.35,2402.72,713.97,2342.42,712.86,2338.78,694.94,2279.99,2398,2146.32,852.59,1459.5,1.18,579.77,0.47,75.47
,"DAILY REPORT OF HYDRO RESERVOIRS FOR","08-Apr-2008",2,,,,,,,,,,,,,,
,"FULL","PRESENT","RESERVIOR","MIN. DRAW","ANNUAL","ENERGY ENERGY","EFF.","EFF. CAP","COMMULATIVE",,,,,,,,
,"RESERVOIR","RESERVOIR","LEVEL ON","DOWN","DESIGN","CONTANT CONTANT","CAP.","AT","ENERGY",,,,,,,,
,"RESERVOIR","STATE","LEVEL","LEVEL","THE SAME","LEVEL","POTEN-","AT","AT","AT","PRESENT","GEN. FROM",,,,,
,"DAY LAST","TIAL","F.R.L. PRESENT","F.R.L.","LEVEL","1ST. OF",,,,,,,,,,,
,"YEAR","LEVEL","THE MONTH",,,,,,,,,,,,,,
,"M","FT","M","FT","M","FT","M","FT","MU","MU","MU","MCM","MAFT","MCM","MAFT",,
,,,,,,,,,,,,,,,,,
"MADUPATTY","KERALA",1599.38,5247.31,1592.3,5224.08,1586.5,5205.05,1554.48,5100,6.4,77.4,51.71,55.32,0.04,36.67,0.03,0
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"SABRIGRI","KERALA",981.46,3220.01,965.5,3167.65,958.33,3144.13,908.3,2979.99,1338,764,387.08,446.26,0.36,240.37,0.19,43.39
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"KUNDAH GROUP","TAMIL NADU",2700.13,1315,1270,823,346.5,0.28,81.11,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"METTURE","TAMIL NADU",240.79,789.99,233.88,767.32,227.92,747.77,211.23,693.01,790,204,115.97,2504.7,2.03,1597.32,1.29,160.02
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"PERIYAR","TAMIL NADU",46.33,152,39.72,130.31,33.16,108.79,33.53,110.01,409,216,89.26,273.51,0.22,109.3,0.09,0
,,,,,,,,,,,,,,,,,
,451.44,,,,,,,,,,,,,,,,
