,DAILY REPORT OF HYDRO RESERVOIRS FOR,01-Oct-2009,1
,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

KOYNA,MAHARASHTRA,657.91,2158.50,657.79,2158.09,657.76,2158.01,609.60,2000.00,3130.00,3126.10,3108.80,2677.14,2.17,2667.18,2.16,1950.96


MACHKUND,ANDHRA PRADESH,838.20,2750.00,833.41,2734.28,836.61,2744.78,513.59,1685.01,670.00,551.60,332.44,892.55,0.72,537.93,0.44,267.25


NAGARJUN SAGAR,ANDHRA PRADESH,179.83,589.99,172.27,565.19,179.74,589.70,150.88,495.01,2237.00,1398.13,905.25,6537.80,5.30,4462.35,3.62,578.25


SRISAILAM,ANDHRA PRADESH,269.75,885.01,268.71,881.59,269.26,883.40,243.84,800.00,4300.00,1391.84,1271.71,7105.96,5.76,6546.94,5.31,849.75


ALMATTI,KARNATAKA,519.62,1704.79,519.35,1703.90,519.6,1704.72,505.97,1660.01,483.00,175.35,167.10,2631.50,2.13,2535.62,2.06,290.39

,133260.00
KALINDI SUPA,KARNATAKA,563.88,1850.00,549.36,1802.36,549.95,1804.30,513.52,1684.78,542.00,2885.00,1666.97,108.04,76681.66,62.17,113.29


SHARAVATHY,KARNATAKA,554.43,1819.00,554.13,1818.01,551.38,1808.99,522.73,1714.99,5564.00,4557.03,4458.14,4297.08,3.48,4203.83,3.41,2140.52


IDAMALAYAR,KERALA,169.00,554.46,162.00,531.50,154.55,507.05,114.99,377.26,380.00,254.45,204.16,1017.80,0.83,821.57,0.67,133.10


IDUKKI,KERALA,732.35,2402.72,721.74,2367.91,717.68,2354.59,694.94,2279.99,2398.00,2146.32,1332.95,1459.50,1.18,906.40,0.73,900.67
,DAILY REPORT OF HYDRO RESERVOIRS FOR,02-Oct-2009,2
,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

MADUPATTY,KERALA,1599.38,5247.31,1594.60,5231.63,1599.1,5246.39,1554.48,5100.00,6.40,77.40,59.49,55.32,0.04,42.19,0.03,0.92


SABRIGRI,KERALA,981.46,3220.01,978.96,3211.81,979.55,3213.75,908.30,2979.99,1338.00,764.00,666.81,446.26,0.36,414.17,0.34,618.57


KUNDAH GROUP,TAMIL NADU,4120.73,868,2847.77,1315.00,1270.00,1256.00,346.50,0.28,732.61


METTUR,TAMIL NADU,240.79,789.99,234.33,768.80,228.39,749.31,211.23,693.01,790.00,204.00,120.40,2504.70,2.03,1645.71,1.33,55.72


PERIYAR,TAMIL NADU,46.33,152.00,36.64,120.21,36.7,120.41,33.53,110.01,409.00,216.00,40.84,273.51,0.22,50.17,0.04,143.37
