,DAILY REPORT OF HYDRO RESERVOIRS FOR,26-Feb-2009,1
,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

BHAKRA,PUNJAB,513.59,1685.01,486.89,1597.42,476.74,1564.11,445.62,1462.01,5282.00,1728.80,664.07,6516.07,5.28,2811.57,2.28,5054.50


PONG,PUNJAB,426.72,1400.00,408.50,1340.21,396.06,1299.41,384.05,1260.01,1123.00,1084.00,392.83,6946.00,5.63,2884.06,2.34,1291.13


RANJIT SAGAR,PUNJAB,527.91,1731.99,497.49,1632.19,497.35,1631.73,487.91,1600.75,1507.00,390.30,77.06,7199.17,5.84,368.84,0.30,1432.22


R.P. SAGAR,RAJASTHAN,352.81,1157.51,344.94,1131.69,352.3,1155.84,343.81,1127.99,459.00,175.66,18.76,1568.98,1.27,270.32,0.22,316.81


RIHAND,UTTAR PRADESH,268.22,879.99,258.53,848.20,256.86,842.72,252.98,829.99,920.00,860.50,227.15,5845.50,4.74,1688.70,1.37,383.54


RAM GANGA,UTTARAKHAND,366.00,1200.79,343.90,1128.28,349.36,1146.19,323.00,1059.71,164.00,480.80,137.29,2109.25,1.71,784.64,0.64,287.89


TEHRI,UTTARAKHAND,829.79,2722.41,788.35,2586.45,775.2,2543.31,740.04,2427.95,309.00,1291.49,482.50,2615.00,2.12,1137.22,0.92,2939.10


SARDAR SAROVAR,GUJARAT,138.68,454.99,119.56,392.26,121.59,398.92,110.84,363.65,5469.00,1817.55,300.64,5760.00,4.67,1155.18,0.94,1889.22


UKAI,GUJARAT,105.16,345.01,97.31,319.25,99.72,327.17,82.30,270.01,1080.00,813.08,374.32,6619.15,5.37,3420.12,2.77,415.96


GANDHI SAGAR,MADHYA PRADESH,399.90,1312.01,383.74,1259.00,388.71,1275.30,381.00,1250.00,420.48,725.00,40.00,6911.19,5.60,477.98,0.39,101.72


INDIRA SAGAR,MADHYA PRADESH,262.14,860.04,248.60,815.62,248.85,816.44,243.24,798.03,2628.00,1316.12,191.84,9706.00,7.87,1476.77,1.20,1489.28


BHIRA,MAHARASHTRA,606.03,1988.29,606.03,1988.29,599.98,1968.44,590.09,1935.99,790.00,618.80,617.58,522.76,0.42,521.73,0.42,167.12


KOYNA,MAHARASHTRA,657.91,2158.50,652.03,2139.20,649.1,2129.59,609.60,2000.00,3130.00,3126.10,2381.00,2677.14,2.17,2045.00,1.66,2733.32


MACHKUND,ANDHRA PRADESH,838.20,2750.00,833.26,2733.79,837.06,2746.26,513.59,1685.01,670.00,551.60,326.54,892.55,0.72,528.37,0.43,568.76


NAGARJUN SAGAR,ANDHRA PRADESH,179.83,589.99,158.44,519.82,159.2,522.31,150.88,495.01,2237.00,1398.13,252.80,6537.80,5.30,1372.86,1.11,1049.15


SRISAILAM,ANDHRA PRADESH,269.75,885.01,261.76,858.79,264.32,867.19,243.84,800.00,4300.00,1391.84,657.17,7105.96,5.76,3383.46,2.74,1599.94


ALMATTI,KARNATAKA,519.62,1704.79,518.00,1699.48,511.1,1676.84,505.97,1660.01,483.00,175.35,132.75,2631.50,2.13,1955.27,1.59,429.11

,133260.00
KALINDI SUPA,KARNATAKA,563.88,1850.00,535.08,1755.51,544.55,1786.58,513.52,1684.78,542.00,2885.00,811.73,108.04,37322.96,30.26,448.43


SHARAVATHY,KARNATAKA,554.43,1819.00,544.14,1785.24,546.46,1792.85,522.73,1714.99,5564.00,4557.03,1917.99,4297.08,3.48,1808.58,1.47,4713.25


IDAMALAYAR,KERALA,169.00,554.46,142.74,468.31,151.25,496.23,114.99,377.26,380.00,254.45,90.56,1017.80,0.83,364.91,0.30,273.78


IDUKKI,KERALA,732.35,2402.72,713.78,2341.80,719.49,2360.53,694.94,2279.99,2398.00,2146.32,841.47,1459.50,1.18,572.20,0.46,1935.52
,DAILY REPORT OF HYDRO RESERVOIRS FOR,26-Feb-2009,2
,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

