"","date","MW","city","cluster"
"20119","2013-01-01",0.277239169060761,"Colorado Springs",5
"20120","2013-01-02",1.00647095573898,"Colorado Springs",5
"20121","2013-01-03",1.0289503573012,"Colorado Springs",5
"20122","2013-01-04",0.653094763180978,"Colorado Springs",5
"20123","2013-01-05",-0.0680444389348469,"Colorado Springs",5
"20124","2013-01-06",0.00299047000174863,"Colorado Springs",5
"20125","2013-01-07",0.335685613122518,"Colorado Springs",5
"20126","2013-01-08",0.309609507310349,"Colorado Springs",5
"20127","2013-01-09",0.377946888059479,"Colorado Springs",5
"20128","2013-01-10",0.622522777056368,"Colorado Springs",5
"20129","2013-01-11",0.747508249742277,"Colorado Springs",5
"20130","2013-01-12",0.814946454428919,"Colorado Springs",5
"20131","2013-01-13",1.06581657586323,"Colorado Springs",5
"20132","2013-01-14",1.86698244754054,"Colorado Springs",5
"20133","2013-01-15",1.80224177104136,"Colorado Springs",5
"20134","2013-01-16",0.588354086681802,"Colorado Springs",5
"20135","2013-01-17",0.493041424058015,"Colorado Springs",5
"20136","2013-01-18",0.118984182062773,"Colorado Springs",5
"20137","2013-01-19",-0.577877266365861,"Colorado Springs",5
"20138","2013-01-20",-0.635424534365128,"Colorado Springs",5
"20139","2013-01-21",0.23407871806131,"Colorado Springs",5
"20140","2013-01-22",0.0866138438131848,"Colorado Springs",5
"20141","2013-01-23",0.0659327943759495,"Colorado Springs",5
"20142","2013-01-24",-0.12918841118407,"Colorado Springs",5
"20143","2013-01-25",-0.217307665307947,"Colorado Springs",5
"20144","2013-01-26",-0.645315471052503,"Colorado Springs",5
"20145","2013-01-27",-0.94653945198617,"Colorado Springs",5
"20146","2013-01-28",-0.0185897554979768,"Colorado Springs",5
"20147","2013-01-29",0.761895066742096,"Colorado Springs",5
"20148","2013-01-30",0.866199489990767,"Colorado Springs",5
"20149","2013-01-31",0.259255647810988,"Colorado Springs",5
"20150","2013-02-01",0.14595946393743,"Colorado Springs",5
"20151","2013-02-02",-0.480766251617096,"Colorado Springs",5
"20152","2013-02-03",-0.579675618490839,"Colorado Springs",5
"20153","2013-02-04",0.0524451534386211,"Colorado Springs",5
"20154","2013-02-05",-0.0248839879353959,"Colorado Springs",5
"20155","2013-02-06",-0.0392708049352121,"Colorado Springs",5
"20156","2013-02-07",0.0623360901259936,"Colorado Springs",5
"20157","2013-02-08",0.14595946393743,"Colorado Springs",5
"20158","2013-02-09",-0.419622279367873,"Colorado Springs",5
"20159","2013-02-10",-0.0221864597479303,"Colorado Springs",5
"20160","2013-02-11",1.09908609017531,"Colorado Springs",5
"20161","2013-02-12",0.741214017304858,"Colorado Springs",5
"20162","2013-02-13",0.454376853371008,"Colorado Springs",5
"20163","2013-02-14",0.562277980869635,"Colorado Springs",5
"20164","2013-02-15",0.643203826493606,"Colorado Springs",5
"20165","2013-02-16",-0.414227222992942,"Colorado Springs",5
"20166","2013-02-17",-0.825150683550215,"Colorado Springs",5
"20167","2013-02-18",0.122580886312729,"Colorado Springs",5
"20168","2013-02-19",0.517319177745206,"Colorado Springs",5
"20169","2013-02-20",0.719633791805132,"Colorado Springs",5
"20170","2013-02-21",0.83922420811611,"Colorado Springs",5
"20171","2013-02-22",0.736718136992414,"Colorado Springs",5
"20172","2013-02-23",-0.225400249870344,"Colorado Springs",5
"20173","2013-02-24",0.272743288748317,"Colorado Springs",5
"20174","2013-02-25",0.595547495181711,"Colorado Springs",5
"20175","2013-02-26",0.898569828240355,"Colorado Springs",5
"20176","2013-02-27",0.618926072806414,"Colorado Springs",5
"20177","2013-02-28",0.488545543745571,"Colorado Springs",5
"20178","2013-03-01",-0.00959799487308959,"Colorado Springs",5
"20179","2013-03-02",-0.811663042612886,"Colorado Springs",5
"20180","2013-03-03",-1.13626560117126,"Colorado Springs",5
"20181","2013-03-04",0.147757816062408,"Colorado Springs",5
"20182","2013-03-05",0.43369580393377,"Colorado Springs",5
"20183","2013-03-06",0.116286653875307,"Colorado Springs",5
"20184","2013-03-07",-0.327007144931552,"Colorado Springs",5
