"USAFID","WBAN","YR","M","D","HR","MIN","LAT","LONG","ELEV","WIND.DIR","WIND.SPD","TEMP","DEW.POINT","ATM.PRES"
724080,13739,2005,1,1,18,0,39.883,-75.25,9,290,7.2,17.2,4.4,1026.5
724080,13739,2005,1,1,18,54,39.868,-75.231,9,300,5.1,17.2,4.4,1026.5
724080,13739,2005,1,1,19,54,39.868,-75.231,9,290,6.2,17.8,4.4,1026.6
724080,13739,2005,1,1,20,54,39.868,-75.231,9,300,4.6,17.8,3.9,1027.5
724080,13739,2005,1,1,21,54,39.868,-75.231,9,300,4.6,16.7,2.8,1028.6
724080,13739,2005,1,1,22,54,39.868,-75.231,9,10,6.2,13.3,3.3,1029.8
724080,13739,2005,1,1,23,54,39.868,-75.231,9,20,4.1,12.2,2.2,1031.2
724080,13739,2005,1,2,0,0,39.883,-75.25,9,20,4.1,12.2,2.2,1031.2
724080,13739,2005,1,2,0,54,39.868,-75.231,9,50,3.1,9.4,0.6,1032.4
724080,13739,2005,1,2,1,54,39.868,-75.231,9,40,5.1,8.3,-2.2,1033.3
724080,13739,2005,1,2,2,54,39.868,-75.231,9,40,5.1,7.2,-2.8,1034.1
724080,13739,2005,1,2,3,54,39.868,-75.231,9,30,4.6,6.1,-3.3,1034.6
724080,13739,2005,1,2,4,54,39.868,-75.231,9,40,4.6,5,-3.3,1034.9
724080,13739,2005,1,2,4,59,39.868,-75.231,9,999,999.9,999.9,999.9,9999.9
724080,13739,2005,1,2,5,54,39.868,-75.231,9,60,2.1,2.8,-3.3,1034.8
724080,13739,2005,1,2,6,0,39.883,-75.25,9,60,2.1,2.8,-3.3,1034.8
724080,13739,2005,1,2,6,54,39.868,-75.231,9,40,3.6,3.3,-3.3,1035.5
724080,13739,2005,1,2,7,54,39.868,-75.231,9,50,4.6,2.8,-2.8,1036
724080,13739,2005,1,2,8,54,39.868,-75.231,9,60,2.6,1.7,-3.3,1036.4
724080,13739,2005,1,2,9,54,39.868,-75.231,9,50,3.6,1.7,-2.8,1037
724080,13739,2005,1,2,10,54,39.868,-75.231,9,60,2.6,1.1,-2.8,1036.9
724080,13739,2005,1,2,11,54,39.868,-75.231,9,50,2.6,0.6,-2.8,1037.3
724080,13739,2005,1,2,12,0,39.883,-75.25,9,50,2.6,0.6,-2.8,1037.3
724080,13739,2005,1,2,12,54,39.868,-75.231,9,40,4.1,2.8,-2.2,1038.5
724080,13739,2005,1,2,13,54,39.868,-75.231,9,60,3.6,3.9,-1.7,1038.5
724080,13739,2005,1,2,14,54,39.868,-75.231,9,60,3.1,5,-1.1,1038.1
724080,13739,2005,1,2,15,54,39.868,-75.231,9,40,4.1,5.6,-0.6,1037.8
724080,13739,2005,1,2,16,54,39.868,-75.231,9,70,3.1,6.1,0,1037.2
724080,13739,2005,1,2,17,54,39.868,-75.231,9,50,1.5,6.1,2.2,1035.9
724080,13739,2005,1,2,18,0,39.883,-75.25,9,50,1.5,6.1,2.2,1035.9
724080,13739,2005,1,2,18,54,39.868,-75.231,9,999,0,6.7,3.3,1035.4
724080,13739,2005,1,2,19,54,39.868,-75.231,9,60,1.5,7.2,3.3,1034.5
724080,13739,2005,1,2,20,54,39.868,-75.231,9,100,2.6,8.3,3.9,1034.2
724080,13739,2005,1,2,21,54,39.868,-75.231,9,120,1.5,7.8,3.3,1033.7
724080,13739,2005,1,2,22,11,39.868,-75.231,9,120,1.5,8,4,9999.9
724080,13739,2005,1,2,22,54,39.868,-75.231,9,999,0,7.2,3.3,1033.4
724080,13739,2005,1,2,23,54,39.868,-75.231,9,100,1.5,7.2,3.3,1032.7
724080,13739,2005,1,3,0,0,39.883,-75.25,9,100,1.5,7.2,3.3,1032.7
724080,13739,2005,1,3,0,54,39.868,-75.231,9,999,0,7.2,3.3,1032.4
724080,13739,2005,1,3,1,54,39.868,-75.231,9,999,0,6.7,3.9,1031.9
724080,13739,2005,1,3,2,34,39.868,-75.231,9,999,0,6,3,9999.9
724080,13739,2005,1,3,2,54,39.868,-75.231,9,999,0,6.7,3.3,1031.8
724080,13739,2005,1,3,3,5,39.868,-75.231,9,150,1.5,7,4,9999.9
724080,13739,2005,1,3,3,54,39.868,-75.231,9,999,0,7.2,3.9,1031.1
724080,13739,2005,1,3,4,54,39.868,-75.231,9,200,1.5,6.7,4.4,1030.5
724080,13739,2005,1,3,4,59,39.868,-75.231,9,999,999.9,999.9,999.9,9999.9
724080,13739,2005,1,3,5,54,39.868,-75.231,9,240,2.1,6.1,5,1029.6
724080,13739,2005,1,3,6,0,39.883,-75.25,9,240,2.1,6.1,5,1029.6
724080,13739,2005,1,3,6,5,39.868,-75.231,9,230,2.1,6,5,9999.9
724080,13739,2005,1,3,6,54,39.868,-75.231,9,230,1.5,5.6,4.4,1029.3
724080,13739,2005,1,3,7,21,39.868,-75.231,9,240,2.1,6,4,9999.9
724080,13739,2005,1,3,7,28,39.868,-75.231,9,230,2.1,6,4,9999.9
724080,13739,2005,1,3,7,39,39.868,-75.231,9,240,2.1,6,4,9999.9
724080,13739,2005,1,3,7,54,39.868,-75.231,9,999,0,5.6,4.4,1028.8
724080,13739,2005,1,3,8,26,39.868,-75.231,9,240,1.5,5,4,9999.9
724080,13739,2005,1,3,8,54,39.868,-75.231,9,999,0,5,3.9,1028.3
724080,13739,2005,1,3,9,54,39.868,-75.231,9,260,1.5,5.6,5,1028.6
724080,13739,2005,1,3,10,54,39.868,-75.231,9,200,2.1,5.6,4.4,1028.3
724080,13739,2005,1,3,11,54,39.868,-75.231,9,210,1.5,6.1,4.4,1028.5
724080,13739,2005,1,3,12,0,39.883,-75.25,9,210,1.5,6.1,4.4,1028.5
724080,13739,2005,1,3,12,54,39.868,-75.231,9,200,1.5,5,3.9,1028.1
724080,13739,2005,1,3,13,54,39.868,-75.231,9,220,3.6,6.7,4.4,1028.4
724080,13739,2005,1,3,14,45,39.868,-75.231,9,230,4.1,7,4,9999.9
724080,13739,2005,1,3,14,54,39.868,-75.231,9,240,3.1,7.2,4.4,1028.3
724080,13739,2005,1,3,15,54,39.868,-75.231,9,230,2.6,9.4,5,1027.4
724080,13739,2005,1,3,16,54,39.868,-75.231,9,250,2.6,11.1,5.6,1026.3
724080,13739,2005,1,3,17,54,39.868,-75.231,9,240,2.6,11.7,6.1,1025.4
724080,13739,2005,1,3,18,0,39.883,-75.25,9,240,2.6,11.7,6.1,1025.4
724080,13739,2005,1,3,18,54,39.868,-75.231,9,210,2.6,13.3,6.7,1024.3
724080,13739,2005,1,3,19,54,39.868,-75.231,9,999,0,13.3,7.2,1023.8
724080,13739,2005,1,3,20,54,39.868,-75.231,9,180,1.5,12.8,7.2,1023.5
724080,13739,2005,1,3,21,54,39.868,-75.231,9,999,0,12.8,7.8,1022.9
724080,13739,2005,1,3,22,54,39.868,-75.231,9,210,2.1,12.8,8.3,1023.2
724080,13739,2005,1,3,23,54,39.868,-75.231,9,210,2.1,12.2,8.3,1022.8
724080,13739,2005,1,4,0,0,39.883,-75.25,9,210,2.1,12.2,8.3,1022.8
724080,13739,2005,1,4,0,54,39.868,-75.231,9,999,0,10.6,8.9,1022.1
724080,13739,2005,1,4,1,54,39.868,-75.231,9,200,1.5,12.2,9.4,1021.2
724080,13739,2005,1,4,2,54,39.868,-75.231,9,230,2.6,11.7,9.4,1020.7
724080,13739,2005,1,4,3,54,39.868,-75.231,9,230,3.1,11.1,9.4,1019.8
724080,13739,2005,1,4,4,54,39.868,-75.231,9,230,3.6,12.8,10.6,1018.8
724080,13739,2005,1,4,4,59,39.868,-75.231,9,999,999.9,999.9,999.9,9999.9
724080,13739,2005,1,4,5,54,39.868,-75.231,9,240,2.1,11.1,10,1017.9
724080,13739,2005,1,4,6,0,39.883,-75.25,9,240,2.1,11.1,10,1017.9
724080,13739,2005,1,4,6,54,39.868,-75.231,9,250,2.6,10.6,10,1017.6
724080,13739,2005,1,4,7,54,39.868,-75.231,9,250,3.6,10.6,10,1017.6
724080,13739,2005,1,4,8,54,39.868,-75.231,9,250,3.1,11.1,10.6,1017.4
724080,13739,2005,1,4,9,54,39.868,-75.231,9,230,3.6,12.2,10.6,1017.6
724080,13739,2005,1,4,10,54,39.868,-75.231,9,240,3.6,11.7,10.6,1017.6
724080,13739,2005,1,4,11,54,39.868,-75.231,9,280,3.1,12.2,10.6,1018.5
724080,13739,2005,1,4,12,0,39.883,-75.25,9,280,3.1,12.2,10.6,1018.5
724080,13739,2005,1,4,12,54,39.868,-75.231,9,20,4.6,12.2,10.6,1019.6
724080,13739,2005,1,4,13,14,39.868,-75.231,9,360,4.6,12,10,9999.9
724080,13739,2005,1,4,13,54,39.868,-75.231,9,10,4.6,11.7,10,1021.4
724080,13739,2005,1,4,14,3,39.868,-75.231,9,30,4.1,11,9,9999.9
724080,13739,2005,1,4,14,54,39.868,-75.231,9,20,5.7,10,8.9,1022.7
724080,13739,2005,1,4,15,54,39.868,-75.231,9,10,5.1,9.4,7.2,1022.9
724080,13739,2005,1,4,16,39,39.868,-75.231,9,60,4.1,9,7,9999.9
724080,13739,2005,1,4,16,54,39.868,-75.231,9,50,2.6,8.9,6.7,1022.3
724080,13739,2005,1,4,17,54,39.868,-75.231,9,10,4.1,9.4,6.7,1022.2
724080,13739,2005,1,4,18,0,39.883,-75.25,9,10,4.1,9.4,6.7,1022.2
724080,13739,2005,1,4,18,54,39.868,-75.231,9,50,3.1,8.9,6.1,1022.6
724080,13739,2005,1,4,19,54,39.868,-75.231,9,10,4.6,8.9,5.6,1022.7
724080,13739,2005,1,4,20,16,39.868,-75.231,9,10,4.1,9,6,9999.9
724080,13739,2005,1,4,20,54,39.868,-75.231,9,10,2.6,8.9,5.6,1023.4
724080,13739,2005,1,4,21,54,39.868,-75.231,9,120,2.1,8.3,5.6,1023.3
724080,13739,2005,1,4,22,54,39.868,-75.231,9,999,0,8.3,5.6,1023.8
724080,13739,2005,1,4,23,54,39.868,-75.231,9,999,0,8.3,5,1024.1
724080,13739,2005,1,5,0,0,39.883,-75.25,9,999,0,8.3,5,1024.1
724080,13739,2005,1,5,0,54,39.868,-75.231,9,999,0,7.2,5,1023.9
724080,13739,2005,1,5,1,0,39.883,-75.25,9,999,0,8.3,5,1024.1
724080,13739,2005,1,5,1,1,39.868,-75.231,9,999,0,7,5,9999.9
724080,13739,2005,1,5,1,23,39.868,-75.231,9,140,1.5,7,5,9999.9
724080,13739,2005,1,5,1,54,39.868,-75.231,9,999,0,7.2,5.6,1024.2
724080,13739,2005,1,5,2,54,39.868,-75.231,9,40,2.1,7.8,5.6,1023.6
724080,13739,2005,1,5,3,54,39.868,-75.231,9,999,0,7.2,5.6,1023.1
724080,13739,2005,1,5,4,54,39.868,-75.231,9,999,0,8.3,5.6,1022.8
724080,13739,2005,1,5,4,59,39.868,-75.231,9,999,999.9,999.9,999.9,9999.9
724080,13739,2005,1,5,5,54,39.868,-75.231,9,350,1.5,7.8,6.1,1022.3
724080,13739,2005,1,5,6,0,39.883,-75.25,9,350,1.5,7.8,6.1,1022.3
724080,13739,2005,1,5,6,54,39.868,-75.231,9,160,2.1,6.7,6.1,1021.6
724080,13739,2005,1,5,7,54,39.868,-75.231,9,140,1.5,7.2,6.1,1021.1
724080,13739,2005,1,5,8,7,39.868,-75.231,9,999,0,7,6,9999.9
724080,13739,2005,1,5,8,22,39.868,-75.231,9,999,0,7,6,9999.9
724080,13739,2005,1,5,8,54,39.868,-75.231,9,999,0,6.7,6.1,1020.7
724080,13739,2005,1,5,9,54,39.868,-75.231,9,10,4.1,7.2,6.1,1020.5
724080,13739,2005,1,5,10,43,39.868,-75.231,9,50,4.1,7,6,9999.9
724080,13739,2005,1,5,10,54,39.868,-75.231,9,60,3.1,6.1,5,1019.8
724080,13739,2005,1,5,11,18,39.868,-75.231,9,70,3.1,6,5,9999.9
724080,13739,2005,1,5,11,28,39.868,-75.231,9,50,3.1,6,5,9999.9
724080,13739,2005,1,5,11,54,39.868,-75.231,9,40,3.1,6.1,5,1019.9
724080,13739,2005,1,5,12,0,39.883,-75.25,9,40,3.1,6.1,5,1019.9
724080,13739,2005,1,5,12,54,39.868,-75.231,9,30,5.7,6.1,5,1020.3
724080,13739,2005,1,5,13,5,39.868,-75.231,9,40,5.7,6,5,9999.9
724080,13739,2005,1,5,13,54,39.868,-75.231,9,50,4.1,5.6,4.4,1020.9
724080,13739,2005,1,5,14,54,39.868,-75.231,9,40,5.1,5.6,4.4,1020.9
724080,13739,2005,1,5,15,10,39.868,-75.231,9,40,6.2,5,4,9999.9
724080,13739,2005,1,5,15,54,39.868,-75.231,9,40,6.2,4.4,2.8,1021.3
724080,13739,2005,1,5,16,54,39.868,-75.231,9,40,9.8,3.9,1.7,1020
724080,13739,2005,1,5,17,54,39.868,-75.231,9,50,6.2,3.9,1.7,1019.7
724080,13739,2005,1,5,18,0,39.883,-75.25,9,50,6.2,3.9,1.7,1019.7
724080,13739,2005,1,5,18,54,39.868,-75.231,9,50,5.1,3.3,2.2,1019.3
724080,13739,2005,1,5,19,54,39.868,-75.231,9,40,3.6,3.3,2.2,1020
724080,13739,2005,1,5,20,54,39.868,-75.231,9,80,4.1,3.3,2.2,1019.8
724080,13739,2005,1,5,21,54,39.868,-75.231,9,50,5.7,3.3,1.7,1020
724080,13739,2005,1,5,22,30,39.868,-75.231,9,50,4.1,3,2,9999.9
724080,13739,2005,1,5,22,54,39.868,-75.231,9,50,4.6,3.3,1.7,1020.9
724080,13739,2005,1,5,23,54,39.868,-75.231,9,50,4.1,2.8,1.7,1020.7
724080,13739,2005,1,6,0,0,39.883,-75.25,9,50,4.1,2.8,1.7,1020.7
724080,13739,2005,1,6,0,54,39.868,-75.231,9,70,5.1,2.8,1.7,1020.4
724080,13739,2005,1,6,1,54,39.868,-75.231,9,70,5.1,2.2,1.1,1020.5
724080,13739,2005,1,6,2,54,39.868,-75.231,9,60,6.2,2.2,1.1,1019.4
724080,13739,2005,1,6,3,54,39.868,-75.231,9,60,4.6,2.2,1.1,1018.3
724080,13739,2005,1,6,4,54,39.868,-75.231,9,60,4.6,2.2,1.1,1017.4
724080,13739,2005,1,6,4,59,39.868,-75.231,9,999,999.9,999.9,999.9,9999.9
724080,13739,2005,1,6,5,54,39.868,-75.231,9,60,3.6,2.2,1.1,1016.6
724080,13739,2005,1,6,6,0,39.883,-75.25,9,60,3.6,2.2,1.1,1016.6
724080,13739,2005,1,6,6,54,39.868,-75.231,9,50,3.6,2.2,1.7,1015.9
724080,13739,2005,1,6,7,26,39.868,-75.231,9,50,4.1,2,2,9999.9
724080,13739,2005,1,6,7,47,39.868,-75.231,9,50,3.6,2,2,9999.9
724080,13739,2005,1,6,7,54,39.868,-75.231,9,40,4.6,2.8,1.7,1015.6
724080,13739,2005,1,6,8,54,39.868,-75.231,9,30,4.6,2.8,1.7,1014.8
724080,13739,2005,1,6,9,54,39.868,-75.231,9,50,5.1,2.8,2.2,1014.7
724080,13739,2005,1,6,9,57,39.868,-75.231,9,40,4.6,3,2,9999.9
724080,13739,2005,1,6,10,5,39.868,-75.231,9,20,3.1,3,2,9999.9
724080,13739,2005,1,6,10,54,39.868,-75.231,9,50,6.2,2.8,2.2,1013.8
724080,13739,2005,1,6,11,54,39.868,-75.231,9,50,4.6,3.3,2.2,1013.4
724080,13739,2005,1,6,12,0,39.883,-75.25,9,50,4.6,3.3,2.2,1013.4
724080,13739,2005,1,6,12,54,39.868,-75.231,9,50,4.6,3.3,2.8,1013.2
724080,13739,2005,1,6,13,46,39.868,-75.231,9,50,7.2,4,3,9999.9
724080,13739,2005,1,6,13,54,39.868,-75.231,9,60,4.6,3.9,3.3,1013.1
724080,13739,2005,1,6,14,54,39.868,-75.231,9,50,4.1,4.4,3.3,1012.2
724080,13739,2005,1,6,15,54,39.868,-75.231,9,30,4.6,3.9,3.3,1012.3
724080,13739,2005,1,6,16,54,39.868,-75.231,9,60,3.1,3.9,3.3,1010.1
724080,13739,2005,1,6,17,54,39.868,-75.231,9,40,2.6,4.4,3.3,1009
724080,13739,2005,1,6,18,0,39.883,-75.25,9,40,2.6,4.4,3.3,1009
724080,13739,2005,1,6,18,30,39.868,-75.231,9,30,4.1,4,4,9999.9
724080,13739,2005,1,6,18,54,39.868,-75.231,9,40,3.1,5,4.4,1009.3
724080,13739,2005,1,6,19,54,39.868,-75.231,9,20,3.1,5,3.9,1008.7
724080,13739,2005,1,6,20,54,39.868,-75.231,9,90,2.1,5,3.9,1008.6
724080,13739,2005,1,6,21,54,39.868,-75.231,9,40,2.1,5,3.9,1008.6
724080,13739,2005,1,6,22,54,39.868,-75.231,9,340,1.5,5,4.4,1009.3
724080,13739,2005,1,6,23,54,39.868,-75.231,9,340,1.5,5,3.9,1009.5
724080,13739,2005,1,7,0,0,39.883,-75.25,9,340,1.5,5,3.9,1009.5
724080,13739,2005,1,7,0,54,39.868,-75.231,9,330,2.6,5,3.9,1009.7
724080,13739,2005,1,7,1,54,39.868,-75.231,9,330,3.1,5,3.9,1010.3
724080,13739,2005,1,7,2,54,39.868,-75.231,9,330,2.6,3.9,3.3,1011.2
724080,13739,2005,1,7,3,54,39.868,-75.231,9,999,1.5,4.4,3.3,1012.1
724080,13739,2005,1,7,4,54,39.868,-75.231,9,340,2.1,3.9,2.2,1012.5
724080,13739,2005,1,7,4,59,39.868,-75.231,9,999,999.9,999.9,999.9,9999.9
724080,13739,2005,1,7,5,54,39.868,-75.231,9,290,3.1,3.9,2.8,1013.1
724080,13739,2005,1,7,6,0,39.883,-75.25,9,290,3.1,3.9,2.8,1013.1
724080,13739,2005,1,7,6,9,39.868,-75.231,9,240,2.1,3,2,9999.9
724080,13739,2005,1,7,6,54,39.868,-75.231,9,250,4.1,2.8,1.7,1014.2
724080,13739,2005,1,7,7,54,39.868,-75.231,9,250,2.6,3.3,1.7,1015.5
724080,13739,2005,1,7,8,54,39.868,-75.231,9,310,6.2,5,-0.6,1016.4
724080,13739,2005,1,7,9,54,39.868,-75.231,9,280,4.1,4.4,-1.1,1018.3
724080,13739,2005,1,7,10,54,39.868,-75.231,9,300,2.6,4.4,-1.1,1019.8
724080,13739,2005,1,7,11,54,39.868,-75.231,9,310,7.2,3.9,-3.3,1021.9
724080,13739,2005,1,7,12,0,39.883,-75.25,9,310,7.2,3.9,-3.3,1021.9
724080,13739,2005,1,7,12,54,39.868,-75.231,9,310,5.1,2.8,-3.9,1023.4
724080,13739,2005,1,7,13,54,39.868,-75.231,9,310,4.6,2.8,-4.4,1025
724080,13739,2005,1,7,14,54,39.868,-75.231,9,300,5.1,3.3,-5,1026.3
724080,13739,2005,1,7,15,54,39.868,-75.231,9,310,6.2,3.9,-5,1026.8
724080,13739,2005,1,7,16,54,39.868,-75.231,9,320,6.7,4.4,-5,1026.6
724080,13739,2005,1,7,17,54,39.868,-75.231,9,300,5.7,5.6,-5,1026.2
724080,13739,2005,1,7,18,0,39.883,-75.25,9,300,5.7,5.6,-5,1026.2
724080,13739,2005,1,7,18,54,39.868,-75.231,9,340,3.6,5.6,-5,1026.5
724080,13739,2005,1,7,19,54,39.868,-75.231,9,340,4.1,5.6,-5,1026.6
724080,13739,2005,1,7,20,54,39.868,-75.231,9,350,3.1,5,-5,1027.2
724080,13739,2005,1,7,21,54,39.868,-75.231,9,330,3.1,4.4,-4.4,1027.9
724080,13739,2005,1,7,22,54,39.868,-75.231,9,360,3.1,4.4,-4.4,1027.8
724080,13739,2005,1,7,23,54,39.868,-75.231,9,10,2.1,3.9,-5,1028.4
724080,13739,2005,1,8,0,0,39.883,-75.25,9,10,2.1,3.9,-5,1028.4
724080,13739,2005,1,8,0,54,39.868,-75.231,9,999,1.5,3.9,-3.9,1028.7
724080,13739,2005,1,8,1,54,39.868,-75.231,9,70,1.5,3.9,-2.8,1029.1
724080,13739,2005,1,8,2,54,39.868,-75.231,9,100,1.5,2.8,-1.1,1029
724080,13739,2005,1,8,3,54,39.868,-75.231,9,80,2.6,2.8,-1.7,1028.3
724080,13739,2005,1,8,4,54,39.868,-75.231,9,90,3.1,2.8,-1.1,1028.2
724080,13739,2005,1,8,4,59,39.868,-75.231,9,999,999.9,999.9,999.9,9999.9
724080,13739,2005,1,8,5,54,39.868,-75.231,9,110,2.6,2.8,-1.7,1027.6
724080,13739,2005,1,8,6,0,39.883,-75.25,9,110,2.6,2.8,-1.7,1027.6
724080,13739,2005,1,8,6,54,39.868,-75.231,9,100,3.1,2.8,-2.2,1026.8
724080,13739,2005,1,8,7,54,39.868,-75.231,9,90,3.1,2.8,-1.1,1026
724080,13739,2005,1,8,8,54,39.868,-75.231,9,70,1.5,2.8,-1.1,1025.6
724080,13739,2005,1,8,9,54,39.868,-75.231,9,70,3.6,2.8,-0.6,1024
724080,13739,2005,1,8,10,54,39.868,-75.231,9,60,2.6,2.2,0,1023.4
724080,13739,2005,1,8,11,54,39.868,-75.231,9,70,4.1,2.2,0.6,1022.2
724080,13739,2005,1,8,12,0,39.883,-75.25,9,70,4.1,2.2,0.6,1022.2
724080,13739,2005,1,8,12,54,39.868,-75.231,9,90,3.1,2.8,1.1,1021.7
724080,13739,2005,1,8,13,30,39.868,-75.231,9,100,3.1,3,2,9999.9
724080,13739,2005,1,8,13,47,39.868,-75.231,9,70,2.6,3,2,9999.9
724080,13739,2005,1,8,13,54,39.868,-75.231,9,80,3.6,3.9,2.2,1020
724080,13739,2005,1,8,13,57,39.868,-75.231,9,80,4.6,4,3,9999.9
724080,13739,2005,1,8,14,4,39.868,-75.231,9,80,3.1,4,3,9999.9
724080,13739,2005,1,8,14,23,39.868,-75.231,9,110,3.6,4,3,9999.9
724080,13739,2005,1,8,14,54,39.868,-75.231,9,100,2.1,4.4,3.3,1019.7
724080,13739,2005,1,8,15,31,39.868,-75.231,9,90,2.6,5,4,9999.9
724080,13739,2005,1,8,15,35,39.868,-75.231,9,90,3.6,5,4,9999.9
724080,13739,2005,1,8,15,46,39.868,-75.231,9,100,3.6,5,4,9999.9
724080,13739,2005,1,8,15,54,39.868,-75.231,9,70,2.6,5,3.9,1018
724080,13739,2005,1,8,16,0,39.868,-75.231,9,10,3.6,5,4,9999.9
724080,13739,2005,1,8,16,17,39.868,-75.231,9,360,3.6,5,4,9999.9
724080,13739,2005,1,8,16,19,39.868,-75.231,9,360,4.6,5,4,9999.9
724080,13739,2005,1,8,16,20,39.868,-75.231,9,360,4.1,5,4,9999.9
724080,13739,2005,1,8,16,34,39.868,-75.231,9,350,4.6,5,4,9999.9
724080,13739,2005,1,8,16,54,39.868,-75.231,9,330,4.6,4.4,3.9,1017.8
724080,13739,2005,1,8,17,1,39.868,-75.231,9,340,4.6,4,4,9999.9
724080,13739,2005,1,8,17,26,39.868,-75.231,9,350,4.6,4,4,9999.9
724080,13739,2005,1,8,17,33,39.868,-75.231,9,350,3.1,5,4,9999.9
724080,13739,2005,1,8,17,43,39.868,-75.231,9,20,3.1,5,4,9999.9
724080,13739,2005,1,8,17,54,39.868,-75.231,9,30,3.6,5.6,4.4,1015.9
724080,13739,2005,1,8,18,0,39.883,-75.25,9,30,3.6,5.6,4.4,1015.9
724080,13739,2005,1,8,18,14,39.868,-75.231,9,40,2.1,6,4,9999.9
724080,13739,2005,1,8,18,54,39.868,-75.231,9,340,1.5,5.6,3.9,1016
724080,13739,2005,1,8,19,12,39.868,-75.231,9,320,2.1,6,4,9999.9
724080,13739,2005,1,8,19,54,39.868,-75.231,9,260,3.1,6.7,4.4,1017.1
724080,13739,2005,1,8,20,32,39.868,-75.231,9,240,3.6,7,5,9999.9
724080,13739,2005,1,8,20,54,39.868,-75.231,9,270,5.7,7.2,5,1018.1
724080,13739,2005,1,8,21,27,39.868,-75.231,9,290,4.6,8,5,9999.9
724080,13739,2005,1,8,21,54,39.868,-75.231,9,300,7.7,7.8,4.4,1019.8
724080,13739,2005,1,8,22,54,39.868,-75.231,9,290,7.2,7.8,1.7,1021.6
724080,13739,2005,1,8,23,54,39.868,-75.231,9,320,8.2,6.7,0,1023.3
724080,13739,2005,1,9,0,0,39.88,-75.25,9,320,8.2,6.7,0,1023.3
724080,13739,2005,1,9,0,54,39.868,-75.231,9,310,9.3,6.1,-1.1,1024.4
724080,13739,2005,1,9,1,54,39.868,-75.231,9,340,8.8,5.6,-0.6,1025.2
724080,13739,2005,1,9,2,54,39.868,-75.231,9,330,6.7,5.6,-0.6,1026.6
724080,13739,2005,1,9,3,19,39.868,-75.231,9,330,5.1,5,-1,9999.9
724080,13739,2005,1,9,3,54,39.868,-75.231,9,340,8.8,4.4,-2.2,1027.4
724080,13739,2005,1,9,4,54,39.868,-75.231,9,360,8.2,4.4,-2.2,1027.3
724080,13739,2005,1,9,4,59,39.868,-75.231,9,999,999.9,999.9,999.9,9999.9
724080,13739,2005,1,9,5,21,39.868,-75.231,9,360,5.1,4,-2,9999.9
724080,13739,2005,1,9,5,54,39.868,-75.231,9,350,3.6,3.3,-1.7,1027.6
724080,13739,2005,1,9,6,0,39.88,-75.25,9,350,3.6,3.3,-1.7,1027.6
724080,13739,2005,1,9,6,54,39.868,-75.231,9,360,4.6,3.9,-1.7,1028.1
724080,13739,2005,1,9,7,54,39.868,-75.231,9,360,4.6,3.3,-1.7,1028.5
724080,13739,2005,1,9,8,54,39.868,-75.231,9,350,5.1,3.3,-1.7,1028.8
724080,13739,2005,1,9,9,54,39.868,-75.231,9,350,3.6,3.3,-1.7,1029.4
724080,13739,2005,1,9,10,54,39.868,-75.231,9,360,4.1,3.3,-1.7,1029.8
724080,13739,2005,1,9,11,54,39.868,-75.231,9,350,2.1,2.8,-1.7,1030.3
