15-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
15-09-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
15-09-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
15-09-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
15-09-2011,,Total Hydro,,62,25,24,0.60,25,
15-09-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
15-09-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
15-09-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
15-09-2011,,Chabra TPS,,750,604,555,14.70,612,
15-09-2011,,Dholpur GPS,,330,85,105,2.33,97,
15-09-2011,,Ramgarh GPS,,221,116,116,2.85,119,
15-09-2011,,RAPS A (NPC),,300,175,175,4.11,171,
15-09-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
15-09-2011,,Giral  LTPS,,250,71,44,1.32,55,
15-09-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
15-09-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
15-09-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
16-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
16-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
16-09-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
16-09-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
16-09-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
16-09-2011,,Total Hydro,,62,25,24,0.60,25,
16-09-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
16-09-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
16-09-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
16-09-2011,,Chabra TPS,,750,604,555,14.70,612,
16-09-2011,,Dholpur GPS,,330,85,105,2.33,97,
16-09-2011,,Ramgarh GPS,,221,116,116,2.85,119,
16-09-2011,,RAPS A (NPC),,300,175,175,4.11,171,
16-09-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
16-09-2011,,Giral  LTPS,,250,71,44,1.32,55,
16-09-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
16-09-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
16-09-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
17-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
17-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
17-09-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
17-09-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
17-09-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
17-09-2011,,Total Hydro,,62,25,24,0.60,25,
17-09-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
17-09-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
17-09-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
17-09-2011,,Chabra TPS,,750,604,555,14.70,612,
17-09-2011,,Dholpur GPS,,330,85,105,2.33,97,
17-09-2011,,Ramgarh GPS,,221,116,116,2.85,119,
17-09-2011,,RAPS A (NPC),,300,175,175,4.11,171,
17-09-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
17-09-2011,,Giral  LTPS,,250,71,44,1.32,55,
17-09-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
17-09-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
17-09-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
18-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
18-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
18-09-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
18-09-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
18-09-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
18-09-2011,,Total Hydro,,62,25,24,0.60,25,
18-09-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
18-09-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
18-09-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
18-09-2011,,Chabra TPS,,750,604,555,14.70,612,
18-09-2011,,Dholpur GPS,,330,85,105,2.33,97,
18-09-2011,,Ramgarh GPS,,221,116,116,2.85,119,
18-09-2011,,RAPS A (NPC),,300,175,175,4.11,171,
18-09-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
18-09-2011,,Giral  LTPS,,250,71,44,1.32,55,
18-09-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
18-09-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
18-09-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
19-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
19-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
19-09-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
19-09-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
19-09-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
19-09-2011,,Total Hydro,,62,25,24,0.60,25,
19-09-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
19-09-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
19-09-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
19-09-2011,,Chabra TPS,,750,604,555,14.70,612,
19-09-2011,,Dholpur GPS,,330,85,105,2.33,97,
19-09-2011,,Ramgarh GPS,,221,116,116,2.85,119,
19-09-2011,,RAPS A (NPC),,300,175,175,4.11,171,
19-09-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
19-09-2011,,Giral  LTPS,,250,71,44,1.32,55,
19-09-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
19-09-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
19-09-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
20-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
20-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
20-09-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
20-09-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
20-09-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
20-09-2011,,Total Hydro,,62,25,24,0.60,25,
20-09-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
20-09-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
20-09-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
20-09-2011,,Chabra TPS,,750,604,555,14.70,612,
20-09-2011,,Dholpur GPS,,330,85,105,2.33,97,
20-09-2011,,Ramgarh GPS,,221,116,116,2.85,119,
20-09-2011,,RAPS A (NPC),,300,175,175,4.11,171,
20-09-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
20-09-2011,,Giral  LTPS,,250,71,44,1.32,55,
20-09-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
20-09-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
20-09-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
21-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
21-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
21-09-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
21-09-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
21-09-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
21-09-2011,,Total Hydro,,62,25,24,0.60,25,
21-09-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
21-09-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
21-09-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
21-09-2011,,Chabra TPS,,750,604,555,14.70,612,
21-09-2011,,Dholpur GPS,,330,85,105,2.33,97,
21-09-2011,,Ramgarh GPS,,221,116,116,2.85,119,
21-09-2011,,RAPS A (NPC),,300,175,175,4.11,171,
21-09-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
21-09-2011,,Giral  LTPS,,250,71,44,1.32,55,
21-09-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
21-09-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
21-09-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
22-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
22-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
22-09-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
22-09-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
22-09-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
22-09-2011,,Total Hydro,,62,25,24,0.60,25,
22-09-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
22-09-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
22-09-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
22-09-2011,,Chabra TPS,,750,604,555,14.70,612,
22-09-2011,,Dholpur GPS,,330,85,105,2.33,97,
22-09-2011,,Ramgarh GPS,,221,116,116,2.85,119,
22-09-2011,,RAPS A (NPC),,300,175,175,4.11,171,
22-09-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
22-09-2011,,Giral  LTPS,,250,71,44,1.32,55,
22-09-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
22-09-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
22-09-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
23-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
23-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
23-09-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
23-09-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
23-09-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
23-09-2011,,Total Hydro,,62,25,24,0.60,25,
23-09-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
23-09-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
23-09-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
23-09-2011,,Chabra TPS,,750,604,555,14.70,612,
23-09-2011,,Dholpur GPS,,330,85,105,2.33,97,
23-09-2011,,Ramgarh GPS,,221,116,116,2.85,119,
23-09-2011,,RAPS A (NPC),,300,175,175,4.11,171,
23-09-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
23-09-2011,,Giral  LTPS,,250,71,44,1.32,55,
23-09-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
23-09-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
23-09-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
24-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
24-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
24-09-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
24-09-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
24-09-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
24-09-2011,,Total Hydro,,62,25,24,0.60,25,
24-09-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
24-09-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
24-09-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
24-09-2011,,Chabra TPS,,750,604,555,14.70,612,
24-09-2011,,Dholpur GPS,,330,85,105,2.33,97,
24-09-2011,,Ramgarh GPS,,221,116,116,2.85,119,
24-09-2011,,RAPS A (NPC),,300,175,175,4.11,171,
24-09-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
24-09-2011,,Giral  LTPS,,250,71,44,1.32,55,
24-09-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
24-09-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
24-09-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
25-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
25-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
25-09-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
25-09-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
25-09-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
25-09-2011,,Total Hydro,,62,25,24,0.60,25,
25-09-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
25-09-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
25-09-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
25-09-2011,,Chabra TPS,,750,604,555,14.70,612,
25-09-2011,,Dholpur GPS,,330,85,105,2.33,97,
25-09-2011,,Ramgarh GPS,,221,116,116,2.85,119,
25-09-2011,,RAPS A (NPC),,300,175,175,4.11,171,
25-09-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
25-09-2011,,Giral  LTPS,,250,71,44,1.32,55,
25-09-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
25-09-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
25-09-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
26-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
26-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
26-09-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
26-09-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
26-09-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
26-09-2011,,Total Hydro,,62,25,24,0.60,25,
26-09-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
26-09-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
26-09-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
26-09-2011,,Chabra TPS,,750,604,555,14.70,612,
26-09-2011,,Dholpur GPS,,330,85,105,2.33,97,
26-09-2011,,Ramgarh GPS,,221,116,116,2.85,119,
26-09-2011,,RAPS A (NPC),,300,175,175,4.11,171,
26-09-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
26-09-2011,,Giral  LTPS,,250,71,44,1.32,55,
26-09-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
26-09-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
26-09-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
27-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
27-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
27-09-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
27-09-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
27-09-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
27-09-2011,,Total Hydro,,62,25,24,0.60,25,
27-09-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
27-09-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
27-09-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
27-09-2011,,Chabra TPS,,750,604,555,14.70,612,
27-09-2011,,Dholpur GPS,,330,85,105,2.33,97,
27-09-2011,,Ramgarh GPS,,221,116,116,2.85,119,
27-09-2011,,RAPS A (NPC),,300,175,175,4.11,171,
27-09-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
27-09-2011,,Giral  LTPS,,250,71,44,1.32,55,
27-09-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
27-09-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
27-09-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
28-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
28-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
28-09-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
28-09-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
28-09-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
28-09-2011,,Total Hydro,,62,25,24,0.60,25,
28-09-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
28-09-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
28-09-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
28-09-2011,,Chabra TPS,,750,604,555,14.70,612,
28-09-2011,,Dholpur GPS,,330,85,105,2.33,97,
28-09-2011,,Ramgarh GPS,,221,116,116,2.85,119,
28-09-2011,,RAPS A (NPC),,300,175,175,4.11,171,
28-09-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
28-09-2011,,Giral  LTPS,,250,71,44,1.32,55,
28-09-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
28-09-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
28-09-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
29-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
29-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
29-09-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
29-09-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
29-09-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
29-09-2011,,Total Hydro,,62,25,24,0.60,25,
29-09-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
29-09-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
29-09-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
29-09-2011,,Chabra TPS,,750,604,555,14.70,612,
29-09-2011,,Dholpur GPS,,330,85,105,2.33,97,
29-09-2011,,Ramgarh GPS,,221,116,116,2.85,119,
29-09-2011,,RAPS A (NPC),,300,175,175,4.11,171,
29-09-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
29-09-2011,,Giral  LTPS,,250,71,44,1.32,55,
29-09-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
29-09-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
29-09-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
30-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
30-09-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
30-09-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
30-09-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
30-09-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
30-09-2011,,Total Hydro,,62,25,24,0.60,25,
30-09-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
30-09-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
30-09-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
30-09-2011,,Chabra TPS,,750,604,555,14.70,612,
30-09-2011,,Dholpur GPS,,330,85,105,2.33,97,
30-09-2011,,Ramgarh GPS,,221,116,116,2.85,119,
30-09-2011,,RAPS A (NPC),,300,175,175,4.11,171,
30-09-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
30-09-2011,,Giral  LTPS,,250,71,44,1.32,55,
30-09-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
30-09-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
30-09-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
01-10-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
01-10-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
01-10-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
01-10-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
01-10-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
01-10-2011,,Total Hydro,,62,25,24,0.60,25,
01-10-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
01-10-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
01-10-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
01-10-2011,,Chabra TPS,,750,604,555,14.70,612,
01-10-2011,,Dholpur GPS,,330,85,105,2.33,97,
01-10-2011,,Ramgarh GPS,,221,116,116,2.85,119,
01-10-2011,,RAPS A (NPC),,300,175,175,4.11,171,
01-10-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
01-10-2011,,Giral  LTPS,,250,71,44,1.32,55,
01-10-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
01-10-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
01-10-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
02-10-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
02-10-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
02-10-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
02-10-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
02-10-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
02-10-2011,,Total Hydro,,62,25,24,0.60,25,
02-10-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
02-10-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
02-10-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
02-10-2011,,Chabra TPS,,750,604,555,14.70,612,
02-10-2011,,Dholpur GPS,,330,85,105,2.33,97,
02-10-2011,,Ramgarh GPS,,221,116,116,2.85,119,
02-10-2011,,RAPS A (NPC),,300,175,175,4.11,171,
02-10-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
02-10-2011,,Giral  LTPS,,250,71,44,1.32,55,
02-10-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
02-10-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
02-10-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
03-10-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
03-10-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
03-10-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
03-10-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
03-10-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
03-10-2011,,Total Hydro,,62,25,24,0.60,25,
03-10-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
03-10-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
03-10-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
03-10-2011,,Chabra TPS,,750,604,555,14.70,612,
03-10-2011,,Dholpur GPS,,330,85,105,2.33,97,
03-10-2011,,Ramgarh GPS,,221,116,116,2.85,119,
03-10-2011,,RAPS A (NPC),,300,175,175,4.11,171,
03-10-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
03-10-2011,,Giral  LTPS,,250,71,44,1.32,55,
03-10-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
03-10-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
03-10-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
04-10-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
04-10-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
04-10-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
04-10-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
04-10-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
04-10-2011,,Total Hydro,,62,25,24,0.60,25,
04-10-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
04-10-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
04-10-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
04-10-2011,,Chabra TPS,,750,604,555,14.70,612,
04-10-2011,,Dholpur GPS,,330,85,105,2.33,97,
04-10-2011,,Ramgarh GPS,,221,116,116,2.85,119,
04-10-2011,,RAPS A (NPC),,300,175,175,4.11,171,
04-10-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
04-10-2011,,Giral  LTPS,,250,71,44,1.32,55,
04-10-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
04-10-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
04-10-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
05-10-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
05-10-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
05-10-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
05-10-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
05-10-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
05-10-2011,,Total Hydro,,62,25,24,0.60,25,
